dataset,scenario,strategy,threshold_low,score,macro_f1,recall_low
student-por,early,none,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,early,class_weight,0.31666666666666665,0.6852416081637712,0.10069030903934643,1.0
student-por,early,smotenc,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,early,random_oversampling,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,early,focal_loss,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,early,smotenc_focal_loss,0.36538461538461536,0.6814253647586981,0.08978675645342311,1.0
