dataset,scenario,strategy,threshold_low,score,macro_f1,recall_low
student-mat,midterm,none,0.31666666666666665,0.7107253086419754,0.19135802469135801,0.9903846153846154
student-mat,midterm,class_weight,0.31666666666666665,0.7094210485795673,0.1697744245130495,1.0
student-mat,midterm,smotenc,0.31666666666666665,0.7094210485795673,0.1697744245130495,1.0
student-mat,midterm,random_oversampling,0.31666666666666665,0.7094210485795673,0.1697744245130495,1.0
student-mat,midterm,focal_loss,0.0,0.7077777777777778,0.16507936507936508,1.0
student-mat,midterm,smotenc_focal_loss,0.31666666666666665,0.7091540404040404,0.18686868686868685,0.9903846153846154
