group_feature_dim,action_feature_dim,group_hidden_dim,action_embedding_dim,dropout,learning_rate,weight_decay,recommendability_loss_weight,listwise_loss_weight,candidate_binary_loss_weight,config_id,outer_fold,trial_index,fixed_epoch,mean_best_epoch,mean_validation_loss,end_to_end_precision_at_1,positive_group_coverage,stage_a_precision,stage_a_recall,stage_b_conditional_precision_at_1,conditional_precision_at_1_all_positive,ndcg_at_3,mrr,abstention_rate,action_diversity,top_action_concentration,worst_stage_precision,selection_target_met
110,8,64,8,0.1,0.001,0.0001,1.0,1.0,0.25,4e08e7e5eab5d192,0,0,20,19.666666666666668,1.3820551961452905,0.6069364161849711,0.5093729799612152,0.6507018992568125,0.5093729799612152,0.932741116751269,0.9374595992243051,0.9721328401798773,0.9663326869209221,0.7499870967741935,4,0.44178364987613544,0.5959079283887468,False
110,8,64,16,0.1,0.001,0.0001,1.0,1.0,0.5,94dd81fa1a342676,0,1,15,17.0,1.4510493778343756,0.6042526837324526,0.5087265675500969,0.6498761354252683,0.5087265675500969,0.9297966963151207,0.9368131868131868,0.971913604826653,0.9660229476405947,0.7499870967741935,4,0.4803881090008258,0.5990639625585024,False
110,8,96,16,0.1,0.001,0.0001,1.0,1.0,0.25,c2aa50d29b584dba,0,2,16,15.333333333333334,1.381374244947897,0.6044591246903386,0.5074337427278603,0.64822460776218,0.5074337427278603,0.932484076433121,0.937136393018746,0.9720964107855664,0.9662384184443009,0.7499870967741935,4,0.4240297274979356,0.5966257668711656,False
110,8,96,16,0.2,0.001,0.0001,2.0,1.0,0.25,66e7c4bd791e45fa,0,3,20,19.666666666666668,2.12100038355721,0.6135425268373246,0.5129282482223658,0.6552436003303055,0.5129282482223658,0.9363579080025205,0.9368131868131868,0.9718250433033161,0.9659960137901316,0.7499870967741935,4,0.39822460776218,0.6037539103232534,False
110,8,64,8,0.2,0.0003,0.0001,2.0,1.0,0.5,906b4ef6c5e18798,0,4,56,54.333333333333336,2.1952486696780418,0.6092072667217175,0.5092113768584356,0.6504954582989265,0.5092113768584356,0.9365280863218026,0.9381060116354234,0.9723375919049251,0.9666154923507864,0.7499870967741935,4,0.416597853014038,0.6069072564998059,False
110,8,64,16,0.2,0.0003,0.0001,1.0,1.0,0.25,fbf4a27450169bec,0,5,48,47.333333333333336,1.3784011053050704,0.6092072667217175,0.5093729799612152,0.6507018992568125,0.5093729799612152,0.936230964467005,0.9398836457659987,0.9730054228250715,0.9675985778926955,0.7499870967741935,4,0.4079273327828241,0.6084573218480814,False
110,8,96,8,0.1,0.0003,0.0001,2.0,1.0,0.5,cf2bcd645cfc8900,0,6,31,31.0,2.201077558813374,0.6071428571428571,0.5079185520361991,0.6488439306358381,0.5079185520361991,0.9357301940820871,0.9364899806076277,0.9717755138380291,0.9659556130144367,0.7499870967741935,4,0.42568125516102395,0.5975168132436627,False
110,8,96,16,0.2,0.0003,0.0001,1.0,1.0,0.5,1ca4d471f07d5b29,0,7,33,33.333333333333336,1.4480006767313025,0.6106523534269199,0.510989010989011,0.652766308835673,0.510989010989011,0.9354838709677419,0.93939883645766,0.9726874292307207,0.9673427063132944,0.7499870967741935,4,0.4242361684558216,0.5983606557377049,False
110,8,64,8,0.1,0.0003,0.0001,2.0,1.0,0.25,e0b5468a0be46413,0,8,37,39.0,2.13324829970526,0.6059042113955408,0.5077569489334195,0.6486374896779521,0.5077569489334195,0.9341183959261616,0.9379444085326438,0.9720605770503379,0.9664942900237017,0.7499870967741935,4,0.4188687035507845,0.604223699648025,False
110,8,64,16,0.2,0.001,0.0001,2.0,1.0,0.5,5e5b462c2327386b,0,9,25,24.0,2.187587728789906,0.6139554087530966,0.5124434389140271,0.6546242774566474,0.5124434389140271,0.9378744875433617,0.9398836457659987,0.9733109484140993,0.9677736479207069,0.7499870967741935,4,0.4217588769611891,0.6097809475292919,False
110,8,96,8,0.2,0.001,0.0001,1.0,1.0,0.25,711d42e55150ece1,0,10,23,20.333333333333332,1.374525220460737,0.6135425268373246,0.5129282482223658,0.6552436003303055,0.5129282482223658,0.9363579080025205,0.9397220426632191,0.9727730817355007,0.9674100409394528,0.7499870967741935,4,0.4279521056977704,0.6086956521739131,False
110,8,96,16,0.1,0.0003,0.0001,2.0,1.0,0.25,aa9ccf13aefb1ad6,0,11,31,28.333333333333332,2.130368123501706,0.6090008257638315,0.5090497737556561,0.6502890173410405,0.5090497737556561,0.9365079365079365,0.9395604395604396,0.9731678068172359,0.9675716440422324,0.7499870967741935,4,0.4064822460776218,0.6035897435897436,False
