config_id,risk_weight,evidence_weight,need_weight,certainty_weight,workload_weight,minimum_risk_reduction,maximum_uncertainty,minimum_evidence,minimum_top_margin,minimum_top_score,mean_precision_at_1,mean_actionable_coverage,mean_selective_accuracy,mean_macro_action_precision,worst_stage_precision,minimum_action_diversity,maximum_top_action_concentration,meets_target
2ed908a222056780,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.0,0.2198096070986795,0.4657071617771831,0.4262892264766194,0.20693010277655674,0.09898762654668167,4,0.5077565632458234,False
d8af803e373b7407,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.15,0.20844414339338013,0.43914155799439536,0.4220857210416748,0.2005734724571495,0.09725400457665904,4,0.5179549604382228,False
b9109b9d46c61c35,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.25,0.20166380036959775,0.3935226214942342,0.44074996817001383,0.19709959519513834,0.09511568123393316,4,0.5698024774020757,False
aede29c230e15f29,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.0,0.22964428426773256,0.4352419655022631,0.4616642324077361,0.209856245509605,0.10253164556962026,4,0.4991702621971457,False
4d77bf4349b2d80f,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.15,0.21724486300853496,0.40867636171947536,0.4574607269727915,0.20308990896651968,0.10064516129032258,4,0.5141643059490085,False
cd4d5f3fa46552af,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.25,0.21057146305488797,0.3630574252193142,0.47607360511772273,0.16836383262032487,0.09867452135493372,4,0.5759619198730662,False
fc681f6bd969883f,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.0,0.24602811346051157,0.3917391817814832,0.5050206359476062,0.21599294460792376,0.09789156626506024,4,0.49284332688588006,False
393ff5b267a345b5,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.15,0.23201254393434778,0.3653362589812886,0.5006097224998923,0.20859128126497728,0.09692307692307692,4,0.5100080064051241,False
bb930cbab8b29e93,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.25,0.22602658144691956,0.3197173224811274,0.5191696064741825,0.17859230704014536,0.09386281588447654,4,0.5819555975436939,False
c9afa00cadb47d52,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.0,0.2631193509469379,0.33936628746099157,0.5472811857913228,0.22116681884913877,0.10894941634241245,4,0.4841457643161382,False
3934cffaf2fa0110,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.15,0.24783431777222842,0.31634120764185,0.5421961909745677,0.21301073358701253,0.10869565217391304,4,0.49951171875,False
5b4606648d310a72,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.25,0.24313655627469863,0.2708821432440069,0.5608074439322654,0.18717790550865776,0.1073170731707317,4,0.5807017543859649,False
1af70fb253025f6a,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.0,0.0,0.2198096070986795,0.4657071617771831,0.4262892264766194,0.20693010277655674,0.09898762654668167,4,0.5077565632458234,False
