config_id,risk_weight,evidence_weight,need_weight,certainty_weight,workload_weight,minimum_risk_reduction,maximum_uncertainty,minimum_evidence,minimum_top_margin,minimum_top_score,mean_precision_at_1,mean_actionable_coverage,mean_selective_accuracy,mean_macro_action_precision,worst_stage_precision,minimum_action_diversity,maximum_top_action_concentration,meets_target
2ed908a222056780,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.0,0.21825719207011665,0.48801632415268403,0.4289874938732341,0.22137110657145984,0.0968944099378882,4,0.4830917874396135,False
d8af803e373b7407,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.15,0.20611848947489453,0.45886694598114347,0.42491715143373554,0.2156263965108954,0.0955794504181601,4,0.49782202862476665,False
b9109b9d46c61c35,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.0,0.25,0.1989397843986266,0.41548485006814917,0.44118944201845894,0.15963345042097263,0.0970464135021097,4,0.5418218760582458,False
aede29c230e15f29,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.0,0.22992575598349543,0.4550597647390526,0.469229528171309,0.19283192750630693,0.10167130919220056,4,0.480918608578183,False
4d77bf4349b2d80f,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.15,0.21659084800769432,0.425910386567512,0.4651591857318104,0.18544222517871198,0.0945945945945946,4,0.49738037024100595,False
cd4d5f3fa46552af,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.02,0.25,0.20948390756736343,0.3825282906545176,0.4814314763165337,0.1677918284853026,0.10213414634146341,4,0.547271329746349,False
fc681f6bd969883f,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.0,0.24307590420781652,0.40936040105251853,0.5078786126216553,0.19971937349727228,0.10509554140127389,4,0.4803425457376411,False
393ff5b267a345b5,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.15,0.228361646564703,0.38069406464717054,0.5039112134936053,0.19182884911332454,0.09752066115702479,4,0.49919093851132684,False
bb930cbab8b29e93,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.05,0.25,0.2213815536586106,0.3373119687341761,0.5201334540282787,0.17545342751434134,0.10748560460652591,4,0.5581184984170059,False
c9afa00cadb47d52,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.0,0.2628920597445261,0.3528258051183393,0.5559466498372564,0.20616320039508584,0.1067193675889328,4,0.47047527604416706,False
3934cffaf2fa0110,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.15,0.24740854338036086,0.32927050725495477,0.5511854296897528,0.19759752242572756,0.1016260162601626,4,0.48370927318295737,False
5b4606648d310a72,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.2,0.1,0.25,0.24162187664839796,0.2860535095754093,0.5674605634858245,0.18519498627219808,0.11519607843137254,4,0.5561959654178674,False
1af70fb253025f6a,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.0,0.0,0.21825719207011665,0.48801632415268403,0.4289874938732341,0.22137110657145984,0.0968944099378882,4,0.4830917874396135,False
5bb77e52f6b6bf4d,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.0,0.15,0.20611848947489453,0.45886694598114347,0.42491715143373554,0.2156263965108954,0.0955794504181601,4,0.49782202862476665,False
5f8edd3f054503f9,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.0,0.25,0.1989397843986266,0.41548485006814917,0.44118944201845894,0.15963345042097263,0.0970464135021097,4,0.5418218760582458,False
44f7a64efa02a0c7,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.02,0.0,0.22992575598349543,0.4550597647390526,0.469229528171309,0.19283192750630693,0.10167130919220056,4,0.480918608578183,False
666d73b1ada18468,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.02,0.15,0.21659084800769432,0.425910386567512,0.4651591857318104,0.18544222517871198,0.0945945945945946,4,0.49738037024100595,False
2feb8265665bd6f8,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.02,0.25,0.20948390756736343,0.3825282906545176,0.4814314763165337,0.1677918284853026,0.10213414634146341,4,0.547271329746349,False
0a713dd826a2a5c0,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.05,0.0,0.24307590420781652,0.40936040105251853,0.5078786126216553,0.19971937349727228,0.10509554140127389,4,0.4803425457376411,False
062be06895462a7e,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.05,0.15,0.228361646564703,0.38069406464717054,0.5039112134936053,0.19182884911332454,0.09752066115702479,4,0.49919093851132684,False
e1b165f8bea047d6,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.05,0.25,0.2213815536586106,0.3373119687341761,0.5201334540282787,0.17545342751434134,0.10748560460652591,4,0.5581184984170059,False
83013d48f455a0e8,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.1,0.0,0.2628920597445261,0.3528258051183393,0.5559466498372564,0.20616320039508584,0.1067193675889328,4,0.47047527604416706,False
6fa955a878fef7c0,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.1,0.15,0.24740854338036086,0.32927050725495477,0.5511854296897528,0.19759752242572756,0.1016260162601626,4,0.48370927318295737,False
8c7061c7fa34198d,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.4,0.1,0.25,0.24162187664839796,0.2860535095754093,0.5674605634858245,0.18519498627219808,0.11519607843137254,4,0.5561959654178674,False
3a961744f864f7d5,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.0,0.0,0.2117130440331405,0.4727340009853436,0.4262161319996924,0.21826148866636985,0.09488139825218476,4,0.48990208078335373,False
67f43cc2208ad737,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.0,0.15,0.20404773296172066,0.45466193641709046,0.42367626739348396,0.21451633250362812,0.0955794504181601,4,0.4995319812792512,False
2b0694f170ab8bf6,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.0,0.25,0.19828845691190813,0.4145111892351743,0.4408254808895844,0.1591201494945724,0.0970464135021097,4,0.542527956624873,False
36cfbcdbea9b9159,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.02,0.0,0.22276157232897822,0.439942539805161,0.46640926574423935,0.18889331383592697,0.09391534391534391,4,0.48834818368745714,False
839d2ac2417b9d09,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.02,0.15,0.214330261232216,0.42187047523690796,0.46386940113803093,0.18397678868791154,0.0945945945945946,4,0.4991243432574431,False
700b5ce4c937986b,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.02,0.25,0.20879804727505177,0.38171972805499177,0.4810186146341313,0.1672834419398185,0.10213414634146341,4,0.5478662053056517,False
d3022ca31b0f346c,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.05,0.0,0.23512941760638206,0.39488140100089647,0.5048030187998566,0.19550669173508053,0.0966183574879227,4,0.4885284810126582,False
9b128ac004e9e8f2,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.05,0.15,0.22563916908341888,0.3768093364326434,0.5022631541936482,0.19012765913067023,0.09752066115702479,4,0.5010141987829615,False
131482bfa23fccc1,0.5,0.2,0.2,0.05,0.1,0.0,0.05,0.6,0.05,0.25,0.22042972244907202,0.3366585892507272,0.5193623176396985,0.17479148111577747,0.10748560460652591,4,0.5585707824513795,False
