dataset,fold,information_level,model,seed,epochs_run,pr_auc,roc_auc,f1,precision,recall,specificity,accuracy,balanced_accuracy,brier,ece,h2_mean,h2_p50,threshold,tp,fp,tn,fn,n,prevalence
oulad,1,100pct,LR,42,15,0.9126147174575729,0.9309734851136126,0.8207885304659498,0.9385245901639344,0.7292993630573248,0.9775224775224776,0.8980978260869565,0.8534109202899012,0.08738068727673243,0.07516962100620642,0.49949871581735433,0.5080043874290663,0.72,687,45,1957,255,2944,0.31997282608695654
oulad,1,100pct,RF,42,15,0.9220762722855634,0.9381849572932377,0.8364289994008388,0.9601100412654745,0.7409766454352441,0.9855144855144855,0.9072690217391305,0.8632455654748648,0.07261081381239666,0.03542021353646504,0.44602076220661085,0.4349564597094533,0.52,698,29,1973,244,2944,0.31997282608695654
oulad,2,20pct,Hybrid,42,16,0.742249514257137,0.7697052995966039,0.6675993284834919,0.5802529182879378,0.7859025032938076,0.5834942084942085,0.6690807799442897,0.6846983558940081,0.2033567794999656,0.11138134782026138,0.5804286254374338,0.597878208937132,0.16,1193,863,1209,325,3590,0.4228412256267409
oulad,2,20pct,LR,42,16,0.7564657867441347,0.7815623712362844,0.670774647887324,0.6047619047619047,0.7529644268774703,0.6394787644787645,0.6874651810584959,0.6962215956781175,0.18615554245843055,0.05610614445626032,0.79923584047807,0.881393229045409,0.41,1143,747,1325,375,3590,0.4228412256267409
oulad,2,20pct,RF,42,16,0.756095126855005,0.7790916975699584,0.6703970157207567,0.5628635346756152,0.8287220026350461,0.5284749034749034,0.6554317548746518,0.6785984530549748,0.18417449589235454,0.030026686555786376,0.8145435161935534,0.8928029868593349,0.33,1258,977,1095,260,3590,0.4228412256267409
oulad,2,35pct,Hybrid,42,16,0.8010241214782354,0.8243348773596587,0.684312459651388,0.6141367323290846,0.7725947521865889,0.6785714285714286,0.7160278745644599,0.7255830903790088,0.16241921864957082,0.058935695020690175,0.5597936403604986,0.584353540110047,0.24,1060,666,1406,312,3444,0.3983739837398374
oulad,2,35pct,LR,42,16,0.7978035377781555,0.8267712214505218,0.6932018316308559,0.6707566462167689,0.717201166180758,0.7668918918918919,0.747096399535424,0.742046529036325,0.1635394990039676,0.06496759155861445,0.7366277290303643,0.830923911693565,0.45,984,483,1589,388,3444,0.3983739837398374
oulad,2,35pct,RF,42,16,0.8032233642791256,0.8257595371297995,0.6945546339704292,0.6873661670235546,0.7018950437317785,0.7886100386100386,0.7540650406504065,0.7452525411709086,0.15924776250814912,0.037280100743360946,0.7444400487185084,0.8345744588301929,0.41,963,438,1634,409,3444,0.3983739837398374
oulad,2,50pct,Hybrid,42,16,0.8435506661583585,0.8692681883870244,0.7310186951545212,0.6921965317919075,0.7744543249797898,0.7944015444015444,0.7869446962828649,0.7844279346906671,0.1345955079498302,0.049774238588374285,0.4595694116111223,0.4173847464261241,0.26,958,426,1646,279,3309,0.37382895134481714
oulad,2,50pct,LR,42,16,0.8415524013731023,0.8722688937927419,0.7270624518118736,0.6949152542372882,0.7623282134195635,0.8001930501930502,0.786038077969175,0.7812606318063069,0.13845768088491686,0.07334196488901405,0.654018114414316,0.7340045045110402,0.44,943,414,1658,294,3309,0.37382895134481714
oulad,2,50pct,RF,42,16,0.8481908787064225,0.8730769110720608,0.7338912133891213,0.7606244579358196,0.7089733225545675,0.8667953667953668,0.8077969174977334,0.7878843446749672,0.13080521152618008,0.03880296823624652,0.6467669263082846,0.7070707880354206,0.43,877,276,1796,360,3309,0.37382895134481714
oulad,2,75pct,Hybrid,42,16,0.8847353956834909,0.9053461595954513,0.7830045523520486,0.8431372549019608,0.7308781869688386,0.9305019305019305,0.8629830725007984,0.8306900587353845,0.10066000920380921,0.03640594429933474,0.39398725615211694,0.29136649467282727,0.47,774,144,1928,285,3131,0.3382305972532737
oulad,2,75pct,LR,42,16,0.8838016096515586,0.9056724672871983,0.7711442786069652,0.814931650893796,0.7318224740321058,0.915057915057915,0.8530820824017885,0.8234401945450104,0.10995079325117886,0.07673924741304813,0.5515440802246754,0.595358400382659,0.56,775,176,1896,284,3131,0.3382305972532737
oulad,2,75pct,RF,42,16,0.8882049388549106,0.907584967606214,0.7848748083801738,0.8552338530066815,0.7252124645892352,0.9372586872586872,0.8655381667198978,0.8312355759239611,0.09809788581972156,0.03226754822906513,0.5123836858699002,0.5218436986452774,0.44,768,130,1942,291,3131,0.3382305972532737
oulad,2,100pct,Hybrid,42,16,0.9170713811438439,0.9317033073430208,0.8455840455840455,0.9537275064267352,0.759467758444217,0.9826254826254827,0.9111183994752378,0.8710466205348498,0.07786198616584193,0.03983426551797626,0.37016233256817477,0.27671752971411445,0.66,742,36,2036,235,3049,0.32043292882912433
oulad,2,100pct,LR,42,16,0.9123438968506395,0.9269308971202522,0.8372346216657593,0.8941860465116279,0.7871033776867963,0.956081081081081,0.9019350606756313,0.8715922293839387,0.08715184628438405,0.0735825946607738,0.48900784989802554,0.49180445613166635,0.57,769,91,1981,208,3049,0.32043292882912433
oulad,2,100pct,RF,42,16,0.917717500547099,0.9305886252534155,0.8401775804661488,0.9175757575757576,0.77482088024565,0.9671814671814671,0.9055428009183338,0.8710011737135586,0.0742371763419757,0.037438610228140205,0.44425067618042874,0.41842240047685836,0.42,757,68,2004,220,3049,0.32043292882912433
oulad,3,20pct,Hybrid,42,14,0.7555124217805568,0.784118812121646,0.6789546079779918,0.5856668248694826,0.8075916230366492,0.57373046875,0.6736577181208053,0.6906610458933247,0.20845012581170824,0.14651288604663304,0.5393476402050158,0.5245350976284568,0.12,1234,873,1175,294,3576,0.4272930648769575
oulad,3,20pct,LR,42,14,0.762566634596074,0.7889011243250983,0.676779463243874,0.6105263157894737,0.7591623036649214,0.638671875,0.6901565995525727,0.6989170893324608,0.18452607666483953,0.05769977014943105,0.804049875691871,0.8937694648416301,0.42,1160,740,1308,368,3576,0.4272930648769575
oulad,3,20pct,RF,42,14,0.7550013447722117,0.7773264939872382,0.6725312145289444,0.593687374749499,0.775523560209424,0.60400390625,0.6772930648769575,0.689763733229712,0.18566296235073088,0.02859680042175004,0.8095523223444518,0.8907399443538567,0.37,1185,811,1237,343,3576,0.4272930648769575
