action,support_query_count,retained_label_support,mean_relevance,mean_score,mae,selection_frequency,feasibility_pass_rate
ASSESSMENT_COMPLETION,179,179,1.2587588563901824,0.39777831197047164,0.44049442829623087,0.0893854748603352,0.5027932960893855
RECOVER_ENGAGEMENT,179,179,1.7710423008908658,0.5954047612823977,0.3939499010753739,0.27932960893854747,0.7541899441340782
STUDY_REGULARITY,179,179,1.6377402697466967,0.5305496581380932,0.3195292570898661,0.0,0.9776536312849162
TARGETED_CONTENT_REVIEW,179,179,0.6977241889421408,0.23540420873520584,0.28860656749352276,0.0,0.5810055865921788
QUIZ_RETRIEVAL_PRACTICE,179,179,2.1966296804147527,0.7681043417038582,0.33540771159166055,0.6312849162011173,0.7318435754189944
