dataset,scenario,model_id,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,pr_auc,roc_auc,brier,nll,ece,low_precision,low_recall,low_f1,low_support,fit_scope,laplace_alpha
student_mat,S0_EARLY_NO_GRADE,grade_band_reference,0.4860759493670886,0.3333333333333333,0.1620253164556962,0.3333333333333333,0.2180579216354344,0.31797813382787393,0.33136018149239926,0.49461226761863686,0.6213062401489516,1.0285368127708918,0.0014364509344867993,0.0,0.0,0.0,130,outer_training_fold_only,1
student_mat,S1_MID_G1_ONLY,grade_band_reference,0.7620253164556962,0.761505898021309,0.774600631612918,0.761505898021309,0.7666487189841611,0.7621454750541412,0.6711473942275862,0.8240982031198874,0.3779022923950035,0.6376687235524697,0.02552981167741131,0.7323943661971831,0.8,0.7647058823529411,130,outer_training_fold_only,1
student_mat,S2_LATE_G1_G2,grade_band_reference,0.8987341772151899,0.904120931389767,0.912757827601418,0.904120931389767,0.9066544140712939,0.8992945526637132,0.8553518891137014,0.9294952333563126,0.17957151905697571,0.3495293996577749,0.015547881212836482,0.8356164383561644,0.9384615384615385,0.8840579710144928,130,outer_training_fold_only,1
student_por,S0_EARLY_NO_GRADE,grade_band_reference,0.6440677966101694,0.3333333333333333,0.21468926553672316,0.3333333333333333,0.2611683848797251,0.5046304385811637,0.33222733608305305,0.49730006192827103,0.5207069981827613,0.8945644025891935,0.001785463392006581,0.0,0.0,0.0,100,outer_training_fold_only,1
student_por,S1_MID_G1_ONLY,grade_band_reference,0.7796610169491526,0.7576977488829639,0.7736617861371841,0.7576977488829639,0.7399583627388667,0.7813057474153189,0.6536851029627353,0.8218578093573857,0.3177886495794498,0.5386326906685767,0.007132101871548387,0.5605095541401274,0.88,0.6848249027237354,100,outer_training_fold_only,1
student_por,S2_LATE_G1_G2,grade_band_reference,0.8428351309707242,0.8313647929678464,0.8309171944639925,0.8313647929678464,0.8166352588434366,0.847285837776198,0.7349603806167967,0.8736306389045806,0.23718620774012425,0.4230004944809414,0.023557100106283285,0.6137931034482759,0.89,0.726530612244898,100,outer_training_fold_only,1
