dataset,scenario,model_id,outer_fold,selected_params,selected_inner_macro_f1,outer_rows_used_for_selection
student_por,S0_EARLY_NO_GRADE,logistic_regression,0,"{""C"": 0.1, ""class_weight"": ""balanced""}",0.46714287711902247,False
student_por,S0_EARLY_NO_GRADE,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.5278759744804574,False
student_por,S0_EARLY_NO_GRADE,xgboost,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}",0.538279528013502,False
student_por,S0_EARLY_NO_GRADE,mlp,0,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.4600310494686664,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",0.4341116214065865,False
student_por,S0_EARLY_NO_GRADE,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.47447888621283707,False
student_por,S0_EARLY_NO_GRADE,xgboost,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.4433876742257088,False
student_por,S0_EARLY_NO_GRADE,mlp,1,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}",0.34561632572385254,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,2,"{""C"": 0.1, ""class_weight"": ""balanced""}",0.4637487149903437,False
student_por,S0_EARLY_NO_GRADE,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.5449107802378012,False
student_por,S0_EARLY_NO_GRADE,xgboost,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}",0.4587470278064525,False
student_por,S0_EARLY_NO_GRADE,mlp,2,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}",0.3827228446523722,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,3,"{""C"": 0.1, ""class_weight"": ""balanced""}",0.46904771679576546,False
student_por,S0_EARLY_NO_GRADE,random_forest,3,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.5085564504429022,False
