dataset,scenario,model_id,outer_fold,runtime_seconds
student_por,S0_EARLY_NO_GRADE,logistic_regression,0,0.6333533999277279
student_por,S0_EARLY_NO_GRADE,random_forest,0,10.56784259993583
student_por,S0_EARLY_NO_GRADE,xgboost,0,3.594424800015986
student_por,S0_EARLY_NO_GRADE,mlp,0,5.037132199970074
student_por,S0_EARLY_NO_GRADE,logistic_regression,1,0.6587195000611246
student_por,S0_EARLY_NO_GRADE,random_forest,1,10.535059400019236
student_por,S0_EARLY_NO_GRADE,xgboost,1,3.7136295000091195
student_por,S0_EARLY_NO_GRADE,mlp,1,4.695523399976082
student_por,S0_EARLY_NO_GRADE,logistic_regression,2,0.6720195999369025
student_por,S0_EARLY_NO_GRADE,random_forest,2,10.414076099987142
student_por,S0_EARLY_NO_GRADE,xgboost,2,3.4693181000184268
student_por,S0_EARLY_NO_GRADE,mlp,2,5.685486400034279
student_por,S0_EARLY_NO_GRADE,logistic_regression,3,0.6612594000762329
student_por,S0_EARLY_NO_GRADE,random_forest,3,10.519737099995837
student_por,S0_EARLY_NO_GRADE,xgboost,3,3.4449805000331253
student_por,S0_EARLY_NO_GRADE,mlp,3,3.783159299986437
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,0.6239323999034241
student_por,S0_EARLY_NO_GRADE,random_forest,4,10.53684139996767
student_por,S0_EARLY_NO_GRADE,xgboost,4,3.6952817999990657
student_por,S0_EARLY_NO_GRADE,mlp,4,5.059111800044775
student_por,S1_MID_G1_ONLY,logistic_regression,0,0.7357707999181002
student_por,S1_MID_G1_ONLY,random_forest,0,10.611787800095044
student_por,S1_MID_G1_ONLY,xgboost,0,3.8534185000462458
student_por,S1_MID_G1_ONLY,mlp,0,5.08296909998171
student_por,S1_MID_G1_ONLY,logistic_regression,1,0.6851863999618217
student_por,S1_MID_G1_ONLY,random_forest,1,10.627251100027934
student_por,S1_MID_G1_ONLY,xgboost,1,3.6200994999380782
student_por,S1_MID_G1_ONLY,mlp,1,5.45201150001958
student_por,S1_MID_G1_ONLY,logistic_regression,2,0.7612170999636874
student_por,S1_MID_G1_ONLY,random_forest,2,10.533512699999847
student_por,S1_MID_G1_ONLY,xgboost,2,3.677427400019951
student_por,S1_MID_G1_ONLY,mlp,2,5.199393599992618
student_por,S1_MID_G1_ONLY,logistic_regression,3,0.7588716000318527
student_por,S1_MID_G1_ONLY,random_forest,3,10.543568899971433
student_por,S1_MID_G1_ONLY,xgboost,3,3.644268999923952
student_por,S1_MID_G1_ONLY,mlp,3,4.899379799957387
student_por,S1_MID_G1_ONLY,logistic_regression,4,0.7451551000121981
student_por,S1_MID_G1_ONLY,random_forest,4,10.651825199951418
student_por,S1_MID_G1_ONLY,xgboost,4,3.579075300018303
student_por,S1_MID_G1_ONLY,mlp,4,4.916775400051847
student_por,S2_LATE_G1_G2,logistic_regression,0,0.8308423000853509
student_por,S2_LATE_G1_G2,random_forest,0,10.49370730004739
student_por,S2_LATE_G1_G2,xgboost,0,3.903887400054373
student_por,S2_LATE_G1_G2,mlp,0,4.618312100064941
student_por,S2_LATE_G1_G2,decision_tree,0,0.7720456999959424
student_por,S2_LATE_G1_G2,hist_gradient_boosting,0,17.61818069999572
student_por,S2_LATE_G1_G2,svm,0,1.7026861999183893
student_por,S2_LATE_G1_G2,logistic_regression,1,0.6814756999956444
student_por,S2_LATE_G1_G2,random_forest,1,10.374637699918821
student_por,S2_LATE_G1_G2,xgboost,1,3.9495491000125185
student_por,S2_LATE_G1_G2,mlp,1,4.629569199983962
student_por,S2_LATE_G1_G2,decision_tree,1,0.756296900101006
student_por,S2_LATE_G1_G2,hist_gradient_boosting,1,17.020963400020264
student_por,S2_LATE_G1_G2,svm,1,1.707436199998483
student_por,S2_LATE_G1_G2,logistic_regression,2,0.7130254000658169
student_por,S2_LATE_G1_G2,random_forest,2,10.574467899976298
student_por,S2_LATE_G1_G2,xgboost,2,3.8562986999750137
student_por,S2_LATE_G1_G2,mlp,2,4.473556500044651
student_por,S2_LATE_G1_G2,decision_tree,2,0.6862232000567019
student_por,S2_LATE_G1_G2,hist_gradient_boosting,2,17.36304690001998
student_por,S2_LATE_G1_G2,svm,2,1.7483774999855086
student_por,S2_LATE_G1_G2,logistic_regression,3,0.7312401999952272
student_por,S2_LATE_G1_G2,random_forest,3,10.341187700047158
student_por,S2_LATE_G1_G2,xgboost,3,3.7348598999669775
student_por,S2_LATE_G1_G2,mlp,3,4.7248384999111295
student_por,S2_LATE_G1_G2,decision_tree,3,0.745295700035058
student_por,S2_LATE_G1_G2,hist_gradient_boosting,3,17.04663759993855
student_por,S2_LATE_G1_G2,svm,3,1.6348495000274852
student_por,S2_LATE_G1_G2,logistic_regression,4,0.7917872000252828
student_por,S2_LATE_G1_G2,random_forest,4,10.387572000036016
student_por,S2_LATE_G1_G2,xgboost,4,3.7847165999701247
student_por,S2_LATE_G1_G2,mlp,4,5.264544700039551
student_por,S2_LATE_G1_G2,decision_tree,4,0.7433588999556378
student_por,S2_LATE_G1_G2,hist_gradient_boosting,4,17.29176459996961
student_por,S2_LATE_G1_G2,svm,4,1.6649458999745548
