dataset,scenario,model_id,model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,pr_auc,roc_auc,brier,nll,ece,confusion_matrix,seed_mean_macro_f1,seed_std_macro_f1,seed_min_macro_f1,seed_max_macro_f1,low_precision,low_recall,low_f1,low_support,medium_precision,medium_recall,medium_f1,medium_support,high_precision,high_recall,high_f1,high_support,macro_f1_rank,low_recall_rank,low_f1_rank,pr_auc_rank,ece_rank,stability_rank
student_mat,S1_MID_G1_ONLY,logistic_regression,Logistic Regression,0.739240506329114,0.7440891728134879,0.7447091147949644,0.7440891728134879,0.7443938512431663,0.7392419281026875,0.7975688073848212,0.8876736718777778,0.36213819076519593,0.5710352563689901,0.05289523125136182,"[[95, 35, 0], [34, 141, 17], [0, 17, 56]]",0.7443938512431663,0.0,0.7443938512431663,0.7443938512431663,0.7364341085271318,0.7307692307692307,0.7335907335907336,130,0.7305699481865285,0.734375,0.7324675324675325,192,0.7671232876712328,0.7671232876712328,0.7671232876712328,73,3.0,6.0,6.0,7.0,6.0,1.0
student_mat,S1_MID_G1_ONLY,decision_tree,Decision Tree,0.7417721518987341,0.7365069956679546,0.7496509117952468,0.7365069956679546,0.7425843682744776,0.7417920162812116,0.7955635876611616,0.8843052760081592,0.3561577252944736,1.0516013385339336,0.06963692460063926,"[[94, 36, 0], [30, 146, 16], [0, 20, 53]]",0.7403498524873633,0.001366481998014828,0.7382676489811405,0.7425843682744776,0.7580645161290323,0.7230769230769231,0.7401574803149606,130,0.7227722772277227,0.7604166666666666,0.7411167512690355,192,0.7681159420289855,0.726027397260274,0.7464788732394366,73,4.0,7.0,5.0,8.0,7.0,3.0
student_mat,S1_MID_G1_ONLY,random_forest,Random Forest,0.7164556962025317,0.7241138332747923,0.7250898903668409,0.7241138332747923,0.7233470951938842,0.7161757080615196,0.8218228731434297,0.891978611031725,0.35359909989199856,0.5475721257309923,0.05142576197018636,"[[100, 30, 0], [46, 130, 16], [0, 20, 53]]",0.7241090025578247,0.0018576816644368364,0.7213061078822228,0.7259771922388986,0.684931506849315,0.7692307692307693,0.7246376811594203,130,0.7222222222222222,0.6770833333333334,0.6989247311827957,192,0.7681159420289855,0.726027397260274,0.7464788732394366,73,5.0,4.0,8.0,4.0,2.0,4.0
student_mat,S1_MID_G1_ONLY,hist_gradient_boosting,HistGradientBoosting,0.6911392405063291,0.6801823556960542,0.7027417027417027,0.6801823556960542,0.689965272881497,0.6908952646859587,0.7697604308265925,0.862659626481665,0.4528505918255811,0.8069033141961565,0.17725598687384492,"[[85, 45, 0], [34, 140, 18], [0, 25, 48]]",0.689965272881497,0.0,0.689965272881497,0.689965272881497,0.7142857142857143,0.6538461538461539,0.6827309236947792,130,0.6666666666666666,0.7291666666666666,0.6965174129353234,192,0.7272727272727273,0.6575342465753424,0.6906474820143885,73,9.0,10.0,10.0,10.0,10.0,1.0
student_mat,S1_MID_G1_ONLY,svm,SVM,0.7468354430379747,0.7501254975998126,0.7530257421170871,0.7501254975998126,0.7515530589677454,0.7468757737334709,0.8367483189585169,0.9030442890024645,0.3374362020568423,0.5282130389572995,0.052242592737525545,"[[96, 34, 0], [33, 143, 16], [0, 17, 56]]",0.7512941908161642,0.0027889475689988293,0.7486994555487706,0.7564621682339255,0.7441860465116279,0.7384615384615385,0.7413127413127413,130,0.7371134020618557,0.7447916666666666,0.7409326424870466,192,0.7777777777777778,0.7671232876712328,0.7724137931034483,73,1.0,5.0,4.0,1.0,4.0,6.0
student_mat,S1_MID_G1_ONLY,xgboost,XGBoost,0.7113924050632912,0.714363804004215,0.729185076946271,0.714363804004215,0.7212454212454212,0.7118764779524274,0.815140417658255,0.8867710067418119,0.3645721462161764,0.5681345834332119,0.08853210741562371,"[[89, 41, 0], [41, 138, 13], [0, 19, 54]]",0.7199675539947269,0.0023686065398033705,0.7176958885380383,0.7235317706552525,0.6846153846153846,0.6846153846153846,0.6846153846153846,130,0.696969696969697,0.71875,0.7076923076923077,192,0.8059701492537313,0.7397260273972602,0.7714285714285715,73,6.0,9.0,9.0,5.0,9.0,5.0
student_mat,S1_MID_G1_ONLY,mlp,MLP,0.7417721518987341,0.7393370946025056,0.7551150497512439,0.7393370946025056,0.7466355534461847,0.7419842638262253,0.8251671439408753,0.8975929089067725,0.3532112063901903,0.5717452609913747,0.07266508021536293,"[[94, 36, 0], [34, 145, 13], [0, 19, 54]]",0.7278568823788852,0.01119991805844778,0.7089090878420476,0.7389368395579575,0.734375,0.7230769230769231,0.7286821705426356,130,0.725,0.7552083333333334,0.7397959183673469,192,0.8059701492537313,0.7397260273972602,0.7714285714285715,73,2.0,7.0,7.0,2.0,8.0,7.0
student_mat,S1_MID_G1_ONLY,cnn_only,CNN-only,0.7088607594936709,0.7694265162158999,0.7140556624064441,0.7694265162158999,0.7127620708115695,0.6949313562250924,0.8139619856752046,0.8963572031279862,0.3931736622265958,0.6296936488647101,0.05148920069082177,"[[120, 10, 0], [59, 95, 38], [0, 8, 65]]",0.7010993640536756,0.01648347074315831,0.6726291200500721,0.7223925283760836,0.6703910614525139,0.9230769230769231,0.7766990291262136,130,0.8407079646017699,0.4947916666666667,0.6229508196721312,192,0.6310679611650486,0.8904109589041096,0.7386363636363636,73,8.0,1.0,1.0,6.0,3.0,9.0
student_mat,S1_MID_G1_ONLY,bilstm_only,BiLSTM-only,0.6582278481012658,0.7387085089567966,0.6727864892690268,0.7387085089567966,0.6588210474809547,0.6331938173598305,0.7774624767773681,0.8739914798256444,0.43439123662140133,0.6856728311250507,0.052634835872517015,"[[118, 12, 0], [64, 75, 53], [1, 5, 67]]",0.6396182368930864,0.015432657166541497,0.6152145018373135,0.6536382926783467,0.644808743169399,0.9076923076923077,0.7539936102236422,130,0.8152173913043478,0.390625,0.528169014084507,192,0.5583333333333333,0.9178082191780822,0.694300518134715,73,10.0,2.0,3.0,9.0,5.0,8.0
student_mat,S1_MID_G1_ONLY,cnn_bilstm,CNN-BiLSTM,0.7113924050632912,0.7658485540334855,0.7137682614029218,0.7658485540334855,0.7175646005364135,0.700440438993436,0.8242858374088456,0.8981030524473046,0.3852608131284709,0.6005697686673296,0.05033291499736216,"[[117, 13, 0], [58, 100, 34], [0, 9, 64]]",0.7087014483548878,0.02249867671256597,0.6726109378925126,0.7329615544892764,0.6685714285714286,0.9,0.7672131147540984,130,0.819672131147541,0.5208333333333334,0.6369426751592356,192,0.6530612244897959,0.8767123287671232,0.7485380116959064,73,7.0,3.0,2.0,3.0,1.0,10.0
student_mat,S2_LATE_G1_G2,logistic_regression,Logistic Regression,0.8860759493670886,0.8976528655895094,0.8928717345130348,0.8976528655895094,0.8951984435013155,0.8858832373324886,0.9611584830027913,0.9735897861926355,0.17068974136784806,0.2728338505239576,0.03685335173668438,"[[111, 19, 0], [18, 169, 5], [0, 3, 70]]",0.8951984435013156,1.1102230246251565e-16,0.8951984435013155,0.8951984435013155,0.8604651162790697,0.8538461538461538,0.8571428571428571,130,0.8848167539267016,0.8802083333333334,0.8825065274151436,192,0.9333333333333333,0.958904109589041,0.9459459459459459,73,3.0,7.0,5.0,2.0,3.0,3.0
student_mat,S2_LATE_G1_G2,decision_tree,Decision Tree,0.8936708860759494,0.9018228251961129,0.9054785793916228,0.9018228251961129,0.9024249717831561,0.8941631386231517,0.9143592256070492,0.9539449350138102,0.17649326294377654,1.0420557900266,0.04771105301266734,"[[120, 10, 0], [24, 166, 2], [0, 6, 67]]",0.9024249717831561,0.0,0.9024249717831561,0.9024249717831561,0.8333333333333334,0.9230769230769231,0.8759124087591241,130,0.9120879120879121,0.8645833333333334,0.8877005347593583,192,0.9710144927536232,0.9178082191780822,0.9436619718309859,73,1.0,3.0,1.0,10.0,5.0,1.0
student_mat,S2_LATE_G1_G2,random_forest,Random Forest,0.8911392405063291,0.8939446493384849,0.9072807704512558,0.8939446493384849,0.8998331533550239,0.8917246510290221,0.9624649391203214,0.9760861720664372,0.15940238963233183,0.26719442654592246,0.03210406262121747,"[[116, 14, 0], [21, 170, 1], [0, 7, 66]]",0.8996657341488102,0.0019793550984338404,0.8976451545530493,0.9031069412093077,0.8467153284671532,0.8923076923076924,0.8689138576779026,130,0.8900523560209425,0.8854166666666666,0.8877284595300261,192,0.9850746268656716,0.9041095890410958,0.9428571428571428,73,2.0,5.0,2.0,1.0,2.0,5.0
student_mat,S2_LATE_G1_G2,hist_gradient_boosting,HistGradientBoosting,0.8607594936708861,0.8673153758342115,0.8721869377612562,0.8673153758342115,0.8696861886517059,0.8609379005494239,0.93543595704901,0.9593353251796297,0.23831230994424787,0.5281019444780992,0.10141918696181954,"[[109, 21, 0], [22, 165, 5], [0, 7, 66]]",0.8696861886517059,0.0,0.8696861886517059,0.8696861886517059,0.8320610687022901,0.8384615384615385,0.8352490421455939,130,0.8549222797927462,0.859375,0.8571428571428571,192,0.9295774647887324,0.9041095890410958,0.9166666666666666,73,7.0,8.0,10.0,9.0,10.0,1.0
student_mat,S2_LATE_G1_G2,svm,SVM,0.8632911392405064,0.8747116848144246,0.8676186590507275,0.8747116848144246,0.8710297543355626,0.863064204170953,0.9508444044763055,0.9686672554504127,0.18550881926562166,0.30388659542413005,0.030013507909027237,"[[109, 21, 0], [20, 164, 8], [0, 5, 68]]",0.8694885358841068,0.001993941057394608,0.8655792647231003,0.8710297543355626,0.8449612403100775,0.8384615384615385,0.8416988416988417,130,0.8631578947368421,0.8541666666666666,0.8586387434554974,192,0.8947368421052632,0.9315068493150684,0.912751677852349,73,6.0,8.0,8.0,4.0,1.0,6.0
student_mat,S2_LATE_G1_G2,xgboost,XGBoost,0.8734177215189873,0.8784799057487414,0.8849180242272346,0.8784799057487414,0.8815265387865198,0.8736887312523834,0.9500363220867278,0.9711402857040721,0.17053931609004122,0.28141506826591695,0.03749673947495086,"[[112, 18, 0], [21, 167, 4], [0, 7, 66]]",0.8827931592916318,0.0017012887622484753,0.8815265387865198,0.8857975041435117,0.8421052631578947,0.8615384615384616,0.8517110266159695,130,0.8697916666666666,0.8697916666666666,0.8697916666666666,192,0.9428571428571428,0.9041095890410958,0.9230769230769231,73,5.0,6.0,7.0,6.0,4.0,4.0
student_mat,S2_LATE_G1_G2,mlp,MLP,0.8531645569620253,0.8621070425008782,0.8570310391363023,0.8621070425008782,0.8595069898734821,0.8530538623984181,0.9503140283312909,0.9687334942540616,0.19847866334690384,0.3385435115982909,0.07967363768338954,"[[109, 21, 0], [21, 162, 9], [0, 7, 66]]",0.8665160899133516,0.0077700003823379235,0.8591901081781262,0.8807417414611735,0.8384615384615385,0.8384615384615385,0.8384615384615385,130,0.8526315789473684,0.84375,0.8481675392670157,192,0.88,0.9041095890410958,0.8918918918918919,73,8.0,8.0,9.0,5.0,8.0,7.0
student_mat,S2_LATE_G1_G2,cnn_only,CNN-only,0.8481012658227848,0.8770610145182062,0.8404572012313163,0.8770610145182062,0.852568640428709,0.8465860765200444,0.9459659176890008,0.9671010873193389,0.21656093602898258,0.3759796381009316,0.08017236002961423,"[[121, 9, 0], [30, 145, 17], [0, 4, 69]]",0.8591821881641728,0.008333498601227667,0.847706634100709,0.8736902086500828,0.8013245033112583,0.9307692307692308,0.8612099644128114,130,0.9177215189873418,0.7552083333333334,0.8285714285714286,192,0.8023255813953488,0.9452054794520548,0.8679245283018868,73,9.0,2.0,4.0,7.0,9.0,8.0
student_mat,S2_LATE_G1_G2,bilstm_only,BiLSTM-only,0.8405063291139241,0.8726806726378644,0.8339229499734636,0.8726806726378644,0.8453438850750065,0.8384806988577663,0.942033590854102,0.9647785113151897,0.22722677029758914,0.37711728283570795,0.0759152837839174,"[[122, 8, 0], [33, 141, 18], [0, 4, 69]]",0.836641464415932,0.012882320659242972,0.8175970530642628,0.8546244140164081,0.7870967741935484,0.9384615384615385,0.856140350877193,130,0.9215686274509803,0.734375,0.8173913043478261,192,0.7931034482758621,0.9452054794520548,0.8625,73,10.0,1.0,6.0,8.0,7.0,10.0
student_mat,S2_LATE_G1_G2,cnn_bilstm,CNN-BiLSTM,0.8759493670886076,0.8973323527689966,0.873172514619883,0.8973323527689966,0.8828865308431255,0.8754423753878767,0.9528646749750468,0.9711880348458791,0.18687979369472787,0.3215053643277041,0.055472001118188646,"[[119, 11, 0], [25, 157, 10], [0, 3, 70]]",0.8727500082160524,0.008682303015319037,0.8600401868143804,0.8862250109441122,0.8263888888888888,0.9153846153846154,0.8686131386861314,130,0.9181286549707602,0.8177083333333334,0.8650137741046832,192,0.875,0.958904109589041,0.9150326797385621,73,4.0,4.0,3.0,3.0,6.0,9.0
student_por,S0_EARLY_NO_GRADE,logistic_regression,Logistic Regression,0.49614791987673346,0.5877530223894225,0.512083953023232,0.5877530223894225,0.5000004375668657,0.5015149195283014,0.5110094275514739,0.7009556685485617,0.6080393252034074,0.9805626893902326,0.11326277655016327,"[[63, 25, 12], [71, 161, 186], [2, 31, 98]]",0.5000004375668657,0.0,0.5000004375668657,0.5000004375668657,0.4632352941176471,0.63,0.5338983050847458,100,0.7419354838709677,0.38516746411483255,0.5070866141732283,418,0.3310810810810811,0.7480916030534351,0.45901639344262296,131,2.0,3.0,1.0,2.0,7.0,1.0
student_por,S0_EARLY_NO_GRADE,decision_tree,Decision Tree,0.5053929121725732,0.49701523065122905,0.4546349838320641,0.49701523065122905,0.4612291612343138,0.5214559281622883,0.4394432996937185,0.6313990326581196,0.6717845966132979,4.600064707566129,0.2541170436395692,"[[46, 41, 13], [81, 214, 123], [10, 53, 68]]",0.4677431668509839,0.0026132751056715544,0.4643644680981011,0.4713193838012563,0.3357664233576642,0.46,0.3881856540084388,100,0.6948051948051948,0.5119617224880383,0.5895316804407713,418,0.3333333333333333,0.5190839694656488,0.4059701492537313,131,4.0,6.0,6.0,10.0,10.0,4.0
student_por,S0_EARLY_NO_GRADE,random_forest,Random Forest,0.5469953775038521,0.5640813518876998,0.5080064700850819,0.5640813518876998,0.5180430397401874,0.5592978256242269,0.5117264946310399,0.7121881895349326,0.5412316134417081,0.8706611339627761,0.04470666496433841,"[[55, 37, 8], [70, 219, 129], [3, 47, 81]]",0.5193667618585593,0.006485964497463191,0.5095246730742107,0.5266790592276828,0.4296875,0.55,0.4824561403508772,100,0.7227722772277227,0.5239234449760766,0.6074895977808599,418,0.37155963302752293,0.6183206106870229,0.46418338108882523,131,1.0,5.0,4.0,1.0,2.0,6.0
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,HistGradientBoosting,0.5932203389830508,0.4393396398699733,0.4791798535602001,0.4393396398699733,0.4515411952894853,0.5732201054476089,0.46128031047604806,0.6569328562831331,0.5979523538035844,1.0786430138428937,0.2126177764985971,"[[26, 72, 2], [43, 321, 54], [1, 92, 38]]",0.45154119528948533,5.551115123125783e-17,0.4515411952894853,0.4515411952894853,0.37142857142857144,0.26,0.3058823529411765,100,0.6618556701030928,0.7679425837320574,0.7109634551495017,418,0.40425531914893614,0.2900763358778626,0.3377777777777778,131,6.0,7.0,7.0,9.0,9.0,2.0
student_por,S0_EARLY_NO_GRADE,svm,SVM,0.6363636363636364,0.35408561306110525,0.5049077678118125,0.35408561306110525,0.31609264624499495,0.5276585948749315,0.48447035745482275,0.6954790349818819,0.4896954273599148,0.8074564348464924,0.05650427708760317,"[[7, 93, 0], [12, 402, 4], [0, 127, 4]]",0.3185184093802307,0.005736370324900967,0.3105277220122988,0.3253709505003833,0.3684210526315789,0.07,0.11764705882352941,100,0.6463022508038585,0.9617224880382775,0.7730769230769231,418,0.5,0.030534351145038167,0.05755395683453238,131,10.0,10.0,10.0,4.0,3.0,5.0
student_por,S0_EARLY_NO_GRADE,xgboost,XGBoost,0.613251155624037,0.43511048613901165,0.4995352892310476,0.43511048613901165,0.4497829347405517,0.5823150883035833,0.4851493893231263,0.674840528058739,0.5315196856794142,0.8965861193963183,0.12041170755256413,"[[23, 76, 1], [33, 341, 44], [1, 96, 34]]",0.4481381852259144,0.002356705515412187,0.4456171575569496,0.4518052999208226,0.40350877192982454,0.23,0.2929936305732484,100,0.6647173489278753,0.8157894736842105,0.7325456498388829,418,0.43037974683544306,0.2595419847328244,0.3238095238095238,131,8.0,8.0,8.0,3.0,8.0,3.0
student_por,S0_EARLY_NO_GRADE,mlp,MLP,0.6348228043143297,0.36929227997126746,0.4662014230979748,0.36929227997126746,0.3433129370629371,0.5376116564483283,0.48412834592429305,0.6769251574132872,0.490232749402063,0.8162227858222029,0.02774960767185316,"[[14, 86, 0], [14, 395, 9], [0, 128, 3]]",0.3686496972443211,0.016083066532306085,0.35037248293146656,0.39770094189160715,0.5,0.14,0.21875,100,0.6486042692939245,0.9449760765550239,0.7692307692307693,418,0.25,0.022900763358778626,0.04195804195804196,131,9.0,9.0,9.0,5.0,1.0,7.0
student_por,S0_EARLY_NO_GRADE,cnn_only,CNN-only,0.4453004622496148,0.5458829760035063,0.46759422149016966,0.5458829760035063,0.45022844366676384,0.4462335441249094,0.47809609730750835,0.6915371678241838,0.6199464609470254,1.0096096001505064,0.089319710783118,"[[61, 23, 16], [89, 136, 193], [4, 35, 92]]",0.4192902658243665,0.051159209396011734,0.33766981935762025,0.4888646519169712,0.3961038961038961,0.61,0.48031496062992124,100,0.7010309278350515,0.3253588516746411,0.4444444444444444,418,0.30564784053156147,0.7022900763358778,0.42592592592592593,131,7.0,4.0,5.0,8.0,4.0,10.0
student_por,S0_EARLY_NO_GRADE,bilstm_only,BiLSTM-only,0.4576271186440678,0.5720997845063734,0.5000019089288237,0.5720997845063734,0.46885633464832566,0.4577071428505278,0.4818725674044228,0.6921236648093267,0.6201880102824511,1.0072719717506777,0.09119082338424273,"[[64, 16, 20], [76, 134, 208], [4, 28, 99]]",0.4164878669101628,0.02546028822739944,0.37543123603237744,0.4504869680940427,0.4444444444444444,0.64,0.5245901639344263,100,0.7528089887640449,0.32057416267942584,0.44966442953020136,418,0.30275229357798167,0.7557251908396947,0.43231441048034935,131,3.0,1.0,2.0,6.0,5.0,9.0
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,CNN-BiLSTM,0.4453004622496148,0.5674672802756371,0.4857779039689431,0.5674672802756371,0.45710857813661226,0.4398229210461865,0.4814529658325424,0.695910000339131,0.6146042924468145,0.9874478827998753,0.09883493328410342,"[[64, 19, 17], [84, 125, 209], [3, 28, 100]]",0.4275011031216024,0.018113152648597128,0.40766800390058394,0.4585850318680597,0.423841059602649,0.64,0.5099601593625498,100,0.7267441860465116,0.29904306220095694,0.423728813559322,418,0.3067484662576687,0.7633587786259542,0.437636761487965,131,5.0,1.0,3.0,7.0,6.0,8.0
student_por,S1_MID_G1_ONLY,logistic_regression,Logistic Regression,0.8012326656394453,0.7945074692282406,0.7492154942037669,0.7945074692282406,0.7687936197933505,0.8041125535229309,0.8286028665868191,0.9222650770655854,0.2914941439750284,0.4777483293191984,0.036912949891161985,"[[74, 26, 0], [44, 336, 38], [0, 21, 110]]",0.7687936197933505,0.0,0.7687936197933505,0.7687936197933505,0.6271186440677966,0.74,0.6788990825688074,100,0.8772845953002611,0.8038277511961722,0.8389513108614233,418,0.7432432432432432,0.8396946564885496,0.7885304659498208,131,4.0,5.0,5.0,3.0,3.0,1.0
student_por,S1_MID_G1_ONLY,decision_tree,Decision Tree,0.8443759630200308,0.8136808015875915,0.8091120839606861,0.8136808015875915,0.8101459418095637,0.8440939354357242,0.7740930642658598,0.8958272906406003,0.25093645023746447,0.5370754418561142,0.031044966833685808,"[[70, 30, 0], [22, 364, 32], [0, 17, 114]]",0.8101459418095637,0.0,0.8101459418095637,0.8101459418095637,0.7608695652173914,0.7,0.7291666666666666,100,0.8856447688564477,0.8708133971291866,0.8781664656212304,418,0.7808219178082192,0.8702290076335878,0.8231046931407943,131,1.0,6.0,1.0,9.0,1.0,1.0
student_por,S1_MID_G1_ONLY,random_forest,Random Forest,0.8258859784283513,0.8123384102170763,0.7802913097216894,0.8123384102170763,0.7949393779652082,0.8275540083157821,0.8182676995846364,0.9200814319528735,0.27760059334727555,0.4559585670248598,0.0498655425748616,"[[76, 24, 0], [34, 350, 34], [0, 21, 110]]",0.7922186200450683,0.003093976380896881,0.7875364909251541,0.7949393779652082,0.6909090909090909,0.76,0.7238095238095238,100,0.8860759493670886,0.8373205741626795,0.8610086100861009,418,0.7638888888888888,0.8396946564885496,0.8,131,2.0,4.0,2.0,6.0,7.0,6.0
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,HistGradientBoosting,0.785824345146379,0.718624858468169,0.7478409988087303,0.718624858468169,0.7320381779939673,0.7834260334150428,0.7655241682634126,0.8956968303020649,0.34848227549766764,0.6832809950748348,0.13142251186274526,"[[61, 39, 0], [31, 359, 28], [0, 41, 90]]",0.7320381779939673,0.0,0.7320381779939673,0.7320381779939673,0.6630434782608695,0.61,0.6354166666666666,100,0.8177676537585421,0.8588516746411483,0.8378063010501751,418,0.7627118644067796,0.6870229007633588,0.7228915662650602,131,9.0,8.0,9.0,10.0,10.0,1.0
