dataset,scenario,comparator,metric,delta,ci_95_low,ci_95_high,conclusion,replicates,sampling
student_por,S2_LATE_G1_G2,random_forest,macro_f1,-0.0068109647775138615,-0.02951447162483124,0.017604995600202837,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,random_forest,low_recall,0.15000000000000002,0.08000000000000007,0.22000000000000008,CNN-BiLSTM higher,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,random_forest,low_f1,0.0038731541999516006,-0.04573344967320362,0.058157058695385,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,hist_gradient_boosting,macro_f1,0.0005138791873644522,-0.026507956339390095,0.02845885480038187,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,hist_gradient_boosting,low_recall,0.18000000000000005,0.10999999999999999,0.26,CNN-BiLSTM higher,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,hist_gradient_boosting,low_f1,0.01897119341563802,-0.03767285015379282,0.07812209317781668,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,svm,macro_f1,-0.0056216090297417365,-0.032574099708249565,0.022700815159723754,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,svm,low_recall,0.20000000000000007,0.12,0.28,CNN-BiLSTM higher,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,svm,low_f1,0.01701243052903989,-0.041684758439458326,0.07988474988802613,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,xgboost,macro_f1,-0.023088964480131757,-0.048373264771535404,0.0042386176683480905,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,xgboost,low_recall,0.15000000000000002,0.08000000000000007,0.22000000000000008,CNN-BiLSTM higher,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,xgboost,low_f1,-0.022602410645275794,-0.07633092413004625,0.032478840603586516,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,mlp,macro_f1,0.014170864725146282,-0.015729254861788396,0.04606795354952041,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,mlp,low_recall,0.27,0.18999999999999995,0.36,CNN-BiLSTM higher,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,mlp,low_f1,0.049517641503069476,-0.01640788493395271,0.12303458914384856,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,grade_band_reference,macro_f1,0.02793429262726055,-0.0016851623129031073,0.058584874325395685,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,grade_band_reference,low_recall,0.020000000000000018,-0.029999999999999916,0.07000000000000006,insufficient evidence of difference,5000,paired_stratified_by_true_class
student_por,S2_LATE_G1_G2,grade_band_reference,low_f1,0.022440581170739993,-0.022001621778418416,0.0662686978983598,insufficient evidence of difference,5000,paired_stratified_by_true_class
