dataset,information_level,sampler,fold,seed,pr_auc,f1,precision,recall,accuracy,macro_f1,balanced_accuracy,minority_recall,threshold,n_train,n_valid,epochs_run,n_train_sampled,n_train_original,pos_weight
uci,S1,control,2,1201,0.845299082804343,0.7222222222222222,0.5977011494252874,0.9122807017543859,0.8540145985401459,0.8116061606160616,0.8754951895868703,0.9122807017543859,0.26,444,274,13,444,444,4.177025318145752
uci,S2,control,2,1201,0.9227939683115167,0.7777777777777778,0.6436781609195402,0.9824561403508771,0.8832116788321168,0.8492849284928493,0.9197994987468672,0.9824561403508771,0.31,444,274,13,444,444,4.177025318145752
uci,S0,smote,2,1201,0.41986040995661994,0.4606741573033708,0.33884297520661155,0.7192982456140351,0.6496350364963503,0.6006073489219557,0.6753173255719945,0.7192982456140351,0.79,692,274,12,692,444,4.177025318145752
uci,S1,smote,2,1201,0.847301678123405,0.7323943661971831,0.611764705882353,0.9122807017543859,0.8613138686131386,0.8193991535419414,0.880103484517746,0.9122807017543859,0.41,692,274,12,692,444,4.177025318145752
uci,S2,smote,2,1201,0.9266534325269544,0.7777777777777778,0.6436781609195402,0.9824561403508771,0.8832116788321168,0.8492849284928493,0.9197994987468672,0.9824561403508771,0.5,692,274,12,692,444,4.177025318145752
uci,S0,adasyn,2,1201,0.41450603886196996,0.44970414201183434,0.3392857142857143,0.6666666666666666,0.6605839416058394,0.6021607781299277,0.662826420890937,0.6666666666666666,0.8,686,274,13,686,444,4.177025318145752
uci,S1,adasyn,2,1201,0.8063808048611156,0.6967741935483871,0.5510204081632653,0.9473684210526315,0.8284671532846716,0.7885906591151605,0.872301722047053,0.9473684210526315,0.77,698,274,13,698,444,4.177025318145752
uci,S2,adasyn,2,1201,0.8771242515616127,0.8088235294117647,0.6962025316455697,0.9649122807017544,0.9051094890510949,0.87285836664763,0.9271566011803702,0.9649122807017544,0.88,699,274,13,699,444,4.177025318145752
uci,S0,control,2,2026,0.4426198585434941,0.48936170212765956,0.3511450381679389,0.8070175438596491,0.6496350364963503,0.6113475177304964,0.7076562373676125,0.8070175438596491,0.47,444,274,13,444,444,4.177025318145752
uci,S1,control,2,2026,0.8507278217557731,0.6951219512195121,0.5327102803738317,1.0,0.8175182481751825,0.7824568089430894,0.8847926267281105,1.0,0.42,444,274,13,444,444,4.177025318145752
uci,S2,control,2,2026,0.9242852809284442,0.7863247863247863,0.7666666666666667,0.8070175438596491,0.9087591240875912,0.8641600729767783,0.8712507074136955,0.8070175438596491,0.78,444,274,13,444,444,4.177025318145752
uci,S0,smote,2,2026,0.43498625044500433,0.41106719367588934,0.2653061224489796,0.9122807017543859,0.4562043795620438,0.45299122395658875,0.6243431158541515,0.9122807017543859,0.66,692,274,11,692,444,4.177025318145752
uci,S1,smote,2,2026,0.7968031652745307,0.691358024691358,0.5333333333333333,0.9824561403508771,0.8175182481751825,0.7809121729674406,0.878324844368987,0.9824561403508771,0.48,692,274,11,692,444,4.177025318145752
uci,S2,smote,2,2026,0.9201754608941134,0.8029197080291971,0.6875,0.9649122807017544,0.9014598540145985,0.8686131386861313,0.9248524537149325,0.9649122807017544,0.72,692,274,11,692,444,4.177025318145752
uci,S0,adasyn,2,2026,0.4364957788255301,0.4581005586592179,0.3360655737704918,0.7192982456140351,0.6459854014598541,0.5976139649664653,0.6730131781065567,0.7192982456140351,0.77,686,274,12,686,444,4.177025318145752
uci,S1,adasyn,2,2026,0.8457160013408541,0.7051282051282052,0.5555555555555556,0.9649122807017544,0.8321167883211679,0.7938906331763476,0.8810736518716145,0.9649122807017544,0.74,698,274,12,698,444,4.177025318145752
uci,S2,adasyn,2,2026,0.9276976060065882,0.8148148148148148,0.7051282051282052,0.9649122807017544,0.9087591240875912,0.8771410635817416,0.9294607486458081,0.9649122807017544,0.9,699,274,12,699,444,4.177025318145752
oulad,20pct,control,0,42,0.7585773339105977,0.6807107528851438,0.6334810773951586,0.735550277117973,0.704325699745547,0.7026993979241705,0.7082322474933884,0.735550277117973,0.18,9521,5895,15,9521,9521,1.065588116645813
oulad,35pct,control,0,42,0.8124667194417554,0.7016941882907999,0.6932203389830508,0.710377768128528,0.7547602256699577,0.746745911687684,0.7477386020814798,0.710377768128528,0.27,9122,5672,15,9122,9122,1.065588116645813
oulad,50pct,control,0,42,0.8566070399915894,0.7391409851977675,0.7506160670280927,0.7280114722753346,0.8031496062992126,0.7905379973775928,0.7889092683430695,0.7280114722753346,0.25,8748,5461,15,8748,8748,1.065588116645813
