dataset,comparator,cnn_bilstm_macro_f1,comparator_macro_f1,delta_cnn_bilstm_minus_comparator,ci_95_lower,ci_95_upper,verdict,bootstrap_unit,resamples
student_mat,cnn_only,0.9014601961315334,0.8707924528301887,0.030667743301344697,0.0042450753802595635,0.057971794564593164,CNN_BILSTM_HIGHER,record_id,5000
student_mat,bilstm_only,0.9014601961315334,0.8397186892906668,0.061741506840866545,0.02961500694254211,0.09792295550436139,CNN_BILSTM_HIGHER,record_id,5000
student_mat,logistic_regression,0.9014601961315334,0.8793180019908625,0.022142194140670868,-0.002294453536762975,0.047314823178283255,PRACTICAL_TIE,record_id,5000
student_mat,decision_tree,0.9014601961315334,0.9066544140712939,-0.005194217939760493,-0.02131088847195678,0.011906131316560686,PRACTICAL_TIE,record_id,5000
student_mat,random_forest,0.9014601961315334,0.9013865704188285,7.362571270486118e-05,-0.019931964841843498,0.021314889669780474,PRACTICAL_TIE,record_id,5000
student_mat,hist_gradient_boosting,0.9014601961315334,0.8785461958764588,0.022914000255074618,-0.0009560874646757306,0.048733842755968114,PRACTICAL_TIE,record_id,5000
student_mat,svm,0.9014601961315334,0.8142714606002981,0.0871887355312353,0.04896254179365659,0.1268419106557987,CNN_BILSTM_HIGHER,record_id,5000
student_mat,xgboost,0.9014601961315334,0.8880001338150677,0.013460062316465682,-0.006642331722297307,0.035346827119367874,PRACTICAL_TIE,record_id,5000
