dataset,fold,seed,epoch,train_loss,train_pr_auc,stop_pr_auc,grad_norm,batch_size,lr,outer_test_used
oulad,0,1201,10,0.46910267352283774,0.8255962270785118,0.8153181412031312,0.6318644761265099,128,0.00011844319751820385,False
oulad,0,1201,11,0.4730099672941785,0.8273022029600685,0.8154839605103248,0.6350761487295753,128,0.00011844319751820385,False
oulad,0,1201,12,0.47477267702159126,0.8291484780485792,0.8171367948211812,0.6728750333974236,128,0.00011844319751820385,False
oulad,0,1201,13,0.49142630321857256,0.8298438655719034,0.818706825873875,0.8062292765348386,128,0.00011844319751820385,False
oulad,0,1201,14,0.4723968474488509,0.8311557536079452,0.8179205585819288,0.6604463956073711,128,0.00011844319751820385,False
oulad,0,1201,15,0.4668337302772622,0.8335589337270332,0.8200449666631173,0.5974543294624278,128,0.00011844319751820385,False
oulad,0,1201,16,0.4646094078688245,0.8349287360756577,0.8202827600126923,0.6233164985713205,128,0.00011844319751820385,False
oulad,0,1201,17,0.45354207879618597,0.8355470088473617,0.8201733240289814,0.6396277727265107,128,0.00011844319751820385,False
oulad,0,1201,18,0.456769456466039,0.8365886854074694,0.820523923165694,0.6444272192319235,128,0.00011844319751820385,False
oulad,0,1201,19,0.4610708720589939,0.8363982110627235,0.8183091866100234,0.6522149690671971,128,0.00011844319751820385,False
oulad,0,1201,20,0.45528890349363027,0.8385963254963691,0.8204277172386188,0.5850516353782854,128,0.00011844319751820385,False
oulad,0,1201,21,0.45233671582843127,0.8399754256263622,0.8206306752395799,0.6130932981246396,128,0.00011844319751820385,False
oulad,0,1201,22,0.45465437871845144,0.84025606018696,0.8207975248198945,0.6437144318693563,128,0.00011844319751820385,False
oulad,0,1201,23,0.4559756126496699,0.8419248959531218,0.8211492601687789,0.6208683825158453,128,0.00011844319751820385,False
oulad,0,1201,24,0.44767333723996816,0.8418116032930805,0.8188843052255672,0.6647584787324855,128,0.00011844319751820385,False
oulad,0,1201,25,0.44833143074791154,0.8429201590960886,0.820087322848813,0.6581861678656046,128,0.00011844319751820385,False
oulad,0,1201,26,0.45115873140174073,0.8441177421935483,0.8174559720935115,0.689652953442041,128,0.00011844319751820385,False
oulad,0,1201,27,0.4493459186383656,0.8457271978855279,0.8216433133118097,0.6635803862825617,128,0.00011844319751820385,False
oulad,0,1201,28,0.44688906285323593,0.8455972748935427,0.8194773923228748,0.7224868786962408,128,0.00011844319751820385,False
oulad,0,1201,29,0.44240773382124965,0.8488103470224831,0.8215572218381096,0.6524915586818348,128,0.00011844319751820385,False
oulad,0,1201,30,0.4504429945698032,0.8475637931821971,0.8214288944968564,0.7134934671513447,128,0.00011844319751820385,False
oulad,0,1201,31,0.4349698177293727,0.8507908623453224,0.8213387871141954,0.6575984778372865,128,0.00011844319751820385,False
oulad,0,1201,32,0.43725342371247033,0.848797765606556,0.8204720218153442,0.7329283178626717,128,0.00011844319751820385,False
oulad,0,1201,33,0.4428120535847388,0.852780868096278,0.8186665066836523,0.663732470650422,128,0.00011844319751820385,False
oulad,0,1201,34,0.43433694715623733,0.8538737464011666,0.8161193494646569,0.7364960343806775,128,0.00011844319751820385,False
oulad,0,1201,35,0.4391876986544383,0.8560677564738775,0.8196058940615918,0.697140386622203,128,0.00011844319751820385,False
oulad,0,1201,36,0.42864756972381945,0.859753191263381,0.8179221692484505,0.7062329814622277,128,0.00011844319751820385,False
oulad,0,1201,37,0.4287608928586307,0.8613978980969688,0.8176820212409444,0.7063231009401774,128,0.00011844319751820385,False
oulad,0,2026,1,0.5783454811102465,0.7798256038546678,0.7728552548950883,0.68102176565873,128,0.00011844319751820385,False
oulad,0,2026,2,0.5563935289135227,0.7936042641391344,0.787735614853931,inf,128,0.00011844319751820385,False
oulad,0,2026,3,0.5242577983767955,0.799000104003295,0.7941949321517794,0.8117156965391976,128,0.00011844319751820385,False
oulad,0,2026,4,0.50865769621573,0.802702202790363,0.7979421828430906,0.7066929591329474,128,0.00011844319751820385,False
oulad,0,2026,5,0.5014116458304516,0.8085936282981879,0.8035543161317116,0.6914118160675098,128,0.00011844319751820385,False
oulad,0,2026,6,0.496926611191348,0.8125802252693657,0.8073082957966827,0.7013781576564437,128,0.00011844319751820385,False
oulad,0,2026,7,0.4928847584244493,0.8159249421684356,0.8099203429629069,0.6791106032860743,128,0.00011844319751820385,False
oulad,0,2026,8,0.49889437187659114,0.8184528455655509,0.8118343763688044,0.755508570686767,128,0.00011844319751820385,False
oulad,0,2026,9,0.4812859185039997,0.820989910818106,0.8133336934270123,0.6269350718510779,128,0.00011844319751820385,False
oulad,0,2026,10,0.48112498282601956,0.8237197882053223,0.8161238774524251,0.6545254901835793,128,0.00011844319751820385,False
oulad,0,2026,11,0.4831463922927906,0.8251424951654808,0.8174416133038571,0.7339755250261976,128,0.00011844319751820385,False
oulad,0,2026,12,0.47777271623674195,0.8270005760445223,0.817446279885852,0.6245941821681825,128,0.00011844319751820385,False
oulad,0,2026,13,0.47565741582136406,0.8279476269021225,0.8173704037224523,0.6485541388392448,128,0.00011844319751820385,False
oulad,0,2026,14,0.4626697299903945,0.828998728148658,0.8171206327179991,0.5877606856979822,128,0.00011844319751820385,False
oulad,0,2026,15,0.46531233191490173,0.8322348310288614,0.8193406229741909,0.619952623781405,128,0.00011844319751820385,False
oulad,0,2026,16,0.45662133453728315,0.83404504078902,0.8208034457431033,0.6188725144058079,128,0.00011844319751820385,False
oulad,0,2026,17,0.4677425648428892,0.8356031044551662,0.8208659776263321,0.6611483144132715,128,0.00011844319751820385,False
oulad,0,2026,18,0.46336671866868673,0.8371585107686945,0.8210126168637469,0.6210754482369674,128,0.00011844319751820385,False
oulad,0,2026,19,0.44972784366262586,0.838835777332306,0.8229222803833798,0.598284013569355,128,0.00011844319751820385,False
oulad,0,2026,20,0.4494594235561396,0.8391271776293782,0.8221656511511213,0.6223302330625685,128,0.00011844319751820385,False
oulad,0,2026,21,0.4529274178570823,0.8408301332106765,0.822687583716686,0.6398325962455649,128,0.00011844319751820385,False
oulad,0,2026,22,0.4494381692064436,0.8421912268326339,0.8227324688339234,0.6356512657121608,128,0.00011844319751820385,False
oulad,0,2026,23,0.4428208801699312,0.8432128675058598,0.8215752463986294,0.6351848130947665,128,0.00011844319751820385,False
oulad,0,2026,24,0.44529696750013453,0.8452150691788639,0.8225747709230578,0.6957277537960755,128,0.00011844319751820385,False
oulad,0,2026,25,0.45445916056632996,0.8445655330685993,0.8220550328156868,0.6621474529567518,128,0.00011844319751820385,False
oulad,0,2026,26,0.4550605648523801,0.8465904847242731,0.8217007134145466,0.679465868643352,128,0.00011844319751820385,False
oulad,0,2026,27,0.44340782738351203,0.8470880938511368,0.8208482290076432,0.6500813210165346,128,0.00011844319751820385,False
oulad,0,2026,28,0.44084711431672696,0.8494556152339894,0.8225242496851625,0.6620100046458998,128,0.00011844319751820385,False
oulad,0,2026,29,0.44940884914491086,0.8511327147961993,0.8222092658547993,0.679666720427476,128,0.00011844319751820385,False
oulad,1,42,1,0.5857854614916601,0.7786284336735729,0.773506751233333,0.7522885540598317,128,0.00011844319751820385,False
oulad,1,42,2,0.546456158955892,0.795524423485807,0.7877975224169393,0.8323745286464691,128,0.00011844319751820385,False
oulad,1,42,3,0.5215659129619599,0.8051452959047367,0.7960603750961224,0.7741231846809388,128,0.00011844319751820385,False
oulad,1,42,4,0.5118806001387144,0.810567937349673,0.8007378273882111,0.7482729844356838,128,0.00011844319751820385,False
oulad,1,42,5,0.5067937166283005,0.8158240469229335,0.8058781121670586,inf,128,0.00011844319751820385,False
oulad,1,42,6,0.49305390331305954,0.8196459707439785,0.8084136850690148,0.6862575168672361,128,0.00011844319751820385,False
oulad,1,42,7,0.4861504649253268,0.8234961614498372,0.812341258223797,0.6564727198136481,128,0.00011844319751820385,False
oulad,1,42,8,0.4812993522929518,0.8255302477603261,0.8121496382676873,0.6352393207581419,128,0.00011844319751820385,False
oulad,1,42,9,0.4899952293603451,0.8273850921099171,0.8134162890112727,0.7293486866084012,128,0.00011844319751820385,False
oulad,1,42,10,0.47515910550167684,0.8312403472722703,0.8165307098216603,0.5845263325854352,128,0.00011844319751820385,False
oulad,1,42,11,0.47750806150498326,0.8329515327641716,0.8182218731500793,0.6376557892019098,128,0.00011844319751820385,False
oulad,1,42,12,0.4694556381305059,0.8350040522024025,0.8199212227425532,0.5959490927060446,128,0.00011844319751820385,False
oulad,1,42,13,0.4620694669036122,0.8357836540679149,0.8196161318813018,0.6079287892812258,128,0.00011844319751820385,False
oulad,1,42,14,0.46878381289149584,0.8369455097068441,0.8200637599487747,0.6619368540613275,128,0.00011844319751820385,False
oulad,1,42,15,0.4613276437709206,0.8390710272679112,0.8215626928922339,0.6510529271081874,128,0.00011844319751820385,False
oulad,1,42,16,0.46446410037185015,0.8396697227529719,0.8224268745752037,0.6531496471480319,128,0.00011844319751820385,False
oulad,1,42,17,0.4469064907415917,0.8417373737780295,0.8221058639463711,0.5856048621629414,128,0.00011844319751820385,False
oulad,1,42,18,0.45617426713307696,0.8433869211352447,0.8240486363219737,0.589169076681137,128,0.00011844319751820385,False
oulad,1,42,19,0.45461762794538546,0.8438978161430193,0.82328646587878,0.591681727453282,128,0.00011844319751820385,False
oulad,1,42,20,0.44824764587275395,0.8461683397667168,0.824979924326219,0.6078342292215917,128,0.00011844319751820385,False
oulad,1,42,21,0.44581781857107816,0.8473481170729438,0.8253012218911628,0.6240971715826737,128,0.00011844319751820385,False
oulad,1,42,22,0.4449979862884471,0.848483162866148,0.8247491860996559,0.6273315054805655,128,0.00011844319751820385,False
oulad,1,42,23,0.4503249151534156,0.8496409628072124,0.8257223157368583,0.5969253782378999,128,0.00011844319751820385,False
oulad,1,42,24,0.4508360463690448,0.8478139753467925,0.8238810888708765,0.7245933111611899,128,0.00011844319751820385,False
oulad,1,42,25,0.44510121643543243,0.8518078884071314,0.8271290698674352,0.5495995118429786,128,0.00011844319751820385,False
oulad,1,42,26,0.4482870781421661,0.8527496506956469,0.8272349240624548,0.6479072773456573,128,0.00011844319751820385,False
oulad,1,42,27,0.438143067257969,0.8536199661400855,0.8281028793458527,0.611017486766765,128,0.00011844319751820385,False
oulad,1,42,28,0.44063851521595526,0.8552862388118514,0.8259463744537825,0.6781458333134651,128,0.00011844319751820385,False
oulad,1,42,29,0.4373485671454354,0.8559244456746197,0.8262513419264117,0.6018403835202518,128,0.00011844319751820385,False
oulad,1,42,30,0.44027388350743996,0.8570935678865638,0.8261306977634053,0.6899482368638641,128,0.00011844319751820385,False
oulad,1,42,31,0.4453238078245991,0.8579293829718319,0.8272371683642552,inf,128,0.00011844319751820385,False
oulad,1,42,32,0.42628049654395955,0.8595285786378928,0.8267050203633831,0.6362820840195605,128,0.00011844319751820385,False
oulad,1,42,33,0.42833994446616425,0.8600941674115445,0.8271606055632714,0.7201660342122379,128,0.00011844319751820385,False
oulad,1,42,34,0.4278408682346344,0.8606972390871607,0.8271788111188464,0.6317883888880412,128,0.00011844319751820385,False
oulad,1,42,35,0.4292161411046982,0.8626594611811055,0.8283411595902996,0.6758216901620229,128,0.00011844319751820385,False
oulad,1,42,36,0.42603023114957306,0.865079429211577,0.8268210307687336,0.689231092600446,128,0.00011844319751820385,False
oulad,1,42,37,0.41780309084998934,0.8663263244008478,0.825086438916309,0.7554097599104831,128,0.00011844319751820385,False
oulad,1,42,38,0.43686913502843755,0.8649133693964194,0.8255938060096548,0.8504893497416848,128,0.00011844319751820385,False
oulad,1,42,39,0.4226194886366526,0.8678213820912928,0.8275898796531824,0.665773131052653,128,0.00011844319751820385,False
oulad,1,42,40,0.41578293179995135,0.8675752749223439,0.8254824464279213,0.761359961017182,128,0.00011844319751820385,False
oulad,1,42,41,0.4287980359635855,0.8682922889789895,0.8263209725783052,0.8831005719931502,128,0.00011844319751820385,False
oulad,1,42,42,0.4134256135868399,0.8685860331052149,0.8245042496615166,0.7058836064840618,128,0.00011844319751820385,False
oulad,1,42,43,0.419510637459002,0.8730815470960862,0.824130223523102,0.8983458547215712,128,0.00011844319751820385,False
oulad,1,42,44,0.4183203466733297,0.8752048907852993,0.825072755234652,0.7906989395618439,128,0.00011844319751820385,False
oulad,1,42,45,0.4052223541339238,0.8783548841521134,0.8231457707624472,0.8238459026813507,128,0.00011844319751820385,False
oulad,1,1201,1,0.5724887032257883,0.7869626157226666,0.7812455613371109,0.7734812847093532,128,0.00011844319751820385,False
oulad,1,1201,2,0.5520539452370844,0.7983048335559417,0.7892410406504722,inf,128,0.00011844319751820385,False
oulad,1,1201,3,0.5205864890829309,0.8074663070812974,0.798205338933693,0.8080989397191382,128,0.00011844319751820385,False
oulad,1,1201,4,0.5116626037970969,0.8125729673181729,0.801166292774903,0.7617350099118132,128,0.00011844319751820385,False
oulad,1,1201,5,0.49805739800135296,0.8193769245271136,0.807531231021275,0.6883911295731863,128,0.00011844319751820385,False
oulad,1,1201,6,0.49172459032974747,0.8231966376066768,0.8093399720393969,0.6713923098225343,128,0.00011844319751820385,False
oulad,1,1201,7,0.48149263103803,0.8262245518291289,0.8119549292541473,0.7329979010423024,128,0.00011844319751820385,False
oulad,1,1201,8,0.47652390678723655,0.8289337718301599,0.8142718479695349,0.6549881056944529,128,0.00011844319751820385,False
oulad,1,1201,9,0.4778985015551249,0.8307805844167939,0.8160406931354991,0.6659817532698313,128,0.00011844319751820385,False
oulad,1,1201,10,0.46358871224679443,0.8333373596278917,0.8175278772917413,0.653405034228375,128,0.00011844319751820385,False
oulad,1,1201,11,0.4722105033303562,0.8352533718347095,0.8183954486110044,0.6300899182495318,128,0.00011844319751820385,False
oulad,1,1201,12,0.4678363384384858,0.836137496336598,0.8178047121878631,0.6616383900767878,128,0.00011844319751820385,False
oulad,1,1201,13,0.4679785251225296,0.8380994267121427,0.8205849215862344,0.6864292645140698,128,0.00011844319751820385,False
oulad,1,1201,14,0.4656155903480555,0.8393896881322717,0.8209020902691984,0.7095652183419779,128,0.00011844319751820385,False
oulad,1,1201,15,0.45688501179218294,0.8400295136913586,0.8208310846124247,0.6057465914885203,128,0.00011844319751820385,False
oulad,1,1201,16,0.4654578197943537,0.8415533302901123,0.8209735425987293,0.7062604043044542,128,0.00011844319751820385,False
oulad,1,1201,17,0.4587849493821462,0.8425186644316208,0.8220031373620813,0.6376781256993612,128,0.00011844319751820385,False
oulad,1,1201,18,0.45505082607269287,0.8438362209322436,0.8210624619934059,0.6676616420993557,128,0.00011844319751820385,False
oulad,1,1201,19,0.4521426952591068,0.8458708570051869,0.8234876281630938,0.6741709254289928,128,0.00011844319751820385,False
oulad,1,1201,20,0.4457586215514886,0.8469472024879272,0.8230319063195826,0.6397520433131018,128,0.00011844319751820385,False
oulad,1,1201,21,0.44807674657357366,0.848113021129705,0.8229561349832782,0.6863583404766885,128,0.00011844319751820385,False
oulad,1,1201,22,0.4452340159813563,0.8492136779172477,0.823805884049987,0.6777053491274516,128,0.00011844319751820385,False
oulad,1,1201,23,0.447160436908404,0.849659374460696,0.8240550576468325,0.6345048793156942,128,0.00011844319751820385,False
oulad,1,1201,24,0.4496645075082779,0.8505975311112588,0.8238385519757735,0.6478716103235881,128,0.00011844319751820385,False
oulad,1,1201,25,0.43445547219169767,0.8526165302009293,0.8257090659505145,0.6978419379968392,128,0.00011844319751820385,False
oulad,1,1201,26,0.43945051278722913,0.8544482251393468,0.8258960110916678,0.6808537064414275,128,0.00011844319751820385,False
oulad,1,1201,27,0.4406645540396372,0.8534341652145616,0.8256611805009537,0.6718029240767162,128,0.00011844319751820385,False
oulad,1,1201,28,0.4379564949164265,0.8551627253871898,0.8242281751334021,0.7377586039273363,128,0.00011844319751820385,False
oulad,1,1201,29,0.43804880299351434,0.8561900855378801,0.8231631162804596,0.6919679034065891,128,0.00011844319751820385,False
oulad,1,1201,30,0.4324696979632503,0.8585986787920535,0.8245846167609898,0.6781424444757009,128,0.00011844319751820385,False
oulad,1,1201,31,0.42650735878238555,0.858566256488652,0.8247342005419986,0.6954879584281068,128,0.00011844319751820385,False
oulad,1,1201,32,0.4293472502628962,0.8616754790503616,0.8262389972863717,0.7133382081985473,128,0.00011844319751820385,False
oulad,1,1201,33,0.43190311708233575,0.8624334879472277,0.8256666112372484,0.7421130383169496,128,0.00011844319751820385,False
oulad,1,1201,34,0.42182818682570206,0.8630656699564381,0.8194145470924707,0.7674339884205869,128,0.00011844319751820385,False
oulad,1,1201,35,0.4273779606819153,0.8626689970850079,0.8253122862445597,0.8349887752532958,128,0.00011844319751820385,False
oulad,1,1201,36,0.42088798570789787,0.8671690275047557,0.8230618414145517,0.7542847641988805,128,0.00011844319751820385,False
oulad,1,1201,37,0.41568859372484057,0.8679788531973529,0.8240635997554668,0.7791282926735125,128,0.00011844319751820385,False
oulad,1,1201,38,0.4235240430026859,0.8686757420004785,0.8234343581126289,0.890019618071519,128,0.00011844319751820385,False
oulad,1,1201,39,0.4150772565289548,0.8717708576016397,0.8223113106864857,0.79995170784624,128,0.00011844319751820385,False
oulad,1,1201,40,0.41452516772245107,0.8698765682999331,0.8257228036558163,0.9063466610877138,128,0.00011844319751820385,False
oulad,1,1201,41,0.41745160186761304,0.873056188092198,0.8247179367289879,0.9171027250980076,128,0.00011844319751820385,False
oulad,1,1201,42,0.43054799931614024,0.8704841721013983,0.8225472720732816,1.017763161737668,128,0.00011844319751820385,False
oulad,1,2026,1,0.5773511838756109,0.7881356979988423,0.7802127516728413,0.6809317383326983,128,0.00011844319751820385,False
oulad,1,2026,2,0.5518400634264017,0.8016551318635395,0.7916404748655016,inf,128,0.00011844319751820385,False
oulad,1,2026,3,0.52093190630277,0.8080588257356756,0.7974051601333125,0.7820625428358714,128,0.00011844319751820385,False
oulad,1,2026,4,0.505620407822885,0.8127389192926664,0.800830959539327,0.7387846594578341,128,0.00011844319751820385,False
oulad,1,2026,5,0.4975496303094061,0.8177745089798127,0.8053890802821452,0.6996086243736116,128,0.00011844319751820385,False
oulad,1,2026,6,0.4932185744768695,0.8196648638645864,0.807556692044314,0.692292713413113,128,0.00011844319751820385,False
oulad,1,2026,7,0.4896875841445045,0.8238352315982611,0.8117004403739966,0.663546232016463,128,0.00011844319751820385,False
oulad,1,2026,8,0.48261969614970057,0.8265613204146158,0.8141835416283556,0.6483687029073113,128,0.00011844319751820385,False
oulad,1,2026,9,0.4764291471556613,0.8285926452675517,0.8152922687242827,0.6476180024052921,128,0.00011844319751820385,False
oulad,1,2026,10,0.47069080762173,0.830280875250372,0.8162151025851535,0.6251745588685337,128,0.00011844319751820385,False
oulad,1,2026,11,0.4764055090123101,0.8335549651639014,0.818828484411134,0.6289723829219216,128,0.00011844319751820385,False
oulad,1,2026,12,0.4631139153712674,0.834518070913534,0.8187267944620672,0.6408367851062825,128,0.00011844319751820385,False
oulad,1,2026,13,0.4636116737597867,0.8365199806200498,0.8200774810684064,0.5973125531485206,128,0.00011844319751820385,False
oulad,1,2026,14,0.4638617721043135,0.8368958703742562,0.8184996990106336,0.6209092151961828,128,0.00011844319751820385,False
oulad,1,2026,15,0.46246431370576224,0.8395211382561272,0.8203597388164166,0.6378487813472747,128,0.00011844319751820385,False
oulad,1,2026,16,0.4575702174504598,0.8409274379948115,0.8210354728804626,0.5628786238034567,128,0.00011844319751820385,False
oulad,1,2026,17,0.4664060306784354,0.8410653675180608,0.8210874165188748,0.6437881059552494,128,0.00011844319751820385,False
oulad,1,2026,18,0.4602981750902377,0.8435258010284726,0.8227941370717918,0.6037672205190909,128,0.00011844319751820385,False
oulad,1,2026,19,0.446022584438324,0.843898786083523,0.8223593824751049,0.6038427046934763,128,0.00011844319751820385,False
oulad,1,2026,20,0.44440996182429326,0.8454703203299333,0.8229018305194054,0.6787674678610517,128,0.00011844319751820385,False
oulad,1,2026,21,0.45034837056147425,0.8476722904717715,0.8240500698573303,0.6776268254769476,128,0.00011844319751820385,False
oulad,1,2026,22,0.44523019480862114,0.849394825542458,0.8251544456814731,0.6553442266426588,128,0.00011844319751820385,False
oulad,1,2026,23,0.4435397498309612,0.8496746923498888,0.8242838826290073,0.636084956950263,128,0.00011844319751820385,False
oulad,1,2026,24,0.44458768261890663,0.8520463518108897,0.8257522697133358,0.6151296551290312,128,0.00011844319751820385,False
oulad,1,2026,25,0.44787413636843365,0.8525679022564168,0.8265481951589886,0.6491727264722188,128,0.00011844319751820385,False
oulad,1,2026,26,0.4371928849110478,0.8537390571522543,0.8256316928609758,0.6350570587735427,128,0.00011844319751820385,False
oulad,1,2026,27,0.43878707647519677,0.8549194999098628,0.8245592005675513,0.6593843506355035,128,0.00011844319751820385,False
oulad,1,2026,28,0.438872947308578,0.8559082306283432,0.8222685109118106,0.7049927625216936,128,0.00011844319751820385,False
oulad,1,2026,29,0.4406818000501708,0.8583768373135379,0.8247279992133866,0.6622962386984574,128,0.00011844319751820385,False
oulad,1,2026,30,0.4356711359792634,0.8581630403181723,0.8251964086779162,0.70725241107376,128,0.00011844319751820385,False
oulad,1,2026,31,0.43839092862296414,0.8590815720487457,0.8262516955587984,0.7525361013876928,128,0.00011844319751820385,False
oulad,1,2026,32,0.436729209224383,0.8603160640402759,0.8248109592865026,0.6653410947322845,128,0.00011844319751820385,False
oulad,1,2026,33,0.4368464936943431,0.8576171499404134,0.8254116978599303,0.7374983398537887,128,0.00011844319751820385,False
oulad,1,2026,34,0.42437912621780444,0.8612759031659973,0.8243202034554172,0.6749440800202521,128,0.00011844319751820385,False
oulad,1,2026,35,0.4303362363576889,0.8624911909291886,0.8235361122960493,0.7546887890497843,128,0.00011844319751820385,False
oulad,2,42,1,0.5823229359168756,0.7722866543455817,0.7794568021624564,0.7704823946482257,128,0.00011844319751820385,False
oulad,2,42,2,0.5339212652884031,0.7931292706171694,0.7997386741808592,0.8168900099239851,128,0.00011844319751820385,False
oulad,2,42,3,0.513226789863486,0.8022384108223037,0.807428199740327,inf,128,0.00011844319751820385,False
oulad,2,42,4,0.5089961418083736,0.8090776304726892,0.8133358149139704,0.74177171928542,128,0.00011844319751820385,False
oulad,2,42,5,0.49575372872414525,0.8144352396099762,0.8179152011671375,0.7265961177937397,128,0.00011844319751820385,False
oulad,2,42,6,0.48883837265403646,0.8203243080157704,0.8220538217664111,0.6555670440981263,128,0.00011844319751820385,False
