dataset,inner_fold,seed,stage,family,pr_auc,risk_f1,risk_recall,risk_precision,accuracy,ece,brier,threshold,outer_test_used
oulad,0,1201,75pct,LR,0.8925022224853041,0.7848262671342047,0.6994318181818182,0.8939724037763254,0.8683953987131995,0.07372664185204941,0.10489265936795907,0.67,False
oulad,0,1201,75pct,DT,0.8688574509775114,0.7746183777312182,0.7352272727272727,0.8184693232131562,0.8531877558978358,0.08069920544811075,0.11978727487456954,0.59,False
oulad,0,1201,75pct,RF,0.8934238696565326,0.7906147906147906,0.75625,0.8282514001244555,0.862546305322675,0.027713324868651256,0.0964645778711572,0.38,False
oulad,0,1201,75pct,XGB,0.8998333960674678,0.8012307692307692,0.7397727272727272,0.8738255033557047,0.8740495223240398,0.05373847870073369,0.0980131262715802,0.56,False
oulad,0,1201,75pct,MLP,0.8659698652616159,0.757537688442211,0.6852272727272727,0.8469101123595506,0.849483330083837,0.1402478423872386,0.14582765374821124,0.95,False
oulad,0,2026,20pct,LR,0.7654090989049877,0.6904024767801857,0.7945368171021377,0.6104014598540146,0.6946564885496184,0.0490474299758116,0.1824334252134008,0.39,False
oulad,0,2026,20pct,DT,0.7084485135121863,0.6411574338473254,0.6666666666666666,0.6175284195086175,0.6802374893977947,0.07430797021240651,0.20591425428063248,0.41,False
oulad,0,2026,20pct,RF,0.7518098382101337,0.6750948166877371,0.7399049881235155,0.6207240119561608,0.6948261238337574,0.020437109092929652,0.18598127769854905,0.38,False
oulad,0,2026,20pct,XGB,0.7685550133424665,0.6859761686526122,0.7406967537608867,0.6387845681119836,0.7094147582697201,0.04186415136416551,0.18205496216860118,0.42,False
oulad,0,2026,20pct,MLP,0.6494076923593017,0.6002819880155094,0.6741884402216943,0.5409783989834815,0.6152671755725191,0.3093124468352174,0.326145342217342,0.1,False
oulad,0,2026,35pct,LR,0.8068539139405924,0.6988309519391352,0.817629179331307,0.6101749837977966,0.7138575458392101,0.060273527880851684,0.16228119559508145,0.36,False
oulad,0,2026,35pct,DT,0.7608231801199372,0.6609071274298056,0.7972210160660008,0.5644020903781125,0.6678420310296191,0.07117963021039354,0.18253765094009547,0.38,False
oulad,0,2026,35pct,RF,0.8007515429047553,0.6965116279069767,0.7802865827181936,0.6289814490724536,0.7239069111424542,0.02327647659050317,0.1619569335231802,0.34,False
oulad,0,2026,35pct,XGB,0.8143958744144139,0.7029082774049217,0.6821537125488494,0.7249653899400093,0.765867418899859,0.047635187478328817,0.15899414115487306,0.49,False
oulad,0,2026,35pct,MLP,0.7491309114981699,0.6393278655731146,0.6938775510204082,0.5927299703264095,0.6821227080394923,0.22655956612787215,0.2448843435415043,0.05,False
oulad,0,2026,50pct,LR,0.8487640811320546,0.7458094144661309,0.7762906309751434,0.7176314626601856,0.7972898736495148,0.0674427435294541,0.1374653027976774,0.45,False
oulad,0,2026,50pct,DT,0.8092985957435306,0.6988051091882983,0.8107074569789675,0.6140477914554671,0.7322834645669292,0.07944289572155185,0.1563999603077095,0.37,False
oulad,0,2026,50pct,RF,0.84747949020849,0.7345601209982354,0.6964627151051626,0.7770666666666667,0.8071781724958799,0.031857047932785064,0.13370626842611052,0.43,False
oulad,0,2026,50pct,XGB,0.8544262157773975,0.7404426559356136,0.7036328871892925,0.7813163481953291,0.8110236220472441,0.053433633066653774,0.1336676933878768,0.52,False
oulad,0,2026,50pct,MLP,0.799313511256623,0.6855123674911661,0.6955066921606119,0.6758012076172782,0.7555392785204175,0.20171913008815934,0.21361883247609506,0.26,False
oulad,0,2026,75pct,LR,0.8925022224853041,0.7848262671342047,0.6994318181818182,0.8939724037763254,0.8683953987131995,0.07372664185204941,0.10489265936795907,0.67,False
oulad,0,2026,75pct,DT,0.8681167195748689,0.7726454709058188,0.7318181818181818,0.818297331639136,0.8522129069994151,0.08026742276083013,0.12000357501048846,0.59,False
oulad,0,2026,75pct,RF,0.8922414305288981,0.7914373088685015,0.7352272727272727,0.856953642384106,0.8670306102554104,0.029397404877944785,0.09699253576694096,0.42,False
oulad,0,2026,75pct,XGB,0.9005275248879425,0.8037735849056604,0.7261363636363637,0.9,0.8783388574770911,0.05270210255484329,0.09754130440078385,0.6,False
oulad,0,2026,75pct,MLP,0.8616112194799652,0.7518087448883297,0.6789772727272727,0.8421423537702607,0.8461688438292064,0.14432126246603527,0.15126610802683924,0.95,False
oulad,1,42,20pct,LR,0.7667149716552808,0.6887532693984307,0.7622539560015438,0.6281806615776081,0.7011551983927674,0.04702319288086006,0.18319108441405843,0.42,False
oulad,1,42,20pct,DT,0.7038862954575185,0.6529496865455715,0.7838672327286762,0.5595041322314049,0.638540097103633,0.07496057735970899,0.2086848174129781,0.36,False
oulad,1,42,20pct,RF,0.7552602617934102,0.6771092915628337,0.7340795059822462,0.6283448959365708,0.6963000167420057,0.019680604626045893,0.1858785097132889,0.39,False
oulad,1,42,20pct,XGB,0.7700797536124897,0.6795180722891566,0.7074488614434581,0.6537089871611983,0.7105307215804454,0.038383996841355364,0.18292120247316337,0.45,False
oulad,1,42,20pct,MLP,0.6956532498049405,0.6370784553555827,0.7035893477421845,0.5820561941251596,0.6522685417713042,0.2692682261976016,0.28748020442781846,0.05,False
oulad,1,42,35pct,LR,0.7987062949440187,0.6979600789646853,0.681662382176521,0.7150561797752809,0.7590972708187543,0.05622800900812246,0.16478777995474372,0.5,False
oulad,1,42,35pct,DT,0.7560433612717965,0.6684339314845025,0.7022279348757497,0.6377431906614786,0.7155353393981806,0.06780314549576474,0.18340257431828913,0.39,False
oulad,1,42,35pct,RF,0.7958633360187335,0.689444783404515,0.7262210796915167,0.6562137049941928,0.7328551434569629,0.019134359668025312,0.16436603503038744,0.37,False
oulad,1,42,35pct,XGB,0.8040785121574916,0.6961261436636169,0.7660668380462725,0.6378879771673207,0.7269069279216235,0.043642554374801454,0.16353072272869873,0.39,False
oulad,1,42,35pct,MLP,0.7477726022187128,0.6469435736677116,0.707369323050557,0.596028880866426,0.6847445766270119,0.24402056392548838,0.25683477325141313,0.05,False
oulad,1,42,50pct,LR,0.8350299190976682,0.7251173129167696,0.6954050213169114,0.7574819401444789,0.7973784817039868,0.06121360373437326,0.14315234711562325,0.53,False
oulad,1,42,50pct,DT,0.7893178246759436,0.6796361798888327,0.6371387967787778,0.7282079047103411,0.7691607500455124,0.07829331469017795,0.1634975692675308,0.58,False
oulad,1,42,50pct,RF,0.8344961088568114,0.7139989964877069,0.674088109900521,0.7589333333333333,0.7924631348989624,0.02546007001644895,0.14012728500332697,0.42,False
oulad,1,42,50pct,XGB,0.839975202154495,0.7198599299649825,0.6816674561819043,0.762586115527292,0.7961041325323138,0.045680097739003514,0.14078195279065223,0.51,False
oulad,1,42,50pct,MLP,0.799427711553622,0.6849178695868592,0.6518237801989578,0.7215521761929733,0.7695248498088476,0.20424936083063525,0.21383563065750405,0.66,False
oulad,1,42,75pct,LR,0.8764570862785899,0.7704066034851728,0.7090602138435566,0.8433734939759037,0.8544291529366156,0.0679322912310059,0.11370579424875304,0.6,False
oulad,1,42,75pct,DT,0.8451269229173317,0.7476017201455508,0.6359032076533483,0.9069020866773676,0.8521031207598372,0.08698864645511845,0.1279555754738827,0.8,False
oulad,1,42,75pct,RF,0.8816686578515761,0.7691803278688525,0.6601012943162634,0.9214454045561665,0.8635394456289979,0.01643607832853568,0.10312245956299115,0.57,False
oulad,1,42,75pct,XGB,0.8848726631800272,0.776969696969697,0.7214406302757457,0.8417596848325674,0.8573366931575886,0.046742884497269974,0.10628920575267524,0.55,False
oulad,1,42,75pct,MLP,0.8527013185836224,0.7508617988091507,0.6741699493528419,0.8472418670438473,0.845900368288428,0.15306801464097855,0.157930593791569,0.95,False
oulad,1,1201,20pct,LR,0.7667149716552808,0.6887532693984307,0.7622539560015438,0.6281806615776081,0.7011551983927674,0.04702319288086006,0.18319108441405843,0.42,False
oulad,1,1201,20pct,DT,0.7038026071537651,0.6530546623794212,0.7838672327286762,0.5596583080738495,0.6387075171605558,0.07467067995411242,0.2087495828232091,0.36,False
oulad,1,1201,20pct,RF,0.7582794108561801,0.6819739547635366,0.7680432265534543,0.613251155624037,0.6892683743512473,0.021465925295046366,0.18512613632846836,0.37,False
oulad,1,1201,20pct,XGB,0.7688553647089587,0.6833810888252149,0.7363952142030105,0.6374874707651186,0.7040013393604554,0.0417407790721885,0.1839001837740973,0.43,False
oulad,1,1201,20pct,MLP,0.6755027527242435,0.6217800675075502,0.6754148977228869,0.576036866359447,0.6435626988113176,0.29295997691508247,0.30686453859512003,0.06,False
oulad,1,1201,35pct,LR,0.7987062949440187,0.6979600789646853,0.681662382176521,0.7150561797752809,0.7590972708187543,0.05622800900812246,0.16478777995474372,0.5,False
oulad,1,1201,35pct,DT,0.7560773868045209,0.6684339314845025,0.7022279348757497,0.6377431906614786,0.7155353393981806,0.0672825194602929,0.18332285612207738,0.39,False
oulad,1,1201,35pct,RF,0.7950058125400392,0.6865997381056307,0.6739502999143102,0.6997330960854092,0.7487753673897831,0.01857110922579021,0.16461043560102256,0.41,False
oulad,1,1201,35pct,XGB,0.8058802171344489,0.6880713489409142,0.6610968294772922,0.7173407717340772,0.7552484254723583,0.043663817375085005,0.16271393729724007,0.49,False
oulad,1,1201,35pct,MLP,0.7437461528741255,0.6435093290988487,0.694515852613539,0.5994822485207101,0.6857942617214835,0.24508775256651763,0.2596903078020474,0.05,False
oulad,1,1201,50pct,LR,0.8350299190976682,0.7251173129167696,0.6954050213169114,0.7574819401444789,0.7973784817039868,0.06121360373437326,0.14315234711562325,0.53,False
oulad,1,1201,50pct,DT,0.787981476376634,0.6796361798888327,0.6371387967787778,0.7282079047103411,0.7691607500455124,0.07909624615122422,0.16408630985699119,0.58,False
oulad,1,1201,50pct,RF,0.8349963912204419,0.720532319391635,0.7181430601610611,0.7229375298044826,0.7859093391589296,0.021385541436062288,0.1396627960517721,0.38,False
oulad,1,1201,50pct,XGB,0.8402244354290196,0.7249940884369828,0.7261961155850308,0.7237960339943342,0.788275987620608,0.04589394704250041,0.14057589131806839,0.45,False
oulad,1,1201,50pct,MLP,0.8016762436820677,0.6796894565489607,0.6428233064898152,0.7210414452709883,0.7671582013471692,0.20320434071534138,0.21320474098061062,0.69,False
oulad,1,1201,75pct,LR,0.8764570862785899,0.7704066034851728,0.7090602138435566,0.8433734939759037,0.8544291529366156,0.0679322912310059,0.11370579424875304,0.6,False
oulad,1,1201,75pct,DT,0.8440604986239777,0.7476017201455508,0.6359032076533483,0.9069020866773676,0.8521031207598372,0.08653481637240272,0.12886516180087554,0.8,False
oulad,1,1201,75pct,RF,0.8828531407977022,0.7706243934001941,0.6702307259425999,0.906392694063927,0.8625702655553402,0.01899094483937161,0.102403061444568,0.53,False
oulad,1,1201,75pct,XGB,0.8855501601112664,0.7713640761044824,0.6730444569499155,0.9033232628398792,0.8625702655553402,0.0475664424954044,0.1056970061694357,0.66,False
oulad,1,1201,75pct,MLP,0.8544674949992797,0.7484257871064468,0.7023072594259989,0.8010269576379975,0.8373715836402403,0.14701672418191797,0.15356468203854895,0.79,False
oulad,1,2026,20pct,LR,0.7667149716552808,0.6887532693984307,0.7622539560015438,0.6281806615776081,0.7011551983927674,0.04702319288086006,0.18319108441405843,0.42,False
oulad,1,2026,20pct,DT,0.7038195174487922,0.6527196652719666,0.7827093786182941,0.5597571073695832,0.6387075171605558,0.07457988537679208,0.20870534968670007,0.36,False
oulad,1,2026,20pct,RF,0.758419362925007,0.6786902468919629,0.7479737553068313,0.6211538461538462,0.6927841955466265,0.017775962251607776,0.18517730537674054,0.38,False
oulad,1,2026,20pct,XGB,0.7696713082618721,0.6695877315275841,0.6487842531840988,0.6917695473251029,0.7222501255650426,0.040975969680814954,0.18316746879089787,0.5,False
oulad,1,2026,20pct,MLP,0.687034679730771,0.6302549965541007,0.7059050559629486,0.5692499221910987,0.6407165578436297,0.28421910394867067,0.2982973996712341,0.05,False
oulad,1,2026,35pct,LR,0.7987062949440187,0.6979600789646853,0.681662382176521,0.7150561797752809,0.7590972708187543,0.05622800900812246,0.16478777995474372,0.5,False
oulad,1,2026,35pct,DT,0.7544703015879561,0.6684339314845025,0.7022279348757497,0.6377431906614786,0.7155353393981806,0.06744157773612422,0.1836941496465604,0.39,False
oulad,1,2026,35pct,RF,0.7926319323111626,0.6824237215298667,0.6803770351328192,0.6844827586206896,0.7414275717284815,0.01647551712534902,0.16519193570684568,0.4,False
oulad,1,2026,35pct,XGB,0.8049903211101097,0.6965665236051503,0.6953727506426736,0.6977644024075667,0.7526242127361792,0.04312972411639766,0.16315749533831556,0.46,False
oulad,1,2026,35pct,MLP,0.7412065294613442,0.6368058370490475,0.6730934018851756,0.6042307692307692,0.6864940517844647,0.25284075925565774,0.2654894022369211,0.1,False
oulad,1,2026,50pct,LR,0.8350299190976682,0.7251173129167696,0.6954050213169114,0.7574819401444789,0.7973784817039868,0.06121360373437326,0.14315234711562325,0.53,False
oulad,1,2026,50pct,DT,0.7894411104615398,0.6796361798888327,0.6371387967787778,0.7282079047103411,0.7691607500455124,0.07828501843656274,0.1634329342014376,0.58,False
oulad,1,2026,50pct,RF,0.8352673667782442,0.7202602230483272,0.7342491710090004,0.7067943456452348,0.7808119424722374,0.0216721482328604,0.1398028584436387,0.36,False
oulad,1,2026,50pct,XGB,0.8393349806396209,0.7255836112434493,0.7214590241591663,0.7297556300910397,0.7902785363189514,0.04617467497680769,0.14112361000437298,0.46,False
oulad,1,2026,50pct,MLP,0.7812329325300751,0.6744402985074627,0.6849834201800095,0.66421681212678,0.7458583651920626,0.21314640641663635,0.22627911770435816,0.4,False
oulad,1,2026,75pct,LR,0.8764570862785899,0.7704066034851728,0.7090602138435566,0.8433734939759037,0.8544291529366156,0.0679322912310059,0.11370579424875304,0.6,False
oulad,1,2026,75pct,DT,0.8443818093358574,0.7476017201455508,0.6359032076533483,0.9069020866773676,0.8521031207598372,0.0872889589885013,0.12868817728379328,0.8,False
oulad,1,2026,75pct,RF,0.8831183998521719,0.7721477607061131,0.6646032639279685,0.9212168486739469,0.8648962977321186,0.017386411104927103,0.10247780209581864,0.55,False
oulad,1,2026,75pct,XGB,0.884972852827268,0.7824216349108789,0.7163759144625774,0.8618821936357481,0.8627641015700718,0.04788969443222088,0.10621833487742786,0.57,False
oulad,1,2026,75pct,MLP,0.8528974106707703,0.7486033519553073,0.678671918964547,0.8346020761245675,0.8429928280674549,0.14715982233891328,0.1555933605627738,0.95,False
oulad,2,42,20pct,LR,0.7575569360159822,0.6707086017430846,0.7221542227662179,0.62610541209763,0.7063693191417469,0.06724568523606365,0.18463367505449593,0.46,False
oulad,2,42,20pct,DT,0.706312722198841,0.6368799697084437,0.6862505099959201,0.5941363475803603,0.6759587768204088,0.08193556116013463,0.20318651810168853,0.42,False
oulad,2,42,20pct,RF,0.7473028973894082,0.6648096564531105,0.7303141574867401,0.6100886162235856,0.6950498394999155,0.03962089680905242,0.1843376359153611,0.4,False
oulad,2,42,20pct,XGB,0.7619916330709771,0.6763515998528871,0.7503059975520195,0.6156678942082356,0.7026524750802501,0.06032050100318341,0.18262083463548684,0.43,False
oulad,2,42,20pct,MLP,0.6739946314863556,0.6130834384573797,0.6940024479804161,0.5490639122014203,0.6372698090893733,0.28787554617594635,0.3020689635055709,0.05,False
oulad,2,42,35pct,LR,0.7903537599029535,0.6903052064631957,0.6965579710144928,0.6841637010676157,0.7569566748855231,0.07687632095770666,0.16601925534594347,0.5,False
oulad,2,42,35pct,DT,0.749342935174473,0.6509280951522797,0.8179347826086957,0.5405567195450464,0.6588587530820712,0.09196884690942589,0.18260495387699754,0.31,False
oulad,2,42,35pct,RF,0.7890401545843779,0.6787603930461074,0.8134057971014492,0.582360570687419,0.7005988023952096,0.03868494309474091,0.16062470000016843,0.33,False
oulad,2,42,35pct,XGB,0.8010203206997641,0.6978838361098604,0.7019927536231884,0.693822739480752,0.7636491722437478,0.06912909157990138,0.16138562684381952,0.49,False
oulad,2,42,35pct,MLP,0.7283489274444355,0.6253558134442742,0.6467391304347826,0.6053412462908012,0.6986615005283551,0.24869671366753393,0.26062151523520916,0.26,False
oulad,2,42,50pct,LR,0.8359939627464522,0.726302414231258,0.7253807106598985,0.7272264631043257,0.8020220588235294,0.0803031227633684,0.1398438250830094,0.51,False
oulad,2,42,50pct,DT,0.7939313928871701,0.6941483060886046,0.7436548223350253,0.6508218569524655,0.7626838235294118,0.09700417951392985,0.15674473995420313,0.46,False
oulad,2,42,50pct,RF,0.8378716347555989,0.7168207948012997,0.7279187817258883,0.7060561299852289,0.7917279411764706,0.03759169137020982,0.13158759200643141,0.4,False
oulad,2,42,50pct,XGB,0.843577528014629,0.7246734039930983,0.7461928934010152,0.7043603258265453,0.7946691176470588,0.06732718606654088,0.13528586378332147,0.46,False
oulad,2,42,50pct,MLP,0.7990435667755207,0.6910755148741419,0.6898477157360406,0.6923076923076923,0.7766544117647058,0.19600340261987828,0.20459848443758405,0.63,False
oulad,2,42,75pct,LR,0.8793451374372514,0.7721316714605305,0.719047619047619,0.8336783988957902,0.8615533980582524,0.07664327471974985,0.10800402707331057,0.59,False
oulad,2,42,75pct,DT,0.8453809986398597,0.7533053853595615,0.6952380952380952,0.8219563687543983,0.8514563106796117,0.09211525943349876,0.12406755640588951,0.62,False
oulad,2,42,75pct,RF,0.8780374544413196,0.7685643564356436,0.7392857142857143,0.8002577319587629,0.854757281553398,0.028318726748877487,0.09876180895056731,0.39,False
oulad,2,42,75pct,XGB,0.885298671227126,0.7748344370860927,0.6964285714285714,0.8731343283582089,0.8679611650485437,0.05696649738008753,0.1017492518466213,0.62,False
oulad,2,42,75pct,MLP,0.8493321271034023,0.7345605700712589,0.7363095238095239,0.7328199052132701,0.8264077669902913,0.14818551081747217,0.15307284718415265,0.34,False
oulad,2,1201,20pct,LR,0.7575569360159822,0.6707086017430846,0.7221542227662179,0.62610541209763,0.7063693191417469,0.06724568523606365,0.18463367505449593,0.46,False
oulad,2,1201,20pct,DT,0.7063032821981111,0.6368799697084437,0.6862505099959201,0.5941363475803603,0.6759587768204088,0.08193556116013462,0.20318651810168853,0.42,False
oulad,2,1201,20pct,RF,0.7445374436133165,0.6609904430929626,0.7760097919216646,0.5756658595641646,0.6703835107281635,0.03423591467413073,0.18520155442662953,0.37,False
oulad,2,1201,20pct,XGB,0.7599566842993147,0.6744142455482661,0.7339861281109751,0.6237864077669902,0.7065382665990877,0.06194931293363647,0.18337082803231072,0.44,False
oulad,2,1201,20pct,MLP,0.6704844949614326,0.6094736842105263,0.7086903304773562,0.5346260387811634,0.6239229599594526,0.2760494226059204,0.29407375318177437,0.05,False
oulad,2,1201,35pct,LR,0.7903537599029535,0.6903052064631957,0.6965579710144928,0.6841637010676157,0.7569566748855231,0.07687632095770666,0.16601925534594347,0.5,False
oulad,2,1201,35pct,DT,0.7496783336256037,0.6502250225022502,0.8179347826086957,0.5395876904690767,0.6578020429728778,0.09242441159499694,0.18289740901452253,0.31,False
oulad,2,1201,35pct,RF,0.7889504445135926,0.6859160781055256,0.7477355072463768,0.633537989255564,0.7337090524832688,0.03525448405793381,0.16063307093060208,0.38,False
oulad,2,1201,35pct,XGB,0.7998609827999619,0.6937892231118805,0.7259963768115942,0.6643182760049731,0.750792532581895,0.06960804952887864,0.16209986546254537,0.46,False
oulad,2,1201,35pct,MLP,0.7300278369237543,0.6279168434450573,0.6702898550724637,0.5905826017557861,0.6910884114124691,0.25536697523302065,0.26455959774165283,0.19,False
oulad,2,1201,50pct,LR,0.8359939627464522,0.726302414231258,0.7253807106598985,0.7272264631043257,0.8020220588235294,0.0803031227633684,0.1398438250830094,0.51,False
oulad,2,1201,50pct,DT,0.7942848554578408,0.6941483060886046,0.7436548223350253,0.6508218569524655,0.7626838235294118,0.09710269397062231,0.1567386273239929,0.46,False
oulad,2,1201,50pct,RF,0.8374561959608451,0.7162162162162162,0.7263959390862944,0.7063178677196447,0.7915441176470588,0.036511989941115486,0.13210279127293315,0.4,False
oulad,2,1201,50pct,XGB,0.8422838469841217,0.7233449477351916,0.7903553299492386,0.6668094218415418,0.7810661764705882,0.06788026372207025,0.1357173362558883,0.41,False
oulad,2,1201,50pct,MLP,0.7982966535382785,0.6769759450171822,0.7,0.6554182509505704,0.7580882352941176,0.19764995150407652,0.20564251814530327,0.23,False
oulad,2,1201,75pct,LR,0.8793451374372514,0.7721316714605305,0.719047619047619,0.8336783988957902,0.8615533980582524,0.07664327471974985,0.10800402707331057,0.59,False
oulad,2,1201,75pct,DT,0.8453507301313893,0.7533053853595615,0.6952380952380952,0.8219563687543983,0.8514563106796117,0.09221062369798201,0.12409694007270529,0.62,False
oulad,2,1201,75pct,RF,0.8787278580176194,0.7747806304842378,0.7095238095238096,0.8532569792412312,0.8654368932038835,0.027665919888039837,0.09869182934739752,0.45,False
oulad,2,1201,75pct,XGB,0.885109596620141,0.775840597758406,0.7416666666666667,0.8133159268929504,0.8601941747572815,0.055695034892307316,0.10169512185355213,0.52,False
oulad,2,1201,75pct,MLP,0.8487842760632157,0.7461636828644501,0.6946428571428571,0.805939226519337,0.8458252427184466,0.15076099334306653,0.15563008667924386,0.93,False
oulad,2,2026,20pct,LR,0.7575569360159822,0.6707086017430846,0.7221542227662179,0.62610541209763,0.7063693191417469,0.06724568523606365,0.18463367505449593,0.46,False
oulad,2,2026,20pct,DT,0.7064595843547319,0.637137989778535,0.6866585067319462,0.5942796610169492,0.6761277242777496,0.08171691590874224,0.20312343400395177,0.42,False
oulad,2,2026,20pct,RF,0.7480780663955469,0.6635242929659173,0.7466340269277846,0.5970636215334421,0.6864335191755364,0.0357218562194132,0.1839361006247444,0.39,False
oulad,2,2026,20pct,XGB,0.7615466881809887,0.670711527854385,0.7441860465116279,0.6104417670682731,0.6974151039026862,0.06113785457336171,0.18293355255251786,0.43,False
oulad,2,2026,20pct,MLP,0.6698515459525415,0.6158685774204824,0.718890248878009,0.538673188627331,0.628653488764994,0.27845716033796303,0.2978172396536487,0.06,False
oulad,2,2026,35pct,LR,0.7903537599029535,0.6903052064631957,0.6965579710144928,0.6841637010676157,0.7569566748855231,0.07687632095770666,0.16601925534594347,0.5,False
oulad,2,2026,35pct,DT,0.7494573646337233,0.6502250225022502,0.8179347826086957,0.5395876904690767,0.6578020429728778,0.09231340679683483,0.1829563478606511,0.31,False
oulad,2,2026,35pct,RF,0.7891838578256306,0.6838087585375653,0.7708333333333334,0.6144404332129964,0.7227897146882705,0.03742838073226234,0.16075817455231733,0.36,False
oulad,2,2026,35pct,XGB,0.8018491067033698,0.6969829470922606,0.7219202898550725,0.6737109044801353,0.7558999647763297,0.06912538438658818,0.16138894042536006,0.47,False
oulad,2,2026,35pct,MLP,0.726869030604346,0.622707423580786,0.6458333333333334,0.6011804384485666,0.6956674885523072,0.25985109566610926,0.2683477999706434,0.24,False
oulad,2,2026,50pct,LR,0.8359939627464522,0.726302414231258,0.7253807106598985,0.7272264631043257,0.8020220588235294,0.0803031227633684,0.1398438250830094,0.51,False
oulad,2,2026,50pct,DT,0.7945348410801857,0.6941483060886046,0.7436548223350253,0.6508218569524655,0.7626838235294118,0.0972112347783606,0.1567279457870299,0.46,False
oulad,2,2026,50pct,RF,0.8366451035294421,0.7184275184275184,0.7421319796954314,0.6961904761904761,0.7893382352941176,0.03621718346808949,0.13207588728408096,0.38,False
oulad,2,2026,50pct,XGB,0.8441755699378333,0.7283435582822085,0.7532994923857868,0.7049881235154394,0.7965073529411765,0.06720192930678262,0.13480251803107743,0.46,False
oulad,2,2026,50pct,MLP,0.7861251503665372,0.6704225352112676,0.7248730964467005,0.6235807860262009,0.7419117647058824,0.2071319229192965,0.2144968849899796,0.08,False
oulad,2,2026,75pct,LR,0.8793451374372514,0.7721316714605305,0.719047619047619,0.8336783988957902,0.8615533980582524,0.07664327471974985,0.10800402707331057,0.59,False
oulad,2,2026,75pct,DT,0.8452810195213587,0.7533053853595615,0.6952380952380952,0.8219563687543983,0.8514563106796117,0.09207674489863789,0.12412255977357979,0.62,False
oulad,2,2026,75pct,RF,0.8784640600684576,0.7767441860465116,0.6958333333333333,0.8789473684210526,0.8695145631067961,0.02701400635674068,0.09866444098451199,0.48,False
oulad,2,2026,75pct,XGB,0.8856900042141477,0.7723035952063915,0.6904761904761905,0.8761329305135952,0.8671844660194175,0.05552666195469356,0.10125636538829696,0.63,False
oulad,2,2026,75pct,MLP,0.8486640321678285,0.7271655863288156,0.7345238095238096,0.7199533255542591,0.8201941747572815,0.14961626799596237,0.15535665281138486,0.3,False
