run_id,trial_id,timestamp,stage_name,dataset,stage,architecture_id,d_fuse,cnn_channels,bilstm_hidden,lr,weight_decay,dropout,batch_size,pos_weight_multiplier,entropy_floor_coefficient,inner_fold,seed,pr_auc,risk_f1,risk_recall,risk_precision,accuracy,balanced_accuracy,ece,brier,nll,stop_pr_auc,train_pr_auc,generalization_gap,best_epoch,parameter_count,device,amp,outer_test_used,status
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s42,,2026-08-19T03:40:59Z,ROB,oulad,20pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,42,0.7710835298411771,0.6862811028917283,0.8079968329374505,0.5964348334307422,0.6834605597964376,0.6990414559463151,0.026115982111881517,0.18008307010549468,0.5369100362131263,0.7606043395347883,0.7973603692509021,0.026276839409725028,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s42,,2026-08-19T03:41:01Z,ROB,oulad,35pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,42,0.8138667600594887,0.704944830404577,0.7490230134607034,0.6657661134697028,0.7454160789844851,0.7459867219277396,0.02474294174350903,0.15673661203268643,0.4748431878289068,0.8019947816797728,0.8336022255021457,0.01973546544265703,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s42,,2026-08-19T03:41:03Z,ROB,oulad,50pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,42,0.8597420425333945,0.747054399598897,0.7122370936902486,0.7854507116499736,0.8152353048892145,0.7957148662277305,0.044605119125718025,0.1299214511865387,0.4068063172353117,0.8523612144084552,0.8638383497718071,0.004096307238412589,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s42,,2026-08-19T03:41:05Z,ROB,oulad,75pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,42,0.8989473548962326,0.7981012658227848,0.7164772727272727,0.9007142857142857,0.875609280561513,0.8376093695188753,0.012443895487132579,0.09294879227584106,0.3055341027833649,0.8899228632869839,0.9011123043359983,0.002164949439765751,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s1201,,2026-08-19T03:49:49Z,ROB,oulad,20pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,1201,0.7660504491123662,0.6869967449032037,0.7937450514647665,0.6055572334642102,0.6900763358778625,0.7030464645866427,0.04060969210314335,0.1829019322698655,0.5427675009581632,0.7522270706462976,0.7907009839455991,0.024650534833232873,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s1201,,2026-08-19T03:49:51Z,ROB,oulad,35pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,1201,0.815229732333858,0.7012156110044786,0.7138514980460269,0.6890192791282481,0.7529971791255289,0.7468040511898285,0.03070395383149735,0.15704352355122644,0.4747709736987157,0.7972626875929241,0.8306745190806841,0.015444786746826145,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s1201,,2026-08-19T03:49:53Z,ROB,oulad,50pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,1201,0.8589718689902771,0.7414330218068536,0.7394837476099426,0.743392599711677,0.8024171397180003,0.7904898702430836,0.02692992595887171,0.12793037153037726,0.4005650469784758,0.8496734581328818,0.8621588804193614,0.0031870114290842855,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s1201,,2026-08-19T03:49:55Z,ROB,oulad,75pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,1201,0.8993668990616795,0.7909117054932413,0.78125,0.8008153756552125,0.8582569701696237,0.8398680988423864,0.022985422765869894,0.09419619203921359,0.3085861447906779,0.8874100368751359,0.8993744080964665,7.509034786967739e-06,27,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s2026,,2026-08-19T03:57:00Z,ROB,oulad,20pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,2026,0.7703821007202041,0.6880718108061453,0.7889944576405384,0.6100397918579736,0.6934690415606446,0.7054203514085744,0.03274140280179294,0.1808717809141543,0.5401284938879444,0.7560274006510794,0.7845261121536604,0.014144011433456338,19,482245,cuda:0,True,False,ok
ROB_oulad_d128_c64_h128_lr0.00011844319751820385_wd0.0007114476009343421_do0.31959818254342154_b128_pw0.7790418060840998_ent0.005_f0_s2026,,2026-08-19T03:57:02Z,ROB,oulad,35pct,C0,128,64,128,0.00011844319751820385,0.0007114476009343421,0.31959818254342154,128,0.7790418060840998,0.005,0,2026,0.8144395565936959,0.7080871867997556,0.7546678245766392,0.6669224865694551,0.7473554301833568,0.7485123035023297,0.03678857434471368,0.1573066229164623,0.4775016896688729,0.7982633661367696,0.8218259387794118,0.007386382185715856,19,482245,cuda:0,True,False,ok
