experiment_id,scenario,model_name,outer_fold,training_seed,metric,stored,recomputed,difference,match
S0,late_stage,cnn_bilstm,3,42,accuracy,0.8571428571428571,0.8571428571428571,0.0,True
S0,late_stage,cnn_bilstm,3,42,macro_f1,0.848255569567045,0.848255569567045,0.0,True
S0,late_stage,cnn_bilstm,3,42,weighted_f1,0.8614664024500089,0.8614664024500089,0.0,True
S0,late_stage,cnn_bilstm,3,42,balanced_accuracy,0.8683144812177069,0.8683144812177069,0.0,True
S0,late_stage,cnn_bilstm,3,42,quadratic_weighted_kappa,0.8594795539033457,0.8594795539033457,0.0,True
S0,late_stage,cnn_bilstm,3,42,ordinal_mae,0.1428571428571428,0.14285714285714285,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,3,42,brier_score,0.1962159470540999,0.1962159470540999,0.0,True
S0,late_stage,cnn_bilstm,3,42,pr_auc_macro,0.9624883811483644,0.9624883811483643,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,3,42,ece_top_label_equal_width_10,0.1218797058340102,0.12187970583401028,8.326672684688674e-17,True
S0,late_stage,cnn_bilstm,3,52,accuracy,0.746031746031746,0.746031746031746,0.0,True
S0,late_stage,cnn_bilstm,3,52,macro_f1,0.6003125888036374,0.6003125888036374,0.0,True
S0,late_stage,cnn_bilstm,3,52,weighted_f1,0.6952394484363794,0.6952394484363794,0.0,True
S0,late_stage,cnn_bilstm,3,52,balanced_accuracy,0.627333240236466,0.627333240236466,0.0,True
S0,late_stage,cnn_bilstm,3,52,quadratic_weighted_kappa,0.6824196597353497,0.6824196597353497,0.0,True
S0,late_stage,cnn_bilstm,3,52,ordinal_mae,0.2539682539682539,0.25396825396825395,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,3,52,brier_score,0.3810681828396389,0.38106818283963895,5.551115123125783e-17,True
S0,late_stage,cnn_bilstm,3,52,pr_auc_macro,0.9317382963526264,0.9317382963526265,1.1102230246251565e-16,True
S0,late_stage,cnn_bilstm,3,52,ece_top_label_equal_width_10,0.1814657596368638,0.1814657596368638,0.0,True
S0,late_stage,cnn_bilstm,3,62,accuracy,0.8253968253968254,0.8253968253968254,0.0,True
S0,late_stage,cnn_bilstm,3,62,macro_f1,0.7594150459822101,0.7594150459822101,0.0,True
S0,late_stage,cnn_bilstm,3,62,weighted_f1,0.8074289447423775,0.8074289447423775,0.0,True
S0,late_stage,cnn_bilstm,3,62,balanced_accuracy,0.7397477074896429,0.7397477074896429,0.0,True
S0,late_stage,cnn_bilstm,3,62,quadratic_weighted_kappa,0.7923284387174109,0.7923284387174109,0.0,True
S0,late_stage,cnn_bilstm,3,62,ordinal_mae,0.1746031746031746,0.1746031746031746,0.0,True
S0,late_stage,cnn_bilstm,3,62,brier_score,0.2573565233255161,0.2573565233255161,0.0,True
S0,late_stage,cnn_bilstm,3,62,pr_auc_macro,0.955401104599707,0.955401104599707,0.0,True
S0,late_stage,cnn_bilstm,3,62,ece_top_label_equal_width_10,0.1371933884090846,0.13719338840908468,8.326672684688674e-17,True
S0,late_stage,cnn_bilstm,3,72,accuracy,0.7142857142857143,0.7142857142857143,0.0,True
S0,late_stage,cnn_bilstm,3,72,macro_f1,0.5751388888888889,0.5751388888888889,0.0,True
S0,late_stage,cnn_bilstm,3,72,weighted_f1,0.6627711640211641,0.6627711640211641,0.0,True
S0,late_stage,cnn_bilstm,3,72,balanced_accuracy,0.6109481915933529,0.6109481915933529,0.0,True
S0,late_stage,cnn_bilstm,3,72,quadratic_weighted_kappa,0.6610878661087867,0.6610878661087867,0.0,True
