candidate,outer_fold,seed,prediction_stage,threshold,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,risk_precision,risk_recall,risk_f1,not_risk_precision,not_risk_recall,not_risk_f1,specificity,pr_auc,roc_auc,brier,nll,ece,tn,fp,fn,tp,eligible_count,positive_count,negative_count,coverage
H0_CURRENT_HYBRID,0,2026,L1_LATE_75PCT,0.44191834330558777,0.873329220645692,0.8497707694217174,0.8724601606440108,0.8497707694217174,0.85890235405787,0.871343786915921,0.870071105365223,0.7643384440658717,0.8137847642079806,0.8748492159227985,0.9352030947775629,0.9040199439077594,0.9352030947775629,0.9079052927476676,0.9195688444120791,0.093703565833052,0.3085164340520494,0.017597335506994334,2901,201,415,1346,4863,1761,3102,1.0
H0_CURRENT_HYBRID,0,2026,M1_MIDDLE_FROZEN,0.47516071796417236,0.8134765625,0.7916924660646062,0.8125042465699268,0.7916924660646062,0.7987502147971852,0.8102761071508684,0.8095515433896331,0.688800792864222,0.7443105756358769,0.8154569497502204,0.8945841392649904,0.8531898539584934,0.8945841392649904,0.8592394696796817,0.8755651106514611,0.13136258916289528,0.40885003932044217,0.01888499547167158,2775,327,628,1390,5120,2018,3102,1.0
H0_CURRENT_HYBRID,0,3407,E1_EARLY_20PCT,0.5410787463188171,0.7150371848358426,0.6913783094631112,0.7302641908008568,0.6913783094631112,0.6915929835836345,0.7022199932301947,0.7659709044908286,0.5020729684908789,0.6065614825945405,0.694557477110885,0.8806836504353435,0.7766244845727286,0.8806836504353435,0.7578113619295138,0.7768394269649281,0.186744762067051,0.5516412672346713,0.01779374060282339,2731,370,1201,1211,5513,2412,3101,1.0
H0_CURRENT_HYBRID,0,3407,E2_EARLY_35PCT,0.5371037125587463,0.7558029816946593,0.7216419171914576,0.7781280208580756,0.7216419171914576,0.7273057357811277,0.7423611984499813,0.8250539956803455,0.5216203914428766,0.6391522587841606,0.7312020460358056,0.9216634429400387,0.8154592127780947,0.9216634429400387,0.8061541662323969,0.8259564725005994,0.1619682638784253,0.48903840516649927,0.023184620375792643,2859,243,1051,1146,5299,2197,3102,1.0
H0_CURRENT_HYBRID,0,3407,L1_LATE_75PCT,0.44191834330558777,0.8760024676125848,0.8426604476751274,0.888753765366767,0.8426604476751274,0.8583198391863265,0.8721221702221893,0.9183526011560693,0.7217490062464509,0.8082670906200318,0.8591549295774648,0.963571889103804,0.9083725877526212,0.963571889103804,0.9077627630195662,0.9203115280537442,0.09466131967696075,0.30942080081597234,0.019446954193176273,2989,113,490,1271,4863,1761,3102,1.0
H0_CURRENT_HYBRID,0,3407,M1_MIDDLE_FROZEN,0.47516071796417236,0.81015625,0.7783024986597094,0.822352683435176,0.7783024986597094,0.789209418416492,0.803277798488687,0.8514784946236559,0.6278493557978196,0.7227609811751283,0.7932268722466961,0.928755641521599,0.8556578556578557,0.928755641521599,0.8558502962279662,0.8716257103221234,0.13377153201658065,0.41421870153125784,0.027603560149145782,2881,221,751,1267,5120,2018,3102,1.0
H0_CURRENT_HYBRID,0,7319,E1_EARLY_20PCT,0.5410787463188171,0.7224741520043534,0.7028712853019649,0.7302831784755583,0.7028712853019649,0.7047988882514655,0.7138265062838892,0.7517123287671232,0.5460199004975125,0.6325648414985591,0.7088540281839936,0.8597226701064172,0.7770329350043719,0.8597226701064172,0.7593241656959433,0.7782722552988042,0.18683947646054855,0.553619381425041,0.025984390489263785,2666,435,1095,1317,5513,2412,3101,1.0
H0_CURRENT_HYBRID,0,7319,E2_EARLY_35PCT,0.5371037125587463,0.7567465559539536,0.7286227453355743,0.7661333189854693,0.7286227453355743,0.7345596561094997,0.7476661472056033,0.789171974522293,0.5639508420573509,0.6578178922219272,0.7430946634486457,0.8932946486137976,0.8113014199970722,0.8932946486137976,0.8066956049164139,0.8270623266531614,0.16183735569417465,0.4903267118877517,0.03059248164419882,2771,331,958,1239,5299,2197,3102,1.0
H0_CURRENT_HYBRID,0,7319,L1_LATE_75PCT,0.44191834330558777,0.8735348550277606,0.8451449688446317,0.8783004538650765,0.8451449688446317,0.8574397417051194,0.8706487667759039,0.8903269754768393,0.7421919363997729,0.8095385568287395,0.8662739322533137,0.9480980012894906,0.9053409265814991,0.9480980012894906,0.9077548783990771,0.919940277764048,0.0938516632483918,0.30959924773500713,0.027810317806404663,2941,161,454,1307,4863,1761,3102,1.0
H0_CURRENT_HYBRID,0,7319,M1_MIDDLE_FROZEN,0.47516071796417236,0.81328125,0.7859899205027097,0.818964134908333,0.7859899205027097,0.7954418408094597,0.8082314701497678,0.8339622641509434,0.6570862239841427,0.7350332594235033,0.8039660056657224,0.9148936170212766,0.8558504221954162,0.9148936170212766,0.8593985814441856,0.8748607791002831,0.13243199767924274,0.41333323133897715,0.033249144726505614,2838,264,692,1326,5120,2018,3102,1.0
H0_CURRENT_HYBRID,1,42,E1_EARLY_20PCT,0.5116491317749023,0.7042074718897352,0.7018156706851708,0.7005867143993636,0.7018156706851708,0.7010463852205853,0.7046590556996137,0.6595067621320605,0.6814632141389232,0.6703052354962603,0.7416666666666667,0.7221681272314183,0.7317875349449103,0.7221681272314183,0.7679863638531345,0.7810891782937546,0.19232325902064487,0.5648817172057997,0.07992760246395958,2225,856,775,1658,5514,2433,3081,1.0
H0_CURRENT_HYBRID,1,42,E2_EARLY_35PCT,0.48122143745422363,0.7483968313843833,0.7428593062275688,0.7416398706110112,0.7428593062275688,0.7422003300830456,0.748713440939926,0.6957098628925255,0.7088778729157278,0.7022321428571429,0.7875698783294969,0.7768407395394097,0.7821685173089484,0.7768407395394097,0.8082934707994,0.8241773308891145,0.16714135574841654,0.5022008702235206,0.0585964723658456,2395,688,646,1573,5302,2219,3083,1.0
H0_CURRENT_HYBRID,1,42,L1_LATE_75PCT,0.46541064977645874,0.8584615384615385,0.8313647246174669,0.8600773282885474,0.8313647246174669,0.8420129051796565,0.8555336189962321,0.8643282594308405,0.7292015633724176,0.7910357359176257,0.8558263971462544,0.9335278858625162,0.8929900744416873,0.9335278858625162,0.8947524671744923,0.9104538762409831,0.10251599957759841,0.3343284318077951,0.017277073039076284,2879,205,485,1306,4875,1791,3084,1.0
H0_CURRENT_HYBRID,1,42,M1_MIDDLE_FROZEN,0.38408827781677246,0.7837150127226463,0.7796433203631647,0.7742351990136078,0.7796433203631647,0.7763684665968558,0.7847701861942772,0.7131603336422614,0.76,0.7358355247430074,0.8353100643849543,0.7992866407263295,0.8169014084507042,0.7992866407263295,0.8532192797904794,0.8691771148580486,0.13616964174050197,0.4227874845932994,0.033911193828730105,2465,619,486,1539,5109,2025,3084,1.0
H0_CURRENT_HYBRID,1,1201,E1_EARLY_20PCT,0.5116491317749023,0.7127312295973884,0.7076277138709829,0.7085989026122299,0.7076277138709829,0.7080530021199992,0.7123961130159135,0.678136802349979,0.6642005754212906,0.6710963455149501,0.739061002874481,0.7510548523206751,0.7450096587250483,0.7510548523206751,0.7631611946108294,0.7767859251103878,0.19169950682008038,0.562684037304622,0.06703542370658598,2314,767,817,1616,5514,2433,3081,1.0
H0_CURRENT_HYBRID,1,1201,E2_EARLY_35PCT,0.48122143745422363,0.7512259524707657,0.7403033863909676,0.7449708173293565,0.7403033863909676,0.7421447644293044,0.7500303387688246,0.7155172413793104,0.6732762505633169,0.6937543533782214,0.7744243932794026,0.8073305222186182,0.7905351754803874,0.8073305222186182,0.8064893210903082,0.8211704652576597,0.1652797202592966,0.4964860052541541,0.04202902208632879,2489,594,725,1494,5302,2219,3083,1.0
H0_CURRENT_HYBRID,1,1201,L1_LATE_75PCT,0.46541064977645874,0.8656410256410256,0.8327084514661505,0.8774165942035832,0.8327084514661505,0.8474852603116443,0.861442100127869,0.9051355206847361,0.7085427135678392,0.7948637644848106,0.8496976677224302,0.9568741893644618,0.900106756138478,0.9568741893644618,0.8961885810424196,0.912576646020128,0.10095651934353811,0.3271238931514896,0.011626956214125359,2951,133,522,1269,4875,1791,3084,1.0
H0_CURRENT_HYBRID,1,1201,M1_MIDDLE_FROZEN,0.38408827781677246,0.7901742023879429,0.7817716289571024,0.7806553172757634,0.7817716289571024,0.7811943881934218,0.790382429963468,0.7325524646168863,0.7412345679012345,0.7368679430535101,0.8287581699346406,0.8223086900129701,0.8255208333333334,0.8223086900129701,0.853510534799238,0.8694986469392003,0.1342418860189889,0.4160351681206938,0.01707376234151711,2536,548,524,1501,5109,2025,3084,1.0
H0_CURRENT_HYBRID,1,2026,E1_EARLY_20PCT,0.5116491317749023,0.7140007254261879,0.7050465623800621,0.7106913549108733,0.7050465623800621,0.7065780887217161,0.7120625454885321,0.6941923774954628,0.6288532675709001,0.6599094241966789,0.7271903323262839,0.7812398571892243,0.7532467532467533,0.7812398571892243,0.7645032240398728,0.7776465757470612,0.18989407770870065,0.5582596263417777,0.0581046746659309,2407,674,903,1530,5514,2433,3081,1.0
H0_CURRENT_HYBRID,1,2026,E2_EARLY_35PCT,0.48122143745422363,0.7491512636740852,0.7403506735756142,0.742384796643162,0.7403506735756142,0.7412588839222289,0.7486228322004188,0.7060732498840983,0.6863452005407842,0.6960694698354661,0.7786963434022257,0.7943561466104444,0.7864482980089916,0.7943561466104444,0.8052215711702083,0.820327993267825,0.16689203905491348,0.5000512756072147,0.048504968454498525,2449,634,696,1523,5302,2219,3083,1.0
H0_CURRENT_HYBRID,1,2026,L1_LATE_75PCT,0.46541064977645874,0.856,0.8308237577859032,0.8549220770038785,0.8308237577859032,0.840106103482573,0.8534768310017877,0.8519715578539108,0.7359017308766053,0.7896944278010785,0.8578725961538461,0.9257457846952011,0.8905177791640674,0.9257457846952011,0.8955714473785237,0.9110945996736818,0.1027251860341856,0.3328710284691499,0.024608574045774267,2855,229,473,1318,4875,1791,3084,1.0
H0_CURRENT_HYBRID,1,2026,M1_MIDDLE_FROZEN,0.38408827781677246,0.7798003523194363,0.7808096747850315,0.7718379052376809,0.7808096747850315,0.7742370901677256,0.7815830934328898,0.6971954425942156,0.785679012345679,0.738797306710007,0.8464803678811461,0.7759403372243839,0.809676873625444,0.7759403372243839,0.854930995770788,0.8699827064418504,0.13553226620732978,0.4191546023927054,0.03641404528961964,2393,691,434,1591,5109,2025,3084,1.0
H0_CURRENT_HYBRID,1,3407,E1_EARLY_20PCT,0.5116491317749023,0.7185346391004716,0.6982115835851652,0.7310627378864988,0.6982115835851652,0.6989615637892509,0.7079824406040951,0.7629850746268657,0.5252774352651048,0.6222005842259006,0.6991404011461319,0.8711457319052256,0.7757225433526012,0.8711457319052256,0.7634122714517764,0.776622639614102,0.18707340516460844,0.5516477267574177,0.019270895117212125,2684,397,1155,1278,5514,2433,3081,1.0
H0_CURRENT_HYBRID,1,3407,E2_EARLY_35PCT,0.48122143745422363,0.7600905318747643,0.7353595733599643,0.7678321589916525,0.7353595733599643,0.7409844623184223,0.7524481040522275,0.7881923311016433,0.583596214511041,0.6706369756602797,0.7474719868816616,0.8871229322088875,0.8113319489765648,0.8871229322088875,0.8002223809629244,0.8184690295251826,0.16711418065261618,0.5030176206430603,0.02729504759996421,2735,348,924,1295,5302,2219,3083,1.0
H0_CURRENT_HYBRID,1,3407,L1_LATE_75PCT,0.46541064977645874,0.8650256410256411,0.8287106739925307,0.8824078267005064,0.8287106739925307,0.8453463162555618,0.8599784996527512,0.9211895910780669,0.6917922948073701,0.7901785714285714,0.8436260623229461,0.9656290531776913,0.9005140610825522,0.9656290531776913,0.895737204092317,0.9107029961741262,0.10269664711408728,0.33658576218782627,0.02760457428525655,2978,106,552,1239,4875,1791,3084,1.0
H0_CURRENT_HYBRID,1,3407,M1_MIDDLE_FROZEN,0.38408827781677246,0.8072029751419064,0.7879067588989768,0.8039077699030981,0.7879067588989768,0.793635274588909,0.8046033622878589,0.7931228861330327,0.6948148148148148,0.740721242432219,0.8146926536731635,0.8809987029831388,0.846549306745599,0.8809987029831388,0.8528161451171264,0.8702470737057852,0.13577466953437692,0.4225638436023283,0.03474109244300829,2717,367,618,1407,5109,2025,3084,1.0
H0_CURRENT_HYBRID,1,7319,E1_EARLY_20PCT,0.5116491317749023,0.7183532825535002,0.7097626317139654,0.7150865163227608,0.7097626317139654,0.7112809360747259,0.7165913422372354,0.6983769161406672,0.636662556514591,0.6660933132659643,0.7317961165048543,0.7828627069133398,0.7564685588834875,0.7828627069133398,0.7657156329357349,0.7777111428877493,0.19043683829210692,0.5601144433021995,0.06339549222582054,2412,669,884,1549,5514,2433,3081,1.0
H0_CURRENT_HYBRID,1,7319,E2_EARLY_35PCT,0.48122143745422363,0.7604677480196153,0.7457243103050835,0.7566895207573381,0.7457243103050835,0.7491960988427071,0.7578604270356329,0.742215416028586,0.6552501126633619,0.6960268070847295,0.7711636254860903,0.8361985079468051,0.8023653906006847,0.8361985079468051,0.8069098426191476,0.8212791453868244,0.16471461635214726,0.49474644510601595,0.036228028319632725,2578,505,765,1454,5302,2219,3083,1.0
H0_CURRENT_HYBRID,1,7319,L1_LATE_75PCT,0.46541064977645874,0.864,0.8294216434528892,0.8779198541776055,0.8294216434528892,0.8449698276041939,0.8593761583464522,0.9098837209302325,0.6990508096035735,0.7906536154089043,0.8459559874249786,0.959792477302205,0.8992860397994835,0.959792477302205,0.8951752577468731,0.9106557430472727,0.10204675065009881,0.33004510436851986,0.0169928601964926,2960,124,539,1252,4875,1791,3084,1.0
H0_CURRENT_HYBRID,1,7319,M1_MIDDLE_FROZEN,0.38408827781677246,0.7974163241338814,0.7853115242350002,0.7890245860821072,0.7853115242350002,0.7869962115983089,0.7967616090984604,0.7533265097236438,0.7269135802469135,0.7398843930635838,0.8247226624405706,0.8437094682230869,0.8341080301330341,0.8437094682230869,0.8523620314167091,0.8690831211669948,0.13485035542592147,0.4174519632664695,0.021437425121160404,2602,482,553,1472,5109,2025,3084,1.0
H0_CURRENT_HYBRID,2,42,E1_EARLY_20PCT,0.4736296832561493,0.716555334897996,0.7098721726816947,0.7133362712073589,0.7098721726816947,0.7109846203749124,0.7153962785602934,0.6941431670281996,0.6490872210953347,0.6708595387840671,0.7325293753865182,0.7706571242680547,0.7511097019657578,0.7706571242680547,0.7731882304593538,0.7822205080627813,0.18521581628259914,0.5479216215759753,0.029353263421886377,2369,705,865,1600,5539,2465,3074,1.0
H0_CURRENT_HYBRID,2,42,E2_EARLY_35PCT,0.4874732792377472,0.7627689429373246,0.7432003104402287,0.7674751917452647,0.7432003104402287,0.7480233612629072,0.757180903478342,0.7815833801235261,0.6129458388375165,0.6870681145113524,0.7533670033670034,0.8734547820429408,0.8089786080144622,0.8734547820429408,0.8202708889672214,0.8304381401433079,0.15986058756346846,0.4829358247998071,0.015776292768361913,2685,389,879,1392,5345,2271,3074,1.0
H0_CURRENT_HYBRID,2,42,L1_LATE_75PCT,0.547484278678894,0.8678782928323463,0.8352697816628485,0.8831062613627744,0.8352697816628485,0.8504906329168638,0.863515760194869,0.9188034188034188,0.7076247942951179,0.7995041834521227,0.84740910392213,0.962914769030579,0.901477082381605,0.962914769030579,0.9083392427069734,0.9202088116458852,0.0972748746399347,0.3151645770479114,0.023510761243497172,2960,114,533,1290,4897,1823,3074,1.0
H0_CURRENT_HYBRID,2,42,M1_MIDDLE_FROZEN,0.4507487714290619,0.814721305107788,0.7926735700119933,0.8186785555041922,0.7926735700119933,0.8004496411937696,0.8108035934451162,0.8302887448438421,0.6790361445783133,0.7470837751855779,0.8070683661645423,0.9063109954456734,0.8538155072019614,0.9063109954456734,0.8668594124904262,0.8784519992788331,0.1308791903319753,0.40671539320141836,0.023578234900647883,2786,288,666,1409,5149,2075,3074,1.0
H0_CURRENT_HYBRID,2,1201,E1_EARLY_20PCT,0.4736296832561493,0.7078895107420112,0.7049982777756516,0.704470735662686,0.7049982777756516,0.704707324203022,0.708077674815621,0.6694677871148459,0.6787018255578093,0.6740531829170024,0.7394736842105263,0.7312947299934938,0.7353614654890416,0.7312947299934938,0.7734425685814525,0.7811894169643717,0.18897830548516176,0.5568011827384625,0.054935905557461404,2248,826,792,1673,5539,2465,3074,1.0
H0_CURRENT_HYBRID,2,1201,E2_EARLY_35PCT,0.4874732792377472,0.7517305893358279,0.7394699998023222,0.7477682739797167,0.7394699998023222,0.742155635834867,0.7496203811370724,0.7309197651663405,0.6578599735799208,0.692468134414832,0.764616782793093,0.8210800260247235,0.791843137254902,0.8210800260247235,0.8123303705560696,0.8219858348037417,0.16592863647544628,0.49777987011101293,0.04548647842632206,2524,550,777,1494,5345,2271,3074,1.0
H0_CURRENT_HYBRID,2,1201,L1_LATE_75PCT,0.547484278678894,0.8703287727179906,0.837891347850123,0.886101874077826,0.837891347850123,0.8532636041765201,0.8660471525869271,0.9230769230769231,0.7109160724081185,0.8032228075612023,0.8491268250787289,0.9648666232921275,0.9033044007918379,0.9648666232921275,0.9077650119148811,0.9194450581041568,0.09758969526195464,0.3175664975015161,0.022745390804338024,2966,108,527,1296,4897,1823,3074,1.0
H0_CURRENT_HYBRID,2,1201,M1_MIDDLE_FROZEN,0.4507487714290619,0.806564381433288,0.7890527627752388,0.8042326536296625,0.7890527627752388,0.794388400185517,0.8040961458092387,0.7962657880285557,0.6987951807228916,0.74435318275154,0.8121995192307693,0.8793103448275862,0.8444236176194939,0.8793103448275862,0.8634821872672425,0.8740674604729914,0.13335745684946085,0.41409001757800723,0.030605355198072746,2703,371,625,1450,5149,2075,3074,1.0
H0_CURRENT_HYBRID,2,2026,E1_EARLY_20PCT,0.4736296832561493,0.7158331828849973,0.7105476673427992,0.7123103333555127,0.7105476673427992,0.7112344627304259,0.7152410729938506,0.6875789473684211,0.662474645030426,0.6747933884297521,0.7370417193426043,0.7586206896551724,0.7476755370310997,0.7586206896551724,0.7714140179824369,0.7805067298720804,0.18661912228928595,0.5512022164573033,0.03971120940414087,2332,742,832,1633,5539,2465,3074,1.0
H0_CURRENT_HYBRID,2,2026,E2_EARLY_35PCT,0.4874732792377472,0.7582787652011226,0.7410794988836928,0.7591835188388996,0.7410794988836928,0.7452900866385641,0.7539312704709871,0.762185324049277,0.6265962131219727,0.6877718704688255,0.7561817136285222,0.8555627846454131,0.8028083028083028,0.8555627846454131,0.8198029639945222,0.8286564607579314,0.16080761619668035,0.4847085693036773,0.03205386183953821,2630,444,848,1423,5345,2271,3074,1.0
H0_CURRENT_HYBRID,2,2026,L1_LATE_75PCT,0.547484278678894,0.8646109863181539,0.8237378169711034,0.8958859778903772,0.8237378169711034,0.8430783489599547,0.8579280343707085,0.9603174603174603,0.6637410861217773,0.7849497242945184,0.831454495463294,0.9837345478204295,0.9012069736253912,0.9837345478204295,0.9082069049007425,0.9194889560880972,0.09786530362411092,0.3158426888643809,0.023363134036194742,3024,50,613,1210,4897,1823,3074,1.0
H0_CURRENT_HYBRID,2,2026,M1_MIDDLE_FROZEN,0.4507487714290619,0.8133618178287046,0.7897338736860258,0.8192911360213183,0.7897338736860258,0.798091985010902,0.8088649814692245,0.8359469240048251,0.6679518072289157,0.7425663005625502,0.8026353480378116,0.911515940143136,0.8536176694592537,0.911515940143136,0.8651485587105459,0.8758873098117911,0.1318419622362223,0.4084438672039231,0.0179726675555767,2802,272,689,1386,5149,2075,3074,1.0
H0_CURRENT_HYBRID,2,3407,E1_EARLY_20PCT,0.4736296832561493,0.7078895107420112,0.7041543878449232,0.7042874627235431,0.7041543878449232,0.7042194161340565,0.7078419244261868,0.6723646723646723,0.6701825557809331,0.6712718407151564,0.7362102530824141,0.7381262199089135,0.7371669915529565,0.7381262199089135,0.7731519597435095,0.7797449920223402,0.18812786106750112,0.5533152806099145,0.04848731065474653,2269,805,813,1652,5539,2465,3074,1.0
H0_CURRENT_HYBRID,2,3407,E2_EARLY_35PCT,0.4874732792377472,0.760710944808232,0.7438266485261394,0.7615562081697103,0.7438266485261394,0.748054098241453,0.7565377775345444,0.7643923240938166,0.631439894319683,0.6915842777911744,0.7587200922456039,0.8562134027325959,0.8045239186917317,0.8562134027325959,0.8197579970104558,0.8291041725217997,0.16040774136030359,0.48409565355566464,0.021528973447122346,2632,442,837,1434,5345,2271,3074,1.0
H0_CURRENT_HYBRID,2,3407,L1_LATE_75PCT,0.547484278678894,0.8672656728609353,0.8299822159630914,0.89145400322107,0.8299822159630914,0.8477563182766075,0.8616788525521317,0.9439818319454958,0.6840373011519474,0.7932569974554707,0.8389261744966443,0.9759271307742355,0.9022556390977443,0.9759271307742355,0.9082073744946338,0.9195687219369648,0.09709566587550891,0.31430154869834587,0.019942665966720237,3000,74,576,1247,4897,1823,3074,1.0
H0_CURRENT_HYBRID,2,3407,M1_MIDDLE_FROZEN,0.4507487714290619,0.817246067197514,0.7943182227935817,0.8229223860694956,0.7943182227935817,0.8026117836211675,0.8130394935304188,0.8391148325358851,0.676144578313253,0.7488657592740859,0.8067299396031061,0.9124918672739102,0.8563578079682491,0.9124918672739102,0.8667097946282685,0.8775068785225483,0.13097406751492127,0.40658773065646464,0.023143307851932412,2805,269,672,1403,5149,2075,3074,1.0
H0_CURRENT_HYBRID,2,7319,E1_EARLY_20PCT,0.4736296832561493,0.7050009026900163,0.7051685866278847,0.7030477010688092,0.7051685866278847,0.7032867940759158,0.7057663478668592,0.656615152657369,0.7066937119675456,0.6807346619773349,0.7494802494802495,0.7036434612882239,0.7258389261744966,0.7036434612882239,0.7754798776629945,0.7826310705109001,0.18817413842516453,0.5534138702296078,0.06147429428249462,2163,911,723,1742,5539,2465,3074,1.0
H0_CURRENT_HYBRID,2,7319,E2_EARLY_35PCT,0.4874732792377472,0.751356407857811,0.7442058176315496,0.7456749997766348,0.7442058176315496,0.7448739672538864,0.7509835914381018,0.711971197119712,0.6966094231616028,0.70420654351213,0.7793788024335575,0.7918022121014964,0.785541390995643,0.7918022121014964,0.8172397512057266,0.826559499468132,0.16429777340488705,0.49242392061659634,0.04798847424080707,2434,640,689,1582,5345,2271,3074,1.0
H0_CURRENT_HYBRID,2,7319,L1_LATE_75PCT,0.547484278678894,0.8676740861752094,0.8382324494611076,0.8775743048400835,0.8382324494611076,0.8515702442227923,0.8640599567351752,0.9021218343600274,0.7229840921557872,0.8026796589524969,0.8530267753201397,0.9534808067664281,0.9004608294930876,0.9534808067664281,0.9085073312830362,0.9207634251990844,0.09759232963375399,0.31413030008069515,0.01926538003131227,2931,143,505,1318,4897,1823,3074,1.0
H0_CURRENT_HYBRID,2,7319,M1_MIDDLE_FROZEN,0.4507487714290619,0.806564381433288,0.7936730134591717,0.8009561083450216,0.7936730134591717,0.7966853441344854,0.8053806377569557,0.778236204228984,0.7272289156626506,0.7518684603886397,0.8236760124610591,0.8601171112556929,0.841502227880331,0.8601171112556929,0.8661275105456291,0.876890907808201,0.13163775557860036,0.40864067617766575,0.026239960880001953,2644,430,566,1509,5149,2075,3074,1.0
