candidate,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_roc_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece,mean_stage_risk_precision,mean_stage_risk_recall,parameter_count
H0_CURRENT_HYBRID,0.7748793993605704,0.7098877391555188,0.8372804439567025,0.8512603096564296,0.4396036620837983,0.1439284152445473,0.025287916379442027,0.799512512663124,0.6601289557923052,150202
H1_TABULAR_RESIDUAL_EXPERT,0.7771381643059159,0.713634963506438,0.8389291302839501,0.8526241578550133,0.4389228104915395,0.14369135608803452,0.02909008376797177,0.775371120239823,0.6913683042776763,160492
M0_MLP,0.7775992105819776,0.7117340302290778,0.839307812032466,0.8524346512589297,0.4369506209285325,0.1426973344586746,0.017776341516533095,0.8022376383486515,0.6586919292386664,
