candidate,outer_fold,seed,epoch,encoder_frozen,train_loss,classification_loss,regression_loss,ordinal_loss,validation_macro_f1,validation_nll,gradient_norm,encoder_learning_rate,head_learning_rate
cnn_bilstm_v5_1,0,3407,11,False,0.33259611162874436,0.33259611162874436,0.35943928692075944,0.8876853982607523,0.8965973712951456,0.21384172455532383,1.6831573115454779,0.0004454907897572682,0.0004454907897572682
cnn_bilstm_v5_1,0,3407,12,False,0.4131463302506341,0.4131463302506341,0.3821994662284851,0.8941377533806695,0.8965973712951456,0.20982126266745973,2.442599097887675,0.0003193845569263652,0.0003193845569263652
cnn_bilstm_v5_1,0,3407,13,False,0.35741044249799514,0.35741044249799514,0.3833831283781264,0.9071306453810798,0.9033348383041634,0.22114736134231308,2.323899163140191,0.00020977299222981537,0.00020977299222981537
cnn_bilstm_v5_1,0,3407,14,False,0.3661135501331753,0.3661135501331753,0.36231425735685563,0.8746198415756226,0.9186256091916469,0.2104607136494195,2.267951488494873,0.00012038878603877849,0.00012038878603877849
cnn_bilstm_v5_1,0,3407,15,False,0.3322812269131343,0.3322812269131343,0.37261802951494855,0.8980292744106717,0.9186256091916469,0.20594295370665178,1.9733283519744873,5.4275810290550455e-05,5.4275810290550455e-05
cnn_bilstm_v5_1,0,3407,16,False,0.33742474516232807,0.33742474516232807,0.3976076775126987,0.8913624154196845,0.9078227313302912,0.20405194988239883,2.004466281996833,1.3685463080462931e-05,1.3685463080462931e-05
cnn_bilstm_v5_1,0,3407,17,False,0.3115013705359565,0.3115013705359565,0.40410105387369794,0.8867872754732767,0.9078227313302912,0.20453113294887723,1.890340010325114,0.0,0.0
cnn_bilstm_v5_1,0,7319,1,False,0.9769179622332255,0.9769179622332255,0.40212515327665543,0.7825594147046407,0.2616822429906542,0.8769575489580461,0.9598401188850403,0.00159382533764043,0.00159382533764043
cnn_bilstm_v5_1,0,7319,2,False,0.8705342610677084,0.8705342610677084,0.35711581342750126,0.8146320581436157,0.2616822429906542,0.8542651116047069,0.6898438202010261,0.0015532349904303425,0.0015532349904303425
cnn_bilstm_v5_1,0,7319,3,False,0.917448898156484,0.917448898156484,0.3753175006972419,0.7970685296588473,0.2616822429906542,0.8143805349890026,0.8379239969783359,0.0014871220146821147,0.0014871220146821147
cnn_bilstm_v5_1,0,7319,4,False,0.8853727247979906,0.8853727247979906,0.3967511256535848,0.7895427544911703,0.2616822429906542,0.7127476799317307,0.7687622904777527,0.0013977378084910775,0.0013977378084910775
cnn_bilstm_v5_1,0,7319,5,False,0.7322433193524679,0.7322433193524679,0.32219159603118896,0.788591828611162,0.5642105263157894,0.5590029915521667,0.9155616660912832,0.001288126243794528,0.001288126243794528
cnn_bilstm_v5_1,0,7319,6,False,0.603591243426005,0.603591243426005,0.31449880864885116,0.7834668424394395,0.5230769230769231,0.5270784395077313,1.0317075120078192,0.0011620200109636253,0.0011620200109636253
cnn_bilstm_v5_1,0,7319,7,False,0.5439041919178433,0.5439041919178433,0.3051117906967799,0.8089739150471158,0.5821058374249863,0.43687367618869993,,0.0010237135065096705,0.0010237135065096705
cnn_bilstm_v5_1,0,7319,8,False,0.4762764308187697,0.4762764308187697,0.2942669954564836,0.7988990346590678,0.5838509316770186,0.4227609296027682,1.8130826817618475,0.0008779165925614744,0.0008779165925614744
cnn_bilstm_v5_1,0,7319,9,False,0.4618660377131568,0.4618660377131568,0.3235388977660073,0.8204754061169095,0.7247512208421204,0.34670430671407537,1.9948334958818223,0.0007295942081594186,0.0007295942081594186
cnn_bilstm_v5_1,0,7319,10,False,0.41156795289781356,0.41156795289781356,0.36242331398857963,0.8250366714265611,0.8584033613445378,0.33681406505964695,,0.0005837972942112226,0.0005837972942112226
cnn_bilstm_v5_1,0,7319,11,False,0.39666302336586845,0.39666302336586845,0.33563772837320965,0.8357793225182427,0.8853774708263872,0.3011019365675032,2.08087827761968,0.0004454907897572682,0.0004454907897572682
cnn_bilstm_v5_1,0,7319,12,False,0.4167284303241306,0.4167284303241306,0.34914642572402954,0.8339236776034037,0.894225627706645,0.2817101099666551,2.290764722559187,0.0003193845569263652,0.0003193845569263652
cnn_bilstm_v5_1,0,7319,13,False,0.4037260413169861,0.4037260413169861,0.3882521622710758,0.8588332600063748,0.8789960748359739,0.2733831709926983,2.1567041476567588,0.00020977299222981537,0.00020977299222981537
cnn_bilstm_v5_1,0,7319,14,False,0.39278876450326705,0.39278876450326705,0.334163185622957,0.8432430757416619,0.894225627706645,0.2641133114208567,1.6180238922437031,0.00012038878603877849,0.00012038878603877849
cnn_bilstm_v5_1,0,7319,15,False,0.36522027519014144,0.36522027519014144,0.3449331455760532,0.8653019865353903,0.8965973712951456,0.26180479571367005,1.3497804933124118,5.4275810290550455e-05,5.4275810290550455e-05
cnn_bilstm_v5_1,0,7319,16,False,0.3843253254890442,0.3843253254890442,0.36775381366411847,0.8554560343424479,0.9059771465431843,0.259099933270053,2.1341086427370706,1.3685463080462931e-05,1.3685463080462931e-05
cnn_bilstm_v5_1,0,7319,17,False,0.3659945097234514,0.3659945097234514,0.3272275883290503,0.8330023553636339,0.9059771465431843,0.2582827060654725,1.8266138633092244,0.0,0.0
cnn_only_v5_1,0,42,1,False,0.9570373031828139,0.9570373031828139,0.3908913532892863,0.6116467316945394,0.2616822429906542,0.8716527455093955,0.9002748661571078,0.00159382533764043,0.00159382533764043
cnn_only_v5_1,0,42,2,False,0.864416069454617,0.864416069454617,0.4023013446066115,0.6026116477118598,0.2616822429906542,0.8089943190592886,0.7463072472148471,0.0015532349904303425,0.0015532349904303425
cnn_only_v5_1,0,42,3,False,0.7774124542872111,0.7774124542872111,0.3563435706827376,0.6164627141422696,0.3748917748917749,0.6413951793876528,1.0192210144466824,0.0014871220146821147,0.0014871220146821147
cnn_only_v5_1,0,42,4,False,0.5941352148850759,0.5941352148850759,0.3766688538922204,0.6298321750428941,0.833915995338704,0.448722274243465,1.1134638455179002,0.0013977378084910775,0.0013977378084910775
cnn_only_v5_1,0,42,5,False,0.4874452418751187,0.4874452418751187,0.44610875844955444,0.6588307751549615,0.7454212454212454,0.36986673678392984,,0.001288126243794528,0.001288126243794528
cnn_only_v5_1,0,42,6,False,0.4231873353322347,0.4231873353322347,0.4462453888522254,0.6586510207917955,0.8811628874557935,0.32544052194732176,1.5170156094763014,0.0011620200109636253,0.0011620200109636253
cnn_only_v5_1,0,42,7,False,0.38425325353940326,0.38425325353940326,0.4120072474082311,0.6686344279183282,0.7955221386800334,0.341419200615141,3.280937671661377,0.0010237135065096705,0.0010237135065096705
cnn_only_v5_1,0,42,8,False,0.3633072641160753,0.3633072641160753,0.40937220719125533,0.6847400400373671,0.8958266715861107,0.2745529010920397,2.974706709384918,0.0008779165925614744,0.0008779165925614744
cnn_only_v5_1,0,42,9,False,0.32152669462892747,0.32152669462892747,0.4195741481251187,0.6675078670183817,0.8887211887211888,0.24316414178343906,2.9831807480918036,0.0007295942081594186,0.0007295942081594186
cnn_only_v5_1,0,42,10,False,0.3197588225205739,0.3197588225205739,0.42534523208936054,0.6693290803167555,0.8898039215686274,0.22615844847108782,inf,0.0005837972942112226,0.0005837972942112226
cnn_only_v5_1,0,42,11,False,0.2866866882476542,0.2866866882476542,0.4099091241757075,0.6623165011405945,0.8949704142011834,0.2318309805806853,2.1588797205024295,0.0004454907897572682,0.0004454907897572682
cnn_only_v5_1,0,42,12,False,0.32605515751573777,0.32605515751573777,0.40488194757037693,0.6707568499777052,0.9172560539298761,0.20294505811893337,3.2569766773117914,0.0003193845569263652,0.0003193845569263652
cnn_only_v5_1,0,42,13,False,0.31414734158251023,0.31414734158251023,0.4913503693209754,0.6726846562491523,0.9172560539298761,0.20311172306182465,2.476282192601098,0.00020977299222981537,0.00020977299222981537
cnn_only_v5_1,0,42,14,False,0.28284649219777847,0.28284649219777847,0.4056520031558143,0.6696902314821879,0.9039005709371969,0.2086080643741393,2.5029739671283298,0.00012038878603877849,0.00012038878603877849
cnn_only_v5_1,0,42,15,False,0.303089987900522,0.303089987900522,0.44138122929467094,0.6748598482873704,0.9039005709371969,0.2054214496774719,2.58268932501475,5.4275810290550455e-05,5.4275810290550455e-05
cnn_only_v5_1,0,42,16,False,0.30341388947433895,0.30341388947433895,0.3867088018192185,0.6676172614097595,0.894225627706645,0.20307798602541038,3.2841297652986317,1.3685463080462931e-05,1.3685463080462931e-05
cnn_only_v5_1,0,42,17,False,0.289703868329525,0.289703868329525,0.39397143986490035,0.6736843056148953,0.894225627706645,0.20191839723460292,1.6274281243483226,0.0,0.0
cnn_only_v5_1,0,2026,1,False,0.9406419263945686,0.9406419263945686,0.42096572120984393,0.6710258589850532,0.2616822429906542,0.8632840097093425,0.9463446537653605,0.00159382533764043,0.00159382533764043
cnn_only_v5_1,0,2026,2,False,0.8214316566785177,0.8214316566785177,0.3551788330078125,0.6779442495769925,0.2616822429906542,0.7493618062562359,0.9022317495610979,0.0015532349904303425,0.0015532349904303425
cnn_only_v5_1,0,2026,3,False,0.6874361435572306,0.6874361435572306,0.34406157500214046,0.6911548177401224,0.5657392253136934,0.5083346563273682,1.3891344666481018,0.0014871220146821147,0.0014871220146821147
cnn_only_v5_1,0,2026,4,False,0.5418239103423225,0.5418239103423225,0.31841437849733567,0.6823272042804294,0.5765506662831943,0.4278774448814555,inf,0.0013977378084910775,0.0013977378084910775
cnn_only_v5_1,0,2026,5,False,0.4582466019524468,0.4582466019524468,0.39351140293810105,0.6842712561289469,0.5838509316770186,0.3594370701537666,1.4784521725442674,0.001288126243794528,0.001288126243794528
cnn_only_v5_1,0,2026,6,False,0.39245786600642735,0.39245786600642735,0.37811816732088727,0.6716387735472785,0.8819327731092437,0.308422516449628,1.7244698074128892,0.0011620200109636253,0.0011620200109636253
cnn_only_v5_1,0,2026,7,False,0.356407814555698,0.356407814555698,0.4111410511864556,0.6704719993803236,0.871978021978022,0.28578808429555846,1.9442831542756822,0.0010237135065096705,0.0010237135065096705
cnn_only_v5_1,0,2026,8,False,0.34365400009685093,0.34365400009685093,0.4613499906327989,0.6728183494673835,0.8875577497961772,0.22396265719991046,2.7301136453946433,0.0008779165925614744,0.0008779165925614744
cnn_only_v5_1,0,2026,9,False,0.3432992200056712,0.3432992200056712,0.43712854716512894,0.6713723474078708,0.8875577497961772,0.22226815032015332,inf,0.0007295942081594186,0.0007295942081594186
cnn_only_v5_1,0,2026,10,False,0.31850578222009873,0.31850578222009873,0.43454089760780334,0.6642456120914884,0.9078227313302912,0.21261132511583308,2.302167150709364,0.0005837972942112226,0.0005837972942112226
cnn_only_v5_1,0,2026,11,False,0.3219170636600918,0.3219170636600918,0.4685891734229194,0.668208552731408,0.9001452432824982,0.22801485403086824,2.312061150868734,0.0004454907897572682,0.0004454907897572682
cnn_only_v5_1,0,2026,12,False,0.34478511412938434,0.34478511412938434,0.45756523807843524,0.6586299737294515,0.8849148754809132,0.20423779489585978,inf,0.0003193845569263652,0.0003193845569263652
cnn_only_v5_1,0,2026,13,False,0.305720759762658,0.305720759762658,0.40646446744600934,0.6475416620572408,0.9119635508524397,0.20862752188867723,3.2834390136930676,0.00020977299222981537,0.00020977299222981537
cnn_only_v5_1,0,2026,14,False,0.31932149330774945,0.31932149330774945,0.46246567368507385,0.6620519624816047,0.8875577497961772,0.20713950538518353,2.53634105126063,0.00012038878603877849,0.00012038878603877849
cnn_only_v5_1,0,2026,15,False,0.2731700473361545,0.2731700473361545,0.43192419078614974,0.6701241400506761,0.9028357931866703,0.1985658435738502,1.960148572921753,5.4275810290550455e-05,5.4275810290550455e-05
cnn_only_v5_1,0,2026,16,False,0.28160278664694893,0.28160278664694893,0.4218051830927531,0.6682325071758695,0.894225627706645,0.19740621629704863,2.0844435360696583,1.3685463080462931e-05,1.3685463080462931e-05
cnn_only_v5_1,0,2026,17,False,0.27942927595641875,0.27942927595641875,0.4668425785170661,0.6602692537837558,0.894225627706645,0.197629123532765,1.9875190655390422,0.0,0.0
cnn_only_v5_1,0,3407,1,False,1.0003985431459215,1.0003985431459215,0.43639636370870805,0.6487082176738315,0.2616822429906542,0.8605265326267912,1.2098435858885448,0.00159382533764043,0.00159382533764043
cnn_only_v5_1,0,3407,2,False,0.8169869780540466,0.8169869780540466,0.4513336519400279,0.6328864759869046,0.2616822429906542,0.7520868961146749,0.7152489125728607,0.0015532349904303425,0.0015532349904303425
cnn_only_v5_1,0,3407,3,False,0.6994316710366143,0.6994316710366143,0.48127153184678817,0.617279397116767,0.750480479273049,0.5157211392044038,0.8933744033177694,0.0014871220146821147,0.0014871220146821147
cnn_only_v5_1,0,3407,4,False,0.526832272609075,0.526832272609075,0.5898511740896437,0.5893320971065097,0.8128486657428136,0.39873000167919825,1.3481132719251845,0.0013977378084910775,0.0013977378084910775
cnn_only_v5_1,0,3407,5,False,0.4553234378496806,0.4553234378496806,0.6578752034240298,0.5933201114336649,0.8301502230312018,0.32645628479875244,inf,0.001288126243794528,0.001288126243794528
cnn_only_v5_1,0,3407,6,False,0.4004406299855974,0.4004406299855974,0.7130361629856957,0.6011990904808044,0.8734110975597043,0.27132590611498075,1.6188856959342957,0.0011620200109636253,0.0011620200109636253
cnn_only_v5_1,0,3407,7,False,0.34906818469365436,0.34906818469365436,0.6291247540050082,0.6268201669057211,0.8989319672100452,0.2473804732998147,2.033449179596371,0.0010237135065096705,0.0010237135065096705
cnn_only_v5_1,0,3407,8,False,0.3456246786647373,0.3456246786647373,0.6524862084123824,0.6328233546680875,0.8849206349206349,0.23981105821610874,1.6942874259418912,0.0008779165925614744,0.0008779165925614744
cnn_only_v5_1,0,3407,9,False,0.31879257162412006,0.31879257162412006,0.6464865936173333,0.6333567765023973,0.9119635508524397,0.2232721519477185,2.3479634324709573,0.0007295942081594186,0.0007295942081594186
cnn_only_v5_1,0,3407,10,False,0.33494925167825484,0.33494925167825484,0.7012067834536234,0.63561569319831,0.8763791763791763,0.21996869501407706,inf,0.0005837972942112226,0.0005837972942112226
cnn_only_v5_1,0,3407,11,False,0.29509665734238094,0.29509665734238094,0.6411910653114319,0.6301640537050035,0.9083638583638584,0.20323123718001188,2.4217339158058167,0.0004454907897572682,0.0004454907897572682
cnn_only_v5_1,0,3407,12,False,0.3910200347503026,0.3910200347503026,0.7038487493991852,0.6282834543122185,0.8971071663379355,0.2014297883990939,2.230327288309733,0.0003193845569263652,0.0003193845569263652
cnn_only_v5_1,0,3407,13,False,0.3356798142194748,0.3356798142194748,0.6571581959724426,0.6326762172910902,0.8763791763791763,0.210845587842117,2.847317894299825,0.00020977299222981537,0.00020977299222981537
cnn_only_v5_1,0,3407,14,False,0.33569536440902287,0.33569536440902287,0.6949274142583212,0.6285289194848802,0.8950509213667108,0.1991920576783961,2.1767104731665716,0.00012038878603877849,0.00012038878603877849
cnn_only_v5_1,0,3407,15,False,0.29792572723494637,0.29792572723494637,0.6859942211045159,0.6234665645493401,0.894225627706645,0.1984754060811136,1.987048990196652,5.4275810290550455e-05,5.4275810290550455e-05
