outer_fold,trial,state,value,parameters,parameter_count
2,30,COMPLETE,0.8258986771153999,"{""aggregate_hidden"": 64, ""batch_size"": 256, ""conv_channels"": 16, ""dropout"": 0.37679320632411706, ""focal_gamma"": 1.713007520443663, ""fusion_hidden"": 32, ""kernels"": ""3_5"", ""learning_rate"": 0.00020261945915725615, ""loss"": ""focal"", ""lstm_hidden"": 64, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 48, ""positive_weight"": ""balanced"", ""static_hidden"": 24, ""weight_decay"": 3.400294520822673e-05}",186453.0
2,31,COMPLETE,0.8263329391772578,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.30884004090419304, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0003490532094251177, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 1.0181054987446848e-06}",143124.0
2,32,COMPLETE,0.8263115952625173,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.3127195498453535, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0003780935890218667, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 2.583657115898612e-07}",143124.0
2,33,PRUNED,0.8242381971845056,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.2844555731313418, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0006299768078315756, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 6.80649724907391e-07}",
2,34,PRUNED,0.8243352870352145,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.481283088641046, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0004564075079675345, ""loss"": ""weighted_bce"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 2.3853131596248205e-06}",
2,35,PRUNED,0.8244402297267885,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.17495111452762196, ""fusion_hidden"": 96, ""kernels"": ""3_5"", ""learning_rate"": 0.000844594782059689, ""loss"": ""weighted_bce"", ""lstm_hidden"": 32, ""lstm_layers"": 2, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 32, ""positive_weight"": ""none"", ""static_hidden"": 48, ""weight_decay"": 4.1700239055381955e-07}",
2,36,PRUNED,0.8182574994603675,"{""aggregate_hidden"": 128, ""batch_size"": 256, ""conv_channels"": 48, ""dropout"": 0.24152646791020796, ""focal_gamma"": 2.173561292633482, ""fusion_hidden"": 48, ""kernels"": ""3"", ""learning_rate"": 0.00027706263014647174, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 64, ""positive_weight"": ""none"", ""static_hidden"": 24, ""weight_decay"": 1.9186349355095135e-06}",
2,37,PRUNED,0.8215738983409699,"{""aggregate_hidden"": 48, ""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.33030190702356, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.0003529755070319217, ""loss"": ""weighted_bce"", ""lstm_hidden"": 24, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 16, ""weight_decay"": 4.259678171963232e-06}",
2,38,PRUNED,0.8233137255362633,"{""aggregate_hidden"": 48, ""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.3921006453955938, ""focal_gamma"": 1.2935422532303384, ""fusion_hidden"": 64, ""kernels"": ""5"", ""learning_rate"": 0.0002160351225661005, ""loss"": ""focal"", ""lstm_hidden"": 48, ""lstm_layers"": 2, ""pooling"": ""masked_attention"", ""pooling_projection"": 96, ""positive_weight"": ""balanced"", ""static_hidden"": 32, ""weight_decay"": 4.2488906510183654e-05}",
2,39,PRUNED,0.8242468085647476,"{""aggregate_hidden"": 64, ""batch_size"": 128, ""conv_channels"": 16, ""dropout"": 0.4591904213058362, ""focal_gamma"": 1.0421706686410146, ""fusion_hidden"": 48, ""kernels"": ""3_5"", ""learning_rate"": 0.00016343200492813183, ""loss"": ""focal"", ""lstm_hidden"": 32, ""lstm_layers"": 1, ""pooling"": ""masked_mean_max"", ""pooling_projection"": 48, ""positive_weight"": ""none"", ""static_hidden"": 16, ""weight_decay"": 1.282244076354115e-05}",
