variant,outer_fold,seed,epoch,train_loss,validation_nll,validation_macro_f1_at_0_5,gradient_norm,learning_rate
cnn_bilstm,0,7319,5,0.3721080047112924,,,0.4864142327396958,0.0006067139936702428
cnn_bilstm,0,7319,6,0.36415517146204723,,,0.4710686810222673,0.00041922905890104357
cnn_bilstm,0,7319,7,0.3603268423934042,,,0.48836885999750207,0.0002500964558314053
cnn_bilstm,0,7319,8,0.3597512736364647,,,0.49618729213137686,0.00011587206206592216
cnn_bilstm,0,7319,9,0.3602304959002836,,,0.5143223371770647,2.9694696462701855e-05
cnn_bilstm,0,7319,10,0.3584705822997623,,,0.4825732781563276,0.0
cnn_only,0,42,1,0.46268831469394545,,,0.49949024304931544,0.001183733290877784
cnn_only,0,42,2,0.4026574555002613,,,0.5100037536503356,0.0010975559252745636
cnn_only,0,42,3,0.3865240922680608,,,0.4696919090218014,0.0009633315315090806
cnn_only,0,42,4,0.3825404301837639,,,0.47853797269456183,0.0007941989284394422
cnn_only,0,42,5,0.3768627400751467,,,0.47614727748764885,0.0006067139936702428
cnn_only,0,42,6,0.37135174686526073,,,0.4618449306782381,0.00041922905890104357
cnn_only,0,42,7,0.36381030009116655,,,0.46797956176746036,0.0002500964558314053
cnn_only,0,42,8,0.3607674487579016,,,0.4801860341319331,0.00011587206206592216
cnn_only,0,42,9,0.35904728612046183,,,0.48561492451915034,2.9694696462701855e-05
cnn_only,0,42,10,0.35930448329007186,,,0.4905840081197244,0.0
cnn_only,0,1201,1,0.470388208642418,,,0.5218366866494403,0.001183733290877784
cnn_only,0,1201,2,0.4051327308019002,,,0.49834991458021566,0.0010975559252745636
cnn_only,0,1201,3,0.3878055895552223,,,0.5037645248719204,0.0009633315315090806
cnn_only,0,1201,4,0.3813965316907859,,,0.486048369495957,0.0007941989284394422
cnn_only,0,1201,5,0.3776359863487291,,,0.5010977828944171,0.0006067139936702428
cnn_only,0,1201,6,0.36946329842379066,,,0.4818510950347524,0.00041922905890104357
cnn_only,0,1201,7,0.36548253857059243,,,0.4799674730977894,0.0002500964558314053
cnn_only,0,1201,8,0.36298612790343204,,,0.49666804443171,0.00011587206206592216
cnn_only,0,1201,9,0.3629909849461214,,,0.4983611254044521,2.9694696462701855e-05
cnn_only,0,1201,10,0.35715594041494675,,,0.4792028143082136,0.0
cnn_only,0,2026,1,0.4643968100901003,,,0.5061436306547236,0.001183733290877784
cnn_only,0,2026,2,0.40361039248513586,,,0.5018204531551879,0.0010975559252745636
cnn_only,0,2026,3,0.389828273911535,,,0.4767871050187099,0.0009633315315090806
cnn_only,0,2026,4,0.38167060010227155,,,0.4901327873453682,0.0007941989284394422
cnn_only,0,2026,5,0.3741642654310038,,,0.46512995899459464,0.0006067139936702428
cnn_only,0,2026,6,0.36736371414161023,,,0.4714241498782311,0.00041922905890104357
cnn_only,0,2026,7,0.3642090238906719,,,0.4895251750210185,0.0002500964558314053
cnn_only,0,2026,8,0.3623390352284467,,,0.48679934313267836,0.00011587206206592216
cnn_only,0,2026,9,0.35823956021556147,,,0.4917106805024324,2.9694696462701855e-05
cnn_only,0,2026,10,0.35701058161111526,,,0.48308780862961287,0.0
cnn_only,0,3407,1,0.47678045946874736,,,0.4832691094021738,0.001183733290877784
cnn_only,0,3407,2,0.402658560577734,,,0.4752259206624679,0.0010975559252745636
cnn_only,0,3407,3,0.3910256924084675,,,0.45838274006490354,0.0009633315315090806
cnn_only,0,3407,4,0.38216838553363897,,,0.4634196905442226,0.0007941989284394422
cnn_only,0,3407,5,0.3728376849565977,,,0.44771352704660394,0.0006067139936702428
cnn_only,0,3407,6,0.37103158088377963,,,0.45919778133616035,0.00041922905890104357
cnn_only,0,3407,7,0.3619126081466675,,,0.44943267327767833,0.0002500964558314053
cnn_only,0,3407,8,0.36437672818148575,,,0.47615085266254564,0.00011587206206592216
cnn_only,0,3407,9,0.3596551089007177,,,0.4649083334722637,2.9694696462701855e-05
cnn_only,0,3407,10,0.3596859103367652,,,0.468343182478422,0.0
cnn_only,0,7319,1,0.46918347220361967,,,0.5095067454708947,0.001183733290877784
cnn_only,0,7319,2,0.40525654289457536,,,0.4936546705387257,0.0010975559252745636
cnn_only,0,7319,3,0.38930626489498,,,0.48043077779404914,0.0009633315315090806
cnn_only,0,7319,4,0.38183235974959384,,,0.48654830639744984,0.0007941989284394422
cnn_only,0,7319,5,0.37756338200451417,,,0.4981106460830312,0.0006067139936702428
cnn_only,0,7319,6,0.3673835772055167,,,0.48726964548782065,0.00041922905890104357
cnn_only,0,7319,7,0.36265527760541,,,0.4937323938917231,0.0002500964558314053
cnn_only,0,7319,8,0.36484195034445066,,,0.5019358422285245,0.00011587206206592216
cnn_only,0,7319,9,0.3663044586593722,,,0.5148478106216148,2.9694696462701855e-05
cnn_only,0,7319,10,0.3595660387733836,,,0.48849458238224924,0.0
bilstm_only,0,42,1,0.462911871848283,,,0.47382600145575443,0.001183733290877784
bilstm_only,0,42,2,0.40028872975596674,,,0.4630219215228234,0.0010975559252745636
bilstm_only,0,42,3,0.38238844864162397,,,0.44236183460847833,0.0009633315315090806
bilstm_only,0,42,4,0.37056403947465216,,,0.4656455369643223,0.0007941989284394422
bilstm_only,0,42,5,0.3653257599583379,,,0.47676199343469405,0.0006067139936702428
bilstm_only,0,42,6,0.3612394803836022,,,0.4762696561254101,0.00041922905890104357
bilstm_only,0,42,7,0.3555805168034118,,,0.4925141680387803,0.0002500964558314053
bilstm_only,0,42,8,0.3475475502602848,,,0.4940101916407361,0.00011587206206592216
bilstm_only,0,42,9,0.3440207231927801,,,0.5010896615776015,2.9694696462701855e-05
bilstm_only,0,42,10,0.3464255158180072,,,0.4805438452296787,0.0
bilstm_only,0,1201,1,0.4604715208212535,,,0.49102596662662645,0.001183733290877784
bilstm_only,0,1201,2,0.39719947473502454,,,0.47443262699209615,0.0010975559252745636
bilstm_only,0,1201,3,0.38014741113156447,,,0.4739260404934118,0.0009633315315090806
bilstm_only,0,1201,4,0.37236853330223646,,,0.48145745786619776,0.0007941989284394422
bilstm_only,0,1201,5,0.365277749520761,,,0.4856143233216839,0.0006067139936702428
bilstm_only,0,1201,6,0.35431949886274927,,,0.4715650416450736,0.00041922905890104357
bilstm_only,0,1201,7,0.34947585176538537,,,0.4907056858510147,0.0002500964558314053
bilstm_only,0,1201,8,0.34833152812940105,,,0.5051974889672832,0.00011587206206592216
bilstm_only,0,1201,9,0.343937235849875,,,0.5050515013712423,2.9694696462701855e-05
bilstm_only,0,1201,10,0.34175738434732694,,,0.49453372646261146,0.0
bilstm_only,0,2026,1,0.47214982134324535,,,0.46767984827359516,0.001183733290877784
bilstm_only,0,2026,2,0.3982814046335809,,,0.48290528890527323,0.0010975559252745636
bilstm_only,0,2026,3,0.3816829546366209,,,0.48562049902515647,0.0009633315315090806
bilstm_only,0,2026,4,0.37249148701444085,,,0.49500685341564227,0.0007941989284394422
bilstm_only,0,2026,5,0.3620549565480079,,,0.48291929673265527,0.0006067139936702428
bilstm_only,0,2026,6,0.35552868044670716,,,0.4930138326721427,0.00041922905890104357
bilstm_only,0,2026,7,0.3490094886517819,,,0.5103636553258072,0.0002500964558314053
bilstm_only,0,2026,8,0.3465808151680746,,,0.5131164630989969,0.00011587206206592216
bilstm_only,0,2026,9,0.3413564242698528,,,0.5277117840301844,2.9694696462701855e-05
bilstm_only,0,2026,10,0.3394941825557638,,,0.5110991107828823,0.0
bilstm_only,0,3407,1,0.47223082147998574,,,0.488144596049815,0.001183733290877784
bilstm_only,0,3407,2,0.396092324897095,,,0.4822552097432407,0.0010975559252745636
bilstm_only,0,3407,3,0.37958380212018517,,,0.467026737369137,0.0009633315315090806
bilstm_only,0,3407,4,0.37389268496154265,,,0.4870592337331654,0.0007941989284394422
bilstm_only,0,3407,5,0.3619590497311251,,,0.4625428123974506,0.0006067139936702428
bilstm_only,0,3407,6,0.35373563494211363,,,0.460711932108726,0.00041922905890104357
bilstm_only,0,3407,7,0.3505209437858911,,,0.4862319455470568,0.0002500964558314053
bilstm_only,0,3407,8,0.3477201069946642,,,0.493290279014611,0.00011587206206592216
bilstm_only,0,3407,9,0.34115536198203944,,,0.4854913692415496,2.9694696462701855e-05
bilstm_only,0,3407,10,0.33763051989637777,,,0.5012801006252383,0.0
bilstm_only,0,7319,1,0.46085814818923854,,,0.49092246536855344,0.001183733290877784
bilstm_only,0,7319,2,0.3971840772363875,,,0.48246068718992635,0.0010975559252745636
bilstm_only,0,7319,3,0.3775941619166621,,,0.4753138636365349,0.0009633315315090806
bilstm_only,0,7319,4,0.37330143245649927,,,0.4979295513512176,0.0007941989284394422
bilstm_only,0,7319,5,0.3609999425617265,,,0.4793611404336529,0.0006067139936702428
bilstm_only,0,7319,6,0.3559117044931577,,,0.49046843140213575,0.00041922905890104357
bilstm_only,0,7319,7,0.3493975312621505,,,0.5232130248605469,0.0002500964558314053
bilstm_only,0,7319,8,0.3432960777003088,,,0.5225145246511624,0.00011587206206592216
bilstm_only,0,7319,9,0.3455546623394813,,,0.5320144082293098,2.9694696462701855e-05
bilstm_only,0,7319,10,0.33948940811333833,,,0.5018838482138551,0.0
cnn_bilstm,1,42,1,0.4287878915115639,,,0.4740399541678252,0.0006688848699924133
cnn_bilstm,1,42,2,0.37039471647621675,,,0.48454229110552943,0.00048400963883862114
cnn_bilstm,1,42,3,0.3578957085624153,,,0.5106341261186718,0.0002554912857765472
cnn_bilstm,1,42,4,0.3450593166513207,,,0.5195143712155613,7.061605462275516e-05
cnn_bilstm,1,42,5,0.33533239990104863,,,0.5238456354465013,0.0
cnn_bilstm,1,1201,1,0.4214901817433628,,,0.4779382609290841,0.0006688848699924133
cnn_bilstm,1,1201,2,0.3701741095678306,,,0.48295977490919606,0.00048400963883862114
cnn_bilstm,1,1201,3,0.3555497129758199,,,0.5131029920813478,0.0002554912857765472
cnn_bilstm,1,1201,4,0.3453022098099744,,,0.5377231692826306,7.061605462275516e-05
cnn_bilstm,1,1201,5,0.3348429696059521,,,0.5493182400126516,0.0
cnn_bilstm,1,2026,1,0.41690613163842094,,,0.5051749451660815,0.0006688848699924133
cnn_bilstm,1,2026,2,0.370362251996994,,,0.535288213579743,0.00048400963883862114
cnn_bilstm,1,2026,3,0.35538421129738845,,,0.5379884747075446,0.0002554912857765472
cnn_bilstm,1,2026,4,0.343511602760833,,,0.5929690882747556,7.061605462275516e-05
cnn_bilstm,1,2026,5,0.33413461053077087,,,0.5781008788832912,0.0
cnn_bilstm,1,3407,1,0.4367574596846545,,,0.4682553745346305,0.0006688848699924133
cnn_bilstm,1,3407,2,0.3684104828186977,,,0.47739196522736255,0.00048400963883862114
cnn_bilstm,1,3407,3,0.355885785670928,,,0.5288318222687568,0.0002554912857765472
cnn_bilstm,1,3407,4,0.34000338908330896,,,0.5634477075971203,7.061605462275516e-05
cnn_bilstm,1,3407,5,0.3314701173408532,,,0.6092681719197167,0.0
cnn_bilstm,1,7319,1,0.4249742468934,,,0.49046047933307696,0.0006688848699924133
cnn_bilstm,1,7319,2,0.3686064437583641,,,0.4986875539208636,0.00048400963883862114
cnn_bilstm,1,7319,3,0.3553462506812296,,,0.5505270877002199,0.0002554912857765472
cnn_bilstm,1,7319,4,0.3457651671804028,,,0.5235909661393107,7.061605462275516e-05
cnn_bilstm,1,7319,5,0.33471559208852275,,,0.5368768929699321,0.0
cnn_only,1,42,1,0.42613202149485363,,,0.48800322008721625,0.0006688848699924133
cnn_only,1,42,2,0.3712122745719957,,,0.5025232099456551,0.00048400963883862114
cnn_only,1,42,3,0.35652052454742383,,,0.548139335932555,0.0002554912857765472
cnn_only,1,42,4,0.3435210734605789,,,0.5936838910903459,7.061605462275516e-05
cnn_only,1,42,5,0.33029476635985905,,,0.6356887155108981,0.0
cnn_only,1,1201,1,0.42197084574051846,,,0.49519012518870975,0.0006688848699924133
cnn_only,1,1201,2,0.36936810539092546,,,0.5577109238983672,0.00048400963883862114
cnn_only,1,1201,3,0.35505886210335624,,,0.5986225520387108,0.0002554912857765472
cnn_only,1,1201,4,0.3452540573514538,,,0.6505129686844202,7.061605462275516e-05
cnn_only,1,1201,5,0.33150520184893667,,,0.6967251131564011,0.0
cnn_only,1,2026,1,0.4168683581146193,,,0.5922605818436469,0.0006688848699924133
cnn_only,1,2026,2,0.37038729514604735,,,0.6017509566413032,0.00048400963883862114
cnn_only,1,2026,3,0.3538972599270903,,,0.6235312411078701,0.0002554912857765472
cnn_only,1,2026,4,0.3395786399458661,,,0.7138937384258082,7.061605462275516e-05
cnn_only,1,2026,5,0.3269512355327606,,,0.7449731308001059,0.0
cnn_only,1,3407,1,0.42387965395126814,,,0.47503134571475747,0.0006688848699924133
cnn_only,1,3407,2,0.3705309158490028,,,0.5120917713200605,0.00048400963883862114
cnn_only,1,3407,3,0.35823575342878883,,,0.5574960623994286,0.0002554912857765472
cnn_only,1,3407,4,0.3410003159517123,,,0.5936588093086526,7.061605462275516e-05
cnn_only,1,3407,5,0.33026650823928694,,,0.6460846872241409,0.0
cnn_only,1,7319,1,0.42818853553430536,,,0.4872801211881049,0.0006688848699924133
cnn_only,1,7319,2,0.3715896076626248,,,0.5194119020008746,0.00048400963883862114
cnn_only,1,7319,3,0.35436156502476446,,,0.617024169291979,0.0002554912857765472
cnn_only,1,7319,4,0.34198513958189225,,,0.6368589276148949,7.061605462275516e-05
cnn_only,1,7319,5,0.3279797151500796,,,0.7014383224793422,0.0
bilstm_only,1,42,1,0.42795225683553717,,,0.490870366125931,0.0006688848699924133
bilstm_only,1,42,2,0.375079584342462,,,0.49145929975274166,0.00048400963883862114
bilstm_only,1,42,3,0.359546896668128,,,0.514869819820663,0.0002554912857765472
bilstm_only,1,42,4,0.3493270559443368,,,0.5132164381168507,7.061605462275516e-05
bilstm_only,1,42,5,0.3410896336958732,,,0.517249505828928,0.0
bilstm_only,1,1201,1,0.4192719753877616,,,0.5384678704503142,0.0006688848699924133
bilstm_only,1,1201,2,0.3724219184598805,,,0.5171124931470847,0.00048400963883862114
bilstm_only,1,1201,3,0.35809329244089716,,,0.5277492863896452,0.0002554912857765472
bilstm_only,1,1201,4,0.35016285250952217,,,0.5439960596002178,7.061605462275516e-05
bilstm_only,1,1201,5,0.3427420162860258,,,0.5576677219367322,0.0
bilstm_only,1,2026,1,0.43344643123355914,,,0.4767665818885521,0.0006688848699924133
bilstm_only,1,2026,2,0.375056936049167,,,0.5240255483874569,0.00048400963883862114
bilstm_only,1,2026,3,0.35958923767378304,,,0.5120366528446292,0.0002554912857765472
bilstm_only,1,2026,4,0.34949332144525314,,,0.541986350292041,7.061605462275516e-05
bilstm_only,1,2026,5,0.341301127716347,,,0.5312056589273759,0.0
bilstm_only,1,3407,1,0.41923208884250973,,,0.48916073272257676,0.0006688848699924133
bilstm_only,1,3407,2,0.3706772463557161,,,0.48090902780309136,0.00048400963883862114
bilstm_only,1,3407,3,0.36218011287259466,,,0.5062199948746481,0.0002554912857765472
bilstm_only,1,3407,4,0.34986985796763576,,,0.5187961959544524,7.061605462275516e-05
bilstm_only,1,3407,5,0.3431595129731261,,,0.5391346896872108,0.0
bilstm_only,1,7319,1,0.4346110261516807,,,0.46252967251671684,0.0006688848699924133
bilstm_only,1,7319,2,0.3733132352799545,,,0.5023375823173994,0.00048400963883862114
bilstm_only,1,7319,3,0.35904344033311913,,,0.5254455120475204,0.0002554912857765472
bilstm_only,1,7319,4,0.3472073663164068,,,0.5211324312804658,7.061605462275516e-05
bilstm_only,1,7319,5,0.3389654470446669,,,0.5425018815346706,0.0
cnn_bilstm,2,42,1,0.16897025359794499,,,0.2998066537082195,0.00030500419011418703
cnn_bilstm,2,42,2,0.14448544699698687,,,0.30985917504876853,0.00030250021736499106
cnn_bilstm,2,42,3,0.14122913097962736,,,0.30078850463032725,0.0002983574228999544
cnn_bilstm,2,42,4,0.1375920033082366,,,0.2887753123417497,0.0002926211960421714
cnn_bilstm,2,42,5,0.13626592261716725,,,0.2781231677159667,0.0002853543840934788
cnn_bilstm,2,42,6,0.1337488598190248,,,0.2661887489259243,0.0002766366037662644
cnn_bilstm,2,42,7,0.13178552761673928,,,0.2847529411315918,0.00026656336888610606
cnn_bilstm,2,42,8,0.1317924945615232,,,0.29056336227804425,0.00025524504392231075
cnn_bilstm,2,42,9,0.1288433415815234,,,0.2802938483655453,0.00024280563481169354
cnn_bilstm,2,42,10,0.13011980708688498,,,0.28807305786758663,0.0002293814303235841
cnn_bilstm,2,42,11,0.1274651718325913,,,0.2875560361891985,0.00021511950885154954
cnn_bilstm,2,42,12,0.1283278684131801,,,0.2962180031463504,0.00020017612699173634
cnn_bilstm,2,42,13,0.12675950583070517,,,0.28036100789904594,0.00018471500756290436
cnn_bilstm,2,42,14,0.12626433800905942,,,0.30157493203878405,0.00016890554582496317
cnn_bilstm,2,42,15,0.12576365172863008,,,0.27629499416798353,0.00015292095354905614
cnn_bilstm,2,42,16,0.12567969197407364,,,0.30042099114507437,0.00013693636127314908
cnn_bilstm,2,42,17,0.12544367630034686,,,0.30050061605870726,0.0001211268995352078
cnn_bilstm,2,42,18,0.12502217758446932,,,0.29079958666116,0.00010566578010637584
cnn_bilstm,2,42,19,0.12507532993331552,,,0.31300175879150627,9.072239824656266e-05
cnn_bilstm,2,42,20,0.12413841662928463,,,0.2943557230755687,7.646047677452808e-05
cnn_bilstm,2,42,21,0.12456099595874548,,,0.2992020472884178,6.303627228641862e-05
cnn_bilstm,2,42,22,0.12379884598776698,,,0.3021167689934373,5.059686317580145e-05
cnn_bilstm,2,42,23,0.12364105023443699,,,0.29432878326624634,3.927853821200612e-05
cnn_bilstm,2,42,24,0.12398266652598977,,,0.3014538029208779,2.9205303331847805e-05
cnn_bilstm,2,42,25,0.12306221229955554,,,0.2986669516190886,2.0487523004633402e-05
cnn_bilstm,2,42,26,0.1239532394334674,,,0.29108157716691496,1.3220711055940723e-05
cnn_bilstm,2,42,27,0.1230600157752633,,,0.2955299556255341,7.484484198157812e-06
cnn_bilstm,2,42,28,0.12376566920429469,,,0.30207953210920097,3.3416897331211287e-06
cnn_bilstm,2,42,29,0.12326532881706953,,,0.29503263626247644,8.377169839251325e-07
cnn_bilstm,2,42,30,0.12222886243835092,,,0.29110293947160243,0.0
cnn_bilstm,2,1201,1,0.16763975135982037,,,0.30851984173059466,0.00030500419011418703
cnn_bilstm,2,1201,2,0.1450125322677195,,,0.28625507075339557,0.00030250021736499106
cnn_bilstm,2,1201,3,0.14025781936943532,,,0.2935274295508862,0.0002983574228999544
cnn_bilstm,2,1201,4,0.13712717583402992,,,0.2966796634718776,0.0002926211960421714
cnn_bilstm,2,1201,5,0.13427014062181114,,,0.2826169369742274,0.0002853543840934788
cnn_bilstm,2,1201,6,0.13392488630488514,,,0.28706656601279973,0.0002766366037662644
cnn_bilstm,2,1201,7,0.13169534197077154,,,0.2825211428105831,0.00026656336888610606
cnn_bilstm,2,1201,8,0.13107318943366408,,,0.27516426239162683,0.00025524504392231075
cnn_bilstm,2,1201,9,0.13023558938875796,,,0.2779592201113701,0.00024280563481169354
cnn_bilstm,2,1201,10,0.127916890475899,,,0.26733922138810157,0.0002293814303235841
cnn_bilstm,2,1201,11,0.12828616937622428,,,0.28703176230192184,0.00021511950885154954
cnn_bilstm,2,1201,12,0.12872500494122505,,,0.28002268765121696,0.00020017612699173634
cnn_bilstm,2,1201,13,0.12674726415425538,,,0.27425480000674723,0.00018471500756290436
cnn_bilstm,2,1201,14,0.1262298133224249,,,0.27070251349359753,0.00016890554582496317
cnn_bilstm,2,1201,15,0.1263255612924695,,,0.2743744574487209,0.00015292095354905614
cnn_bilstm,2,1201,16,0.12639015531167389,,,0.2782009396702051,0.00013693636127314908
cnn_bilstm,2,1201,17,0.1261422524228692,,,0.2761778010055423,0.0001211268995352078
cnn_bilstm,2,1201,18,0.12598799411207437,,,0.2762649955227971,0.00010566578010637584
cnn_bilstm,2,1201,19,0.1259170861914754,,,0.2794823138043284,9.072239824656266e-05
cnn_bilstm,2,1201,20,0.1247853534296155,,,0.2641447842121124,7.646047677452808e-05
cnn_bilstm,2,1201,21,0.12396251931786537,,,0.2840582860633731,6.303627228641862e-05
cnn_bilstm,2,1201,22,0.1230156347155571,,,0.26943491529673336,5.059686317580145e-05
cnn_bilstm,2,1201,23,0.12397868921980262,,,0.2822409873828292,3.927853821200612e-05
cnn_bilstm,2,1201,24,0.12323291888460516,,,0.2655429031699896,2.9205303331847805e-05
cnn_bilstm,2,1201,25,0.12379165235906839,,,0.2798519514501095,2.0487523004633402e-05
cnn_bilstm,2,1201,26,0.12374216327443718,,,0.27555599957704546,1.3220711055940723e-05
cnn_bilstm,2,1201,27,0.12206728663295507,,,0.2778219746425748,7.484484198157812e-06
cnn_bilstm,2,1201,28,0.12293419213965535,,,0.2718957105651498,3.3416897331211287e-06
cnn_bilstm,2,1201,29,0.12328610951080918,,,0.2777162941172719,8.377169839251325e-07
cnn_bilstm,2,1201,30,0.12230585226789117,,,0.2717021893709898,0.0
cnn_bilstm,2,2026,1,0.17417731881141663,,,0.29914587680250404,0.00030500419011418703
cnn_bilstm,2,2026,2,0.1463730034418404,,,0.28495672307908537,0.00030250021736499106
cnn_bilstm,2,2026,3,0.14132164753973483,,,0.281136535666883,0.0002983574228999544
cnn_bilstm,2,2026,4,0.13768548034131528,,,0.27868901249021294,0.0002926211960421714
cnn_bilstm,2,2026,5,0.1346869538538158,,,0.2636790260672569,0.0002853543840934788
cnn_bilstm,2,2026,6,0.1340855248272419,,,0.2589035516604781,0.0002766366037662644
cnn_bilstm,2,2026,7,0.1329279063269496,,,0.2647141717374325,0.00026656336888610606
cnn_bilstm,2,2026,8,0.13234346816316248,,,0.2540294511243701,0.00025524504392231075
cnn_bilstm,2,2026,9,0.1295233139768243,,,0.2550606859847903,0.00024280563481169354
cnn_bilstm,2,2026,10,0.12965353699401022,,,0.269720346853137,0.0002293814303235841
cnn_bilstm,2,2026,11,0.12917001806199552,,,0.25448011700063944,0.00021511950885154954
cnn_bilstm,2,2026,12,0.12887297412380577,,,0.2654895069077611,0.00020017612699173634
cnn_bilstm,2,2026,13,0.12812282340601086,,,0.25781150478869674,0.00018471500756290436
cnn_bilstm,2,2026,14,0.12731886468827724,,,0.261783355101943,0.00016890554582496317
cnn_bilstm,2,2026,15,0.12745433365926145,,,0.25225164871662853,0.00015292095354905614
cnn_bilstm,2,2026,16,0.12554681319743394,,,0.2550869848579168,0.00013693636127314908
cnn_bilstm,2,2026,17,0.12599312625825404,,,0.2623125217854977,0.0001211268995352078
cnn_bilstm,2,2026,18,0.12490120436996222,,,0.260357566177845,0.00010566578010637584
cnn_bilstm,2,2026,19,0.12567303217947484,,,0.2582642432302237,9.072239824656266e-05
cnn_bilstm,2,2026,20,0.12421655924990774,,,0.25569612104445694,7.646047677452808e-05
cnn_bilstm,2,2026,21,0.12347223544493317,,,0.25670614968985317,6.303627228641862e-05
cnn_bilstm,2,2026,22,0.12424130709841848,,,0.2646921964362264,5.059686317580145e-05
cnn_bilstm,2,2026,23,0.12328010564669967,,,0.2532617896795273,3.927853821200612e-05
cnn_bilstm,2,2026,24,0.12272189538925886,,,0.268384768255055,2.9205303331847805e-05
cnn_bilstm,2,2026,25,0.12248678244650364,,,0.26071488708257673,2.0487523004633402e-05
cnn_bilstm,2,2026,26,0.1238455512560904,,,0.26691523026674985,1.3220711055940723e-05
cnn_bilstm,2,2026,27,0.12369283596053719,,,0.26583767402917147,7.484484198157812e-06
cnn_bilstm,2,2026,28,0.12367274183779955,,,0.263743538223207,3.3416897331211287e-06
cnn_bilstm,2,2026,29,0.12303941668942571,,,0.25930388513952496,8.377169839251325e-07
cnn_bilstm,2,2026,30,0.12122044637799263,,,0.2529353411868215,0.0
