candidate_id,seed_macro_f1_mean,seed_macro_f1_std,worst_seed_macro_f1,prediction_disagreement_rate
B-H1,0.8436634900899693,0.01232717221778582,0.8271895608332382,0.1140215716486903
B-RF0,0.867181955073549,0.001894432138915413,0.8653997778016701,0.009244992295839754
