dataset,scenario,model_id,outer_fold,runtime_seconds,study_total_seconds
student_por,S2_LATE_G1_G2,mlp,3,4.7248384999111295,1169.5611943999538
student_por,S2_LATE_G1_G2,decision_tree,3,0.745295700035058,1169.5611943999538
student_por,S2_LATE_G1_G2,hist_gradient_boosting,3,17.04663759993855,1169.5611943999538
student_por,S2_LATE_G1_G2,svm,3,1.6348495000274852,1169.5611943999538
student_por,S2_LATE_G1_G2,logistic_regression,4,0.7917872000252828,1169.5611943999538
student_por,S2_LATE_G1_G2,random_forest,4,10.387572000036016,1169.5611943999538
student_por,S2_LATE_G1_G2,xgboost,4,3.7847165999701247,1169.5611943999538
student_por,S2_LATE_G1_G2,mlp,4,5.264544700039551,1169.5611943999538
student_por,S2_LATE_G1_G2,decision_tree,4,0.7433588999556378,1169.5611943999538
student_por,S2_LATE_G1_G2,hist_gradient_boosting,4,17.29176459996961,1169.5611943999538
student_por,S2_LATE_G1_G2,svm,4,1.6649458999745548,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,decision_tree,0,0.654256199952215,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,decision_tree,1,0.6739027999574319,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,decision_tree,2,0.6625908999703825,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,decision_tree,3,0.6230198999401182,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,decision_tree,4,0.6279800999909639,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,0,18.45136659999844,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,1,18.59192949999124,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,2,18.80284650006797,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,3,18.622944699949585,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,hist_gradient_boosting,4,18.811570100020617,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,svm,0,2.157478599925525,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,svm,1,2.2053653000621125,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,svm,2,2.1832617999752983,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,svm,3,2.2601420000428334,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,svm,4,2.0725248000817373,1169.5611943999538
student_por,S1_MID_G1_ONLY,decision_tree,0,0.6513640000484884,1169.5611943999538
student_por,S1_MID_G1_ONLY,decision_tree,1,0.6516703999368474,1169.5611943999538
student_por,S1_MID_G1_ONLY,decision_tree,2,0.7179593000328168,1169.5611943999538
student_por,S1_MID_G1_ONLY,decision_tree,3,0.6620991999516264,1169.5611943999538
student_por,S1_MID_G1_ONLY,decision_tree,4,0.6555753999855369,1169.5611943999538
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,0,17.982468100031838,1169.5611943999538
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,1,17.83806049998384,1169.5611943999538
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,2,18.026174600003287,1169.5611943999538
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,3,17.803117899922654,1169.5611943999538
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,4,17.92321520007681,1169.5611943999538
student_por,S1_MID_G1_ONLY,svm,0,1.8445056999335063,1169.5611943999538
student_por,S1_MID_G1_ONLY,svm,1,1.7717134000267831,1169.5611943999538
student_por,S1_MID_G1_ONLY,svm,2,1.819628700031899,1169.5611943999538
student_por,S1_MID_G1_ONLY,svm,3,1.7439751999918371,1169.5611943999538
student_por,S1_MID_G1_ONLY,svm,4,1.7735127999912947,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_only,0,8.582323199952953,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_only,1,6.143903499934822,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_only,2,7.528141700080596,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_only,3,8.049116400070488,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_only,4,5.385590299963951,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,bilstm_only,0,7.7789235999807715,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,bilstm_only,1,6.2329991000005975,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,bilstm_only,2,11.163494000094943,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,bilstm_only,3,6.956329100066796,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,bilstm_only,4,6.806626999983564,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,0,13.72118600003887,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,1,12.001697999890894,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,2,10.221948100021109,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,3,11.020018399925902,1169.5611943999538
student_por,S0_EARLY_NO_GRADE,cnn_bilstm,4,11.352463999995962,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_only,0,8.9759461999638,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_only,1,13.080570899997838,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_only,2,9.955976100056432,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_only,3,12.13683120009955,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_only,4,13.118532599997707,1169.5611943999538
student_por,S1_MID_G1_ONLY,bilstm_only,0,22.410671400022693,1169.5611943999538
student_por,S1_MID_G1_ONLY,bilstm_only,1,17.996614199946634,1169.5611943999538
student_por,S1_MID_G1_ONLY,bilstm_only,2,7.929580099997111,1169.5611943999538
student_por,S1_MID_G1_ONLY,bilstm_only,3,20.309727500076406,1169.5611943999538
student_por,S1_MID_G1_ONLY,bilstm_only,4,23.086651299963705,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_bilstm,0,19.64462989999447,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_bilstm,1,19.667414900031872,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_bilstm,2,14.681217899895273,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_bilstm,3,21.573818000033498,1169.5611943999538
student_por,S1_MID_G1_ONLY,cnn_bilstm,4,20.245050700032152,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_only,0,11.404113999917172,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_only,1,16.265381900011562,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_only,2,16.671354299993254,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_only,3,15.246611300040968,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_only,4,15.84058159997221,1169.5611943999538
student_por,S2_LATE_G1_G2,bilstm_only,0,19.02549429994542,1169.5611943999538
student_por,S2_LATE_G1_G2,bilstm_only,1,18.904312199912965,1169.5611943999538
student_por,S2_LATE_G1_G2,bilstm_only,2,19.221111900056712,1169.5611943999538
student_por,S2_LATE_G1_G2,bilstm_only,3,26.252296500024386,1169.5611943999538
student_por,S2_LATE_G1_G2,bilstm_only,4,24.729779199929908,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_bilstm,0,25.14747810002882,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_bilstm,1,21.511012599919923,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_bilstm,2,20.723778199986555,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_bilstm,3,19.43799140001647,1169.5611943999538
student_por,S2_LATE_G1_G2,cnn_bilstm,4,23.199361099977978,1169.5611943999538
