dataset,scenario,model_id,outer_fold,trial,state,params,inner_fold_macro_f1,inner_objective,threshold,outer_rows_used_for_selection
student_por,S0_EARLY_NO_GRADE,random_forest,3,6,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.3465003465003465, 0.40155540155540165, 0.33246145667198296]",0.3601724015759104,,False
student_por,S0_EARLY_NO_GRADE,random_forest,3,7,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.5119560994560994, 0.5364757150668401, 0.4772375368057671]",0.5085564504429022,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.41968250778659705, 0.43953300211122487, 0.3759013394701127]",0.41170561645597825,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.4125058695885599, 0.43229282000991215, 0.3914781847366117]",0.41209229144502796,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.473721340388007, 0.4753408725347059, 0.42158616577221225]",0.45688279289830835,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,3,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.4477146042363434, 0.49008695652173917, 0.4315309962368786]",0.456444185664987,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,4,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.42217838718368944, 0.4578809661516429, 0.4351790766885107]",0.4384128100079477,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,5,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.43220872694556906, 0.47292809989660384, 0.4315309962368786]",0.4455559410263505,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,6,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.4383977250086037, 0.4930171498798949, 0.3902786010669828]",0.4405644919851605,,False
student_por,S0_EARLY_NO_GRADE,xgboost,3,7,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.4059139784946236, 0.4974448492208055, 0.4205791097419118]",0.44131264581911367,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.34752817333462493, 0.44104867878452786, 0.26198830409356727]",0.35018838540424,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.34752817333462493, 0.44104867878452786, 0.26198830409356727]",0.35018838540424,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.34752817333462493, 0.44527986633249794, 0.26198830409356727]",0.3515987812535634,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,3,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.2838568051334009, 0.3835855979818828, 0.2830357870710035]",0.31682606339542907,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,4,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.2838568051334009, 0.4356011363089219, 0.2830357870710035]",0.3341645761711088,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,5,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.2838568051334009, 0.3989392458027144, 0.2830357870710035]",0.3219439460023729,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,6,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.2586002372479241, 0.39233620277379244, 0.3229540023894863]",0.324630147470401,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,7,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.2586002372479241, 0.39233620277379244, 0.3229540023894863]",0.324630147470401,,False
student_por,S0_EARLY_NO_GRADE,mlp,3,8,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.2586002372479241, 0.39233620277379244, 0.31959886636145635]",0.323511768794391,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}","[0.3584107327141383, 0.381042706659717, 0.3412567459007923]",0.3602367284248826,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,1,COMPLETE,"{""C"": 0.1, ""class_weight"": ""balanced""}","[0.48909979366863504, 0.48225821943264724, 0.4463045275191441]",0.4725541802068088,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,2,COMPLETE,"{""C"": 1.0, ""class_weight"": null}","[0.4297303885719857, 0.4037326971346207, 0.41022625400813295]",0.4145631132382464,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,3,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}","[0.46239453210607057, 0.4724802734195797, 0.4471954635512742]",0.4606900896923081,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,4,COMPLETE,"{""C"": 10.0, ""class_weight"": null}","[0.4444444444444444, 0.46892718176764864, 0.3799812346982157]",0.4311176203034362,,False
student_por,S0_EARLY_NO_GRADE,logistic_regression,4,5,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}","[0.45357027541555545, 0.46832492321193503, 0.4480182926829268]",0.4566378304368057,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.5290689925580155, 0.4151602791086564, 0.4437678369947568]",0.46266570288714287,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,1,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.5000810252170319, 0.4234946340209498, 0.42116402116402113]",0.44824656013400094,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,2,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.4892344497607655, 0.37923660019482486, 0.3188712127665616]",0.3957807542407173,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,3,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.5229319912246742, 0.5126610698945725, 0.5573838513504752]",0.530992304156574,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,4,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.5050126699645452, 0.3899711399711399, 0.36721450766394587]",0.42073277253321034,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,5,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.5274358751580798, 0.4326615216626876, 0.5085409974877361]",0.4895461314361678,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,6,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.44484174096577195, 0.38603996075803054, 0.33936664870317396]",0.39008278347565883,,False
student_por,S0_EARLY_NO_GRADE,random_forest,4,7,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.5350801252532694, 0.4963189947579402, 0.5357559839180416]",0.5223850346430837,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.45407100098507236, 0.44027465220949263, 0.44061302681992337]",0.4449862266714961,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.484152202740843, 0.39375232824224354, 0.39270029348727725]",0.4235349414901213,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.47991839857197505, 0.4740683229813665, 0.4605645111481687]",0.47151707756717004,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,3,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.48554148938643604, 0.47233842095345774, 0.4382613510520487]",0.46538042046398087,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,4,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.47727289806110296, 0.4675324675324675, 0.4545454545454546]",0.466450273379675,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,5,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.5007307433980865, 0.48849064117881325, 0.45260166323338674]",0.48060768260342884,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,6,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.5317857528773348, 0.48056003134196024, 0.4964979984151976]",0.5029479275448309,,False
student_por,S0_EARLY_NO_GRADE,xgboost,4,7,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.5353170160270365, 0.4628254162895487, 0.48669811173897476]",0.49494684801852,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.2573099415204678, 0.3180927277642606, 0.4176026287226609]",0.3310017660024631,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.2573099415204678, 0.3180927277642606, 0.4176026287226609]",0.3310017660024631,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.2573099415204678, 0.3180927277642606, 0.4176026287226609]",0.3310017660024631,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,3,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.25586854460093894, 0.35959886233953603, 0.34490161918425905]",0.32012300870824467,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,4,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.25586854460093894, 0.3713739396467807, 0.34490161918425905]",0.3240480344773262,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,5,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.25586854460093894, 0.3753206513906903, 0.34490161918425905]",0.32536360505862943,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,6,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.2573099415204678, 0.2812873357228196, 0.46529714815823553]",0.334631475133841,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,7,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.3256952604778692, 0.2624113475177305, 0.44873879508025855]",0.3456151343586194,,False
student_por,S0_EARLY_NO_GRADE,mlp,4,8,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.3256952604778692, 0.2624113475177305, 0.48267112597547374]",0.3569259113236911,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}","[0.6843423260617013, 0.8032617703979206, 0.6654164736403225]",0.7176735233666481,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,1,COMPLETE,"{""C"": 0.1, ""class_weight"": ""balanced""}","[0.7054928989139514, 0.7655037058903312, 0.713956877087436]",0.7283178272972396,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,2,COMPLETE,"{""C"": 1.0, ""class_weight"": null}","[0.6910376548930767, 0.7893790849673202, 0.6838757949869061]",0.721430844949101,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,3,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}","[0.7296732783247855, 0.7722689767777632, 0.7131913521200058]",0.7383778690741848,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,4,COMPLETE,"{""C"": 10.0, ""class_weight"": null}","[0.7117354553348529, 0.7902841503662561, 0.6926949748266362]",0.7315715268425818,,False
student_por,S1_MID_G1_ONLY,logistic_regression,0,5,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}","[0.7263584689867485, 0.7698342749221249, 0.7131913521200058]",0.7364613653429597,,False
student_por,S1_MID_G1_ONLY,random_forest,0,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7231523663058933, 0.8130063489224716, 0.7102572777213926]",0.7488053309832524,,False
student_por,S1_MID_G1_ONLY,random_forest,0,1,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.71205272806146, 0.8130063489224716, 0.7189202429943172]",0.7479931066594162,,False
student_por,S1_MID_G1_ONLY,random_forest,0,2,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7242619767641716, 0.8336223336690582, 0.7355211131449039]",0.7644684745260446,,False
student_por,S1_MID_G1_ONLY,random_forest,0,3,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7296125618706264, 0.8437728174339236, 0.7444746376811594]",0.7726200056619031,,False
student_por,S1_MID_G1_ONLY,random_forest,0,4,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7330622239713148, 0.8095143792879442, 0.6955880088291155]",0.7460548706961249,,False
student_por,S1_MID_G1_ONLY,random_forest,0,5,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7392626530557566, 0.8143202324260924, 0.73245843506569]",0.7620137735158462,,False
student_por,S1_MID_G1_ONLY,random_forest,0,6,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7356060606060607, 0.8420704963299402, 0.7411845021668456]",0.7729536863676155,,False
student_por,S1_MID_G1_ONLY,random_forest,0,7,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7350191949314406, 0.8437728174339236, 0.7444746376811594]",0.7744222166821745,,False
student_por,S1_MID_G1_ONLY,xgboost,0,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7301056446164241, 0.8150944732473343, 0.7106013109147905]",0.7519338095928497,,False
student_por,S1_MID_G1_ONLY,xgboost,0,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7314892623716153, 0.8091043188912902, 0.7188958310148751]",0.7531631374259269,,False
student_por,S1_MID_G1_ONLY,xgboost,0,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7335573253691722, 0.802241016423472, 0.7133761861034588]",0.7497248426320343,,False
student_por,S1_MID_G1_ONLY,xgboost,0,3,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7481306572215664, 0.8333410914056075, 0.7092737784113408]",0.7635818423461714,,False
student_por,S1_MID_G1_ONLY,xgboost,0,4,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7450975872137698, 0.8312698412698413, 0.7189202429943172]",0.7650958904926428,,False
student_por,S1_MID_G1_ONLY,xgboost,0,5,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7406565656565656, 0.812080405932865, 0.727495166230344]",0.7600773792732581,,False
student_por,S1_MID_G1_ONLY,xgboost,0,6,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7511996742012377, 0.8021947079849515, 0.7002771478961956]",0.751223843360795,,False
student_por,S1_MID_G1_ONLY,xgboost,0,7,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7382059228650139, 0.8360188519852385, 0.7011904761904763]",0.7584717503469096,,False
student_por,S1_MID_G1_ONLY,mlp,0,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.7426054318427804, 0.8129356785610247, 0.646345589893977]",0.733962233432594,,False
student_por,S1_MID_G1_ONLY,mlp,0,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.7426054318427804, 0.8129356785610247, 0.646345589893977]",0.733962233432594,,False
student_por,S1_MID_G1_ONLY,mlp,0,2,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.7426054318427804, 0.8129356785610247, 0.646345589893977]",0.733962233432594,,False
student_por,S1_MID_G1_ONLY,mlp,0,3,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.7455952052726246, 0.754233881687385, 0.5955357741006231]",0.6984549536868775,,False
student_por,S1_MID_G1_ONLY,mlp,0,4,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.7455952052726246, 0.754233881687385, 0.6136791645266221]",0.7045027504955438,,False
student_por,S1_MID_G1_ONLY,mlp,0,5,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}","[0.6836563307493541, 0.7756343927075635, 0.630828629648902]",0.6967064510352733,,False
student_por,S1_MID_G1_ONLY,mlp,0,6,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.7568064608159414, 0.8274690324740542, 0.561609449981543]",0.7152949810905129,,False
student_por,S1_MID_G1_ONLY,mlp,0,7,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.7568064608159414, 0.8359032658123192, 0.561609449981543]",0.7181063922032679,,False
student_por,S1_MID_G1_ONLY,mlp,0,8,COMPLETE,"{""alpha"": 0.01, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}","[0.7568064608159414, 0.8359032658123192, 0.6431789857156552]",0.745296237447972,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}","[0.6373070195975816, 0.7413167679860915, 0.7576601935531299]",0.7120946603789343,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,1,COMPLETE,"{""C"": 0.1, ""class_weight"": ""balanced""}","[0.7521885092639811, 0.746057788715705, 0.7003160311938704]",0.7328541097245189,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,2,COMPLETE,"{""C"": 1.0, ""class_weight"": null}","[0.6820886460230723, 0.738506495181675, 0.7428083737642779]",0.7211345049896751,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,3,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}","[0.7573408418478841, 0.7123088469837695, 0.6969969969969969]",0.7222155619428835,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,4,COMPLETE,"{""C"": 10.0, ""class_weight"": null}","[0.6966907114841446, 0.738506495181675, 0.7502579269550863]",0.728485044540302,,False
student_por,S1_MID_G1_ONLY,logistic_regression,1,5,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}","[0.7521885092639811, 0.7177384428948885, 0.7088310532754978]",0.7262526684781224,,False
student_por,S1_MID_G1_ONLY,random_forest,1,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7083389620623662, 0.7277700077700078, 0.7462436639139263]",0.7274508779154334,,False
student_por,S1_MID_G1_ONLY,random_forest,1,1,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7138666674261044, 0.7277700077700078, 0.7303350970017637]",0.7239905907326253,,False
student_por,S1_MID_G1_ONLY,random_forest,1,2,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.719894321789964, 0.7657141121438551, 0.7632528810611002]",0.7496204383316397,,False
student_por,S1_MID_G1_ONLY,random_forest,1,3,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7794878422172298, 0.7609466221851543, 0.7415159520422678]",0.760650138814884,,False
student_por,S1_MID_G1_ONLY,random_forest,1,4,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.6723132969034609, 0.7278973889143381, 0.7429453262786595]",0.7143853373654862,,False
student_por,S1_MID_G1_ONLY,random_forest,1,5,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}","[0.7288314176245212, 0.7495562101812802, 0.731566064267486]",0.7366512306910957,,False
student_por,S1_MID_G1_ONLY,random_forest,1,6,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7312087221883362, 0.755089701655268, 0.7493308977179945]",0.7452097738538663,,False
student_por,S1_MID_G1_ONLY,random_forest,1,7,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}","[0.7742358992115532, 0.7549859789815762, 0.7361365361365362]",0.7551194714432219,,False
student_por,S1_MID_G1_ONLY,xgboost,1,0,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7336944198807337, 0.734420803782506, 0.752178025417462]",0.7400977496935672,,False
student_por,S1_MID_G1_ONLY,xgboost,1,1,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7003841386451413, 0.7330940224557246, 0.7387470119864487]",0.7240750576957716,,False
student_por,S1_MID_G1_ONLY,xgboost,1,2,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.687774400540358, 0.7308225108225108, 0.7201117567176474]",0.712902889360172,,False
student_por,S1_MID_G1_ONLY,xgboost,1,3,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7215099715099714, 0.7359994647665881, 0.6799730997634379]",0.7124941786799992,,False
student_por,S1_MID_G1_ONLY,xgboost,1,4,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.6859349014017582, 0.7055632023187899, 0.698053735792136]",0.6965172798375613,,False
student_por,S1_MID_G1_ONLY,xgboost,1,5,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7085339227111379, 0.7465140652913579, 0.6939742581326556]",0.7163407487117172,,False
student_por,S1_MID_G1_ONLY,xgboost,1,6,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 300, ""subsample"": 0.9}","[0.686727761694501, 0.7079504316346421, 0.6381917757938061]",0.677623323040983,,False
student_por,S1_MID_G1_ONLY,xgboost,1,7,COMPLETE,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""subsample"": 0.9}","[0.7163276836158192, 0.7106293819504117, 0.6619028146936551]",0.6962866267532953,,False
student_por,S1_MID_G1_ONLY,mlp,1,0,COMPLETE,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.6364366098930677, 0.7179926634193277, 0.7607144493311343]",0.7050479075478432,,False
student_por,S1_MID_G1_ONLY,mlp,1,1,COMPLETE,"{""alpha"": 0.001, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}","[0.6364366098930677, 0.7179926634193277, 0.7607144493311343]",0.7050479075478432,,False
