domain,model,fold,seed,stage,pr_auc,roc_auc,accuracy,risk_precision,risk_recall,risk_f1,selected_threshold,train_pr_auc,generalization_gap,feature_count,outer_test_used
oulad,RF,0,42,35pct,0.7989135262317569,0.8192932238164965,0.7403032440056417,0.6636435331230284,0.7307859313938341,0.6955982641041537,0.37,0.9975608034260054,0.19864727719424846,96,False
oulad,RF,0,42,50pct,0.8494928110050778,0.8703573721031993,0.7469327961911738,0.6287164612037709,0.8288718929254302,0.7150515463917526,0.29,0.9988949525266879,0.14940214152161013,96,False
oulad,RF,0,42,75pct,0.8937800187101524,0.9129217936263796,0.8713199454084617,0.8756830601092896,0.7284090909090909,0.7952853598014888,0.44,0.9987219179417162,0.10494189923156372,96,False
oulad,RF,0,42,FINAL-100,0.9806452899081005,0.9711088097900058,0.9336479733481399,0.9852558542931483,0.8886571056062581,0.9344666849465314,0.51,0.9998802483137867,0.01923495840568623,96,False
oulad,RF,0,1201,20pct,0.7500257268578332,0.7756384359561715,0.6597116200169635,0.5723427935447969,0.8143309580364212,0.6722222222222223,0.33,0.9983798818047502,0.24835415494691704,96,False
oulad,RF,0,1201,35pct,0.7982183333293296,0.8187963690809682,0.7323695345557123,0.6486179477470655,0.743812418584455,0.6929611650485437,0.36,0.9974187312846939,0.19920039795536437,96,False
oulad,RF,0,1201,50pct,0.8476135421565953,0.8682810940148821,0.7914301409998169,0.7231850117096019,0.7380497131931166,0.7305417553820677,0.38,0.9989500160668104,0.1513364739102151,96,False
oulad,RF,0,1201,75pct,0.8939116233406632,0.9129223839013465,0.8732696432053032,0.878581173260573,0.7318181818181818,0.7985120892746436,0.44,0.9987749116634592,0.10486328832279601,96,False
oulad,RF,0,1201,FINAL-100,0.9810534726639161,0.9717328754426721,0.9337867851193781,0.9866666666666667,0.8876140808344198,0.9345229924502402,0.52,0.9999020713982062,0.018848598734290123,96,False
oulad,RF,0,2026,20pct,0.7522529624332919,0.7785809416441227,0.6749787955894826,0.5910991636798089,0.783452098178939,0.6738168198842356,0.35,0.998252643910641,0.24599968147734907,96,False
oulad,RF,0,2026,35pct,0.7998517551646548,0.8203199280507945,0.7210860366713682,0.628063943161634,0.7676943117672601,0.6908948808128175,0.34,0.9975871169826375,0.19773536181798268,96,False
