domain,model,fold,seed,stage,pr_auc,roc_auc,accuracy,risk_precision,risk_recall,risk_f1,selected_threshold,train_pr_auc,generalization_gap,feature_count,outer_test_used
oulad,XGB,0,1201,35pct,0.8129152418800968,0.8327195147398304,0.7482369534555712,0.6732673267326733,0.7381676074685193,0.704225352112676,0.34,0.9022944809768095,0.08937923909671275,96,False
oulad,XGB,0,1201,50pct,0.8573274453386533,0.8777123497505941,0.7961911737776964,0.7161147902869757,0.7753346080305927,0.7445490016066101,0.32,0.9292383274324857,0.07191088209383234,96,False
oulad,XGB,0,1201,75pct,0.9009567381667168,0.9197199060956853,0.8765841294599337,0.8976711362032463,0.7227272727272728,0.8007554296506137,0.47,0.960919382998736,0.059962644832019185,96,False
oulad,XGB,0,1201,FINAL-100,0.9831973436641663,0.9749847427828622,0.9342032204330927,0.9661581137309293,0.9082138200782268,0.9362903225806452,0.39,0.9936694447427237,0.010472101078557339,96,False
oulad,XGB,0,2026,20pct,0.7691672967776417,0.791355829912102,0.6988973706530959,0.61939586645469,0.7711797307996833,0.6870040557220949,0.33,0.8809936543377703,0.1118263575601286,96,False
oulad,XGB,0,2026,35pct,0.8148461468681955,0.8337615563836038,0.7351904090267983,0.6429846483398786,0.7820234476769431,0.7057210031347962,0.3,0.9049807188626795,0.09013457199448405,96,False
oulad,XGB,0,2026,50pct,0.8558067557418837,0.8766314677690583,0.794726240615272,0.7211845102505695,0.7566921606118547,0.7385117797993935,0.33,0.9283155997982975,0.07250884405641378,96,False
oulad,XGB,0,2026,75pct,0.9014666057687085,0.9206695741925038,0.8701501267303567,0.8608179419525066,0.7414772727272727,0.7967032967032966,0.41,0.9616042923781604,0.060137686609451846,96,False
oulad,XGB,0,2026,FINAL-100,0.9834777584358235,0.9753862097976681,0.9365630205441421,0.9801023308698124,0.8990873533246415,0.9378484972120223,0.45,0.9936575360981111,0.010179777662287615,96,False
oulad,XGB,1,42,20pct,0.7676977562972902,0.786941948212219,0.7165578436296668,0.6756651017214398,0.6665380162099576,0.6710705265203031,0.41,0.8816010025093721,0.11390324621208192,96,False
oulad,XGB,1,42,35pct,0.8048024080811926,0.8259767294670053,0.7508747375787264,0.7004405286343612,0.6812339331619537,0.6907037358818419,0.38,0.910589757206183,0.10578734912499033,96,False
oulad,XGB,1,42,50pct,0.8437543941441499,0.8699738437476976,0.7991989805206626,0.7763157894736842,0.670772145902416,0.7196950444726811,0.43,0.936174779195066,0.0924203850509161,96,False
oulad,XGB,1,42,75pct,0.8860925820638208,0.9095216590729764,0.8647024617173871,0.8618376928236083,0.7231288688801351,0.7864137086903304,0.42,0.9652502472666322,0.07915766520281142,96,False
oulad,XGB,1,42,FINAL-100,0.9812499162460177,0.9721430285233068,0.9279515084722414,0.978595890410959,0.8844467371679133,0.929142392629725,0.59,0.9942417112776426,0.012991795031624953,96,False
oulad,XGB,1,1201,20pct,0.7668686415644803,0.7850489377664257,0.6693453875774318,0.5845689181768259,0.8216904670011579,0.6831381357291834,0.29,0.8827233298189496,0.11585468825446932,96,False
oulad,XGB,1,1201,35pct,0.8067484816482643,0.8268636518652861,0.7604968509447166,0.7399303828940825,0.6375321336760925,0.6849252013808976,0.42,0.9098963326774233,0.10314785102915902,96,False
oulad,XGB,1,1201,50pct,0.842238718625941,0.868212981983645,0.8010194793373384,0.8004722550177096,0.6423495973472289,0.7127463863337714,0.47,0.9365996409260201,0.09436092230007909,96,False
oulad,XGB,1,1201,75pct,0.8863719800274322,0.9097819000721155,0.8641209536731925,0.8876080691642652,0.6933033202025887,0.7785150078988942,0.49,0.9659903234183473,0.07961834339091511,96,False
oulad,XGB,1,1201,FINAL-100,0.9818021830122436,0.97303404343528,0.9286403085824494,0.9802688018301401,0.8841888057776631,0.9297531868727963,0.59,0.994201875816793,0.012399692804549334,96,False
oulad,XGB,1,2026,20pct,0.7663375423598358,0.7863024238248169,0.7023271387912272,0.6325399413107271,0.748745658047086,0.6857546836337929,0.35,0.8826709224913225,0.11633338013148675,96,False
oulad,XGB,1,2026,35pct,0.8060112634303634,0.8274475434998634,0.7541987403778866,0.7091400270148581,0.6748071979434447,0.6915477497255763,0.39,0.9093635059758138,0.10335224254545039,96,False
oulad,XGB,1,2026,50pct,0.8449017211781598,0.8701410846454648,0.797742581467322,0.7463054187192119,0.7176693510184746,0.7317073170731707,0.37,0.9358852421069811,0.09098352092882134,96,False
oulad,XGB,1,2026,75pct,0.8858768555667608,0.9096050227178412,0.8648962977321186,0.8994082840236687,0.6842993809791784,0.7772451262384148,0.53,0.9655132709878348,0.07963641542107402,96,False
oulad,XGB,1,2026,FINAL-100,0.9814126588088872,0.9724099592938201,0.9268494282959086,0.9900410076157,0.8718080990456538,0.9271704841585516,0.75,0.9943684770715542,0.012955818262667007,96,False
oulad,XGB,2,42,20pct,0.761644983094905,0.7893538028166363,0.6859266768035142,0.5909090909090909,0.7849857201142391,0.6742596810933941,0.34,0.8878108463553626,0.12616586326045753,96,False
oulad,XGB,2,42,35pct,0.8003806359379263,0.8269278860209665,0.7344135258893977,0.6328777524677297,0.7549818840579711,0.6885584469227591,0.35,0.91080672853844,0.11042609260051373,96,False
oulad,XGB,2,42,50pct,0.845053770577036,0.8748610278090669,0.8079044117647058,0.7464038359083645,0.7111675126903553,0.7283597608526124,0.42,0.9334823218850554,0.08842855130801941,96,False
oulad,XGB,2,42,75pct,0.8827584829288418,0.9114275421984357,0.8598058252427184,0.8155467720685112,0.736904761904762,0.7742338961851157,0.39,0.9617037002341081,0.07894521730526627,96,False
oulad,XGB,2,42,FINAL-100,0.981032475759872,0.9726065314212162,0.9329662766689608,0.9690867838910947,0.9003952569169961,0.9334790329190001,0.44,0.9937351413653948,0.0127026656055228,96,False
oulad,XGB,2,1201,20pct,0.75898819234494,0.7871855848682623,0.6741003547896605,0.5763604447045055,0.8037535699714402,0.6713239052649514,0.32,0.8865916681813102,0.12760347583637022,96,False
oulad,XGB,2,1201,35pct,0.7998756452270827,0.8269453754750867,0.7379358929200422,0.6393188854489165,0.7481884057971014,0.6894824707846411,0.35,0.908230629814272,0.1083549845871894,96,False
oulad,XGB,2,1201,50pct,0.845315963375778,0.8745378077502598,0.8007352941176471,0.7165200391006843,0.7441624365482233,0.7300796812749004,0.37,0.9352911673360056,0.08997520396022762,96,False
oulad,XGB,2,1201,75pct,0.8830433554366969,0.9108796486894469,0.8675728155339806,0.8544034090909091,0.7160714285714286,0.7791450777202072,0.46,0.9611869534060585,0.07814359796936166,96,False
oulad,XGB,2,1201,FINAL-100,0.9813632992757948,0.9731562460844506,0.9331039229181005,0.9717707442258341,0.8980237154150198,0.9334428923582581,0.46,0.9939246834466773,0.012561384170882484,96,False
oulad,XGB,2,2026,20pct,0.759130950183077,0.7876562869849981,0.704173002196317,0.6209398756046994,0.7331701346389229,0.6724041159962582,0.38,0.8856042234910122,0.12647327330793523,96,False
oulad,XGB,2,2026,35pct,0.7998694404300363,0.8262488644906654,0.7592462134554421,0.6884805020170327,0.6956521739130435,0.6920477585041676,0.41,0.9093770366792657,0.10950759624922946,96,False
oulad,XGB,2,2026,50pct,0.8434594727941372,0.8728884272736582,0.8084558823529412,0.7455026455026456,0.7152284263959391,0.7300518134715026,0.41,0.9341006018418947,0.09064112904775745,96,False
oulad,XGB,2,2026,75pct,0.8842223688818969,0.9121106079319335,0.8584466019417476,0.8065764023210832,0.7446428571428572,0.7743732590529248,0.38,0.9616507536946342,0.07742838481273728,96,False
oulad,XGB,2,2026,FINAL-100,0.981410065722313,0.973425521978335,0.9318651066758431,0.9658385093167702,0.9014492753623189,0.9325337331334332,0.42,0.9939168215733627,0.012506755851049656,96,False
oulad,MLP,0,42,20pct,0.7634424836816451,0.7890906962954816,0.6987277353689567,0.6226291693917593,0.7537608867775138,0.6819484240687679,0.38,0.7936918110727632,0.030249327391118075,96,False
oulad,MLP,0,42,35pct,0.7940731589972189,0.8194359003903564,0.7309590973201693,0.6438356164383562,0.7551020408163265,0.6950439648281375,0.4,0.7968106337385887,0.002737474741369872,96,False
oulad,MLP,0,42,50pct,0.8435820994996409,0.8711896001502848,0.8000366233290606,0.7485089463220675,0.719885277246654,0.7339181286549707,0.51,0.8462369345692529,0.0026548350696119494,96,False
oulad,MLP,0,42,75pct,0.894353015078712,0.9152660284951025,0.8582569701696237,0.8058022498519835,0.7732954545454546,0.7892142650043491,0.5,0.9197814033824692,0.025428388303757155,96,False
oulad,MLP,0,42,FINAL-100,0.9781399322963186,0.9676429350667545,0.921987784564131,0.9671709962888952,0.8834419817470665,0.9234123739438539,0.56,0.9896451325502429,0.01150520025392432,96,False
oulad,MLP,0,1201,20pct,0.7538909520051915,0.7792825790173411,0.6692111959287532,0.5826161790017211,0.8040380047505938,0.6756487025948104,0.35,0.8310313736663699,0.0771404216611784,96,False
oulad,MLP,0,1201,35pct,0.79683898104707,0.8183428199721943,0.7261988716502116,0.6346015793251975,0.7676943117672601,0.6948319905678916,0.33,0.8877084976963108,0.09086951664924081,96,False
oulad,MLP,0,1201,50pct,0.8447600228906728,0.8688116030367988,0.7980223402307269,0.7311827956989247,0.7476099426386233,0.7393051288111557,0.48,0.8948107635629591,0.05005074067228632,96,False
oulad,MLP,0,1201,75pct,0.8869311605366479,0.9118754890849725,0.8490933905244687,0.7797956867196367,0.7806818181818181,0.7802385008517888,0.43,0.88941171829324,0.002480557756592061,96,False
oulad,MLP,0,1201,FINAL-100,0.9777417799089545,0.9666213497325682,0.9204608550805108,0.960214446952596,0.8873533246414602,0.9223472015178208,0.4,0.9912852545377708,0.013543474628816332,96,False
oulad,MLP,0,2026,20pct,0.7561977296200093,0.7834996299688346,0.6910941475826972,0.6128722382324687,0.7577197149643705,0.6776420605416887,0.43,0.7798058067778701,0.02360807715786084,96,False
oulad,MLP,0,2026,35pct,0.8047257809112246,0.8273574790557363,0.7521156558533145,0.6924066924066924,0.7008250108554059,0.6965904186447993,0.48,0.8442983968429105,0.03957261593168593,96,False
oulad,MLP,0,2026,50pct,0.848265181396506,0.8713052366447652,0.7740340596960263,0.6746742671009772,0.7920650095602294,0.7286719437115216,0.42,0.8975144542841611,0.04924927288765513,96,False
oulad,MLP,0,2026,75pct,0.8897558888558745,0.9096488875846623,0.8563072723727823,0.8028419182948491,0.7704545454545455,0.7863148738764859,0.47,0.9510179005896121,0.061262011733737576,96,False
oulad,MLP,0,2026,FINAL-100,0.977622778226053,0.9667526953126965,0.9203220433092726,0.9646622969506982,0.8826597131681877,0.9218409586056645,0.49,0.9871506753753081,0.00952789714925506,96,False
oulad,MLP,1,42,20pct,0.7534808768420814,0.774644227470745,0.6636531056420559,0.5804311774461028,0.8104978772674643,0.6764374295377678,0.32,0.8565277971741645,0.10304692033208307,96,False
oulad,MLP,1,42,35pct,0.7941690181919003,0.8214391224877711,0.7534989503149055,0.7061970575122604,0.6786632390745502,0.6921564343456412,0.44,0.824551681731353,0.030382663539452626,96,False
oulad,MLP,1,42,50pct,0.8290318637533055,0.8603877467608632,0.7840888403422538,0.7211860353897657,0.7143533870203695,0.7177534507377439,0.47,0.8672302182582222,0.03819835450491671,96,False
oulad,MLP,1,42,75pct,0.8782148062643885,0.9045670964192901,0.8573366931575886,0.9000768639508071,0.658975801913337,0.7608836907082521,0.74,0.9399928907338462,0.06177808446945765,96,False
oulad,MLP,1,42,FINAL-100,0.9758311450757836,0.9643893760333081,0.9130734260917481,0.9485903814262023,0.885220531338664,0.9158105403602401,0.45,0.9885735405040013,0.012742395428217645,96,False
oulad,MLP,1,1201,20pct,0.7561570902427244,0.7802222061948049,0.7014900385066131,0.6324590163934426,0.744500192975685,0.6839212905513207,0.44,0.8337799939559755,0.07762290371325109,96,False
oulad,MLP,1,1201,35pct,0.794451050897336,0.823275042984255,0.7515745276417075,0.7045658012533572,0.6743787489288775,0.6891418563922942,0.49,0.8472726172986595,0.052821566401323516,96,False
oulad,MLP,1,1201,50pct,0.8305030547562308,0.8632577350315895,0.7924631348989624,0.7426286856571714,0.7039317858834675,0.7227626459143969,0.55,0.8864168280248698,0.055913773268639,96,False
oulad,MLP,1,1201,75pct,0.8754316503933461,0.9036949396437227,0.8561736770691994,0.8983833718244804,0.6567248171074845,0.758777633289987,0.73,0.9081767449372204,0.03274509454387431,96,False
oulad,MLP,1,1201,FINAL-100,0.9754382155631068,0.964218464074245,0.9143132662901227,0.9547359597652976,0.881351560484911,0.9165772532188842,0.53,0.9858621001301651,0.010423884567058228,96,False
oulad,MLP,1,2026,20pct,0.7575650581150907,0.7817091232193685,0.6770467101958815,0.594248291571754,0.8054805094558085,0.6839259380632475,0.3,0.8172352510187199,0.05967019290362918,96,False
oulad,MLP,1,2026,35pct,0.7954242692244399,0.8199458851918798,0.7403778866340098,0.670957361222848,0.7146529562982005,0.6921161825726141,0.45,0.8463116318371595,0.050887362612719644,96,False
oulad,MLP,1,2026,50pct,0.830426801732179,0.8575072534086188,0.7777170944838886,0.7020890099909174,0.7323543344386547,0.7169023881289126,0.46,0.8885947047163528,0.05816790298417385,96,False
oulad,MLP,1,2026,75pct,0.8697218418476108,0.8972967383017179,0.8522969567745687,0.9089443996776793,0.634777715250422,0.7475149105367793,0.8,0.9510550607166277,0.0813332188690169,96,False
oulad,MLP,1,2026,FINAL-100,0.9760380295655061,0.9647679601318302,0.9147265463562474,0.9646320593268682,0.8723239618261542,0.9161587430583773,0.52,0.9907532783591799,0.014715248793673807,96,False
oulad,MLP,2,42,20pct,0.7561389985710967,0.784428548101027,0.6534887649940868,0.5556173526140156,0.8151774785801713,0.6608235488672068,0.39,0.8122695099832149,0.05613051141211822,96,False
oulad,MLP,2,42,35pct,0.7937683433868754,0.8233188588522742,0.7537865445579429,0.6739690721649485,0.7105978260869565,0.6917989417989417,0.5,0.8331758315864091,0.03940748819953366,96,False
oulad,MLP,2,42,50pct,0.8291425829646721,0.8615123100103863,0.7670955882352941,0.643527970600245,0.8,0.7132835483140982,0.4,0.9162874785408784,0.0871448955762063,96,False
oulad,MLP,2,42,75pct,0.8758832613646417,0.9058204679566352,0.8537864077669903,0.8117014122394082,0.718452380952381,0.7622355541521945,0.57,0.9231896389928677,0.04730637762822598,96,False
oulad,MLP,2,42,FINAL-100,0.9759442322231265,0.9658488911164015,0.9158981417756367,0.9487034949267192,0.8869565217391304,0.9167915021108539,0.51,0.9825807198453107,0.006636487622184162,96,False
oulad,MLP,2,1201,20pct,0.7414684136743918,0.7756369125517585,0.6800135157965873,0.585824345146379,0.7756017951856385,0.6674859550561798,0.36,0.8453431376752222,0.10387472400083042,96,False
oulad,MLP,2,1201,35pct,0.7896457090909494,0.8204389069874285,0.7529059528002818,0.683371298405467,0.6793478260869565,0.6813536225300931,0.47,0.8396461195271457,0.050000410436196296,96,False
oulad,MLP,2,1201,50pct,0.8269497873383505,0.8597094749776912,0.7783088235294118,0.6758747697974218,0.7451776649746192,0.7088363109608885,0.51,0.8915961798996604,0.06464639256131,96,False
oulad,MLP,2,1201,75pct,0.8558722170003426,0.8856647968985866,0.8502912621359223,0.8193956430077302,0.694047619047619,0.7515307766677409,0.73,0.9800234163936979,0.1241511993933554,96,False
oulad,MLP,2,1201,FINAL-100,0.9772567701228098,0.9673027986923489,0.9222298692360633,0.9755594817432274,0.8729907773386034,0.9214295647336949,0.59,0.9892421976792203,0.011985427556410522,96,False
oulad,MLP,2,2026,20pct,0.7533962809052418,0.7832599692143639,0.6516303429633384,0.5528676270725741,0.8298653610771114,0.6636215334420881,0.31,0.8085956031205445,0.05519932221530266,96,False
oulad,MLP,2,2026,35pct,0.7869165782555508,0.8196978892578206,0.7189151109545615,0.608433734939759,0.7776268115942029,0.6827037773359841,0.42,0.8457823750752272,0.05886579681967641,96,False
oulad,MLP,2,2026,50pct,0.8283272994622322,0.8603404087245279,0.7777573529411764,0.6694877505567929,0.7629441624365483,0.7131672597864769,0.4,0.9173387409819118,0.08901144151967966,96,False
oulad,MLP,2,2026,75pct,0.8702772817673664,0.8984649032523673,0.8510679611650486,0.8005266622778143,0.7238095238095238,0.7602375742419506,0.54,0.9460760580076883,0.07579877624032194,96,False
oulad,MLP,2,2026,FINAL-100,0.9767547971428534,0.9663879744696685,0.9229181004817619,0.9725387087350278,0.8772068511198946,0.9224161817678027,0.57,0.9933249119025158,0.016570114759662413,96,False
uci,LR,0,42,S0,0.45174489284422237,0.7294714401235022,0.6971830985915493,0.3711340206185567,0.5901639344262295,0.45569620253164556,0.43,0.6356465213659704,0.18390162852174807,66,False
uci,LR,0,42,S1,0.7266774875029193,0.9056090568257003,0.8345070422535211,0.5921052631578947,0.7377049180327869,0.656934306569343,0.39,0.9058390904379944,0.1791616029350751,66,False
uci,LR,0,42,S2,0.8515145956617379,0.9479526575020216,0.9049295774647887,0.8035714285714286,0.7377049180327869,0.7692307692307693,0.7,0.9655151567819703,0.11400056112023238,66,False
uci,LR,0,1201,S0,0.45174489284422237,0.7294714401235022,0.6971830985915493,0.3711340206185567,0.5901639344262295,0.45569620253164556,0.43,0.6356465213659704,0.18390162852174807,66,False
uci,LR,0,1201,S1,0.7266774875029193,0.9056090568257003,0.8345070422535211,0.5921052631578947,0.7377049180327869,0.656934306569343,0.39,0.9058390904379944,0.1791616029350751,66,False
uci,LR,0,1201,S2,0.8515145956617379,0.9479526575020216,0.9049295774647887,0.8035714285714286,0.7377049180327869,0.7692307692307693,0.7,0.9655151567819703,0.11400056112023238,66,False
uci,LR,0,2026,S0,0.45174489284422237,0.7294714401235022,0.6971830985915493,0.3711340206185567,0.5901639344262295,0.45569620253164556,0.43,0.6356465213659704,0.18390162852174807,66,False
uci,LR,0,2026,S1,0.7266774875029193,0.9056090568257003,0.8345070422535211,0.5921052631578947,0.7377049180327869,0.656934306569343,0.39,0.9058390904379944,0.1791616029350751,66,False
uci,LR,0,2026,S2,0.8515145956617379,0.9479526575020216,0.9049295774647887,0.8035714285714286,0.7377049180327869,0.7692307692307693,0.7,0.9655151567819703,0.11400056112023238,66,False
uci,LR,1,42,S0,0.5078374658417414,0.7926314951858041,0.5772058823529411,0.3271604938271605,0.8983050847457628,0.4796380090497738,0.21,0.6547364704495134,0.14689900460777205,66,False
uci,LR,1,42,S1,0.8284436390651191,0.9352271823028567,0.8639705882352942,0.6833333333333333,0.6949152542372882,0.6890756302521008,0.73,0.9111622066306702,0.08271856756555107,66,False
uci,LR,1,42,S2,0.9179477244884348,0.9708761040821199,0.9338235294117647,0.9183673469387755,0.7627118644067796,0.8333333333333334,0.82,0.9742230959083827,0.056275371419947984,66,False
uci,LR,1,1201,S0,0.5078374658417414,0.7926314951858041,0.5772058823529411,0.3271604938271605,0.8983050847457628,0.4796380090497738,0.21,0.6547364704495134,0.14689900460777205,66,False
uci,LR,1,1201,S1,0.8284436390651191,0.9352271823028567,0.8639705882352942,0.6833333333333333,0.6949152542372882,0.6890756302521008,0.73,0.9111622066306702,0.08271856756555107,66,False
uci,LR,1,1201,S2,0.9179477244884348,0.9708761040821199,0.9338235294117647,0.9183673469387755,0.7627118644067796,0.8333333333333334,0.82,0.9742230959083827,0.056275371419947984,66,False
uci,LR,1,2026,S0,0.5078374658417414,0.7926314951858041,0.5772058823529411,0.3271604938271605,0.8983050847457628,0.4796380090497738,0.21,0.6547364704495134,0.14689900460777205,66,False
uci,LR,1,2026,S1,0.8284436390651191,0.9352271823028567,0.8639705882352942,0.6833333333333333,0.6949152542372882,0.6890756302521008,0.73,0.9111622066306702,0.08271856756555107,66,False
uci,LR,1,2026,S2,0.9179477244884348,0.9708761040821199,0.9338235294117647,0.9183673469387755,0.7627118644067796,0.8333333333333334,0.82,0.9742230959083827,0.056275371419947984,66,False
uci,LR,2,42,S0,0.4418672160273929,0.7374888834990702,0.6715328467153284,0.35135135135135137,0.6842105263157895,0.4642857142857143,0.45,0.6577379337269763,0.21587071769958344,66,False
uci,LR,2,42,S1,0.7408646907921035,0.9175357749211739,0.8503649635036497,0.5975609756097561,0.8596491228070176,0.7050359712230215,0.46,0.8817094015675275,0.14084471077542404,66,False
uci,LR,2,42,S2,0.828360419039025,0.948096046568033,0.8941605839416058,0.6944444444444444,0.8771929824561403,0.7751937984496124,0.48,0.9495206534646127,0.12116023442558765,66,False
uci,LR,2,1201,S0,0.4418672160273929,0.7374888834990702,0.6715328467153284,0.35135135135135137,0.6842105263157895,0.4642857142857143,0.45,0.6577379337269763,0.21587071769958344,66,False
uci,LR,2,1201,S1,0.7408646907921035,0.9175357749211739,0.8503649635036497,0.5975609756097561,0.8596491228070176,0.7050359712230215,0.46,0.8817094015675275,0.14084471077542404,66,False
uci,LR,2,1201,S2,0.828360419039025,0.948096046568033,0.8941605839416058,0.6944444444444444,0.8771929824561403,0.7751937984496124,0.48,0.9495206534646127,0.12116023442558765,66,False
uci,LR,2,2026,S0,0.4418672160273929,0.7374888834990702,0.6715328467153284,0.35135135135135137,0.6842105263157895,0.4642857142857143,0.45,0.6577379337269763,0.21587071769958344,66,False
uci,LR,2,2026,S1,0.7408646907921035,0.9175357749211739,0.8503649635036497,0.5975609756097561,0.8596491228070176,0.7050359712230215,0.46,0.8817094015675275,0.14084471077542404,66,False
uci,LR,2,2026,S2,0.828360419039025,0.948096046568033,0.8941605839416058,0.6944444444444444,0.8771929824561403,0.7751937984496124,0.48,0.9495206534646127,0.12116023442558765,66,False
uci,DT,0,42,S0,0.4031740949124027,0.7585459089906639,0.7640845070422535,0.4659090909090909,0.6721311475409836,0.5503355704697986,0.5,0.5746226287693903,0.1714485338569876,66,False
uci,DT,0,42,S1,0.7090442716767007,0.9068220245534073,0.8591549295774648,0.6296296296296297,0.8360655737704918,0.7183098591549296,0.68,0.8162714711065739,0.10722719942987324,66,False
uci,DT,0,42,S2,0.8272666506463623,0.9471440123502167,0.8661971830985915,0.6385542168674698,0.8688524590163934,0.7361111111111112,0.5,0.9154138026250136,0.0881471519786513,66,False
uci,DT,0,1201,S0,0.4073870950270422,0.75928104094685,0.7640845070422535,0.4659090909090909,0.6721311475409836,0.5503355704697986,0.5,0.5729480200948602,0.16556092506781805,66,False
uci,DT,0,1201,S1,0.7090442716767007,0.9068220245534073,0.8591549295774648,0.6296296296296297,0.8360655737704918,0.7183098591549296,0.68,0.8162714711065739,0.10722719942987324,66,False
uci,DT,0,1201,S2,0.8272666506463623,0.9471440123502167,0.8661971830985915,0.6385542168674698,0.8688524590163934,0.7361111111111112,0.5,0.9154138026250136,0.0881471519786513,66,False
uci,DT,0,2026,S0,0.4073870950270422,0.75928104094685,0.7640845070422535,0.4659090909090909,0.6721311475409836,0.5503355704697986,0.5,0.5729480200948602,0.16556092506781805,66,False
uci,DT,0,2026,S1,0.7090442716767007,0.9068220245534073,0.8591549295774648,0.6296296296296297,0.8360655737704918,0.7183098591549296,0.68,0.8162714711065739,0.10722719942987324,66,False
uci,DT,0,2026,S2,0.8272666506463623,0.9471440123502167,0.8661971830985915,0.6385542168674698,0.8688524590163934,0.7361111111111112,0.5,0.9154138026250136,0.0881471519786513,66,False
uci,DT,1,42,S0,0.4634926499510092,0.7748070342961726,0.7205882352941176,0.4205607476635514,0.7627118644067796,0.5421686746987951,0.48,0.5834551031803719,0.11996245322936266,66,False
uci,DT,1,42,S1,0.7502358724691726,0.9300151189623618,0.8786764705882353,0.7708333333333334,0.6271186440677966,0.6915887850467289,0.76,0.8259915910731521,0.07575571860397956,66,False
uci,DT,1,42,S2,0.874548961014386,0.935823983448715,0.8786764705882353,0.6585365853658537,0.9152542372881356,0.7659574468085106,0.36,0.912597904002295,0.03804894298790906,66,False
uci,DT,1,1201,S0,0.4634926499510092,0.7748070342961726,0.7205882352941176,0.4205607476635514,0.7627118644067796,0.5421686746987951,0.48,0.5834551031803719,0.11996245322936266,66,False
uci,DT,1,1201,S1,0.7502358724691726,0.9300151189623618,0.8786764705882353,0.7708333333333334,0.6271186440677966,0.6915887850467289,0.76,0.8259915910731521,0.07575571860397956,66,False
uci,DT,1,1201,S2,0.874548961014386,0.935823983448715,0.8786764705882353,0.6585365853658537,0.9152542372881356,0.7659574468085106,0.36,0.912597904002295,0.03804894298790906,66,False
uci,DT,1,2026,S0,0.4634926499510092,0.7748070342961726,0.7205882352941176,0.4205607476635514,0.7627118644067796,0.5421686746987951,0.48,0.5834551031803719,0.11996245322936266,66,False
uci,DT,1,2026,S1,0.7502358724691726,0.9300151189623618,0.8786764705882353,0.7708333333333334,0.6271186440677966,0.6915887850467289,0.76,0.8259915910731521,0.07575571860397956,66,False
uci,DT,1,2026,S2,0.874548961014386,0.935823983448715,0.8786764705882353,0.6585365853658537,0.9152542372881356,0.7659574468085106,0.36,0.912597904002295,0.03804894298790906,66,False
uci,DT,2,42,S0,0.3818916668643392,0.7320721157733041,0.5912408759124088,0.3225806451612903,0.8771929824561403,0.4716981132075472,0.22,0.6133015240750108,0.23140985721067164,66,False
uci,DT,2,42,S1,0.7397724357485702,0.9431643625192012,0.8394160583941606,0.5684210526315789,0.9473684210526315,0.7105263157894737,0.5,0.8212531907399208,0.08148075499135055,66,False
uci,DT,2,42,S2,0.8623824078710104,0.936575309240844,0.8832116788321168,0.6623376623376623,0.8947368421052632,0.7611940298507462,0.59,0.9129189828472667,0.0505365749762563,66,False
uci,DT,2,1201,S0,0.3818916668643392,0.7320721157733041,0.5912408759124088,0.3225806451612903,0.8771929824561403,0.4716981132075472,0.22,0.6133015240750108,0.23140985721067164,66,False
uci,DT,2,1201,S1,0.7397724357485702,0.9431643625192012,0.8394160583941606,0.5684210526315789,0.9473684210526315,0.7105263157894737,0.5,0.8212531907399208,0.08148075499135055,66,False
uci,DT,2,1201,S2,0.8623824078710104,0.936575309240844,0.8832116788321168,0.6623376623376623,0.8947368421052632,0.7611940298507462,0.59,0.9129189828472667,0.0505365749762563,66,False
uci,DT,2,2026,S0,0.3818916668643392,0.7320721157733041,0.5912408759124088,0.3225806451612903,0.8771929824561403,0.4716981132075472,0.22,0.6133015240750108,0.23140985721067164,66,False
uci,DT,2,2026,S1,0.7397724357485702,0.9431643625192012,0.8394160583941606,0.5684210526315789,0.9473684210526315,0.7105263157894737,0.5,0.8212531907399208,0.08148075499135055,66,False
uci,DT,2,2026,S2,0.8623824078710104,0.936575309240844,0.8832116788321168,0.6623376623376623,0.8947368421052632,0.7611940298507462,0.59,0.9129189828472667,0.0505365749762563,66,False
uci,RF,0,42,S0,0.4706754846919918,0.7780636624274058,0.6373239436619719,0.3581081081081081,0.8688524590163934,0.507177033492823,0.23,0.9979137871946966,0.5272383025027048,66,False
uci,RF,0,42,S1,0.7323052226448351,0.9206057487318973,0.8767605633802817,0.7166666666666667,0.7049180327868853,0.7107438016528925,0.52,0.9948405238088596,0.26253530116402446,66,False
uci,RF,0,42,S2,0.8802607063381547,0.9564801881937808,0.8873239436619719,0.7301587301587301,0.7540983606557377,0.7419354838709677,0.45,0.9987098052499894,0.11844909891183475,66,False
uci,RF,0,1201,S0,0.4624908866395284,0.7839447180768948,0.676056338028169,0.37398373983739835,0.7540983606557377,0.5,0.28,0.9987828065077756,0.5362919198682472,66,False
uci,RF,0,1201,S1,0.7389637616882813,0.9211938542968463,0.8661971830985915,0.6825396825396826,0.7049180327868853,0.6935483870967742,0.5,0.9950804111247598,0.2561166494364785,66,False
uci,RF,0,1201,S2,0.8812711005600262,0.9584650444754834,0.8908450704225352,0.7586206896551724,0.7213114754098361,0.7394957983193278,0.49,0.998799127414904,0.11752802685487773,66,False
uci,RF,0,2026,S0,0.48384296606151245,0.7817393222083364,0.704225352112676,0.38613861386138615,0.639344262295082,0.48148148148148145,0.31,0.9972297593310486,0.5133867932695362,66,False
uci,RF,0,2026,S1,0.7156031283620827,0.9189149452326693,0.8732394366197183,0.711864406779661,0.6885245901639344,0.7,0.52,0.9964555774591031,0.28085244909702034,66,False
