stage,block,base_pr_auc,shuffled_pr_auc,delta
S0,static,0.35005547059670844,0.2272595357234261,0.12279593487328233
S0,aggregate,0.35005547059670844,0.35005547059670844,0.0
S0,temporal,0.35005547059670844,0.35005547059670844,0.0
S1,static,0.7897843577786644,0.79634344334758,-0.006559085568915601
S1,aggregate,0.7897843577786644,0.789663932448848,0.00012042532981637599
S1,temporal,0.7897843577786644,0.3132515317460301,0.4765328260326343
S2,static,0.885447818440025,0.8757207043047571,0.009727114135267834
S2,aggregate,0.885447818440025,0.8791525441396356,0.006295274300389342
S2,temporal,0.885447818440025,0.32145451866416386,0.5639932997758611
