dataset,outer_fold,information_level,model,seed,hpo_on_outer,threshold_from,pr_auc,roc_auc,f1,precision,recall,specificity,accuracy,balanced_accuracy,brier,ece,h2_mean,h2_p50,threshold,tp,fp,tn,fn,n,prevalence
oulad,1,20pct,Hybrid,42,False,STOP,0.7404914235853779,0.7690771283727939,0.6606757728253055,0.6027547004809795,0.7309119830328739,0.6446313318990807,0.6812605514912774,0.6877716574659773,0.20725085045221472,0.12699861630507037,0.5778682187812686,0.5956578511917308,0.19,2757,1817,3296,1015,8885,0.4245357343837929
oulad,1,20pct,LR,42,False,STOP,0.7483622247109203,0.7825344458089178,0.6751686082158185,0.6281086014145563,0.7298515376458112,0.681204772149423,0.7018570624648284,0.7055281548976171,0.18687839063228792,0.053063944018443984,0.8059867215229329,0.8894856337634673,0.43,2753,1630,3483,1019,8885,0.4245357343837929
oulad,1,20pct,RF,42,False,STOP,0.7489914082576278,0.775161493409082,0.6690125357378491,0.5715896279594137,0.8064687168610817,0.554077840797966,0.6612267867191897,0.6802732788295238,0.18615047992182907,0.022849694888705478,0.8114076473179896,0.8892855638048158,0.34,3042,2280,2833,730,8885,0.4245357343837929
oulad,1,35pct,Hybrid,42,False,STOP,0.8031545834642168,0.8280072223684259,0.696185649506535,0.6401766004415012,0.7629348143817597,0.7131964809384165,0.7331302717900656,0.7380656476600881,0.16174732393636704,0.05650027696770549,0.5783655566700985,0.6137816306554493,0.26,2610,1467,3648,811,8536,0.4007731958762887
oulad,1,35pct,LR,42,False,STOP,0.7901888279720892,0.8234084058470438,0.6914878499360523,0.6728429203539823,0.7111955568547208,0.7687194525904203,0.7456654170571696,0.7399575047225706,0.16601788491842537,0.063789012554197,0.7529494812034978,0.8483852917774745,0.46,2433,1183,3932,988,8536,0.4007731958762887
oulad,1,35pct,RF,42,False,STOP,0.7932641169635424,0.8161683215308358,0.6819247208051841,0.6453549060542797,0.7228880444314528,0.7343108504398826,0.7297328959700093,0.7285994474356677,0.1632576777501235,0.02590263185842833,0.747931761792959,0.8302810853147486,0.38,2473,1359,3756,948,8536,0.4007731958762887
oulad,1,50pct,Hybrid,42,False,STOP,0.8450344146486884,0.8709316948043352,0.7327014218009479,0.7148581997533908,0.7514581983149708,0.8191593352883676,0.7936836971101086,0.7853087668016692,0.1368652856092075,0.061197923964042576,0.4494901842555152,0.3962734103439831,0.25,2319,925,4190,767,8201,0.37629557371052313
oulad,1,50pct,LR,42,False,STOP,0.8339456966760743,0.8658664076848175,0.7219447219447219,0.7424657534246575,0.7025275437459495,0.8529814271749756,0.796366296793074,0.7777544854604626,0.14182119701956192,0.07053095724292503,0.6668610159151966,0.7513849253998459,0.5,2168,752,4363,918,8201,0.37629557371052313
oulad,1,50pct,RF,42,False,STOP,0.8399546610143216,0.8633507107113194,0.7270653413720058,0.7312356604392003,0.7229423201555412,0.8396871945259042,0.7957566150469455,0.7813147573407226,0.13502403970916696,0.028695500741348568,0.6439361985430934,0.7057239384902015,0.4,2231,820,4295,855,8201,0.37629557371052313
oulad,1,75pct,Hybrid,42,False,STOP,0.8905333854825771,0.9149792680850042,0.7821661237785016,0.8330442324371206,0.737145049884881,0.9247311827956989,0.8614169149073955,0.83093811634029,0.09793486447444912,0.026036001151381053,0.38492481876643864,0.28775068197491643,0.41,1921,385,4730,685,7721,0.3375210464965678
oulad,1,75pct,LR,42,False,STOP,0.8780447328626219,0.9078087712467432,0.7711915840582642,0.8155755241762944,0.7313891020721413,0.9157380254154448,0.8535163838880974,0.823563563743793,0.1093735979780721,0.07184747976241243,0.5595090918813714,0.6073267146319689,0.53,1906,431,4684,700,7721,0.3375210464965678
oulad,1,75pct,RF,42,False,STOP,0.8869545710438747,0.9100985094176983,0.7830128882315656,0.8711800658204043,0.7110514198004605,0.9464320625610948,0.8669861416914907,0.8287417411807776,0.09882653704652768,0.024631835511190674,0.5114596750928653,0.5158448082724174,0.46,1853,274,4841,753,7721,0.3375210464965678
oulad,1,100pct,Hybrid,42,False,STOP,0.9207005558427325,0.939239603219902,0.835032437442076,0.932712215320911,0.7558724832214765,0.9745845552297165,0.9050540072009601,0.8652285192255965,0.07565337829598619,0.028199501584130888,0.37080237869692567,0.27738604288402147,0.63,1802,130,4985,582,7499,0.3179090545406054
oulad,1,100pct,LR,42,False,STOP,0.9055484539639034,0.9269775449887488,0.819764705882353,0.9335476956055734,0.7307046979865772,0.9757575757575757,0.8978530470729431,0.8532311368720764,0.0893385723555116,0.06943079185727238,0.49008229960926636,0.5006752182281247,0.7,1742,124,4991,642,7499,0.3179090545406054
oulad,1,100pct,RF,42,False,STOP,0.9115888400710528,0.929860195372211,0.8305164319248827,0.9429637526652452,0.7420302013422819,0.9790811339198436,0.9037204960661421,0.8605556676310628,0.07725800790650421,0.028429568348461637,0.44103590529804315,0.4255398548393409,0.52,1769,107,5008,615,7499,0.3179090545406054
oulad,2,20pct,Hybrid,42,False,STOP,0.7601154781776135,0.7852801689534864,0.6768773574122757,0.5978195033313144,0.780031612223393,0.6098707403055229,0.6824309144012581,0.694951176264458,0.20252683833787696,0.13096397402270515,0.5645089816577488,0.5627456866044005,0.15,2961,1992,3114,835,8902,0.4264210289822512
oulad,2,20pct,LR,42,False,STOP,0.7676471741666182,0.7925316019047406,0.6878824969400245,0.5954536698131381,0.8142781875658588,0.5887191539365453,0.6849022691529993,0.7014986707512021,0.18341629914013166,0.060323306054123345,0.8117180440364707,0.8945735009873322,0.39,3091,2100,3006,705,8902,0.4264210289822512
oulad,2,20pct,RF,42,False,STOP,0.7622656856981185,0.7847987264306502,0.6761197389151474,0.5901768172888016,0.7913593256059009,0.591461026243635,0.6767018647494945,0.691410175924768,0.1826507166099597,0.02779817557658299,0.8153547525803992,0.8933036969375471,0.36,3004,2086,3020,792,8902,0.4264210289822512
oulad,2,35pct,Hybrid,42,False,STOP,0.8141342496430172,0.8353589361151075,0.7078603247593045,0.6967468175388968,0.7193341121495327,0.7900509204857031,0.7616647127784291,0.7546925163176179,0.15900855802801558,0.06421589885793562,0.5514899609796117,0.5640970917230452,0.29,2463,1072,4034,961,8530,0.40140679953106684
oulad,2,35pct,LR,42,False,STOP,0.8011038635790522,0.8273751262945188,0.6955769705955028,0.6027837259100642,0.8221378504672897,0.6367019193106149,0.711137162954279,0.7294198848889524,0.1640298385688516,0.06901089514556744,0.7454238699043921,0.8429730320173736,0.37,2815,1855,3251,609,8530,0.40140679953106684
oulad,2,35pct,RF,42,False,STOP,0.8024367123556444,0.8223382743775876,0.6963394342762064,0.662882787750792,0.7333528037383178,0.7499020759890325,0.7432590855803048,0.7416274398636751,0.16015344015237143,0.030009655805319932,0.7384176325777286,0.8183626854327652,0.38,2511,1277,3829,913,8530,0.40140679953106684
oulad,2,50pct,Hybrid,42,False,STOP,0.8531815547496344,0.8758887547707422,0.7414694128496773,0.7054694355074583,0.7813411078717201,0.8027810419114767,0.7947027950689614,0.7920610748915984,0.1342138871412927,0.06483306053096727,0.43297224793337574,0.3641253526895555,0.21,2412,1007,4099,675,8193,0.37678506041742954
oulad,2,50pct,LR,42,False,STOP,0.840165364972651,0.8678383352296395,0.7326473950677772,0.7388010540184453,0.7265954000647878,0.844692518605562,0.8001952886610522,0.785643959335175,0.1393594612267824,0.06809654956571012,0.6635925068182411,0.7543649747955317,0.48,2243,793,4313,844,8193,0.37678506041742954
oulad,2,50pct,RF,42,False,STOP,0.840981778202606,0.865614505366058,0.7187003355112132,0.7899844720496895,0.6592160673793327,0.8940462201331767,0.8055657268399854,0.7766311437562547,0.13437554827200013,0.02162103482665185,0.6358379475670193,0.6951764134409391,0.46,2035,541,4565,1052,8193,0.37678506041742954
oulad,2,75pct,Hybrid,42,False,STOP,0.8929277119710656,0.9144681207275915,0.7840644204280568,0.8776091081593927,0.7085407889697434,0.9494712103407755,0.8679538680834521,0.8290059996552595,0.09615788445912296,0.022786039511485,0.37990623448075456,0.2776022924034019,0.49,1850,258,4848,761,7717,0.33834391602954517
oulad,2,75pct,LR,42,False,STOP,0.8844885600442748,0.9079937346635097,0.7865903515944399,0.843489697501096,0.7368824205285331,0.9300822561692127,0.8647142672022807,0.833482338348873,0.10691015452744475,0.07136870653699953,0.556036913654704,0.6040551683256179,0.56,1924,357,4749,687,7717,0.33834391602954517
oulad,2,75pct,RF,42,False,STOP,0.8877736007910284,0.9081174242032152,0.785816180965967,0.8397212543554007,0.7384144006127921,0.9279279279279279,0.8638071789555527,0.83317116427036,0.09774958832619418,0.02344513201887685,0.5001129369998687,0.49883539900037466,0.42,1928,368,4738,683,7717,0.33834391602954517
oulad,2,100pct,Hybrid,42,False,STOP,0.9266245953610486,0.9429015481647061,0.8471166741171211,0.9110576923076923,0.79156223893066,0.9637681159420289,0.9088,0.8776651774363444,0.0722174810255813,0.030487377436086538,0.3650248620236945,0.2725388078259018,0.53,1895,185,4921,499,7500,0.3192
oulad,2,100pct,LR,42,False,STOP,0.9121530294739689,0.9300569775398151,0.8249941273197087,0.942565754159957,0.733500417710944,0.9790442616529573,0.9006666666666666,0.8562723396819507,0.08492670102108456,0.06419747752515544,0.4837108373888994,0.483702289787889,0.68,1756,107,4999,638,7500,0.3192
oulad,2,100pct,RF,42,False,STOP,0.9181760414313764,0.9352736194841458,0.8341407151095732,0.9314786192684184,0.7552213868003341,0.9739522130826479,0.9041333333333333,0.864586799941491,0.07432080192588265,0.024885407069185732,0.4270808342931173,0.3942596038092412,0.45,1808,133,4973,586,7500,0.3192
