dataset,scenario,variant,config_id,dropout,weight_decay,use_feature_selection,prediction_mode,threshold_low,selection_score,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence
student-mat,early,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,low_f1_tuned,0.27499999999999997,0.5259438608776844,0.4810126582278481,0.4648279809484233,0.4632135106273037,0.45366479925303455,0.6442307692307693,0.5254901960784314,5.92763587685745,-0.6840652444266104,0.5856239877735512
student-mat,early,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,low_recall_priority,0.05,0.8913461538461539,0.3291139240506329,0.22115384615384615,0.33229270729270727,0.16931038706516413,0.9903846153846154,0.4951923076923077,7.426166106274131,-1.6431706030496867,0.5856239877735512
student-mat,early,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,argmax,,0.4069518077312803,0.4651898734177215,0.4114672364672365,0.4091612410577928,0.4069518077312803,0.5096153846153846,0.4796380090497738,5.731947445588396,-0.5747088810887062,0.601778157715556
student-mat,early,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_threshold_tuned,0.05,0.700353604843148,0.3291139240506329,0.3596774193548387,0.3348347055243606,0.17958172812328013,0.9807692307692307,0.4927536231884058,7.370077202762773,-1.6033943113917597,0.601778157715556
student-mat,early,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_f1_tuned,0.15,0.5099952376791107,0.3860759493670886,0.4235583554649703,0.37771998116825706,0.29994682038488324,0.8846153846153846,0.5096952908587258,6.817814527890068,-1.2278515157958498,0.601778157715556
student-mat,early,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_recall_priority,0.05,0.8831661092530658,0.3291139240506329,0.3596774193548387,0.3348347055243606,0.17958172812328013,0.9807692307692307,0.4927536231884058,7.370077202762773,-1.6033943113917597,0.601778157715556
student-mat,midterm,sequence_cnn_bilstm_only,default,0.15,0.0001,True,argmax,,0.7610794190233442,0.759493670886076,0.7687978687978688,0.7552820742475914,0.7610794190233442,0.7884615384615384,0.7663551401869159,3.319962635141272,0.4717223113648811,0.6780947520385815
student-mat,midterm,sequence_cnn_bilstm_only,default,0.15,0.0001,True,low_threshold_tuned,0.2,0.8859384968102073,0.740506329113924,0.7623385386543281,0.7610263299918473,0.745538562314878,0.9615384615384616,0.78125,3.698699737317892,0.34431683951489545,0.6780947520385815
student-mat,midterm,sequence_cnn_bilstm_only,default,0.15,0.0001,True,low_f1_tuned,0.2,0.7819955385623149,0.740506329113924,0.7623385386543281,0.7610263299918473,0.745538562314878,0.9615384615384616,0.78125,3.698699737317892,0.34431683951489545,0.6780947520385815
student-mat,midterm,sequence_cnn_bilstm_only,default,0.15,0.0001,True,low_recall_priority,0.1,0.935363247863248,0.6613924050632911,0.7224916387959865,0.7100356540011713,0.6753075628075629,0.9903846153846154,0.7152777777777778,4.20329888527896,0.15320863173991706,0.6780947520385815
student-mat,midterm,context_mlp_only,default,0.15,0.0001,True,argmax,,0.4059967246957825,0.5284810126582279,0.49937584643467,0.421589904348525,0.4059967246957825,0.4230769230769231,0.4656084656084656,5.085892003213835,-0.2397386613497856,0.5339126275687278
student-mat,midterm,context_mlp_only,default,0.15,0.0001,True,low_threshold_tuned,0.05,0.7077777777777778,0.3291139240506329,0.10970464135021096,0.3333333333333333,0.16507936507936508,1.0,0.49523809523809526,7.453017399310857,-1.662319342122378,0.5339126275687278
student-mat,midterm,context_mlp_only,default,0.15,0.0001,True,low_f1_tuned,0.35,0.5271582800292242,0.5,0.4837072291783222,0.42650452995280586,0.4093088358084333,0.6153846153846154,0.5267489711934157,5.485668900976365,-0.4422981942731854,0.5339126275687278
student-mat,midterm,context_mlp_only,default,0.15,0.0001,True,low_recall_priority,0.05,0.8990476190476191,0.3291139240506329,0.10970464135021096,0.3333333333333333,0.16507936507936508,1.0,0.49523809523809526,7.453017399310857,-1.662319342122378,0.5339126275687278
student-mat,midterm,context_mlp_v2,dropout0.1_wd0.0001_fs1,0.1,0.0001,True,argmax,,0.4438098398231265,0.4873417721518987,0.4572866984631691,0.43944561185940495,0.4438098398231265,0.38461538461538464,0.43478260869565216,5.377299331566528,-0.38587577102533466,0.6235234689297555
student-mat,midterm,context_mlp_v2,dropout0.1_wd0.0001_fs1,0.1,0.0001,True,low_threshold_tuned,0.05,0.7203087751127975,0.3639240506329114,0.4553825451749327,0.37193410038237623,0.25445364317942126,0.9711538461538461,0.5139949109414759,7.136552371196855,-1.4410281713734148,0.6235234689297555
