dataset,scenario,variant,config_id,dropout,weight_decay,use_feature_selection,prediction_mode,threshold_low,selection_score,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence
student-mat,midterm,context_mlp_v2,dropout0.1_wd0.0001_fs1,0.1,0.0001,True,low_f1_tuned,0.175,0.5186630332049527,0.4240506329113924,0.4280833266024227,0.4249514852963128,0.39060795578330043,0.75,0.5182724252491694,6.3657633507675015,-0.9422129981036051,0.6235234689297555
student-mat,midterm,context_mlp_v2,dropout0.1_wd0.0001_fs1,0.1,0.0001,True,low_recall_priority,0.05,0.8797220591113721,0.3639240506329114,0.4553825451749327,0.37193410038237623,0.25445364317942126,0.9711538461538461,0.5139949109414759,7.136552371196855,-1.4410281713734148,0.6235234689297555
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,argmax,,0.4700142354888657,0.5158227848101266,0.4882877127459171,0.46459000769345593,0.4700142354888657,0.40384615384615385,0.4666666666666667,5.245326430937221,-0.3186845519425445,0.5856239877735512
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,low_threshold_tuned,0.075,0.7137992096178305,0.3575949367088608,0.41716360083552323,0.360439847508813,0.23585488462237295,0.9711538461538461,0.5113924050632911,7.169732442088703,-1.463779148489484,0.5856239877735512
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,low_f1_tuned,0.27499999999999997,0.5259438608776844,0.4810126582278481,0.4648279809484233,0.4632135106273037,0.45366479925303455,0.6442307692307693,0.5254901960784314,5.92763587685745,-0.6840652444266104,0.5856239877735512
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.0001_fs1,0.25,0.0001,True,low_recall_priority,0.05,0.8913461538461539,0.3291139240506329,0.22115384615384615,0.33229270729270727,0.16931038706516413,0.9903846153846154,0.4951923076923077,7.426166106274131,-1.6431706030496867,0.5856239877735512
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,argmax,,0.4069518077312803,0.4651898734177215,0.4114672364672365,0.4091612410577928,0.4069518077312803,0.5096153846153846,0.4796380090497738,5.731947445588396,-0.5747088810887062,0.601778157715556
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_threshold_tuned,0.05,0.700353604843148,0.3291139240506329,0.3596774193548387,0.3348347055243606,0.17958172812328013,0.9807692307692307,0.4927536231884058,7.370077202762773,-1.6033943113917597,0.601778157715556
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_f1_tuned,0.15,0.5099952376791107,0.3860759493670886,0.4235583554649703,0.37771998116825706,0.29994682038488324,0.8846153846153846,0.5096952908587258,6.817814527890068,-1.2278515157958498,0.601778157715556
student-mat,midterm,context_mlp_v2,dropout0.25_wd0.001_fs0,0.25,0.001,False,low_recall_priority,0.05,0.8831661092530658,0.3291139240506329,0.3596774193548387,0.3348347055243606,0.17958172812328013,0.9807692307692307,0.4927536231884058,7.370077202762773,-1.6033943113917597,0.601778157715556
student-mat,midterm,fusion_cnn_bilstm_context,default,0.15,0.0001,True,argmax,,0.7613281825129179,0.759493670886076,0.7751578108720967,0.751699449975312,0.7613281825129179,0.7884615384615384,0.7627906976744186,3.4304804623451286,0.4359653589974595,0.7521234039641633
student-mat,midterm,fusion_cnn_bilstm_context,default,0.15,0.0001,True,low_threshold_tuned,0.2,0.8876658403754594,0.7246835443037974,0.7616062011350889,0.7476618209376831,0.7326166867870271,0.9711538461538461,0.7622641509433963,3.8560941411376946,0.2873256418391429,0.7521234039641633
