dataset,scenario,variant,fold,status,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence,regression_head_rmse,regression_head_r2
student-mat,midterm,context_mlp_only,1,evaluated,0.4873417721518987,0.4656938044034818,0.4496136047860186,0.45046011391114016,0.34615384615384615,0.41379310344827586,5.632747828659279,-0.3191490070416436,0.638210654258728,11.255509822856512,-4.267245731813104
student-mat,midterm,context_mlp_only,2,evaluated,0.4810126582278481,0.44118474118474116,0.424948614603787,0.42921395362268616,0.4230769230769231,0.4536082474226804,5.188839044806786,-0.5240362703816825,0.6405702233314514,11.1002382864394,-5.974603250078367
student-mat,midterm,sequence_cnn_bilstm_only,1,evaluated,0.740506329113924,0.7804964539007093,0.7214825404480577,0.7421999305985317,0.5961538461538461,0.6739130434782609,3.497286470712379,0.4914710839601085,0.7592911720275879,11.381518497502627,-4.3858425657126885
student-mat,midterm,sequence_cnn_bilstm_only,2,evaluated,0.7341772151898734,0.7987392807528803,0.6723190602500947,0.7035821999735393,0.7115384615384616,0.7474747474747475,3.2869130606626076,0.38845089009366895,0.7286673188209534,11.328282778458613,-6.264120955810576
student-mat,midterm,fusion_cnn_bilstm_context,1,evaluated,0.7215189873417721,0.7233558254610886,0.7149775511844476,0.7179096615600721,0.7884615384615384,0.7522935779816514,3.810378897402744,0.39634394132185713,0.8161696195602417,11.523458947405967,-4.521015357367934
student-mat,midterm,fusion_cnn_bilstm_context,2,evaluated,0.740506329113924,0.7544447422496203,0.7133957996026963,0.7279988828375924,0.6538461538461539,0.7311827956989247,3.3061124824838375,0.3812856984134543,0.8116528391838074,11.539575508066514,-6.5376257542261795
