dataset,scenario,candidate_id,variant,model_family,cnn_kernel_size,cnn_channels,lstm_hidden_dim,pooling,loss_name,imbalance_strategy,dropout,context_hidden_dim,ordinal_weight,prediction_mode,threshold_low,selection_score,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence
student-mat,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_recall_priority,0.22499999999999998,0.952618976354385,0.75,0.7688955924250042,0.8136332058745852,0.7550433780792978,0.9903846153846154,0.8015564202334631,3.5580626928965544,0.39323144031444346,0.6023112637332723
student-mat,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,balanced_low_macro,0.22499999999999998,0.8255069479441686,0.75,0.7688955924250042,0.8136332058745852,0.7550433780792978,0.9903846153846154,0.8015564202334631,3.5580626928965544,0.39323144031444346,0.6023112637332723
student-mat,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,argmax,,0.0,0.8765822784810127,0.8811557242765297,0.8800997852721991,0.8801475251564325,0.9038461538461539,0.8744186046511628,2.910587395585601,0.5939708950685577,0.737316548635688
student-mat,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_f1_tuned,0.42499999999999993,0.8787084715536728,0.8765822784810127,0.8806240056240057,0.8832216633940773,0.8804172550302581,0.9326923076923077,0.8778280542986425,2.985725533605746,0.5727366497602269,0.737316548635688
student-mat,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_recall_priority,0.25,0.9644268774703558,0.819620253164557,0.8485459332774768,0.8515450067174205,0.8339256299448001,1.0,0.8221343873517787,3.3161476811260946,0.4729356968110714,0.737316548635688
student-mat,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,balanced_low_macro,0.42499999999999993,0.8928387180128666,0.8765822784810127,0.8806240056240057,0.8832216633940773,0.8804172550302581,0.9326923076923077,0.8778280542986425,2.985725533605746,0.5727366497602269,0.737316548635688
student-mat,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,argmax,,0.0,0.7848101265822784,0.7800273597811217,0.8394048480255377,0.7862644999849936,0.9423076923076923,0.8412017167381974,3.217707140264062,0.5037632708033447,0.7364754929572721
student-mat,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_f1_tuned,0.575,0.8617902539597135,0.8037974683544303,0.7920868347338935,0.8503106089312986,0.8037068745116893,0.9230769230769231,0.8609865470852018,3.1551394681204092,0.5228740915808425,0.7364754929572721
student-mat,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_recall_priority,0.27499999999999997,0.9612403100775194,0.7436708860759493,0.7693913929208046,0.8175100761307658,0.7462563276516766,1.0,0.8062015503875969,3.501242998085904,0.4124560159775217,0.7364754929572721
student-mat,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,balanced_low_macro,0.575,0.8478693047963759,0.8037974683544303,0.7920868347338935,0.8503106089312986,0.8037068745116893,0.9230769230769231,0.8609865470852018,3.1551394681204092,0.5228740915808425,0.7364754929572721
student-mat,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,argmax,,0.0,0.6867088607594937,0.7068857589984351,0.7697632826943172,0.6810712625356977,0.9519230769230769,0.8284518828451883,3.562951059608391,0.39156303532593173,0.8437728875234157
student-mat,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_f1_tuned,0.15,0.829132954107724,0.6867088607594937,0.7068857589984351,0.7697632826943172,0.6810712625356977,0.9519230769230769,0.8284518828451883,3.562951059608391,0.39156303532593173,0.8437728875234157
student-mat,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_recall_priority,0.1,0.9600000000000001,0.6518987341772152,0.7022222222222222,0.7511568890879236,0.6385154061624649,1.0,0.8,3.797692503933195,0.30874947862344115,0.8437728875234157
student-mat,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,balanced_low_macro,0.15,0.7856293712099152,0.6867088607594937,0.7068857589984351,0.7697632826943172,0.6810712625356977,0.9519230769230769,0.8284518828451883,3.562951059608391,0.39156303532593173,0.8437728875234157
student-mat,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,argmax,,0.0,0.7816455696202531,0.7784557891650588,0.8408229701333149,0.7825368391870855,0.9423076923076923,0.8448275862068966,3.25,0.49375284087227445,0.7106948599596566
student-mat,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_f1_tuned,0.5499999999999999,0.8516657553184425,0.7879746835443038,0.7816791999352516,0.8441113484216932,0.7885623359863434,0.9326923076923077,0.8508771929824561,3.2636034677847596,0.48950599181060817,0.7106948599596566
student-mat,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_recall_priority,0.2,0.9569811320754718,0.7151898734177216,0.7570868853233289,0.8016121809225257,0.7171083184560274,1.0,0.7849056603773585,3.696453140888548,0.34511312371395786,0.7106948599596566
student-mat,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,balanced_low_macro,0.5499999999999999,0.8401735431618627,0.7879746835443038,0.7816791999352516,0.8441113484216932,0.7885623359863434,0.9326923076923077,0.8508771929824561,3.2636034677847596,0.48950599181060817,0.7106948599596566
student-mat,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.8734177215189873,0.868154943770838,0.8892630358147599,0.8760950605778192,0.9423076923076923,0.8828828828828829,2.9828093969836855,0.5735708522544827,0.846856683115416
student-mat,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.475,0.8837589779434607,0.8734177215189873,0.868154943770838,0.8892630358147599,0.8760950605778192,0.9423076923076923,0.8828828828828829,2.9828093969836855,0.5735708522544827,0.846856683115416
student-mat,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.175,0.9644268774703558,0.8132911392405063,0.8350687464131933,0.854381250932975,0.8258894976286281,1.0,0.8221343873517787,3.3135223523837642,0.4737698993053272,0.846856683115416
student-mat,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.44999999999999996,0.8947268009768009,0.870253164556962,0.8659441859781419,0.8881391596908839,0.8734920634920634,0.9519230769230769,0.88,3.0197137092903277,0.5629537296003172,0.846856683115416
student-mat,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.7341772151898734,0.7241173235455873,0.7804968020485261,0.7386151166986082,0.8173076923076923,0.783410138248848,3.44750414214785,0.4303534513088292,0.6081470331247849
student-mat,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.3,0.8007212900591958,0.7215189873417721,0.7439431913116122,0.7916106881624123,0.7212900591957543,1.0,0.8,3.692277263749983,0.3465919372265023,0.6081470331247849
student-mat,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.3,0.9600000000000001,0.7215189873417721,0.7439431913116122,0.7916106881624123,0.7212900591957543,1.0,0.8,3.692277263749983,0.3465919372265023,0.6081470331247849
student-mat,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.3,0.8106450295978771,0.7215189873417721,0.7439431913116122,0.7916106881624123,0.7212900591957543,1.0,0.8,3.692277263749983,0.3465919372265023,0.6081470331247849
student-por,late,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.626204238921002,0.6423220973782772,0.7871827773025378,0.6300788134004831,0.95,0.5891472868217055,3.688758112994802,-0.3510363954846243,0.6837382658827971
student-por,late,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.575,0.612893433150473,0.6473988439306358,0.6506986027944112,0.7949921585400627,0.6485351912892137,0.9375,0.6122448979591837,3.6111580452461043,-0.29479104002264767,0.6837382658827971
student-por,late,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.075,0.8912820512820513,0.5414258188824663,0.6219129512913446,0.7527765896777873,0.5566528377471976,0.9875,0.5064102564102564,4.146347372301543,-0.7070178416610637,0.6837382658827971
student-por,late,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.575,0.7117038201344028,0.6473988439306358,0.6506986027944112,0.7949921585400627,0.6485351912892137,0.9375,0.6122448979591837,3.6111580452461043,-0.29479104002264767,0.6837382658827971
student-por,late,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.6473988439306358,0.6552643937259321,0.7938076228495389,0.6540042094714064,0.95,0.6909090909090909,3.3254000005678255,-0.09798012358894503,0.7157779332530292
student-por,late,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.65,0.7218272302041719,0.6666666666666666,0.6689597858019819,0.800619000095048,0.6733840503257978,0.9375,0.7211538461538461,3.2474237603057095,-0.04709146864715663,0.7157779332530292
student-por,late,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.49999999999999994,0.9020560747663552,0.6589595375722543,0.6639753612887942,0.7997956468016348,0.6658201135919954,0.95,0.7102803738317757,3.259859802888677,-0.05512651942743907,0.7157779332530292
student-por,late,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.65,0.7513554867013604,0.6666666666666666,0.6689597858019819,0.800619000095048,0.6733840503257978,0.9375,0.7211538461538461,3.2474237603057095,-0.04709146864715663,0.7157779332530292
student-por,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,argmax,,0.0,0.7996146435452793,0.7707273116494598,0.8197747362418021,0.7815868342184132,0.75,0.7692307692307693,2.5483758853786056,0.3551871748823384,0.7127246223318324
student-por,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_f1_tuned,0.475,0.7806596168414615,0.8015414258188824,0.7712318178346903,0.8271100655831195,0.7854030049833973,0.775,0.779874213836478,2.558939146763767,0.3498304743621501,0.7127246223318324
student-por,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_recall_priority,0.15,0.906829268292683,0.697495183044316,0.6827760056790307,0.8239164528086684,0.6939764323169976,0.975,0.6341463414634146,3.360916702180831,-0.12155917141441663,0.7127246223318324
student-por,late,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,balanced_low_macro,0.32499999999999996,0.7988477954882987,0.7842003853564548,0.7417314478430147,0.846645993726832,0.7722251608690706,0.8875,0.7634408602150538,2.7811989208576176,0.2319830629180084,0.7127246223318324
student-por,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,argmax,,0.0,0.8631984585741811,0.8265543522952233,0.8883637486930901,0.8456341209853062,0.925,0.736318407960199,2.7243284159438406,0.26307105700838673,0.7166630211707944
student-por,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_f1_tuned,0.65,0.7730203174989567,0.8959537572254336,0.8728608541902044,0.8641372017869023,0.8684187647795243,0.7625,0.7721518987341772,2.311902685446546,0.4693040270356347,0.7166630211707944
student-por,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_recall_priority,0.22499999999999998,0.9020567375886526,0.7283236994219653,0.7555634113452175,0.8343467826252257,0.7394235912833521,0.9875,0.5602836879432624,3.5800776086570676,-0.27259899501043905,0.7166630211707944
student-por,late,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,balanced_low_macro,0.525,0.8455481576032433,0.8709055876685935,0.8337656746267975,0.8923557646611538,0.8529617974399892,0.925,0.751269035532995,2.6693146775500636,0.29253290986942215,0.7166630211707944
student-por,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,argmax,,0.0,0.6724470134874759,0.6659187941549299,0.8079662104362703,0.6704326827305792,0.9375,0.6147540983606558,3.422342435476722,-0.16293011739622765,0.7414282737784303
student-por,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_f1_tuned,0.85,0.7507638797776139,0.7822736030828517,0.7731176007385686,0.7983105218135158,0.7638797776139361,0.675,0.75,2.426074638235398,0.4155935387841042,0.7414282737784303
student-por,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_recall_priority,0.32499999999999996,0.8989655172413793,0.5992292870905588,0.6443931799194957,0.7827167094382664,0.6091838053021924,0.9875,0.5448275862068965,3.8489670310572555,-0.4709403973070525,0.7414282737784303
student-por,late,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,balanced_low_macro,0.75,0.7737773938692065,0.7649325626204239,0.7302464536071094,0.8305211006558313,0.7545031117607595,0.8375,0.7486033519553073,2.7295394037190084,0.26024922369864467,0.7414282737784303
student-por,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,argmax,,0.0,0.5780346820809249,0.6206291876046901,0.7642168044862655,0.5865208922484464,0.975,0.5735294117647058,3.749116787449344,-0.39561179624190523,0.7978233015146788
student-por,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_f1_tuned,0.7,0.7109633552789234,0.6801541425818882,0.6737632150481181,0.8107736907138104,0.6829814471477039,0.95,0.7102803738317757,3.1850445319524545,-0.007251008528256442,0.7978233015146788
student-por,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_recall_priority,0.7,0.9020560747663552,0.6801541425818882,0.6737632150481181,0.8107736907138104,0.6829814471477039,0.95,0.7102803738317757,3.1850445319524545,-0.007251008528256442,0.7978233015146788
student-por,late,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,balanced_low_macro,0.7,0.7565608170317959,0.6801541425818882,0.6737632150481181,0.8107736907138104,0.6829814471477039,0.95,0.7102803738317757,3.1850445319524545,-0.007251008528256442,0.7978233015146788
student-por,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,argmax,,0.0,0.7148362235067437,0.6907747803958114,0.8309143617526851,0.7098364279027575,0.95,0.6816143497757847,3.1908618317450053,-0.010933740135885994,0.6889772610397927
student-por,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_f1_tuned,0.725,0.7806466211311738,0.7842003853564548,0.7608543765933092,0.8224812280201502,0.7724072946957913,0.775,0.779874213836478,2.6043723425522805,0.3265383926359744,0.6889772610397927
student-por,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_recall_priority,0.39999999999999997,0.9038095238095238,0.6685934489402697,0.6683488027013066,0.8132995912936033,0.6685946164854354,0.975,0.6190476190476191,3.4468857240420676,-0.17966980652181608,0.6889772610397927
student-por,late,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,balanced_low_macro,0.625,0.7881507055484366,0.7707129094412332,0.7364117601063415,0.8376758387985933,0.7617180777635398,0.8625,0.7666666666666667,2.755359115172566,0.24618788483315046,0.6889772610397927
student-por,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.8689788053949904,0.8248857623857623,0.8735303203117576,0.8455645218099681,0.8375,0.7486033519553073,2.5195765310769502,0.36967896289677626,0.8516387075817424
student-por,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.65,0.762757907299329,0.8786127167630058,0.8393696820420958,0.8690143522478854,0.8531453945671205,0.8,0.7619047619047619,2.404535694789007,0.425924318358753,0.8516387075817424
student-por,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.1,0.9024555160142349,0.720616570327553,0.7400904343285882,0.8347079650223362,0.7298733766647897,0.9875,0.5622775800711743,3.5770489769403038,-0.27044674926572054,0.8516387075817424
student-por,late,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.35,0.8208259494500483,0.8400770712909441,0.7980057390339649,0.8807408991540728,0.8233826681308658,0.925,0.7115384615384616,2.8129722896110194,0.21433464781131673,0.8516387075817424
student-por,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.8323699421965318,0.7808152493678598,0.8577369071381048,0.8107108698698151,0.85,0.7431693989071039,2.648480860238945,0.3035332770090945,0.8304753084173552
student-por,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.75,0.7589929180384588,0.8516377649325626,0.8172737694888553,0.8360303203117573,0.8229833979359596,0.725,0.7581699346405228,2.3632135790145026,0.44548584079408327,0.8304753084173552
student-por,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.2,0.9164000000000001,0.7475915221579962,0.7267600768284762,0.8486800209105599,0.7421342631162126,0.9875,0.632,3.280848849228447,-0.06875740914398953,0.8304753084173552
student-por,late,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.475,0.8078542368172821,0.8323699421965318,0.7808047249907716,0.8609055698127555,0.8114855006615912,0.8625,0.745945945945946,2.668773252708779,0.29281987596871795,0.8304753084173552
student-por,midterm,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.48940269749518306,0.5909996304508499,0.7175090295599279,0.5081471199976658,0.9375,0.6147540983606558,4.1114061933017325,-0.6783690594146998,0.6232482476271186
student-por,midterm,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.475,0.6221504287000665,0.5086705202312138,0.5854180579615542,0.7084770934321832,0.5288070784449346,0.8625,0.6216216216216216,3.9712356904924735,-0.5658783484907464,0.6232482476271186
student-por,midterm,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.1,0.8898876404494382,0.35260115606936415,0.23790779507365659,0.6603174603174603,0.3471307417452323,1.0,0.449438202247191,4.92349954648118,-1.4068803301603028,0.6232482476271186
student-por,midterm,seq_k1_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,1,16,32,last,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.39999999999999997,0.6421370845889969,0.48940269749518306,0.5909996304508499,0.7175090295599279,0.5081471199976658,0.9375,0.6147540983606558,4.1114061933017325,-0.6783690594146998,0.6232482476271186
