dataset,scenario,candidate_id,variant,model_family,cnn_kernel_size,cnn_channels,lstm_hidden_dim,pooling,loss_name,imbalance_strategy,dropout,context_hidden_dim,ordinal_weight,prediction_mode,threshold_low,selection_score,accuracy,macro_precision,macro_recall,macro_f1,recall_low,f1_low,rmse,r2,mean_confidence
student-por,midterm,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.48940269749518306,0.5909996304508499,0.7175090295599279,0.5081471199976658,0.9375,0.6147540983606558,4.1114061933017325,-0.6783690594146998,0.5790585120404157
student-por,midterm,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.475,0.68956620808957,0.5452793834296724,0.622252045224745,0.7369451573044388,0.5709927785651616,0.9,0.6889952153110048,3.7905165102210265,-0.4266041349658516,0.5790585120404157
student-por,midterm,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.2,0.8890909090909092,0.42196531791907516,0.5768356018023877,0.6920848778633211,0.4305825658966576,0.975,0.5454545454545454,4.469765697996973,-0.9837009890654305,0.5790585120404157
student-por,midterm,seq_k1_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.475,0.682745193110332,0.5452793834296724,0.622252045224745,0.7369451573044388,0.5709927785651616,0.9,0.6889952153110048,3.7905165102210265,-0.4266041349658516,0.5790585120404157
student-por,midterm,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,argmax,,0.0,0.7996146435452793,0.759987536370733,0.7754431612964546,0.7661235919977826,0.7125,0.7261146496815286,2.5701150420710293,0.3441389800594501,0.6280580276698735
student-por,midterm,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_f1_tuned,0.475,0.7268807732735264,0.7996146435452793,0.759987536370733,0.7754431612964546,0.7661235919977826,0.7125,0.7261146496815286,2.5701150420710293,0.3441389800594501,0.6280580276698735
student-por,midterm,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_recall_priority,0.1,0.8875308641975309,0.5645472061657033,0.6201025036608451,0.723397253112822,0.5856398445662533,0.9875,0.4876543209876543,4.298193822395025,-0.8343351343819667,0.6280580276698735
student-por,midterm,seq_k2_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,balanced_low_macro,0.3,0.765743874289294,0.7572254335260116,0.7088423684095724,0.8010170135918638,0.7369901409230857,0.9,0.6889952153110048,3.0456545373193005,0.07898230431013131,0.6280580276698735
student-por,midterm,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,argmax,,0.0,0.8208092485549133,0.7847758436690073,0.7967267845261857,0.7870648324083529,0.7875,0.7039106145251397,2.7035621973450685,0.2742627348809229,0.6096359940392893
student-por,midterm,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_f1_tuned,0.525,0.72691550693275,0.8400770712909441,0.8164403199064444,0.7876948483984413,0.8008572512214184,0.7125,0.7261146496815286,2.4852164046687526,0.38675344580487636,0.6096359940392893
student-por,midterm,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_recall_priority,0.1,0.88937106918239,0.6184971098265896,0.682805471765462,0.7426349681589203,0.6397854055628942,0.9875,0.4968553459119497,4.148379909878787,-0.7086918105736226,0.6096359940392893
student-por,midterm,seq_k2_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,2,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,balanced_low_macro,0.37499999999999994,0.7840108834332706,0.7976878612716763,0.7643745953323348,0.8132687006938504,0.7735241592110388,0.9,0.6889952153110048,2.9743605714923933,0.12159677005555758,0.6096359940392893
student-por,midterm,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,argmax,,0.0,0.6011560693641619,0.6379935455855229,0.7637106738903147,0.61686526931536,0.9,0.6889952153110048,3.5058442810989288,-0.22037116493860354,0.6643156469557326
student-por,midterm,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_f1_tuned,0.725,0.726771641928266,0.6435452793834296,0.6794999707711414,0.7381368215949055,0.6569922467374161,0.7125,0.7261146496815286,3.1016808172505748,0.044785510810715135,0.6643156469557326
student-por,midterm,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_recall_priority,0.1,0.8898876404494382,0.35260115606936415,0.23790779507365659,0.6603174603174603,0.3471307417452323,1.0,0.449438202247191,4.92349954648118,-1.4068803301603028,0.6643156469557326
student-por,midterm,seq_k2_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,balanced_low_macro,0.44999999999999996,0.7056814384854312,0.6011560693641619,0.6379935455855229,0.7637106738903147,0.61686526931536,0.9,0.6889952153110048,3.5058442810989288,-0.22037116493860354,0.6643156469557326
student-por,midterm,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,argmax,,0.0,0.47784200385356457,0.5865506488663627,0.7188503944491967,0.4896972455866277,0.975,0.5454545454545454,4.231044091479814,-0.7774680190381824,0.8201647190689352
student-por,midterm,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_f1_tuned,0.39999999999999997,0.5459442427001321,0.47784200385356457,0.5865506488663627,0.7188503944491967,0.4896972455866277,0.975,0.5454545454545454,4.231044091479814,-0.7774680190381824,0.8201647190689352
student-por,midterm,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_recall_priority,0.05,0.8898876404494382,0.35260115606936415,0.23790779507365659,0.6603174603174603,0.3471307417452323,1.0,0.449438202247191,4.92349954648118,-1.4068803301603028,0.8201647190689352
student-por,midterm,seq_k1_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,1,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,balanced_low_macro,0.39999999999999997,0.6249622591569501,0.47784200385356457,0.5865506488663627,0.7188503944491967,0.4896972455866277,0.975,0.5454545454545454,4.231044091479814,-0.7774680190381824,0.8201647190689352
student-por,midterm,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,argmax,,0.0,0.7052023121387283,0.678178507003303,0.8067198935462407,0.6994673718090997,0.9,0.6889952153110048,3.1659313617454243,0.004801567642167104,0.6718281211191519
student-por,midterm,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_f1_tuned,0.7,0.7268469246845252,0.7475915221579962,0.7245591109048849,0.7811460412508318,0.7322750029966024,0.7125,0.7261146496815286,2.711568025344259,0.2699582433914859,0.6718281211191519
student-por,midterm,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_recall_priority,0.1,0.8898876404494382,0.45664739884393063,0.586405368661107,0.7033266799733866,0.4786871531259717,1.0,0.449438202247191,4.687539338306353,-1.1817075975795324,0.6718281211191519
student-por,midterm,seq_k2_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,2,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,balanced_low_macro,0.42499999999999993,0.7469824897323011,0.7052023121387283,0.678178507003303,0.8067198935462407,0.6994673718090997,0.9,0.6889952153110048,3.1659313617454243,0.004801567642167104,0.6718281211191519
student-por,midterm,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.8285163776493256,0.787565023830008,0.8100026138199791,0.7964673000218511,0.7125,0.7261146496815286,2.510670868133154,0.3741269374358611,0.7628243297970134
student-por,midterm,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.32499999999999996,0.7269111169815504,0.8285163776493256,0.787565023830008,0.8100026138199791,0.7964673000218511,0.7125,0.7261146496815286,2.510670868133154,0.3741269374358611,0.7628243297970134
student-por,midterm,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.05,0.8890909090909092,0.6628131021194605,0.6800575638642155,0.7907161866742705,0.6707070707070706,0.975,0.5454545454545454,3.8190022807061186,-0.44812659241303665,0.7628243297970134
student-por,midterm,seq_k2_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,2,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.1,0.7811965316995632,0.7861271676300579,0.7382980839549509,0.8355764661153883,0.7678954557436238,0.9,0.6889952153110048,2.9956616029362126,0.10897026168654234,0.7628243297970134
student-por,midterm,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.8073217726396917,0.7563871927079474,0.8178440737572474,0.780665458084813,0.8125,0.6989247311827957,2.77911977858781,0.23313092731519158,0.7591929388643459
student-por,midterm,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.39999999999999997,0.7097790095860271,0.8092485549132948,0.7587955168504376,0.8251794030985647,0.7843005913181352,0.8375,0.708994708994709,2.7936412796258017,0.22509587653490926,0.7591929388643459
student-por,midterm,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.075,0.9081081081081082,0.6551059730250481,0.6834696565879361,0.7865316985077464,0.6666782166782168,1.0,0.5405405405405406,3.8946878500003397,-0.506093744470788,0.7591929388643459
student-por,midterm,gated_k2_c32_h64_attn_cw,gated_fusion_v28,fusion,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.39999999999999997,0.7787739729077449,0.8092485549132948,0.7587955168504376,0.8251794030985647,0.7843005913181352,0.8375,0.708994708994709,2.7936412796258017,0.22509587653490926,0.7591929388643459
xapi,xapi,seq_k2_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,2,16,32,last,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.5963541666666666,0.6086950287492293,0.6520765904058484,0.5977029600842126,0.8910891089108911,0.7468879668049793,4.305852364321533,0.15050213781445743,0.6490990375944724
xapi,xapi,seq_k2_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,2,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.625,0.7789125655165661,0.6223958333333334,0.636008230452675,0.666488682502632,0.6320225301407056,0.8514851485148515,0.7782805429864253,4.0753003468047195,0.23903748632793065,0.6490990375944724
xapi,xapi,seq_k2_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,2,16,32,last,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.075,0.9002882566737687,0.4973958333333333,0.5692791667379685,0.5829914975303198,0.45435472753923417,0.9702970297029703,0.620253164556962,5.477285006430345,-0.37459480958536373,0.6490990375944724
xapi,xapi,seq_k2_c16_h32_last_cw,sequence_cnn_bilstm_v28,sequence,2,16,32,last,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.625,0.723452687945672,0.6223958333333334,0.636008230452675,0.666488682502632,0.6320225301407056,0.8514851485148515,0.7782805429864253,4.0753003468047195,0.23903748632793065,0.6490990375944724
xapi,xapi,seq_k2_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.6276041666666666,0.6329967403320076,0.6577078449047022,0.6380171457313798,0.7920792079207921,0.7441860465116279,4.05760923553924,0.24562990951576003,0.6585102657942722
xapi,xapi,seq_k2_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.35,0.7637964818447792,0.6302083333333334,0.634124888787135,0.668975835609098,0.6385871079370341,0.8613861386138614,0.7631578947368421,4.041854591850957,0.251476583474197,0.6585102657942722
xapi,xapi,seq_k2_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.05,0.9000324032403241,0.5703125,0.5843185807159045,0.6355624350974493,0.5617188970760164,0.9504950495049505,0.6981818181818182,4.608712876172696,0.02679725564283575,0.6585102657942722
xapi,xapi,seq_k2_c32_h64_attn_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.35,0.7254295623061929,0.6302083333333334,0.634124888787135,0.668975835609098,0.6385871079370341,0.8613861386138614,0.7631578947368421,4.041854591850957,0.251476583474197,0.6585102657942722
xapi,xapi,seq_k3_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,argmax,,0.0,0.6276041666666666,0.6326701249829592,0.6647239155556789,0.6383185511092487,0.8514851485148515,0.7747747747747747,3.957456043133434,0.2824102615093963,0.5790337539122751
xapi,xapi,seq_k3_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_f1_tuned,0.49999999999999994,0.7836674537709182,0.6354166666666666,0.6440059245291804,0.6666572449832961,0.6485858463898403,0.8217821782178217,0.7830188679245284,3.866590336890286,0.3149845878492591,0.5790337539122751
xapi,xapi,seq_k3_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,low_recall_priority,0.15,0.9014948553678898,0.5989583333333334,0.6055523395639675,0.6549791540972846,0.59890560875513,0.9405940594059405,0.7450980392156863,4.286910795277488,0.1579596301083821,0.5790337539122751
xapi,xapi,seq_k3_c32_h64_attn_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,focal_loss_class_weight,0.2,64,0.3,balanced_low_macro,0.22499999999999998,0.7340266504176312,0.6197916666666666,0.6235431315732145,0.6667744164637579,0.6260531344320673,0.9108910891089109,0.773109243697479,4.0462817293576245,0.2498359351695335,0.5790337539122751
xapi,xapi,seq_k3_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,3,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,argmax,,0.0,0.6432291666666666,0.6493417631039745,0.686251605540498,0.6508886387884035,0.8811881188118812,0.777292576419214,3.9035407271262503,0.3018295714427761,0.590823577484116
xapi,xapi,seq_k3_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,3,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_f1_tuned,0.39999999999999997,0.7712078368222521,0.6380208333333334,0.6437585531545263,0.6823068323649556,0.645066259481624,0.8811881188118812,0.7705627705627706,3.9360943258091092,0.2901362235259023,0.590823577484116
xapi,xapi,seq_k3_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,3,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,low_recall_priority,0.05,0.9123487348734873,0.5625,0.5880524704054116,0.6342043422654318,0.5471859354774502,0.9702970297029703,0.6805555555555556,4.740739327889691,-0.029760365914288656,0.590823577484116
xapi,xapi,seq_k3_c64_h96_attn_cbf,sequence_cnn_bilstm_v28_focal,sequence,3,64,96,attention,class_balanced_focal_loss,class_balanced_focal_loss,0.2,64,0.3,balanced_low_macro,0.37499999999999994,0.735887251898967,0.6354166666666666,0.6412107054054401,0.6816623892224164,0.6416145647271039,0.8910891089108911,0.7692307692307693,3.9522705763058954,0.2842895495674653,0.590823577484116
xapi,xapi,seq_k3_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,argmax,,0.0,0.5833333333333334,0.5988814483899785,0.6260804529534236,0.5964186550932001,0.7920792079207921,0.7547169811320755,4.20201154706489,0.19098140598588031,0.5824906629665444
xapi,xapi,seq_k3_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_f1_tuned,0.37499999999999994,0.7669565393494618,0.5885416666666666,0.6042785090132873,0.6326811130194302,0.6013991625459347,0.8118811881188119,0.7663551401869159,4.171533615869987,0.20267475390275413,0.5824906629665444
xapi,xapi,seq_k3_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,low_recall_priority,0.05,0.891531741409435,0.4505208333333333,0.44532258897670335,0.5389242287666948,0.3971481500544845,0.9702970297029703,0.5764705882352941,5.901260017290093,-0.5956348811772896,0.5824906629665444
xapi,xapi,seq_k3_c32_h64_last_random_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,last,focal_loss_class_weight,random_oversampling_focal_loss,0.2,64,0.3,balanced_low_macro,0.32499999999999996,0.6999082738587262,0.5833333333333334,0.5955722962676798,0.6340481136248163,0.5918517512378044,0.8514851485148515,0.7644444444444445,4.240875622046309,0.1759471015213283,0.5824906629665444
xapi,xapi,seq_k2_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,argmax,,0.0,0.6223958333333334,0.6294457020185437,0.651859891688328,0.6346973270440252,0.7920792079207921,0.7547169811320755,3.9895697345286076,0.2707169135925225,0.6333114034496248
xapi,xapi,seq_k2_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_f1_tuned,0.32499999999999996,0.773973097899729,0.6302083333333334,0.6344836835850166,0.6670726555682663,0.639764566395664,0.8613861386138614,0.7733333333333333,4.023692851929265,0.25818832653872914,0.6333114034496248
xapi,xapi,seq_k2_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,low_recall_priority,0.05,0.9133005608253133,0.546875,0.5585055774825975,0.6185636626571408,0.5318582136889659,0.9702970297029703,0.6853146853146853,4.750822297244973,-0.03414537138311635,0.6333114034496248
xapi,xapi,seq_k2_c32_h64_attn_smotenc_cw,sequence_cnn_bilstm_v28,sequence,2,32,64,attention,class_weight,smotenc_class_weight,0.2,64,0.3,balanced_low_macro,0.32499999999999996,0.7285621511846307,0.6302083333333334,0.6344836835850166,0.6670726555682663,0.639764566395664,0.8613861386138614,0.7733333333333333,4.023692851929265,0.25818832653872914,0.6333114034496248
xapi,xapi,seq_k3_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,argmax,,0.0,0.6145833333333334,0.6288767139398156,0.6512759186226939,0.6263204264129333,0.7821782178217822,0.7523809523809524,4.122000171842144,0.22149746445261997,0.5916949559468776
xapi,xapi,seq_k3_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_f1_tuned,0.175,0.773724491759502,0.6119791666666666,0.6261923819721634,0.6665667968229397,0.6152480620229377,0.9108910891089109,0.773109243697479,4.176914481208986,0.200616486029631,0.5916949559468776
xapi,xapi,seq_k3_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,low_recall_priority,0.05,0.9086867177283766,0.5130208333333334,0.5553989557521462,0.5952021704817633,0.48102611833881886,0.9801980198019802,0.6226415094339622,5.277519639154995,-0.2761559113055585,0.5916949559468776
xapi,xapi,seq_k3_c32_h64_attn_smotenc_focal,sequence_cnn_bilstm_v28_focal,sequence,3,32,64,attention,focal_loss_class_weight,smotenc_focal_loss,0.2,64,0.3,balanced_low_macro,0.175,0.7286241142130663,0.6119791666666666,0.6261923819721634,0.6665667968229397,0.6152480620229377,0.9108910891089109,0.773109243697479,4.176914481208986,0.200616486029631,0.5916949559468776
xapi,xapi,seq_k3_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,3,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.6197916666666666,0.6390317188260437,0.67042471920814,0.6260958922355453,0.8316831683168316,0.7671232876712328,4.028139950192065,0.25654767823406577,0.7037502394523472
xapi,xapi,seq_k3_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,3,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.2,0.7764802567122358,0.6171875,0.6384882560478913,0.6764199932917614,0.6181877467185476,0.8910891089108911,0.7758620689655172,4.043948024517625,0.2507010042756288,0.7037502394523472
xapi,xapi,seq_k3_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,3,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.1,0.9020815467373509,0.59375,0.6247369004098815,0.6653082312279811,0.5812851302606638,0.9405940594059405,0.7480314960629921,4.299573016591299,0.15297802525604043,0.7037502394523472
xapi,xapi,seq_k3_c64_h64_attn_ordinal,sequence_cnn_bilstm_v28_ordinal,sequence,3,64,64,attention,ordinal_class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.2,0.7258316678283759,0.6171875,0.6384882560478913,0.6764199932917614,0.6181877467185476,0.8910891089108911,0.7758620689655172,4.043948024517625,0.2507010042756288,0.7037502394523472
xapi,xapi,gated_k3_c32_h64_attn_cw,gated_fusion_v28,fusion,3,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,argmax,,0.0,0.7395833333333334,0.7428709755273758,0.7656921562601604,0.7493159290983336,0.900990099009901,0.8504672897196262,3.162071776014369,0.5418713333996221,0.7543042437949529
xapi,xapi,gated_k3_c32_h64_attn_cw,gated_fusion_v28,fusion,3,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_f1_tuned,0.49999999999999994,0.8552121742691564,0.7421875,0.7458495565650011,0.7676645428479315,0.7520803724428223,0.900990099009901,0.8544600938967136,3.1418296818892015,0.547718007358059,0.7543042437949529
xapi,xapi,gated_k3_c32_h64_attn_cw,gated_fusion_v28,fusion,3,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,low_recall_priority,0.075,0.9162376237623763,0.6276041666666666,0.6555529886167933,0.6901751371026235,0.6229268511207798,0.9702970297029703,0.7,4.261397095828237,0.1679526697822411,0.7543042437949529
xapi,xapi,gated_k3_c32_h64_attn_cw,gated_fusion_v28,fusion,3,32,64,attention,class_weight,none_class_weight,0.2,64,0.3,balanced_low_macro,0.49999999999999994,0.8149027344480648,0.7421875,0.7458495565650011,0.7676645428479315,0.7520803724428223,0.900990099009901,0.8544600938967136,3.1418296818892015,0.547718007358059,0.7543042437949529
