control,observed_model_ndcg_at_3,null_mean,null_95_high,replicates,status
label_shuffle_within_stage_course,0.2955851660918294,0.33312626783275257,0.33726752973858043,200,PASS
learner_state_shuffle,0.2955851660918294,0.2922635560058619,0.29285468444375556,200,FAIL
action_identity_shuffle,0.2955851660918294,0.3334480423337499,0.337363268896705,200,PASS
wrong_trajectory_matching,0.2955851660918294,0.3327993169043743,0.3359198016461599,200,PASS
