outer_fold,stage,groups,ndcg_at_3,precision_at_1
2,EARLY_20,5344.0,0.2926690440298686,0.26440868263473055
2,EARLY_35,5149.0,0.27146215354118214,0.2386871237133424
2,MIDDLE_50,4897.0,0.3241318575197242,0.2911986930773943
