run_id,metric_name,dimension,expected,actual,status
final:student_por:cnn_only,recall,Medium,0.8971291866028708,0.8971291866028708,PASS
final:student_por:cnn_only,f1,Medium,0.9036144578313252,0.9036144578313252,PASS
final:student_por:cnn_only,support,Medium,418,418.0,PASS
final:student_por:cnn_only,precision,High,0.8947368421052632,0.8947368421052632,PASS
final:student_por:cnn_only,recall,High,0.9083969465648856,0.9083969465648856,PASS
final:student_por:cnn_only,f1,High,0.9015151515151516,0.9015151515151516,PASS
final:student_por:cnn_only,support,High,131,131.0,PASS
final:student_por:bilstm_only,accuracy,overall,0.8258859784283513,0.8258859784283513,PASS
final:student_por:bilstm_only,balanced_accuracy,overall,0.7985897950984331,0.7985897950984331,PASS
final:student_por:bilstm_only,brier,overall,0.2383822082356904,0.2383822082356904,PASS
final:student_por:bilstm_only,ece,overall,0.08407702673280525,0.08407702673280525,PASS
final:student_por:bilstm_only,macro_f1,overall,0.784278331756525,0.784278331756525,PASS
final:student_por:bilstm_only,macro_precision,overall,0.7724733800585194,0.7724733800585194,PASS
final:student_por:bilstm_only,macro_recall,overall,0.7985897950984331,0.7985897950984331,PASS
final:student_por:bilstm_only,nll,overall,0.3952449079576304,0.3952449079576304,PASS
final:student_por:bilstm_only,pr_auc,overall,0.8648504032238492,0.8648504032238492,PASS
final:student_por:bilstm_only,roc_auc,overall,0.9418131925847665,0.9418131925847665,PASS
final:student_por:bilstm_only,weighted_f1,overall,0.8261780035111856,0.8261780035111856,PASS
final:student_por:bilstm_only,precision,Low,0.6176470588235294,0.6176470588235294,PASS
final:student_por:bilstm_only,recall,Low,0.63,0.63,PASS
final:student_por:bilstm_only,f1,Low,0.6237623762376238,0.6237623762376238,PASS
final:student_por:bilstm_only,support,Low,100,100.0,PASS
final:student_por:bilstm_only,precision,Medium,0.8822055137844611,0.8822055137844611,PASS
final:student_por:bilstm_only,recall,Medium,0.8421052631578947,0.8421052631578947,PASS
final:student_por:bilstm_only,f1,Medium,0.8616891064871481,0.8616891064871481,PASS
final:student_por:bilstm_only,support,Medium,418,418.0,PASS
final:student_por:bilstm_only,precision,High,0.8175675675675675,0.8175675675675675,PASS
final:student_por:bilstm_only,recall,High,0.9236641221374046,0.9236641221374046,PASS
final:student_por:bilstm_only,f1,High,0.8673835125448028,0.8673835125448028,PASS
final:student_por:bilstm_only,support,High,131,131.0,PASS
final:student_por:logistic_regression,accuracy,overall,0.8520801232665639,0.8520801232665639,PASS
final:student_por:logistic_regression,balanced_accuracy,overall,0.8347999074716631,0.8347999074716631,PASS
final:student_por:logistic_regression,brier,overall,0.19454755952276864,0.19454755952276864,PASS
final:student_por:logistic_regression,ece,overall,0.03850104793794873,0.03850104793794873,PASS
final:student_por:logistic_regression,macro_f1,overall,0.8205410888586723,0.8205410888586723,PASS
final:student_por:logistic_regression,macro_precision,overall,0.8080854084753167,0.8080854084753167,PASS
final:student_por:logistic_regression,macro_recall,overall,0.8347999074716631,0.8347999074716631,PASS
final:student_por:logistic_regression,nll,overall,0.3382728186583031,0.3382728186583031,PASS
final:student_por:logistic_regression,pr_auc,overall,0.9124551432006694,0.9124551432006694,PASS
final:student_por:logistic_regression,roc_auc,overall,0.9554898348285826,0.9554898348285826,PASS
final:student_por:logistic_regression,weighted_f1,overall,0.8533718693715998,0.8533718693715998,PASS
final:student_por:logistic_regression,precision,Low,0.6788990825688074,0.6788990825688074,PASS
final:student_por:logistic_regression,recall,Low,0.74,0.74,PASS
final:student_por:logistic_regression,f1,Low,0.7081339712918661,0.7081339712918661,PASS
final:student_por:logistic_regression,support,Low,100,100.0,PASS
final:student_por:logistic_regression,precision,Medium,0.9025,0.9025,PASS
final:student_por:logistic_regression,recall,Medium,0.8636363636363636,0.8636363636363636,PASS
final:student_por:logistic_regression,f1,Medium,0.882640586797066,0.882640586797066,PASS
final:student_por:logistic_regression,support,Medium,418,418.0,PASS
final:student_por:logistic_regression,precision,High,0.8428571428571429,0.8428571428571429,PASS
final:student_por:logistic_regression,recall,High,0.900763358778626,0.900763358778626,PASS
final:student_por:logistic_regression,f1,High,0.8708487084870848,0.8708487084870848,PASS
final:student_por:logistic_regression,support,High,131,131.0,PASS
final:student_por:decision_tree,accuracy,overall,0.8705701078582434,0.8705701078582434,PASS
final:student_por:decision_tree,balanced_accuracy,overall,0.8800411507603151,0.8800411507603151,PASS
final:student_por:decision_tree,brier,overall,0.17774423247386248,0.17774423247386248,PASS
final:student_por:decision_tree,ece,overall,0.03193998946890651,0.03193998946890651,PASS
final:student_por:decision_tree,macro_f1,overall,0.8487179154783511,0.8487179154783511,PASS
final:student_por:decision_tree,macro_precision,overall,0.8283280742268526,0.8283280742268526,PASS
final:student_por:decision_tree,macro_recall,overall,0.8800411507603151,0.8800411507603151,PASS
final:student_por:decision_tree,nll,overall,0.3588855241247473,0.3588855241247473,PASS
final:student_por:decision_tree,pr_auc,overall,0.896623975915532,0.896623975915532,PASS
final:student_por:decision_tree,roc_auc,overall,0.957624566296119,0.957624566296119,PASS
final:student_por:decision_tree,weighted_f1,overall,0.8743118369218834,0.8743118369218834,PASS
final:student_por:decision_tree,precision,Low,0.6515151515151515,0.6515151515151515,PASS
final:student_por:decision_tree,recall,Low,0.86,0.86,PASS
final:student_por:decision_tree,f1,Low,0.7413793103448276,0.7413793103448276,PASS
final:student_por:decision_tree,support,Low,100,100.0,PASS
final:student_por:decision_tree,precision,Medium,0.93717277486911,0.93717277486911,PASS
final:student_por:decision_tree,recall,Medium,0.8564593301435407,0.8564593301435407,PASS
final:student_por:decision_tree,f1,Medium,0.895,0.895,PASS
final:student_por:decision_tree,support,Medium,418,418.0,PASS
final:student_por:decision_tree,precision,High,0.8962962962962963,0.8962962962962963,PASS
final:student_por:decision_tree,recall,High,0.9236641221374046,0.9236641221374046,PASS
final:student_por:decision_tree,f1,High,0.9097744360902256,0.9097744360902256,PASS
final:student_por:decision_tree,support,High,131,131.0,PASS
final:student_por:random_forest,accuracy,overall,0.8921417565485362,0.8921417565485362,PASS
final:student_por:random_forest,balanced_accuracy,overall,0.8835977695800917,0.8835977695800917,PASS
final:student_por:random_forest,brier,overall,0.15686339492643872,0.15686339492643872,PASS
final:student_por:random_forest,ece,overall,0.03060735804952538,0.03060735804952538,PASS
final:student_por:random_forest,macro_f1,overall,0.8692436817866236,0.8692436817866236,PASS
final:student_por:random_forest,macro_precision,overall,0.8567631503320704,0.8567631503320704,PASS
final:student_por:random_forest,macro_recall,overall,0.8835977695800917,0.8835977695800917,PASS
final:student_por:random_forest,nll,overall,0.27220344629968785,0.27220344629968785,PASS
final:student_por:random_forest,pr_auc,overall,0.9308612141761735,0.9308612141761735,PASS
final:student_por:random_forest,roc_auc,overall,0.9689270793446904,0.9689270793446904,PASS
