dataset,stage,fold,seed,strategy,g_temporal_mean,tabular_mass,cnn_mass,bilstm_mass,tabular_norm,temporal_norm,temporal_available_rate,outer_test_used
oulad,35pct,1,42,L1_control,0.7246949076652527,0.2753051221370697,0.2666659355163574,0.4580289423465729,15.72921371459961,5.840719699859619,1.0,False
oulad,50pct,1,42,L1_control,0.7630712985992432,0.23692867159843445,0.2575131058692932,0.5055582523345947,15.914342880249023,6.200422286987305,1.0,False
oulad,75pct,1,42,L1_control,0.7944768667221069,0.20552310347557068,0.24326787889003754,0.5512089729309082,16.009502410888672,6.642638683319092,1.0,False
oulad,100pct,1,42,L1_control,0.8159688711166382,0.18403109908103943,0.21756511926651,0.5984037518501282,16.051244735717773,6.806448459625244,1.0,False
oulad,20pct,2,42,L1_control,0.6654090285301208,0.33459097146987915,0.23493878543376923,0.4304702579975128,15.425137519836426,5.378920555114746,1.0,False
oulad,35pct,2,42,L1_control,0.7176617383956909,0.2823382616043091,0.22359979152679443,0.49406197667121887,15.650708198547363,5.733641624450684,1.0,False
oulad,50pct,2,42,L1_control,0.767154335975647,0.23284566402435303,0.19929558038711548,0.5678587555885315,15.9303560256958,6.070169925689697,1.0,False
oulad,75pct,2,42,L1_control,0.8072022199630737,0.19279778003692627,0.17559951543807983,0.6316027641296387,16.169639587402344,6.481777191162109,1.0,False
oulad,100pct,2,42,L1_control,0.8424074649810791,0.1575925350189209,0.14977040886878967,0.6926370859146118,16.26861572265625,6.623051643371582,1.0,False
uci,S0,0,42,L2_stagenorm,0.0,1.0,0.0,0.0,11.300023078918457,0.0,0.0,False
uci,S1,0,42,L2_stagenorm,0.9540233016014099,0.04597674682736397,0.21323060989379883,0.7407925724983215,15.769323348999023,3.8430397510528564,1.0,False
uci,S2,0,42,L2_stagenorm,0.9572738409042358,0.042726147919893265,0.22014623880386353,0.7371276021003723,15.592705726623535,4.349061012268066,1.0,False
uci,S0,1,42,L2_stagenorm,0.0,1.0,0.0,0.0,11.308566093444824,0.0,0.0,False
uci,S1,1,42,L2_stagenorm,0.9528712034225464,0.04712876304984093,0.26671844720840454,0.6861528158187866,15.602957725524902,3.578843832015991,1.0,False
uci,S2,1,42,L2_stagenorm,0.952443540096283,0.047556471079587936,0.2515735626220703,0.7008699774742126,15.319604873657227,3.9301207065582275,1.0,False
uci,S0,2,42,L2_stagenorm,0.0,1.0,0.0,0.0,11.308953285217285,0.0,0.0,False
uci,S1,2,42,L2_stagenorm,0.9003942012786865,0.09960586577653885,0.3215525448322296,0.5788416266441345,15.506957054138184,3.8698489665985107,1.0,False
uci,S2,2,42,L2_stagenorm,0.8912284970283508,0.1087714433670044,0.299371600151062,0.5918569564819336,15.178099632263184,4.194027900695801,1.0,False
oulad,20pct,0,42,L2_stagenorm,0.6812621355056763,0.31873780488967896,0.2060610055923462,0.47520115971565247,15.653827667236328,5.4152679443359375,1.0,False
oulad,35pct,0,42,L2_stagenorm,0.7252273559570312,0.27477267384529114,0.2267238199710846,0.49850353598594666,15.8180513381958,5.663634300231934,1.0,False
oulad,50pct,0,42,L2_stagenorm,0.7694249153137207,0.23057511448860168,0.23421238362789154,0.535212516784668,15.979519844055176,6.172093868255615,1.0,False
oulad,75pct,0,42,L2_stagenorm,0.8092478513717651,0.19075214862823486,0.23798459768295288,0.5712631940841675,16.113506317138672,6.539167404174805,1.0,False
oulad,100pct,0,42,L2_stagenorm,0.8455256223678589,0.1544743925333023,0.20844990015029907,0.637075662612915,16.164039611816406,6.680540084838867,1.0,False
