dataset,inner_fold,seed,stage,family,pr_auc,risk_f1,risk_recall,accuracy,ece,brier,outer_test_used
oulad,0,1201,20pct,MLP,0.6830887249349628,0.6163380281690141,0.649643705463183,0.6534351145038167,0.28577436620152064,0.30253711109150777,False
oulad,0,1201,35pct,LR,0.8068094675280375,0.7016159338594513,0.8106817194963092,0.7200282087447109,0.06057496156413968,0.16229678965867939,False
oulad,0,1201,35pct,DT,0.7591619847121631,0.6575342465753424,0.7920104211897525,0.6650211565585331,0.0727172672525662,0.18293945105657866,False
oulad,0,1201,35pct,RF,0.799268268890198,0.6985883250667684,0.795049934867564,0.7214386459802539,0.025300325168359394,0.1625718716108352,False
oulad,0,1201,35pct,SVM,0.7891217185371713,0.6829662558092544,0.7338254450716457,0.7233779971791255,0.09855914258810551,0.17936106980442423,False
oulad,0,1201,35pct,MLP,0.7316394058573039,0.6347233360064154,0.6873643074250977,0.6787729196050776,0.2531168613874245,0.26766643459506606,False
oulad,0,1201,50pct,LR,0.8488066601040279,0.7398119122257053,0.7896749521988528,0.7872184581578465,0.0675476021155006,0.1374554700834291,False
oulad,0,1201,50pct,DT,0.8082998842968327,0.7003923188106546,0.8107074569789675,0.7342977476652628,0.07751890679727245,0.15572395591467172,False
oulad,0,1201,50pct,RF,0.8487271624650781,0.7359677825320916,0.6988527724665392,0.8079106390770922,0.02906905877876142,0.13337852447603335,False
oulad,0,1201,50pct,SVM,0.83159755022382,0.7186999313344015,0.7504780114722753,0.7749496429225416,0.10592536922583086,0.15318534935419514,False
oulad,0,1201,50pct,MLP,0.8031225681653977,0.6864839758476544,0.7065009560229446,0.7527925288408717,0.20143129663522796,0.20873043684694675,False
oulad,0,1201,75pct,LR,0.8925163672879224,0.7845761631612492,0.6994318181818182,0.8682004289335153,0.0737297071945575,0.10488647772295129,False
oulad,0,1201,75pct,DT,0.8662252711221468,0.7771084337349398,0.7329545454545454,0.8557223630337297,0.08238999008571435,0.12038732865018183,False
oulad,0,1201,75pct,RF,0.8925344235621328,0.7851288056206089,0.7619318181818182,0.8568921817118347,0.028810761603751883,0.09682136327733695,False
oulad,0,1201,75pct,SVM,0.8778545667260033,0.7747368421052632,0.7318181818181818,0.8539676350165725,0.06917019928238412,0.11074603584561847,False
oulad,0,1201,75pct,MLP,0.8651454051595037,0.761012183692596,0.6920454545454545,0.850848118541626,0.14487942567080528,0.14765296359952557,False
oulad,0,1201,100pct,LR,0.9200288996621656,0.8323066392881588,0.7460122699386503,0.9019803960792159,0.06985029780733526,0.08468891464803116,False
oulad,0,1201,100pct,DT,0.8942121764612272,0.8288414420721036,0.7263803680981595,0.9021804360872174,0.0768236915400691,0.0959255236893615,False
oulad,0,1201,100pct,RF,0.9216345797917606,0.8430252100840336,0.7693251533742331,0.9065813162632527,0.032670508987127526,0.07432288932939972,False
oulad,0,1201,100pct,SVM,0.9130177358534947,0.8277758679958749,0.7386503067484662,0.8997799559911982,0.0412225277565994,0.08205562319331587,False
oulad,0,1201,100pct,MLP,0.9037336194372885,0.8181818181818182,0.756441717791411,0.890378075615123,0.10266075752985618,0.10893238937451868,False
oulad,0,2026,20pct,LR,0.7653696653530739,0.6901650618982118,0.7945368171021377,0.6943172179813402,0.04898409943742481,0.1824450721160156,False
oulad,0,2026,20pct,DT,0.7079846568978094,0.6412940057088488,0.6670625494853524,0.6802374893977947,0.07413500306780979,0.206136908189726,False
oulad,0,2026,20pct,RF,0.7538322642477133,0.6778625954198473,0.7909738717339667,0.6778625954198473,0.01918948163276962,0.18554519739760064,False
oulad,0,2026,20pct,SVM,0.7569948148365532,0.6839360222531293,0.778701504354711,0.6916030534351145,0.11226039838675868,0.2019628287991456,False
oulad,0,2026,20pct,MLP,0.6919918397971087,0.6220501474926253,0.6678543151227236,0.6522476675148431,0.27755869025074786,0.29388693645674724,False
oulad,0,2026,35pct,LR,0.8068094675280375,0.7016159338594513,0.8106817194963092,0.7200282087447109,0.06057496156413968,0.16229678965867939,False
oulad,0,2026,35pct,DT,0.7595551027220759,0.6575342465753424,0.7920104211897525,0.6650211565585331,0.07217823738633522,0.18282947895822294,False
oulad,0,2026,35pct,RF,0.799207249344952,0.6964285714285714,0.72818063395571,0.7422425952045134,0.022424498790415207,0.1627540743464604,False
oulad,0,2026,35pct,SVM,0.7891217185371713,0.6829662558092544,0.7338254450716457,0.7233779971791255,0.09855914258810551,0.17936106980442423,False
oulad,0,2026,35pct,MLP,0.7449888646809455,0.6436597110754414,0.6964828484585324,0.68688293370945,0.2331949104826946,0.25166736798176426,False
