candidate_id,seed,outer_fold,class_collapse
A1,42,0,True
A2,42,0,True
M1,42,0,False
M2,42,0,False
N0,42,0,True
N1,42,0,False
N2,42,0,True
N3,42,0,True
R0,42,0,False
