candidate_id,seed,outer_fold,records,macro_f1,accuracy,balanced_accuracy,class_collapse
A1,42,0,64,0.21754385964912282,0.484375,0.3333333333333333,True
A2,42,0,64,0.4882024882024882,0.65625,0.5335381464413723,True
M1,42,0,64,0.9201228878648232,0.90625,0.9201228878648232,False
M2,42,0,64,0.8619763636561314,0.84375,0.8549667178699436,False
N0,42,0,64,0.3337728937728938,0.546875,0.3968253968253968,True
N1,42,0,64,0.8561703996486605,0.84375,0.8481822836661547,False
N2,42,0,64,0.3079710144927536,0.53125,0.38095238095238093,True
N3,42,0,64,0.45437788018433184,0.515625,0.6666666666666666,True
R0,42,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
