candidate_id,search_runtime_seconds,outer_runtime_seconds,actual_completed_trials,actual_pruned_trials,actual_failed_trials,actual_inner_fit_stages,runtime_seconds,actual_total_fit_stages
M1,93.9879991999951,1.3054386999974668,150.0,0.0,0.0,450.0,95.29343789999257,455
R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
M2,5.552739400005515,0.1986342000000147,150.0,0.0,0.0,450.0,5.75137360000553,455
A2,0.0,66.81134299999758,0.0,0.0,0.0,0.0,66.81134299999758,30
N0,1318.8978960000004,62.26895509999849,150.0,0.0,0.0,900.0,1381.166851099999,930
N1,1289.501867099998,80.24912289999884,150.0,0.0,0.0,900.0,1369.7509899999968,930
N2,655.5001795000135,34.01692859999821,150.0,0.0,0.0,900.0,689.5171081000117,930
A1,0.0,49.86186010000529,0.0,0.0,0.0,0.0,49.86186010000529,30
N3,830.8197881000087,50.35002959999656,150.0,0.0,0.0,900.0,881.1698177000053,930
