dataset,scenario,baseline_selected_by,baseline_model,baseline_strategy,baseline_locked_macro_f1,baseline_locked_recall_low,baseline_locked_f1_low,deep_variant,deep_config_id,deep_prediction_mode,deep_cv_selected,deep_locked_macro_f1,deep_locked_recall_low,deep_locked_f1_low,macro_f1_gap_deep_minus_baseline,recall_low_gap_deep_minus_baseline,f1_low_gap_deep_minus_baseline
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.1_wd0.0001_fs1,low_f1_tuned,False,0.7273632007693296,0.6,0.5714285714285714,-0.11057491623855487,-0.050000000000000044,-0.1507936507936508
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.1_wd0.0001_fs1,low_recall_priority,False,0.6662553133141368,0.85,0.5151515151515151,-0.17168280369374767,0.19999999999999996,-0.20707070707070707
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.0001_fs1,argmax,False,0.7677719197950411,0.55,0.6285714285714286,-0.07016619721284334,-0.09999999999999998,-0.09365079365079365
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_threshold_tuned,False,0.6368275897956263,0.85,0.4657534246575342,-0.2011105272122582,0.19999999999999996,-0.256468797564688
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_f1_tuned,False,0.7264957264957266,0.75,0.5769230769230769,-0.11144239051215787,0.09999999999999998,-0.14529914529914534
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_recall_priority,False,0.6368275897956263,0.85,0.4657534246575342,-0.2011105272122582,0.19999999999999996,-0.256468797564688
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.001_fs0,argmax,False,0.6157400183769353,0.35,0.4117647058823529,-0.2221980986309492,-0.30000000000000004,-0.3104575163398693
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.001_fs0,low_threshold_tuned,False,0.547269524368761,0.8,0.41025641025641024,-0.2906685926391235,0.15000000000000002,-0.31196581196581197
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.001_fs0,low_f1_tuned,False,0.6299215750321032,0.65,0.5098039215686274,-0.20801654197578123,0.0,-0.2124183006535948
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,context_mlp_v2,dropout0.25_wd0.001_fs0,low_recall_priority,False,0.547269524368761,0.8,0.41025641025641024,-0.2906685926391235,0.15000000000000002,-0.31196581196581197
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,fusion_cnn_bilstm_context,default,argmax,False,0.820036201615149,0.55,0.6666666666666666,-0.017901915392735446,-0.09999999999999998,-0.05555555555555558
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,fusion_cnn_bilstm_context,default,low_threshold_tuned,False,0.8133167483011635,0.8,0.6808510638297872,-0.024621368706720936,0.15000000000000002,-0.04137115839243499
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,fusion_cnn_bilstm_context,default,low_f1_tuned,False,0.8489856297548606,0.65,0.7428571428571429,0.01104751274697613,0.0,0.020634920634920673
student-por,late,cv_macro_f1_recall_low_f1_low,random_forest,random_oversampling,0.8379381170078845,0.65,0.7222222222222222,fusion_cnn_bilstm_context,default,low_recall_priority,False,0.8133167483011635,0.8,0.6808510638297872,-0.024621368706720936,0.15000000000000002,-0.04137115839243499
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,sequence_cnn_bilstm_only,default,argmax,False,0.8227982197705761,0.65,0.7428571428571429,0.0,0.0,0.0
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,sequence_cnn_bilstm_only,default,low_threshold_tuned,False,0.7293407783170931,1.0,0.6060606060606061,-0.093457441453483,0.35,-0.1367965367965368
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,sequence_cnn_bilstm_only,default,low_f1_tuned,True,0.7798742138364781,0.8,0.6666666666666666,-0.04292400593409795,0.15000000000000002,-0.07619047619047625
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,sequence_cnn_bilstm_only,default,low_recall_priority,False,0.7293407783170931,1.0,0.6060606060606061,-0.093457441453483,0.35,-0.1367965367965368
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_only,default,argmax,False,0.3471663671886141,0.1,0.15384615384615385,-0.475631852581962,-0.55,-0.589010989010989
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_only,default,low_threshold_tuned,False,0.30376608930557764,0.6,0.2857142857142857,-0.5190321304649985,-0.050000000000000044,-0.4571428571428572
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_only,default,low_f1_tuned,False,0.41394384047208854,0.5,0.4166666666666667,-0.40885437929848756,-0.15000000000000002,-0.3261904761904762
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_only,default,low_recall_priority,False,0.30376608930557764,0.6,0.2857142857142857,-0.5190321304649985,-0.050000000000000044,-0.4571428571428572
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.1_wd0.0001_fs1,argmax,False,0.3681547619047619,0.2,0.2857142857142857,-0.4546434578658142,-0.45,-0.4571428571428572
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.1_wd0.0001_fs1,low_threshold_tuned,False,0.32442773457897783,0.7,0.3373493975903614,-0.49837048519159827,0.04999999999999993,-0.40550774526678146
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.1_wd0.0001_fs1,low_f1_tuned,False,0.36835836270864525,0.55,0.3728813559322034,-0.45443985706193085,-0.09999999999999998,-0.3699757869249395
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.1_wd0.0001_fs1,low_recall_priority,False,0.32442773457897783,0.7,0.3373493975903614,-0.49837048519159827,0.04999999999999993,-0.40550774526678146
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.0001_fs1,argmax,False,0.40658559332206806,0.2,0.2962962962962963,-0.41621262644850804,-0.45,-0.4465608465608466
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_threshold_tuned,False,0.3280004142073108,0.7,0.3218390804597701,-0.4947978055632653,0.04999999999999993,-0.42101806239737277
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_f1_tuned,False,0.3627923345170682,0.55,0.3188405797101449,-0.4600058852535079,-0.09999999999999998,-0.424016563146998
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.0001_fs1,low_recall_priority,False,0.3280004142073108,0.7,0.3218390804597701,-0.4947978055632653,0.04999999999999993,-0.42101806239737277
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.001_fs0,argmax,False,0.46874999999999994,0.25,0.3125,-0.35404821977057616,-0.4,-0.4303571428571429
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.001_fs0,low_threshold_tuned,False,0.38431241041017344,0.65,0.30952380952380953,-0.43848580936040266,0.0,-0.43333333333333335
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.001_fs0,low_f1_tuned,False,0.47583774250440913,0.3,0.34285714285714286,-0.34696047726616697,-0.35000000000000003,-0.4
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,context_mlp_v2,dropout0.25_wd0.001_fs0,low_recall_priority,False,0.38431241041017344,0.65,0.30952380952380953,-0.43848580936040266,0.0,-0.43333333333333335
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,fusion_cnn_bilstm_context,default,argmax,False,0.6871559595812088,0.5,0.5128205128205128,-0.13564226018936731,-0.15000000000000002,-0.2300366300366301
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,fusion_cnn_bilstm_context,default,low_threshold_tuned,False,0.6810274661741076,0.85,0.5666666666666667,-0.1417707535964685,0.19999999999999996,-0.17619047619047623
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,fusion_cnn_bilstm_context,default,low_f1_tuned,False,0.6943479830956774,0.55,0.5365853658536586,-0.12845023667489874,-0.09999999999999998,-0.2062717770034843
student-por,midterm,cv_macro_f1_recall_low_f1_low,xgboost,smotenc,0.8227982197705761,0.65,0.7428571428571429,fusion_cnn_bilstm_context,default,low_recall_priority,False,0.6810274661741076,0.85,0.5666666666666667,-0.1417707535964685,0.19999999999999996,-0.17619047619047623
