stage,candidate_id,outer_fold,inner_fold,seed,trial_number,status,fit_stages_completed,runtime_seconds
inner_search,N2,0,2,42,4,completed,2,0.28078930000083346
inner_search,N2,0,0,42,5,completed,2,0.5443541000004188
inner_search,N2,0,1,42,5,completed,2,0.3509322999998403
inner_search,N2,0,2,42,5,completed,2,0.5496044999999867
inner_search,N2,0,0,42,6,completed,2,0.6836020000009739
inner_search,N2,0,1,42,6,completed,2,0.6970717999993212
inner_search,N2,0,2,42,6,completed,2,0.6090724000005139
inner_search,N2,0,0,42,7,completed,2,3.427179199999955
inner_search,N2,0,1,42,7,completed,2,3.0902215000005526
inner_search,N2,0,2,42,7,completed,2,4.636361400000169
inner_search,N2,0,0,42,8,completed,2,1.3817768999997497
inner_search,N2,0,1,42,8,completed,2,1.6903428999994503
inner_search,N2,0,2,42,8,completed,2,1.090127699999357
inner_search,N2,0,0,42,9,completed,2,1.866793699999107
inner_search,N2,0,1,42,9,completed,2,1.47607699999935
inner_search,N2,0,2,42,9,completed,2,3.3705919999993057
inner_search,N2,0,0,42,10,completed,2,1.4924391999993531
inner_search,N2,0,1,42,10,completed,2,1.4249491999999009
inner_search,N2,0,2,42,10,completed,2,1.6006017999989126
inner_search,N2,0,0,42,11,completed,2,1.4719521000006353
inner_search,N2,0,1,42,11,completed,2,1.3403527999998914
inner_search,N2,0,2,42,11,completed,2,1.4585134999997535
inner_search,N2,0,0,42,12,completed,2,0.4070293999993737
inner_search,N2,0,1,42,12,completed,2,0.3667800000002899
inner_search,N2,0,2,42,12,completed,2,0.39407349999964936
inner_search,N2,0,0,42,13,completed,2,0.9066509000003862
inner_search,N2,0,1,42,13,completed,2,1.2742901999990863
inner_search,N2,0,2,42,13,completed,2,0.7979417000005924
inner_search,N2,0,0,42,14,completed,2,0.9292076999990968
inner_search,N2,0,1,42,14,completed,2,0.8734843000002002
inner_search,N2,0,2,42,14,completed,2,1.6790850999987015
inner_search,N2,0,0,42,15,completed,2,0.3527418999983638
inner_search,N2,0,1,42,15,completed,2,0.34643449999930453
inner_search,N2,0,2,42,15,completed,2,1.559078899999804
inner_search,N2,0,0,42,16,completed,2,1.480156600000555
inner_search,N2,0,1,42,16,completed,2,1.1681793999996444
inner_search,N2,0,2,42,16,completed,2,0.7104428999991796
inner_search,N2,0,0,42,17,completed,2,0.8833594000006997
inner_search,N2,0,1,42,17,completed,2,1.4544753000009223
inner_search,N2,0,2,42,17,completed,2,0.7643743999997241
inner_search,N2,0,0,42,18,completed,2,0.800898600000437
inner_search,N2,0,1,42,18,completed,2,2.0722136000003957
inner_search,N2,0,2,42,18,completed,2,0.2692869000002247
inner_search,N2,0,0,42,19,completed,2,0.3416856000003463
inner_search,N2,0,1,42,19,completed,2,0.3958089999996446
inner_search,N2,0,2,42,19,completed,2,2.5566436000008252
inner_search,N2,0,0,42,20,completed,2,0.6896622999993269
inner_search,N2,0,1,42,20,completed,2,1.346177199999147
inner_search,N2,0,2,42,20,completed,2,0.6166689999990922
inner_search,N2,0,0,42,21,completed,2,1.6903474999999162
inner_search,N2,0,1,42,21,completed,2,1.450693400000091
inner_search,N2,0,2,42,21,completed,2,0.7561531999999715
inner_search,N2,0,0,42,22,completed,2,0.8456088000002637
inner_search,N2,0,1,42,22,completed,2,1.3215535999988788
inner_search,N2,0,2,42,22,completed,2,0.6317462000006344
inner_search,N2,0,0,42,23,completed,2,0.5912242999984301
inner_search,N2,0,1,42,23,completed,2,1.1867615999999543
inner_search,N2,0,2,42,23,completed,2,0.5469814000007318
inner_search,N2,0,0,42,24,completed,2,1.0611442000008537
inner_search,N2,0,1,42,24,completed,2,1.4449332000003778
inner_search,N2,0,2,42,24,completed,2,0.30095020000044315
inner_search,N2,0,0,42,25,completed,2,1.788005799999155
inner_search,N2,0,1,42,25,completed,2,1.1927570999996533
inner_search,N2,0,2,42,25,completed,2,0.7408173999992869
inner_search,N2,0,0,42,26,completed,2,1.886446499998783
inner_search,N2,0,1,42,26,completed,2,1.864077800000814
inner_search,N2,0,2,42,26,completed,2,1.8625114000005851
inner_search,N2,0,0,42,27,completed,2,1.9045618999989529
inner_search,N2,0,1,42,27,completed,2,1.78375589999996
inner_search,N2,0,2,42,27,completed,2,2.385805600000822
inner_search,N2,0,0,42,28,completed,2,1.3702972999999474
inner_search,N2,0,1,42,28,completed,2,3.1286144999994576
inner_search,N2,0,2,42,28,completed,2,3.2828277999997226
inner_search,N2,0,0,42,29,completed,2,0.6400629999989178
inner_search,N2,0,1,42,29,completed,2,0.5106505999992805
inner_search,N2,0,2,42,29,completed,2,0.5559511000010389
outer_evaluation,N2,0,,42,,completed,2,2.590565399999832
outer_evaluation,N2,0,,123,,completed,2,3.1550466999997298
outer_evaluation,N2,0,,155,,completed,2,1.8222223000011581
inner_search,N3,0,0,42,0,completed,2,0.8749368999997387
inner_search,N3,0,1,42,0,completed,2,0.42961599999944156
