candidate,run_count,parameter_count,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece,macro_f1_std,distill_lambda,phase
H2_MLP_DISTILLED_HYBRID,3,160492,0.776236144920602,0.7116927065749774,0.8336720373315126,0.4442979006243443,0.1455668380980113,0.022112967581333385,0.0019466030012019837,0.05,
H2_MLP_DISTILLED_HYBRID,3,160492,0.776631795416883,0.7119308850074041,0.8342833897173202,0.4438246942522793,0.14551648554305244,0.024036509772782544,0.0017864245095718212,0.1,
H2_MLP_DISTILLED_HYBRID,3,160492,0.7764171582278333,0.7124185250813156,0.8342590509755151,0.44339776128787695,0.14528442163325428,0.021412439125271285,0.0019094037259410916,0.2,
H2_MLP_DISTILLED_HYBRID,6,160492,0.7755189889689662,0.709473675691996,0.8326628876246183,0.44472607169390704,0.145717488572829,0.020818734702115076,0.002198023109369983,0.1,stability
