phase,candidate,outer_fold,seed,inner_fold,stage,alpha_mean,alpha_std,residual_logit_abs_mean,hybrid_logit_abs_mean,logit_correlation,residual_changes_class_fraction_at_0_5
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,1201,0,L1_LATE_75PCT,0.06778254359960556,0.0,0.8079804182052612,1.7098184823989868,0.9229801858597229,0.03415831458375946
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,1201,1,E1_EARLY_20PCT,0.07266299426555634,7.450580596923828e-09,0.6063947677612305,0.771406888961792,0.5520700371987101,0.1585035243086933
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,1201,1,E2_EARLY_35PCT,0.07266299426555634,7.450580596923828e-09,0.7179579138755798,0.9703855514526367,0.7001738299276101,0.10746436609152288
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,1201,1,M1_MIDDLE_FROZEN,0.07266298681497574,0.0,0.9081469178199768,1.2409114837646484,0.7805138266942636,0.06904622586307782
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,1201,1,L1_LATE_75PCT,0.07266299426555634,7.450580596923828e-09,1.066284418106079,1.5375033617019653,0.875465369690794,0.03460987098095433
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,0,E1_EARLY_20PCT,0.06946063786745071,7.450580596923828e-09,0.5588806867599487,0.7049100399017334,0.5837070784700987,0.1411231884057971
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,0,E2_EARLY_35PCT,0.06946063786745071,7.450580596923828e-09,0.67087721824646,0.9912970066070557,0.7255279027071388,0.12549388523047977
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,0,M1_MIDDLE_FROZEN,0.06946063786745071,7.450580596923828e-09,0.7578895688056946,1.409082293510437,0.827871550338527,0.061391541609822645
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,0,L1_LATE_75PCT,0.06946063786745071,7.450580596923828e-09,0.9265512824058533,1.8704649209976196,0.8865068303542384,0.030885661689507057
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,1,E1_EARLY_20PCT,0.06919556856155396,0.0,0.5026828050613403,0.6973810791969299,0.5573005800371107,0.14350262063979757
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,1,E2_EARLY_35PCT,0.06919556111097336,7.450580596923828e-09,0.6263436675071716,0.9324575662612915,0.6949907528942509,0.09377344336084022
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,1,M1_MIDDLE_FROZEN,0.06919556856155396,0.0,0.8494832515716553,1.2480722665786743,0.7935189563531084,0.04993173395748001
distillation_stability,H2_MLP_DISTILLED_HYBRID,0,2026,1,L1_LATE_75PCT,0.06919556856155396,0.0,0.9871907830238342,1.6085805892944336,0.8663526122084542,0.030718820397296745
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,0,E1_EARLY_20PCT,0.07192961126565933,0.0,0.6403218507766724,0.713640034198761,0.654494514688982,0.14350343829171192
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,0,E2_EARLY_35PCT,0.07192961871623993,7.450580596923828e-09,0.8060092329978943,0.9688968062400818,0.7451186798759782,0.11938890984534138
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,0,M1_MIDDLE_FROZEN,0.07192961871623993,7.450580596923828e-09,0.9112370610237122,1.3009703159332275,0.7930965062971759,0.08175609756097561
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,0,L1_LATE_75PCT,0.07192961871623993,7.450580596923828e-09,1.0980669260025024,1.696747064590454,0.8588269898931964,0.04989733059548255
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,1,E1_EARLY_20PCT,0.06930185109376907,0.0,0.5552605390548706,0.7622055411338806,0.609171402936468,0.15924719507781396
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,1,E2_EARLY_35PCT,0.06930184364318848,7.450580596923828e-09,0.6128791570663452,1.0445572137832642,0.7441060345001069,0.10838637214526395
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,1,M1_MIDDLE_FROZEN,0.06930185109376907,0.0,0.7665605545043945,1.4328877925872803,0.840899426731638,0.06434681181959565
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,1201,1,L1_LATE_75PCT,0.06930185109376907,0.0,0.875726044178009,1.8832789659500122,0.908160060842759,0.02903885480572597
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,0,E1_EARLY_20PCT,0.06471390277147293,7.450580596923828e-09,0.4090065062046051,0.7484703660011292,0.7214849053185822,0.08849077090119435
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,0,E2_EARLY_35PCT,0.06471390277147293,7.450580596923828e-09,0.5172134041786194,1.0279191732406616,0.762823926681167,0.07185967559411542
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,0,M1_MIDDLE_FROZEN,0.06471390277147293,7.450580596923828e-09,0.6024848222732544,1.4360531568527222,0.7938247995400973,0.05326829268292683
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,0,L1_LATE_75PCT,0.06471390277147293,7.450580596923828e-09,0.6782322525978088,1.913351058959961,0.8487074998586694,0.030184804928131418
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,1,E1_EARLY_20PCT,0.06973955780267715,7.450580596923828e-09,0.5179962515830994,0.7651820182800293,0.7030672329853095,0.10025334781035107
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,1,E2_EARLY_35PCT,0.06973955780267715,7.450580596923828e-09,0.6637628674507141,1.0674504041671753,0.7906953598276619,0.08517409210033695
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,1,M1_MIDDLE_FROZEN,0.06973955780267715,7.450580596923828e-09,0.7742176055908203,1.4636526107788086,0.8389320216748706,0.05054432348367029
distillation_stability,H2_MLP_DISTILLED_HYBRID,1,2026,1,L1_LATE_75PCT,0.06973955780267715,7.450580596923828e-09,0.8845813870429993,1.9040744304656982,0.8682714139834503,0.03558282208588957
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,0,E1_EARLY_20PCT,0.06904816627502441,1.4901161193847656e-08,0.5834299921989441,0.6540193557739258,0.6989488073626117,0.1542089985486212
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,0,E2_EARLY_35PCT,0.06904816627502441,1.4901161193847656e-08,0.6541980504989624,0.8332981467247009,0.7321846289928385,0.12322812322812322
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,0,M1_MIDDLE_FROZEN,0.06904816627502441,1.4901161193847656e-08,0.8459959626197815,1.2006076574325562,0.812647531854594,0.0728126834997064
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,0,L1_LATE_75PCT,0.06904816627502441,1.4901161193847656e-08,1.0163464546203613,1.5866822004318237,0.9115928968727389,0.02769798933114485
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,1,E1_EARLY_20PCT,0.07644413411617279,7.450580596923828e-09,0.5963648557662964,0.5619233846664429,0.674474309978998,0.14378966455122394
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,1,E2_EARLY_35PCT,0.07644413411617279,7.450580596923828e-09,0.7922084927558899,0.7595729827880859,0.806817111844673,0.10790960451977401
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,1,M1_MIDDLE_FROZEN,0.07644413411617279,7.450580596923828e-09,1.0982160568237305,1.0375301837921143,0.8811345827508771,0.06640625
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,1201,1,L1_LATE_75PCT,0.0764441266655922,0.0,1.458432674407959,1.3654146194458008,0.9400399083804284,0.03453947368421053
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,0,E1_EARLY_20PCT,0.07071555405855179,0.0,0.45081380009651184,0.5922462940216064,0.6456222596212892,0.1237300435413643
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,0,E2_EARLY_35PCT,0.07071555405855179,0.0,0.673097550868988,0.8103432655334473,0.7229972672922435,0.09771309771309772
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,0,M1_MIDDLE_FROZEN,0.07071555405855179,0.0,0.9461475014686584,1.187997579574585,0.8239290647068467,0.0542180465844588
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,0,L1_LATE_75PCT,0.07071555405855179,0.0,1.1766668558120728,1.6303973197937012,0.9086954495549362,0.028518670496512105
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,1,E1_EARLY_20PCT,0.07263653725385666,7.450580596923828e-09,0.5335972905158997,0.791106104850769,0.6726641239606043,0.11786038077969176
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,1,E2_EARLY_35PCT,0.07263653725385666,7.450580596923828e-09,0.7046549320220947,0.8611046075820923,0.7654245827098,0.11638418079096045
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,1,M1_MIDDLE_FROZEN,0.07263653725385666,7.450580596923828e-09,0.9626064300537109,0.9855003356933594,0.8489327193483593,0.0708984375
distillation_stability,H2_MLP_DISTILLED_HYBRID,2,2026,1,L1_LATE_75PCT,0.07263654470443726,1.4901161193847656e-08,1.2502342462539673,1.241723656654358,0.9179690462109351,0.04070723684210526
