candidate,run_count,parameter_count,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece,macro_f1_std
H0_CURRENT_HYBRID,3,150202,0.7748889023974854,0.7085691972798157,0.8307461994160388,0.4473697420448806,0.1467074259175055,0.022651374269550828,0.0008412782549952864
H1_TABULAR_RESIDUAL_EXPERT,3,160492,0.7759720480081486,0.7107994104591494,0.8335218537473775,0.44481272886974654,0.1457429409770623,0.024098440882601,0.0021509056279368764
M0_MLP,3,13569,0.7709099986335572,0.7023273833451199,0.8269281530800471,0.45966587491364086,0.14911764190564228,0.03323102768525061,0.0023658027777370342
