candidate,outer_fold,seed,stage,brier,ece,macro_f1,nll,pr_auc,roc_auc,threshold
H0_CURRENT_HYBRID,2,2026,L1_LATE_75PCT,0.09927634728930843,0.011393302100184374,0.8492379311778799,0.3229399648306234,0.8992173605222595,0.9127697578155264,0.40185418725013733
H0_CURRENT_HYBRID,2,2026,M1_MIDDLE_FROZEN,0.13518312555536116,0.012243344163437805,0.7947131737092475,0.41923397630211146,0.8511571659496553,0.8668194815529374,0.43222200870513916
H1_TABULAR_RESIDUAL_EXPERT,0,1201,E1_EARLY_20PCT,0.19096110870071015,0.04970149546565054,0.7084668283004323,0.5620323964377838,0.7602591751167928,0.7746325113551213,0.5229257345199585
H1_TABULAR_RESIDUAL_EXPERT,0,1201,E2_EARLY_35PCT,0.1641381428247197,0.028849972175638745,0.7466305128133304,0.49452719906764503,0.8098696535401043,0.8230973455168813,0.5023207068443298
H1_TABULAR_RESIDUAL_EXPERT,0,1201,L1_LATE_75PCT,0.10081230312763072,0.017358358927312027,0.8471980555447902,0.3248608838123971,0.9010809654495103,0.9147498549989549,0.5328502655029297
H1_TABULAR_RESIDUAL_EXPERT,0,1201,M1_MIDDLE_FROZEN,0.13579836186576927,0.0213099504051286,0.7924607178367101,0.42030641192045237,0.8549778202134892,0.8699631651074549,0.4876267611980438
H1_TABULAR_RESIDUAL_EXPERT,0,2026,E1_EARLY_20PCT,0.18802081300297338,0.037388239077779495,0.7089051802926456,0.5547594211080928,0.7647376643462269,0.7781448619257716,0.5139821767807007
H1_TABULAR_RESIDUAL_EXPERT,0,2026,E2_EARLY_35PCT,0.16354575985168382,0.0225896111710414,0.7492386520513554,0.49234456435704593,0.8105174274422399,0.8232686427493214,0.5154620409011841
H1_TABULAR_RESIDUAL_EXPERT,0,2026,L1_LATE_75PCT,0.10006595859330042,0.011448645113379905,0.8469418013209091,0.3227632256338714,0.9006157741982133,0.9147405312565098,0.514686107635498
H1_TABULAR_RESIDUAL_EXPERT,0,2026,M1_MIDDLE_FROZEN,0.1347948267893617,0.01946699455036164,0.7949809471975158,0.4165927648242074,0.8563287614964455,0.8703321477514873,0.47251373529434204
