dataset,comparator,cnn_bilstm_macro_f1,comparator_macro_f1,delta_cnn_bilstm_minus_comparator,ci_95_lower,ci_95_upper,verdict,bootstrap_unit,resamples
oulad,cnn_only,0.8280835945631038,0.820397911139563,0.007685683423540812,0.0040044575243168064,0.011561197030288541,CNN_BILSTM_HIGHER,id_student,5000
oulad,bilstm_only,0.8280835945631038,0.8272623138314418,0.0008212807316619886,-0.00281155521985281,0.004478572629261007,PRACTICAL_TIE,id_student,5000
oulad,logistic_regression,0.8280835945631038,0.8247373289996984,0.0033462655634053373,-0.0005760522461266598,0.007424613118299329,PRACTICAL_TIE,id_student,5000
oulad,decision_tree,0.8280835945631038,0.8061220282638637,0.021961566299240065,0.01687016608166767,0.027238303973958978,CNN_BILSTM_HIGHER,id_student,5000
oulad,random_forest,0.8280835945631038,0.8219663704534752,0.006117224109628561,0.0019538138535409645,0.010650560711558857,CNN_BILSTM_HIGHER,id_student,5000
oulad,hist_gradient_boosting,0.8280835945631038,0.8241268727593536,0.003956721803750174,-0.00014620865402643893,0.00822546218080835,PRACTICAL_TIE,id_student,5000
oulad,svm,0.8280835945631038,0.8249656291577218,0.003117965405382006,-0.0005231596917244118,0.006804970771616486,PRACTICAL_TIE,id_student,5000
oulad,xgboost,0.8280835945631038,0.8258770525030403,0.0022065420600634322,-0.001896408699792393,0.006396943228600904,PRACTICAL_TIE,id_student,5000
