dataset,scenario,strategy,threshold_low,score,macro_f1,recall_low
student-por,midterm,none,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,midterm,class_weight,0.31666666666666665,0.725363073110285,0.21532306602938575,1.0
student-por,midterm,smotenc,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,midterm,random_oversampling,0.31666666666666665,0.6856408981688624,0.10183113762532107,1.0
student-por,midterm,focal_loss,0.0,0.6811630495269895,0.08903728436282693,1.0
student-por,midterm,smotenc_focal_loss,0.36538461538461536,0.7119131502388769,0.17689471496821965,1.0
