candidate_id,macro_f1,at_risk_precision,at_risk_recall,at_risk_f1,pr_auc,balanced_accuracy,brier,nll,ece,operational_precision,operational_recall,operational_feasible_all_seeds,outer_operational_constraint_met,seed_mean,seed_sd,seed_min,seed_not_applicable,worst_eligible_module_macro_f1,worst_eligible_module_recall,parameter_count,runtime_seconds,class_collapse_count
V2-A0,0.827069694073483,0.8342087982466633,0.7394028549634957,0.7839163282782856,0.8902744990024708,0.8211413122909631,0.11667394037072547,0.37216117612509875,0.02934610247183725,0.7603837865601869,0.8139370164541789,True,True,0.827069694073483,0.0019503909528814582,0.8247405602399424,False,0.7397536394176931,0.48148148148148145,32129.0,102.54777390003437,0
V2-H2F,0.814881132300944,0.7688634192932188,0.7894736842105263,0.7790322580645161,0.8856320122845781,0.816335114243492,0.12436792690505721,0.3895638537932928,0.06505135108257364,0.7688634192932188,0.7894736842105263,True,True,,,,True,0.7389147661968423,0.6481481481481481,22113.0,166.62907709999126,0
V2-H2T,0.8244680784835817,0.838069616003271,0.7285605317641931,0.7794794789008788,0.8885853652957407,0.8177719865444436,0.11659712259177228,0.369226740160439,0.01963284989974291,0.7457611586818494,0.8231993026043369,True,False,0.8244680784835817,0.0017187048636912372,0.8223768246966155,False,0.7137931034482758,0.3888888888888889,156769.0,250.00201430000016,0
V2-H3C,0.826083565565352,0.8254698908988044,0.7464857796665577,0.7839385525337436,0.8889305553254965,0.8210650640593408,0.11753176919059903,0.3745662472660456,0.029565783107066566,0.7423846421898893,0.8264138607388035,True,False,0.826083565565352,0.0012932312211763237,0.8247800636565322,False,0.7350258437214958,0.46296296296296297,191713.0,274.3431950999948,0
V2-MLF,0.8257182665392502,0.8285870755750274,0.7419091206276561,0.7828561572956192,0.8874514772495355,0.8202526164693356,0.12031430118823397,0.3807353469581117,0.04660768049493648,0.8285870755750274,0.7419091206276561,True,True,,,,True,0.759555805906494,0.46296296296296297,516.0,54.00738230001298,0
V2-T0,0.8234586118131587,0.8345381366314583,0.7298681486324506,0.7785931110975105,0.8873414149813068,0.8170579044098178,0.11747196966602232,0.3719685054501804,0.02126888671850577,0.7505916866648845,0.8156260215756782,True,False,0.8234586118131587,0.0006665627840157926,0.8227090058367789,False,0.7201090999256137,0.5370370370370371,151265.0,232.63164259998302,0
