balanced_accuracy,brier,config_hash,dataset,macro_f1,macro_pr_auc,model_id,outer_fold,parameters,runtime_seconds,status,trial
0.8713451970914656,0.13865928649938647,6594ff861c6ed87139429381920791f184615c29b68d87e0709ffb5c423e1253,student_por,0.8774526932712129,0.9301099451221613,xgboost_por,3,"{""colsample_bytree"": 1.0, ""gamma"": 0.3, ""learning_rate"": 0.025, ""max_depth"": 2, ""min_child_weight"": 6, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",0.36707700000260957,COMPLETE,4
0.8588451970914658,0.1449482404244997,3192fb1e48681e02665a253e14b5bfad4fc5601bb44a89a42bd056e858a93e56,student_por,0.8675939446634517,0.9286733529513498,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""learning_rate"": 0.025, ""max_depth"": 5, ""min_child_weight"": 6, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 0.85}",0.5364346999995178,COMPLETE,5
0.8506649445082282,0.1695219853999441,cdd5f8aac4301359523a3e2a4315a9f70cd3c72e152b9f9b314e9be632433ec6,student_por,0.854181728311148,0.923650817006108,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 3, ""n_estimators"": 120, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.4035801999998512,COMPLETE,6
0.8610218140068886,0.15709824693391097,ebfb81d8efcbeb70742eada4801a75735394870027b171f5e7c44732808f5c1d,student_por,0.8660445133324886,0.9247307033784095,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 320, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 1.0}",0.6881064999906812,COMPLETE,7
0.8703501722158439,0.1494711780311651,0f3d1e52509edb5c8a14c3ab9d798e16e30794ab9ae2af1844b10cfe98783b7e,student_por,0.8745426586532639,0.9273168223903124,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 0.7}",0.4626521000027424,COMPLETE,8
0.8671785304247992,0.14548551768986387,71fd2c07fd3cac7e928a684f5f436fb727beb7db90660c0bc5453f3eb8339160,student_por,0.8736652459031568,0.9263381590435334,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 2, ""min_child_weight"": 6, ""n_estimators"": 120, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.42035000000032596,COMPLETE,9
0.8588451970914658,0.14172412318470223,80a9a312c1797b50a2fa110bfd8c5b1ae72bd4b958dfa1c063d0a6610c6c7088,student_por,0.8679219006035854,0.930533827534283,xgboost_por,3,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.025, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.6845690000045579,COMPLETE,10
0.8651884806735554,0.15381388754604133,1ad139c523e3f91677d36414c93bacb34ca41d296d60576ac536985db7b14bc5,student_por,0.869194770777625,0.9250577205750911,xgboost_por,3,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 320, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",0.7063158000091789,COMPLETE,11
0.8380360104240703,0.15458848094387245,1cd5a05d250b263d20b81f999479ad6d95c3878d685c5cfc0ec96232a6129ed1,student_por,0.854462807251457,0.9199325387607908,xgboost_por,4,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.025, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 1.0}",0.46887660000356846,COMPLETE,0
0.8560737976782753,0.15543253434420462,ca7ff8572f5967fc05c51356ffccd52422264e11a0f7146861fa3fc341f3ae7e,student_por,0.8607332597434846,0.9255119144481646,xgboost_por,4,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.025, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 320, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 0.7}",0.856554000012693,COMPLETE,1
0.8630389718076286,0.14814922354004775,d2d71dede0412a1e29fe27c6ee919796e0299f24e9b6e2a6d67b9e66945ba039,student_por,0.8752820109277332,0.9268289816278985,xgboost_por,4,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 120, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.7}",0.25055329999304377,COMPLETE,2
0.8402067045723762,0.1769727059492533,03162a57863f2060e20d9f0c7bd204d7bf932e2ceb93a18f3fde57dee0912aa2,student_por,0.8519289814444,0.9128810311630589,xgboost_por,4,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 3, ""n_estimators"": 320, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 1.0}",0.5080606999981683,COMPLETE,3
0.8505300876569533,0.1679402864381018,52206113cad1472627aae901ef846a08f0b99e563afdcac35b9334f059d0d635,student_por,0.8623702710563466,0.9222736076592796,xgboost_por,4,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 120, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 1.0}",0.3763889000110794,COMPLETE,4
0.859058872305141,0.15661306951894113,73f4fee38ca83d1a85f5ba2dfaa7fb909c1786eee1d67ed816f4e8c312d81a83,student_por,0.8670695436527894,0.9202529796082723,xgboost_por,4,"{""colsample_bytree"": 0.85, ""gamma"": 0.3, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 6, ""n_estimators"": 320, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.5575091000064276,COMPLETE,5
0.8632225775882493,0.15852779851027154,053b76cf57cb866217c2270e6f6a5f9d81f1a404d4a31b32836c34109354622b,student_por,0.8687071343211693,0.9202663180370766,xgboost_por,4,"{""colsample_bytree"": 1.0, ""gamma"": 0.3, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 320, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.6393607000063639,COMPLETE,6
0.8537106135986733,0.14914813246797357,fa54af978d9164f1068be438035496a763688d0b9deb1e27190b09fc8cfe0cac,student_por,0.8667767474219087,0.9264564608897959,xgboost_por,4,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 6, ""n_estimators"": 120, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 1.0}",0.3402951000025496,COMPLETE,7
0.8475420516465292,0.16440332273665545,fed5b3639d7ab61f17934d93bac5a799961072f8bf8ba71d9657ebf92c94f5fe,student_por,0.855419614095433,0.9197597027268989,xgboost_por,4,"{""colsample_bytree"": 0.7, ""gamma"": 0.3, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 320, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.85}",0.639359599997988,COMPLETE,8
0.8642146410803128,0.16187687432937206,3dd93e55077be86d5cdad2ea62e53694964eeca97b185d04a092ffc75e7c4679,student_por,0.8699869147180975,0.918040475981582,xgboost_por,4,"{""colsample_bytree"": 1.0, ""gamma"": 0.3, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 120, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.338239100005012,COMPLETE,9
0.8223614072494669,0.15521916413781991,c9f0669db86bafd7b3f96407a5082ee324af2debd31ef9d0f642c2fa1237f2ab,student_por,0.8419647984865376,0.9223179945615332,xgboost_por,4,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""learning_rate"": 0.025, ""max_depth"": 5, ""min_child_weight"": 3, ""n_estimators"": 120, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.4553438000002643,COMPLETE,10
0.8432006633499171,0.14951590835043296,804d74a32fbc3a05c353b4ab81fd883e8413e4d23ccbbc3d28c3015c13fa10cb,student_por,0.8611530148648052,0.9252511751360463,xgboost_por,4,"{""colsample_bytree"": 0.85, ""gamma"": 0.1, ""learning_rate"": 0.025, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 1.0}",0.4132729999982985,COMPLETE,11
