candidate_id,seed,outer_fold,class_label,precision,recall,f1,support
N0,155,2,2,0.9090909090909091,0.9090909090909091,0.9090909090909091,11
N0,155,3,0,0.84,1.0,0.9130434782608695,21
N0,155,3,1,0.9310344827586207,0.8709677419354839,0.9,31
N0,155,3,2,1.0,0.8181818181818182,0.9,11
N0,155,4,0,0.875,0.7,0.7777777777777778,20
N0,155,4,1,0.8,0.7741935483870968,0.7868852459016393,31
N0,155,4,2,0.7058823529411765,1.0,0.8275862068965517,12
N1,42,0,0,0.6774193548387096,1.0,0.8076923076923077,21
N1,42,0,1,0.9545454545454546,0.6774193548387096,0.7924528301886793,31
N1,42,0,2,1.0,0.9166666666666666,0.9565217391304348,12
N1,42,1,0,0.6176470588235294,1.0,0.7636363636363637,21
N1,42,1,1,0.9333333333333333,0.4666666666666667,0.6222222222222222,30
N1,42,1,2,0.7857142857142857,0.9166666666666666,0.8461538461538461,12
N1,42,2,0,0.8181818181818182,0.8571428571428571,0.8372093023255814,21
N1,42,2,1,0.8888888888888888,0.7741935483870968,0.8275862068965517,31
N1,42,2,2,0.7857142857142857,1.0,0.88,11
N1,42,3,0,0.7241379310344828,1.0,0.84,21
N1,42,3,1,0.92,0.7419354838709677,0.8214285714285714,31
N1,42,3,2,1.0,0.8181818181818182,0.9,11
N1,42,4,0,0.8,0.8,0.8,20
N1,42,4,1,0.8333333333333334,0.6451612903225806,0.7272727272727273,31
N1,42,4,2,0.631578947368421,1.0,0.7741935483870968,12
N1,123,0,0,0.76,0.9047619047619048,0.8260869565217391,21
N1,123,0,1,0.8928571428571429,0.8064516129032258,0.847457627118644,31
N1,123,0,2,1.0,0.9166666666666666,0.9565217391304348,12
N1,123,1,0,0.7777777777777778,1.0,0.875,21
N1,123,1,1,0.9166666666666666,0.7333333333333333,0.8148148148148148,30
N1,123,1,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,12
N1,123,2,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,21
N1,123,2,1,0.8928571428571429,0.8064516129032258,0.847457627118644,31
N1,123,2,2,0.7857142857142857,1.0,0.88,11
N1,123,3,0,0.7241379310344828,1.0,0.84,21
N1,123,3,1,0.92,0.7419354838709677,0.8214285714285714,31
N1,123,3,2,1.0,0.8181818181818182,0.9,11
N1,123,4,0,0.76,0.95,0.8444444444444444,20
N1,123,4,1,0.9523809523809523,0.6451612903225806,0.7692307692307693,31
N1,123,4,2,0.7058823529411765,1.0,0.8275862068965517,12
N1,155,0,0,0.8421052631578947,0.7619047619047619,0.8,21
N1,155,0,1,0.8484848484848485,0.9032258064516129,0.875,31
N1,155,0,2,1.0,1.0,1.0,12
N1,155,1,0,0.8076923076923077,1.0,0.8936170212765957,21
N1,155,1,1,0.9090909090909091,0.6666666666666666,0.7692307692307693,30
N1,155,1,2,0.6666666666666666,0.8333333333333334,0.7407407407407407,12
N1,155,2,0,1.0,0.7142857142857143,0.8333333333333334,21
N1,155,2,1,0.8235294117647058,0.9032258064516129,0.8615384615384616,31
N1,155,2,2,0.7857142857142857,1.0,0.88,11
N1,155,3,0,0.75,1.0,0.8571428571428571,21
N1,155,3,1,0.9583333333333334,0.7419354838709677,0.8363636363636363,31
N1,155,3,2,0.9090909090909091,0.9090909090909091,0.9090909090909091,11
N1,155,4,0,0.782608695652174,0.9,0.8372093023255814,20
N1,155,4,1,0.9130434782608695,0.6774193548387096,0.7777777777777778,31
N1,155,4,2,0.7058823529411765,1.0,0.8275862068965517,12
N2,42,0,0,0.8421052631578947,0.7619047619047619,0.8,21
N2,42,0,1,0.8484848484848485,0.9032258064516129,0.875,31
N2,42,0,2,1.0,1.0,1.0,12
N2,42,1,0,0.8947368421052632,0.8095238095238095,0.85,21
N2,42,1,1,0.8,0.8,0.8,30
N2,42,1,2,0.7142857142857143,0.8333333333333334,0.7692307692307693,12
N2,42,2,0,0.8947368421052632,0.8095238095238095,0.85,21
N2,42,2,1,0.8387096774193549,0.8387096774193549,0.8387096774193549,31
N2,42,2,2,0.7692307692307693,0.9090909090909091,0.8333333333333334,11
