domain,model,fold,seed,stage,ap,roc_auc,risk_f1,risk_recall,recall_at_20,n,prevalence,n_models,one_weight_all_stages
uci,DT,0,1201,S0,0.3198243714224284,0.614501347708895,0.4626865671641791,0.5849056603773585,0.3018867924528302,228,0.2324561403508772,1,True
uci,DT,0,1201,S1,0.754667345233383,0.927277628032345,0.7254901960784313,0.6981132075471698,0.660377358490566,228,0.2324561403508772,1,True
uci,DT,0,1201,S2,0.754667345233383,0.927277628032345,0.7254901960784313,0.6981132075471698,0.660377358490566,228,0.2324561403508772,1,True
uci,RF,0,1201,S0,0.4430811370326262,0.7336927223719678,0.48175182481751827,0.6226415094339622,0.39622641509433965,228,0.2324561403508772,1,True
uci,RF,0,1201,S1,0.7397944512571643,0.9233423180592992,0.7339449541284404,0.7547169811320755,0.5849056603773585,228,0.2324561403508772,1,True
uci,RF,0,1201,S2,0.827837147961688,0.9528840970350404,0.7692307692307693,0.7547169811320755,0.6981132075471698,228,0.2324561403508772,1,True
uci,SVM,0,1201,S0,0.44893776425698984,0.7015633423180593,0.49612403100775193,0.6037735849056604,0.37735849056603776,228,0.2324561403508772,1,True
uci,SVM,0,1201,S1,0.7076253611756291,0.9167654986522911,0.6170212765957447,0.5471698113207547,0.5849056603773585,228,0.2324561403508772,1,True
uci,SVM,0,1201,S2,0.797922312503784,0.9431805929919137,0.6521739130434783,0.5660377358490566,0.6792452830188679,228,0.2324561403508772,1,True
uci,XGB,0,1201,S0,0.44533291431476,0.7087870619946093,0.43103448275862066,0.4716981132075472,0.37735849056603776,228,0.2324561403508772,1,True
uci,XGB,0,1201,S1,0.7543617492149263,0.9197843665768194,0.6391752577319587,0.5849056603773585,0.6226415094339622,228,0.2324561403508772,1,True
uci,XGB,0,1201,S2,0.8748997680727864,0.9595687331536388,0.7368421052631579,0.660377358490566,0.7169811320754716,228,0.2324561403508772,1,True
uci,CatBoost,0,1201,S0,0.3905497280049504,0.6909973045822103,0.40384615384615385,0.39622641509433965,0.33962264150943394,228,0.2324561403508772,1,True
uci,CatBoost,0,1201,S1,0.699079652944692,0.915256064690027,0.7241379310344828,0.7924528301886793,0.5660377358490566,228,0.2324561403508772,1,True
uci,CatBoost,0,1201,S2,0.802125534624954,0.9467385444743935,0.6444444444444445,0.5471698113207547,0.6415094339622641,228,0.2324561403508772,1,True
uci,MLP,0,1201,S0,0.416372136884674,0.6687870619946091,0.4144144144144144,0.4339622641509434,0.37735849056603776,228,0.2324561403508772,1,True
uci,MLP,0,1201,S1,0.6628703568755213,0.8900269541778976,0.5869565217391305,0.5094339622641509,0.5660377358490566,228,0.2324561403508772,1,True
uci,MLP,0,1201,S2,0.8090815102279343,0.9456603773584906,0.72,0.6792452830188679,0.660377358490566,228,0.2324561403508772,1,True
