domain,model,fold,seed,stage,n_models,accuracy,risk_precision,risk_f1,ap,roc_auc,risk_recall,recall_at_20,threshold,n,prevalence
oulad,MLP,0,42,75pct,1,0.8730404490032901,0.8529980657640233,0.8013325257419746,0.9012608765113281,0.9245753848252654,0.7555682467161622,0.5808109651627641,0.46,5167,0.3388813624927424
oulad,MLP,0,42,100pct,1,0.9088557213930348,0.9464701318851824,0.841959972394755,0.9273274121849011,0.946291935148164,0.7582349285270354,0.6233685518955874,0.61,5025,0.3201990049751244
oulad,LR,0,1201,20pct,1,0.6823746436357538,0.5939655172413794,0.685799601857996,0.7565228572241014,0.7891089040639344,0.8112244897959183,0.3881475667189953,0.31,5963,0.4273016937782995
oulad,LR,0,1201,35pct,1,0.7424242424242424,0.6628219915417147,0.6998173330627157,0.8003065885332785,0.8265452294699367,0.7411865864144453,0.4346517626827171,0.36,5742,0.4050853361198189
oulad,LR,0,1201,50pct,1,0.799565453557849,0.7264492753623188,0.7434530706836616,0.8530753301240185,0.8794108297422776,0.7612719506407214,0.4897959183673469,0.33,5523,0.38149556400506973
oulad,LR,0,1201,75pct,1,0.8726533772014708,0.8735475051264525,0.7952706907280647,0.8968732150771965,0.9217342515551501,0.7298686464877213,0.579097658480868,0.45,5167,0.3388813624927424
oulad,LR,0,1201,100pct,1,0.9046766169154229,0.9260935143288085,0.8367972742759796,0.9200839502658325,0.9390658590510346,0.7632069608452455,0.6215040397762586,0.51,5025,0.3201990049751244
oulad,DT,0,1201,20pct,1,0.6651014589971491,0.5852149706155274,0.6545580349420516,0.7150757932565073,0.7452645085514777,0.7425431711145997,0.37558869701726844,0.41,5963,0.4273016937782995
oulad,DT,0,1201,35pct,1,0.6973180076628352,0.6082474226804123,0.6552955176517256,0.7527971215628934,0.7776169903000598,0.710232158211522,0.41917454858125536,0.44,5742,0.4050853361198189
oulad,DT,0,1201,50pct,1,0.7836320840123121,0.7425531914893617,0.7002758966641586,0.8149628246540579,0.8495594033049199,0.6625533934504034,0.4736592311343142,0.58,5523,0.38149556400506973
oulad,DT,0,1201,75pct,1,0.8505902844977743,0.8139833226427197,0.7667673716012084,0.867907192371753,0.8993568579747673,0.7247287264420331,0.5785265562535694,0.5,5167,0.3388813624927424
oulad,DT,0,1201,100pct,1,0.8857711442786069,0.9020979020979021,0.8017955801104972,0.889173974843607,0.9172077839378323,0.7215661901802362,0.6215040397762586,0.68,5025,0.3201990049751244
oulad,RF,0,1201,20pct,1,0.6501760858628207,0.5623987034035657,0.66624,0.7530108355570085,0.7767310393016313,0.8171114599686028,0.3873626373626374,0.36,5963,0.4273016937782995
oulad,RF,0,1201,35pct,1,0.7115987460815048,0.6148046607265251,0.6842105263157895,0.7937792607146241,0.815259257432023,0.7712811693895099,0.4337919174548581,0.38,5742,0.4050853361198189
oulad,RF,0,1201,50pct,1,0.8004707586456636,0.747903305377405,0.733430091920658,0.8514783083089696,0.8735167096630057,0.7195064072140485,0.4978642619838633,0.43,5523,0.38149556400506973
oulad,RF,0,1201,75pct,1,0.8742016644087478,0.8951902368987796,0.7932569974554707,0.8967550025218352,0.9185263155078998,0.712164477441462,0.5825242718446602,0.53,5167,0.3388813624927424
oulad,RF,0,1201,100pct,1,0.9062686567164179,0.9530254777070064,0.8356020942408376,0.9228325600172618,0.9414419839806242,0.7439403356121814,0.6221255438160348,0.55,5025,0.3201990049751244
oulad,SVM,0,1201,20pct,1,0.6459835653194701,0.5560400102590408,0.6725608810299364,0.7278014918514524,0.7690826324898694,0.8508634222919937,0.37127158555729983,0.48,5963,0.4273016937782995
oulad,SVM,0,1201,35pct,1,0.733194009056078,0.6506069802731411,0.6912535268037082,0.795637763889705,0.8220330557127352,0.7373172828890799,0.4346517626827171,0.53,5742,0.4050853361198189
oulad,SVM,0,1201,50pct,1,0.806264711207677,0.7498795180722891,0.7441415590626494,0.8531310039753764,0.8783665800070912,0.7384907451352634,0.4897959183673469,0.43,5523,0.38149556400506973
oulad,SVM,0,1201,75pct,1,0.8745887362105671,0.8821898821898821,0.7971195992485911,0.896813193455015,0.9214553878212117,0.7270131353512279,0.5813820673900628,0.38,5167,0.3388813624927424
oulad,SVM,0,1201,100pct,1,0.9044776119402985,0.9406713505074161,0.8339100346020761,0.9177510889260903,0.9368289175495566,0.7489123679303915,0.6215040397762586,0.33,5025,0.3201990049751244
oulad,XGB,0,1201,20pct,1,0.7056850578567835,0.6285251215559157,0.6884431031421978,0.7716015347975509,0.7946554700267312,0.760989010989011,0.39481946624803765,0.46,5963,0.4273016937782995
oulad,XGB,0,1201,35pct,1,0.7277951933124347,0.6355239786856128,0.6959735460027232,0.8081939948345492,0.8284856705886617,0.7691315563198624,0.44282029234737746,0.42,5742,0.4050853361198189
oulad,XGB,0,1201,50pct,1,0.7964874162592793,0.7220967013104383,0.7398148148148148,0.8600669159439851,0.8821289912403064,0.7584242999525391,0.5002373042240151,0.45,5523,0.38149556400506973
oulad,XGB,0,1201,75pct,1,0.8726533772014708,0.8612029081295439,0.7984068627450981,0.9022622886303062,0.9255301754634689,0.7441462021701885,0.5825242718446602,0.53,5167,0.3388813624927424
oulad,XGB,0,1201,100pct,1,0.9012935323383084,0.8861901457321305,0.8373770491803278,0.927689798218627,0.9467714357034422,0.7936606587942822,0.6233685518955874,0.47,5025,0.3201990049751244
oulad,CatBoost,0,1201,20pct,1,0.67097098775784,0.5808498896247241,0.6821127673363577,0.7672088363634756,0.794047753125352,0.826138147566719,0.3983516483516483,0.4,5963,0.4273016937782995
oulad,CatBoost,0,1201,35pct,1,0.7514803204458377,0.686128364389234,0.6990086479645644,0.8079433937426379,0.8309149347262692,0.7123817712811694,0.4411006018916595,0.49,5742,0.4050853361198189
oulad,CatBoost,0,1201,50pct,1,0.8069889552779287,0.7646161667513981,0.7383406971035837,0.8576252197660205,0.8827988060318621,0.7138111058376839,0.4983388704318937,0.5,5523,0.38149556400506973
oulad,CatBoost,0,1201,75pct,1,0.8662666924714535,0.8181272509003601,0.7977758267486099,0.9004139607835204,0.9247773436925303,0.7784123358081096,0.5819531696173615,0.47,5167,0.3388813624927424
oulad,CatBoost,0,1201,100pct,1,0.902686567164179,0.9142011834319527,0.8348530901722391,0.922545688922282,0.9429802792547191,0.7681789931634556,0.6208825357364823,0.57,5025,0.3201990049751244
oulad,MLP,0,1201,20pct,1,0.6760020124098608,0.5864682762492981,0.6837970540098199,0.7645850859562587,0.7904445481312246,0.8198587127158555,0.3920722135007849,0.26,5963,0.4273016937782995
oulad,MLP,0,1201,35pct,1,0.7408568443051202,0.6574004507888805,0.7016840417000801,0.8079109363232644,0.8288086159713733,0.7523645743766122,0.4411006018916595,0.33,5742,0.4050853361198189
oulad,MLP,0,1201,50pct,1,0.8098859315589354,0.7800741918388977,0.7371056584877316,0.8553680034327794,0.8790765475625466,0.6986236355007119,0.4959658281917418,0.42,5523,0.38149556400506973
oulad,MLP,0,1201,75pct,1,0.872072769498742,0.8458121827411168,0.8013225127742711,0.9015574765177045,0.9242834807008908,0.7612792689891491,0.5802398629354655,0.44,5167,0.3388813624927424
oulad,MLP,0,1201,100pct,1,0.906865671641791,0.9204126750184229,0.842211732973702,0.9263746014681791,0.9452252260775528,0.776258545680547,0.6233685518955874,0.53,5025,0.3201990049751244
oulad,LR,0,2026,20pct,1,0.6823746436357538,0.5939655172413794,0.685799601857996,0.7565228572241014,0.7891089040639344,0.8112244897959183,0.3881475667189953,0.31,5963,0.4273016937782995
oulad,LR,0,2026,35pct,1,0.7424242424242424,0.6628219915417147,0.6998173330627157,0.8003065885332785,0.8265452294699367,0.7411865864144453,0.4346517626827171,0.36,5742,0.4050853361198189
oulad,LR,0,2026,50pct,1,0.799565453557849,0.7264492753623188,0.7434530706836616,0.8530753301240185,0.8794108297422776,0.7612719506407214,0.4897959183673469,0.33,5523,0.38149556400506973
oulad,LR,0,2026,75pct,1,0.8726533772014708,0.8735475051264525,0.7952706907280647,0.8968732150771965,0.9217342515551501,0.7298686464877213,0.579097658480868,0.45,5167,0.3388813624927424
oulad,LR,0,2026,100pct,1,0.9046766169154229,0.9260935143288085,0.8367972742759796,0.9200839502658325,0.9390658590510346,0.7632069608452455,0.6215040397762586,0.51,5025,0.3201990049751244
oulad,DT,0,2026,20pct,1,0.6651014589971491,0.5852149706155274,0.6545580349420516,0.7150743414891092,0.7452627272330264,0.7425431711145997,0.37558869701726844,0.41,5963,0.4273016937782995
oulad,DT,0,2026,35pct,1,0.6973180076628352,0.6082474226804123,0.6552955176517256,0.7527981516845703,0.7776183747112874,0.710232158211522,0.41917454858125536,0.44,5742,0.4050853361198189
oulad,DT,0,2026,50pct,1,0.7836320840123121,0.7425531914893617,0.7002758966641586,0.8149628246540579,0.8495587086204233,0.6625533934504034,0.4736592311343142,0.58,5523,0.38149556400506973
oulad,DT,0,2026,75pct,1,0.8505902844977743,0.8139833226427197,0.7667673716012084,0.867907192371753,0.8993568579747673,0.7247287264420331,0.5785265562535694,0.5,5167,0.3388813624927424
oulad,DT,0,2026,100pct,1,0.8857711442786069,0.9020979020979021,0.8017955801104972,0.8891800178026801,0.9171995966773552,0.7215661901802362,0.6208825357364823,0.68,5025,0.3201990049751244
oulad,RF,0,2026,20pct,1,0.6780144222706691,0.5972136222910217,0.667705088265836,0.7530395956961632,0.7768104516274354,0.7570643642072213,0.3881475667189953,0.41,5963,0.4273016937782995
oulad,RF,0,2026,35pct,1,0.7150818530128875,0.6224272533711852,0.6819595645412131,0.7938941081915085,0.8146540180144624,0.7540842648323302,0.4346517626827171,0.39,5742,0.4050853361198189
oulad,RF,0,2026,50pct,1,0.7999275755929748,0.7517587939698492,0.7302904564315352,0.8525798350973095,0.8743651973070694,0.7100142382534409,0.49691504508780254,0.44,5523,0.38149556400506973
oulad,RF,0,2026,75pct,1,0.8714921617960132,0.8750862663906143,0.7925,0.8968740774586382,0.9181805779768537,0.7241576242147344,0.5830953740719589,0.5,5167,0.3388813624927424
oulad,RF,0,2026,100pct,1,0.896318407960199,0.8736263736263736,0.8300163132137031,0.9225029015975039,0.9414072336083769,0.7905531385954009,0.6215040397762586,0.42,5025,0.3201990049751244
oulad,SVM,0,2026,20pct,1,0.6459835653194701,0.5560400102590408,0.6725608810299364,0.7278014918514524,0.7690826324898694,0.8508634222919937,0.37127158555729983,0.48,5963,0.4273016937782995
oulad,SVM,0,2026,35pct,1,0.733194009056078,0.6506069802731411,0.6912535268037082,0.795637763889705,0.8220330557127352,0.7373172828890799,0.4346517626827171,0.53,5742,0.4050853361198189
oulad,SVM,0,2026,50pct,1,0.806264711207677,0.7498795180722891,0.7441415590626494,0.8531310039753764,0.8783665800070912,0.7384907451352634,0.4897959183673469,0.43,5523,0.38149556400506973
