candidate,seed,inner_fold,records,threshold,threshold_scope,macro_f1,balanced_accuracy,at_risk_precision,at_risk_recall,at_risk_f1,pr_auc,brier,nll,ece,confusion_matrix,roc_auc,recall_at_10_percent
A1_cnn_small_temporal,3407,0,3428,0.49000000000000005,global,0.8223927824569917,0.8161235559312483,0.8418874172185431,0.7264285714285714,0.7799079754601227,0.8898877778872228,0.11877992917865901,0.375525511197508,0.011147325050766065,"[[1837, 191], [383, 1017]]",0.9008474218089604,0.24428571428571427
A1_cnn_small_temporal,3407,1,3414,0.49000000000000005,global,0.8233431558359512,0.8204136235059996,0.8081979891724671,0.762217359591539,0.7845345345345346,0.8863147368825325,0.12111948811189047,0.38123617185066694,0.037246964914712216,"[[1795, 248], [326, 1045]]",0.8982706957239198,0.24945295404814005
A1_cnn_small_temporal,3407,2,3416,0.49000000000000005,global,0.8254349816849818,0.8174002018298809,0.8431718061674008,0.7200902934537246,0.7767857142857143,0.8872934026662426,0.11507901131422142,0.3643384910330517,0.014379640736080581,"[[1909, 178], [372, 957]]",0.9040655489228347,0.2565838976674191
A2_bilstm_current_temporal,42,0,3428,0.4650000000000001,global,0.825121195873008,0.8214828120597352,0.8199381761978362,0.7578571428571429,0.7876763177431328,0.8903457179484168,0.12260038823687251,0.4017590673952555,0.056647281650787425,"[[1795, 233], [339, 1061]]",0.901479642152719,0.24428571428571427
A2_bilstm_current_temporal,42,1,3414,0.4650000000000001,global,0.8200888655497146,0.8116758831726202,0.8553682342502218,0.7031363967906638,0.7718174539631706,0.8846909848478381,0.12262750219870415,0.3899156703134041,0.04623436817422501,"[[1880, 163], [407, 964]]",0.8975666496367486,0.2487235594456601
A2_bilstm_current_temporal,42,2,3416,0.4650000000000001,global,0.8261089838709752,0.8177090037110306,0.8472468916518651,0.7178329571106095,0.7771894093686355,0.8849791228788082,0.11645895958259395,0.3709752865932939,0.023737768678046955,"[[1915, 172], [375, 954]]",0.9011776294038518,0.2565838976674191
A2_bilstm_current_temporal,2026,0,3428,0.48500000000000004,global,0.8237467763205252,0.821722316145393,0.8055141579731744,0.7721428571428571,0.788475565280817,0.8896365139882528,0.12145412069806209,0.38421985336955783,0.04190590104703275,"[[1767, 261], [319, 1081]]",0.9009657650042264,0.24428571428571427
A2_bilstm_current_temporal,2026,1,3414,0.48500000000000004,global,0.8198355291852659,0.8167618307054778,0.8051242236024845,0.7563822027716995,0.779992478375329,0.8861754170593128,0.12094766765064276,0.3786409655063052,0.033630073977569924,"[[1792, 251], [334, 1037]]",0.8992371524977392,0.2487235594456601
A2_bilstm_current_temporal,2026,2,3416,0.48500000000000004,global,0.8312121119271743,0.825297273638126,0.8322147651006712,0.746425884123401,0.7869892899642998,0.8868855391732584,0.11593314949005498,0.3710360798327914,0.025786484055661647,"[[1887, 200], [337, 992]]",0.9044650264293309,0.2558314522197141
A2_bilstm_current_temporal,3407,0,3428,0.4600000000000001,global,0.8240381191438242,0.819356156663849,0.8279143536875495,0.7457142857142857,0.7846674182638106,0.8898187944106422,0.11929734238169085,0.37498525779456493,0.020872113049299822,"[[1811, 217], [356, 1044]]",0.9008456607495069,0.24428571428571427
A2_bilstm_current_temporal,3407,1,3414,0.4600000000000001,global,0.8247361798433536,0.8193821888478672,0.8293877551020408,0.7410649161196207,0.7827426810477658,0.8879939437001186,0.11794519206693962,0.3694734112107039,0.016640853397024424,"[[1834, 209], [355, 1016]]",0.9000754386096446,0.24799416484318015
A2_bilstm_current_temporal,3407,2,3416,0.4600000000000001,global,0.82789830394515,0.8218083351630701,0.8296795952782462,0.7404063205417607,0.7825049701789264,0.8909189057022392,0.11359932755124795,0.36315219651780617,0.019893147683848568,"[[1885, 202], [345, 984]]",0.9068460277406123,0.2565838976674191
A3_serial_current_temporal,42,0,3428,0.5050000000000001,global,0.8216251739740259,0.8159115243730628,0.835236541598695,0.7314285714285714,0.7798933739527799,0.8878718763728412,0.12018890441726778,0.3783953117503855,0.022426555138581224,"[[1826, 202], [376, 1024]]",0.8992018878557341,0.24428571428571427
A3_serial_current_temporal,42,1,3414,0.5050000000000001,global,0.8205339609650617,0.8135807705448823,0.8398637137989778,0.7191830780452224,0.774852652259332,0.8849641156262227,0.12674601170145774,0.4091951843407331,0.06470717012246073,"[[1855, 188], [385, 986]]",0.897441692166916,0.24945295404814005
A3_serial_current_temporal,42,2,3416,0.5050000000000001,global,0.8304756157461337,0.8235208966755756,0.839622641509434,0.7366440933032355,0.7847695390781563,0.8840841421170774,0.11863494929066962,0.3932228338851705,0.04291513271573103,"[[1900, 187], [350, 979]]",0.8992754242375406,0.2565838976674191
A3_serial_current_temporal,2026,0,3428,0.5,global,0.8262586747709411,0.8220519864750634,0.8261550509005482,0.7535714285714286,0.788195741501681,0.8895248361154551,0.11998619975077195,0.38218106067866375,0.03225595235570293,"[[1806, 222], [345, 1055]]",0.9013317131586362,0.24428571428571427
A3_serial_current_temporal,2026,1,3414,0.5,global,0.8185794353069262,0.8099771756255817,0.8561215370866846,0.6987600291757841,0.7694779116465863,0.8877576023125214,0.11939808412712903,0.3749323017220645,0.023688840420123394,"[[1882, 161], [413, 958]]",0.9002771556680886,0.24945295404814005
A3_serial_current_temporal,2026,2,3416,0.5,global,0.8251580396489813,0.8220407027198722,0.8050914876690533,0.7614747930775019,0.782675947409126,0.8829268565170356,0.1200532243260991,0.3819451830111011,0.04401888773886738,"[[1842, 245], [317, 1012]]",0.9004442925372339,0.2565838976674191
A3_serial_current_temporal,3407,0,3428,0.5150000000000001,global,0.8254532415375788,0.820588898281206,0.8312101910828026,0.7457142857142857,0.786144578313253,0.8902111473913765,0.1196933461560677,0.3769214773301575,0.02435963899505736,"[[1816, 212], [356, 1044]]",0.9022735277542969,0.24428571428571427
A3_serial_current_temporal,3407,1,3414,0.5150000000000001,global,0.8217113943484977,0.8136145090617372,0.8533801580333626,0.7089715536105032,0.7745019920318725,0.8885196498702008,0.11833388112543715,0.37097662549257016,0.01565256468050387,"[[1876, 167], [399, 972]]",0.9008444625811286,0.24945295404814005
A3_serial_current_temporal,3407,2,3416,0.5150000000000001,global,0.82972452386523,0.8239627375458021,0.8292887029288702,0.745673438675696,0.7852614896988906,0.8869314559652292,0.11836704431025416,0.38387160014938426,0.0425336636794814,"[[1883, 204], [338, 991]]",0.9027877977648728,0.2565838976674191
A4_serial_current_full,42,0,3428,0.5,global,0.8289664232009271,0.8226282051282051,0.8497109826589595,0.735,0.7882037533512064,0.8923156677105326,0.1181093471258707,0.3760684683465343,0.031062773960808792,"[[1846, 182], [371, 1029]]",0.903554874612567,0.24428571428571427
A4_serial_current_full,42,1,3414,0.5,global,0.8200072022951022,0.8142764266305076,0.8274153592072667,0.7308533916849015,0.7761425251742835,0.8914488952795894,0.11667150931283773,0.36619363992878845,0.019618101435477226,"[[1834, 209], [369, 1002]]",0.9044714423983552,0.2487235594456601
A4_serial_current_full,42,2,3416,0.5,global,0.8320719470714886,0.8260160086644797,0.8343145500420521,0.746425884123401,0.7879269261318507,0.888536489773966,0.11734785148595406,0.370616705494579,0.0404122809817321,"[[1890, 197], [337, 992]]",0.9044625026544704,0.2565838976674191
A4_serial_current_full,2026,0,3428,0.5050000000000001,global,0.830056712231308,0.8227803606649761,0.8611346316680779,0.7264285714285714,0.7880666408368849,0.8942152531487817,0.11685828732355817,0.37782192452718966,0.03274529394144877,"[[1864, 164], [383, 1017]]",0.9054543533389688,0.24357142857142858
A4_serial_current_full,2026,1,3414,0.5050000000000001,global,0.8257796021904599,0.8182259752305733,0.8517241379310345,0.7206418672501823,0.7807190833662584,0.8899240359159117,0.11934178939323827,0.3802347547547981,0.04036923905280234,"[[1871, 172], [383, 988]]",0.9020101372639955,0.24945295404814005
A4_serial_current_full,2026,2,3416,0.5050000000000001,global,0.831234394122839,0.8211341267360417,0.8692449355432781,0.710308502633559,0.7817805383022775,0.8902686529484236,0.11394108797536812,0.364444094988787,0.028008620252241708,"[[1945, 142], [385, 944]]",0.9065063997522376,0.2565838976674191
A4_serial_current_full,3407,0,3428,0.5,global,0.8282787394262462,0.8226373626373626,0.8418491484184915,0.7414285714285714,0.7884542347132548,0.8921359657150507,0.11931205120625739,0.3835041093486021,0.03769531646062041,"[[1833, 195], [362, 1038]]",0.903110383206537,0.24428571428571427
A4_serial_current_full,3407,1,3414,0.5,global,0.8216412411254888,0.8194202116208305,0.8010670731707317,0.7665937272064187,0.7834513604174431,0.8903437893746358,0.1207626867895667,0.3764931822115673,0.03966427010750833,"[[1782, 261], [320, 1051]]",0.9043300619467732,0.24945295404814005
A4_serial_current_full,3407,2,3416,0.5,global,0.8356773635810131,0.8307684569964988,0.8300492610837439,0.7607223476297968,0.7938751472320377,0.8899274560520128,0.11503835623590919,0.36796706027877446,0.035540481886457836,"[[1880, 207], [318, 1011]]",0.9081097178672084,0.2565838976674191
B2_cnn_matched_temporal,42,0,3428,0.51,global,0.8214869147108006,0.8122090729783038,0.8789808917197452,0.69,0.773109243697479,0.8860777667700444,0.12310515240188863,0.39256995205885853,0.04437750638783187,"[[1895, 133], [434, 966]]",0.8964532262609186,0.24428571428571427
B2_cnn_matched_temporal,42,1,3414,0.51,global,0.8191655451023094,0.8121219813399225,0.8393162393162393,0.7162654996353027,0.7729240456513183,0.8863735719718677,0.12046496521791784,0.3750974292450678,0.02605791167232225,"[[1855, 188], [389, 982]]",0.8997662581271447,0.24945295404814005
B2_cnn_matched_temporal,42,2,3416,0.51,global,0.8240121289733795,0.8154516673679155,0.8464285714285714,0.7133182844243793,0.7741935483870968,0.8839986823332183,0.11790594895128119,0.37468749137944,0.03290343161402991,"[[1915, 172], [381, 948]]",0.9029165102827601,0.2565838976674191
B2_cnn_matched_temporal,2026,0,3428,0.4750000000000001,global,0.8248177424449799,0.8240701606086221,0.7976794778825236,0.7857142857142857,0.791651673263764,0.8897037106117284,0.12033917362592995,0.37892798224482194,0.03015986920004035,"[[1749, 279], [300, 1100]]",0.901408495350803,0.24428571428571427
B2_cnn_matched_temporal,2026,1,3414,0.4750000000000001,global,0.81443547844569,0.80654602201465,0.843585237258348,0.700218818380744,0.7652451175767238,0.8829088622616454,0.12219808851854234,0.3827949060020445,0.02396421152694609,"[[1865, 178], [411, 960]]",0.8977153490258496,0.24945295404814005
B2_cnn_matched_temporal,2026,2,3416,0.4750000000000001,global,0.8235065696468862,0.8217638085637449,0.7944142746314973,0.7705041384499624,0.7822765469824293,0.8835827225831943,0.12042094900983466,0.3844329789919314,0.03973936842726127,"[[1822, 265], [305, 1024]]",0.9015590799470584,0.2565838976674191
B2_cnn_matched_temporal,3407,0,3428,0.48000000000000004,global,0.8281334526608173,0.824390673429135,0.8243034055727554,0.7607142857142857,0.7912332838038633,0.8888952789675546,0.12074711488620851,0.38029759620894643,0.028701984800633074,"[[1801, 227], [335, 1065]]",0.8998291772330236,0.24357142857142858
B2_cnn_matched_temporal,3407,1,3414,0.48000000000000004,global,0.8188165116733731,0.8131775149386655,0.8252267106347898,0.7301239970824216,0.7747678018575851,0.8832535284489956,0.12089715565252787,0.379236376639,0.020620038308962686,"[[1831, 212], [370, 1001]]",0.8978404850063533,0.2487235594456601
B2_cnn_matched_temporal,3407,2,3416,0.48000000000000004,global,0.8268268298009203,0.818905092725291,0.8437225636523266,0.7231000752445448,0.7787682333873582,0.8875001261147412,0.11570301397444903,0.36971456630851496,0.021504416495814613,"[[1909, 178], [368, 961]]",0.9047595870094819,0.2565838976674191
C1_cnn_d1_temporal,42,0,3428,0.5050000000000001,global,0.8183076586697844,0.8108079740772048,0.8518518518518519,0.7064285714285714,0.7723545490042952,0.8879864079115071,0.11961717609222763,0.3765031115704285,0.011455512732754228,"[[1856, 172], [411, 989]]",0.8994621724429417,0.24428571428571427
C1_cnn_d1_temporal,42,1,3414,0.5050000000000001,global,0.8203616157598972,0.813931008481756,0.8344537815126051,0.7242888402625821,0.7754783287778212,0.8848586277552011,0.12074823720666811,0.3760117852473682,0.019935342128588808,"[[1846, 197], [378, 993]]",0.898999376283715,0.24945295404814005
C1_cnn_d1_temporal,42,2,3416,0.5050000000000001,global,0.8202496067953261,0.8150327207410668,0.813953488372093,0.7373965387509406,0.7737860244769048,0.8811629476414882,0.1212933530949792,0.3826351846687912,0.05079899936100899,"[[1863, 224], [349, 980]]",0.8998104645079738,0.2565838976674191
C1_cnn_d1_temporal,2026,0,3428,0.49000000000000005,global,0.8206926048633851,0.8177592279515356,0.8089802130898022,0.7592857142857142,0.7833456153279292,0.8879498802102151,0.12134984968394505,0.3804703999991776,0.03136346684475381,"[[1777, 251], [337, 1063]]",0.8987190053536206,0.24428571428571427
C1_cnn_d1_temporal,2026,1,3414,0.49000000000000005,global,0.8214855866527659,0.8134897301025759,0.852014010507881,0.7097009482129832,0.7743732590529248,0.8853801656834697,0.12151899977151756,0.38242013420875814,0.033173934933546714,"[[1874, 169], [398, 973]]",0.899498135099018,0.24945295404814005
C1_cnn_d1_temporal,2026,2,3416,0.49000000000000005,global,0.8207374034783531,0.8144879459104573,0.8225806451612904,0.7291196388261851,0.7730355005983247,0.8796575992303515,0.12013467509300019,0.382967960738497,0.027163015247761026,"[[1878, 209], [360, 969]]",0.8966636777961532,0.2565838976674191
C1_cnn_d1_temporal,3407,0,3428,0.49000000000000005,global,0.8248378106942069,0.8181213017751479,0.8493723849372385,0.725,0.7822736030828517,0.8884259540715624,0.11993021024687207,0.3804201098316188,0.020809663913637616,"[[1848, 180], [385, 1015]]",0.8986115807269653,0.24428571428571427
C1_cnn_d1_temporal,3407,1,3414,0.49000000000000005,global,0.8212086949615364,0.8150202805973539,0.8330550918196995,0.7279358132749818,0.7769560140132348,0.8854504021138007,0.12141157769732823,0.38289940504526654,0.03622206908830195,"[[1843, 200], [373, 998]]",0.8989908077714976,0.24945295404814005
C1_cnn_d1_temporal,3407,2,3416,0.49000000000000005,global,0.8285766715163907,0.8188412772752461,0.8627630375114365,0.709556057185854,0.7786952931461602,0.8865559422629433,0.11816050050664675,0.3836191616119602,0.04967034917007977,"[[1937, 150], [386, 943]]",0.9034241495689933,0.2565838976674191
C2_cnn_d2_temporal,42,0,3428,0.49000000000000005,global,0.8186955996131529,0.8132248520710059,0.8295454545454546,0.73,0.776595744680851,0.8919139449743114,0.11778622156470563,0.3706699259263548,0.01868825101227331,"[[1818, 210], [378, 1022]]",0.9029106790645252,0.24428571428571427
C2_cnn_d2_temporal,42,1,3414,0.49000000000000005,global,0.8182311421211691,0.8142282287492864,0.8104678826328311,0.7454412837345004,0.776595744680851,0.8846169644206623,0.1221051594220339,0.37988390524202714,0.03416877534779528,"[[1804, 239], [349, 1022]]",0.8984392097975225,0.2487235594456601
C2_cnn_d2_temporal,42,2,3416,0.49000000000000005,global,0.8204621304114021,0.8095741562569967,0.8669201520912547,0.6862302483069977,0.7660646787064259,0.8810062451994785,0.11940789777811744,0.38167707779734406,0.031238690910444303,"[[1947, 140], [417, 912]]",0.8963925522682787,0.2565838976674191
C2_cnn_d2_temporal,2026,0,3428,0.49500000000000005,global,0.8205019600231491,0.8120569174415329,0.8662533215234721,0.6985714285714286,0.7734282325029656,0.8868439018094575,0.120453745059358,0.37897517072049897,0.01666139934566242,"[[1877, 151], [422, 978]]",0.8980980557903636,0.24428571428571427
C2_cnn_d2_temporal,2026,1,3414,0.49500000000000005,global,0.8159878116218773,0.8096649604616715,0.8285714285714286,0.7191830780452224,0.7700117141741507,0.8821388720827311,0.12328174833433202,0.3867691274670374,0.03291852855438383,"[[1839, 204], [385, 986]]",0.8951278368469588,0.24945295404814005
C2_cnn_d2_temporal,2026,2,3416,0.49500000000000005,global,0.8210519181983863,0.8165020985187965,0.80999180999181,0.744168547780286,0.7756862745098039,0.8823423285387642,0.11928545172346522,0.37553897150755655,0.03090975709713175,"[[1855, 232], [340, 989]]",0.8983553280312429,0.2565838976674191
C2_cnn_d2_temporal,3407,0,3428,0.49000000000000005,global,0.8223927824569917,0.8161235559312483,0.8418874172185431,0.7264285714285714,0.7799079754601227,0.8898877778872228,0.11877992917865901,0.375525511197508,0.011147325050766065,"[[1837, 191], [383, 1017]]",0.9008474218089604,0.24428571428571427
C2_cnn_d2_temporal,3407,1,3414,0.49000000000000005,global,0.8233431558359512,0.8204136235059996,0.8081979891724671,0.762217359591539,0.7845345345345346,0.8863147368825325,0.12111948811189047,0.38123617185066694,0.037246964914712216,"[[1795, 248], [326, 1045]]",0.8982706957239198,0.24945295404814005
C2_cnn_d2_temporal,3407,2,3416,0.49000000000000005,global,0.8254349816849818,0.8174002018298809,0.8431718061674008,0.7200902934537246,0.7767857142857143,0.8872934026662426,0.11507901131422142,0.3643384910330517,0.014379640736080581,"[[1909, 178], [372, 957]]",0.9040655489228347,0.2565838976674191
C3_cnn_multidilation_temporal,42,0,3428,0.4650000000000001,global,0.8227686596214836,0.8184551986475064,0.8231132075471698,0.7478571428571429,0.7836826347305389,0.8879367784672639,0.12018518584357797,0.3787461131122257,0.025652635066097326,"[[1803, 225], [353, 1047]]",0.900051775147929,0.24357142857142858
C3_cnn_multidilation_temporal,42,1,3414,0.4650000000000001,global,0.8147899522267903,0.8143765711170448,0.7808823529411765,0.774617067833698,0.7777370926400586,0.8813421850725222,0.12497230295513952,0.3941395390967184,0.05443898536369648,"[[1745, 298], [309, 1062]]",0.8963534911153453,0.24945295404814005
C3_cnn_multidilation_temporal,42,2,3416,0.4650000000000001,global,0.8236383171685546,0.8231976732237943,0.7869598180439727,0.781038374717833,0.783987915407855,0.8812335071539487,0.12232914414246542,0.397378186411614,0.05017000064690023,"[[1806, 281], [291, 1038]]",0.8984306807377931,0.2565838976674191
C3_cnn_multidilation_temporal,2026,0,3428,0.44500000000000006,global,0.8214991409107355,0.8175542406311638,0.818394388152767,0.75,0.7827059262020126,0.8889885481316109,0.1196766803876821,0.3765588115513798,0.017983460692903998,"[[1795, 233], [350, 1050]]",0.8991402507748661,0.24428571428571427
C3_cnn_multidilation_temporal,2026,1,3414,0.44500000000000006,global,0.8145240357402765,0.8114016907816732,0.7992217898832685,0.7490882567469,0.7733433734939759,0.8828142471110061,0.12284458161617297,0.3855287476926055,0.03275385382953501,"[[1785, 258], [344, 1027]]",0.8961303527763587,0.24945295404814005
C3_cnn_multidilation_temporal,2026,2,3416,0.44500000000000006,global,0.8260055630030768,0.8195172883986035,0.8306382978723404,0.7343867569601203,0.7795527156549521,0.884509050273327,0.11634515819717929,0.3691439703738005,0.01522032233430573,"[[1888, 199], [353, 976]]",0.9020865488929102,0.2565838976674191
C3_cnn_multidilation_temporal,3407,0,3428,0.49500000000000005,global,0.8189099938663842,0.8091814595660749,0.8839368616527391,0.68,0.7686717803794914,0.8863452150290644,0.12162999912477462,0.38237336312491477,0.03089242207447161,"[[1903, 125], [448, 952]]",0.8984569597069598,0.24357142857142858
C3_cnn_multidilation_temporal,3407,1,3414,0.49500000000000005,global,0.8185491313666818,0.8090319616216337,0.8676470588235294,0.6885485047410649,0.7677917852785685,0.8857022517881692,0.11998716445472105,0.37512571471519474,0.012218893244295145,"[[1899, 144], [427, 944]]",0.897381355560054,0.24945295404814005
C3_cnn_multidilation_temporal,3407,2,3416,0.49500000000000005,global,0.8320281670872849,0.8273469393641457,0.8240589198036007,0.7577125658389767,0.7894943159545277,0.8878273883402347,0.11738264252568242,0.38061522635532324,0.03910355331279137,"[[1872, 215], [322, 1007]]",0.904728580632624,0.2565838976674191
D_serial_with_cnn_skip,42,0,3428,0.4650000000000001,global,0.8275811950758145,0.8230635390250775,0.830441640378549,0.7521428571428571,0.7893553223388305,0.8942217295567162,0.11638812878536557,0.367612386279647,0.01815243207935415,"[[1813, 215], [347, 1053]]",0.9051211608903916,0.24428571428571427
D_serial_with_cnn_skip,42,1,3414,0.4650000000000001,global,0.8231032509193993,0.8176786615127065,0.8281505728314239,0.738147337709701,0.7805630543771693,0.8898741324021827,0.11740504822801875,0.37014729009362923,0.01850810975265182,"[[1833, 210], [359, 1012]]",0.9026827654730374,0.2487235594456601
D_serial_with_cnn_skip,42,2,3416,0.4650000000000001,global,0.8333393434798748,0.826803967229865,0.8395585738539898,0.744168547780286,0.7889908256880734,0.8886809533617651,0.11447303368185131,0.3651861555289387,0.02359709246667535,"[[1898, 189], [340, 989]]",0.9043482117072148,0.2565838976674191
D_serial_with_cnn_skip,2026,0,3428,0.4750000000000001,global,0.828361648201243,0.8196583544660467,0.8769911504424779,0.7078571428571429,0.783399209486166,0.8930960858895653,0.11771759509981111,0.3719032226390734,0.02656925857189909,"[[1889, 139], [409, 991]]",0.904259298393914,0.24428571428571427
D_serial_with_cnn_skip,2026,1,3414,0.4750000000000001,global,0.8228225362465031,0.8205191233126725,0.8030534351145038,0.7673231218088986,0.7847817978366282,0.888569605265348,0.11910953511119657,0.3733455542307973,0.026195887329442048,"[[1785, 258], [319, 1052]]",0.9017295184888858,0.2487235594456601
D_serial_with_cnn_skip,2026,2,3416,0.4750000000000001,global,0.8237273284288453,0.8189315923613267,0.8149671052631579,0.745673438675696,0.7787819253438114,0.8859570124971278,0.11664032656125611,0.37026459332598055,0.03218260778831775,"[[1862, 225], [338, 991]]",0.9030313420389144,0.2565838976674191
D_serial_with_cnn_skip,3407,0,3428,0.5700000000000001,global,0.8268646700944271,0.823072696534235,0.8232558139534883,0.7585714285714286,0.7895910780669145,0.8929576150261871,0.12202554084133929,0.3856626367269102,0.0504113525823802,"[[1800, 228], [338, 1062]]",0.904719639335024,0.24357142857142858
D_serial_with_cnn_skip,3407,1,3414,0.5700000000000001,global,0.8186638461591755,0.8104521925216168,0.8515901060070671,0.7031363967906638,0.7702756691969637,0.8872705074201462,0.12070425625381917,0.3786821261622897,0.03409108976676938,"[[1875, 168], [407, 964]]",0.9017059550802888,0.2487235594456601
D_serial_with_cnn_skip,3407,2,3416,0.5700000000000001,global,0.8370075275009423,0.8316930599436189,0.8345740281224152,0.7592174567343868,0.7951142631993696,0.8903787911445379,0.11754524626355484,0.3774273233199017,0.052052472690251206,"[[1887, 200], [320, 1009]]",0.9075045527095786,0.2565838976674191
E_parallel_concat,42,0,3428,0.49000000000000005,global,0.8280929666748269,0.8226120033812341,0.840064620355412,0.7428571428571429,0.7884761182714177,0.8928040200427373,0.12039374101920751,0.3899055905157459,0.04751541057727634,"[[1830, 198], [360, 1040]]",0.9025729078613693,0.24428571428571427
E_parallel_concat,42,1,3414,0.49000000000000005,global,0.8250359111703649,0.8170215637320584,0.8558951965065502,0.7148067104303428,0.7790143084260731,0.8911327932632088,0.11702440353301648,0.36901150683568423,0.022469233162537457,"[[1878, 165], [391, 980]]",0.9036638601218943,0.2487235594456601
E_parallel_concat,42,2,3416,0.49000000000000005,global,0.8327868469195117,0.8288163171418754,0.8200161420500404,0.764484574868322,0.7912772585669782,0.88833285357897,0.11841976845386826,0.37404168438823315,0.05019919225423698,"[[1864, 223], [313, 1016]]",0.9043802997018702,0.25733634311512416
E_parallel_concat,2026,0,3428,0.4750000000000001,global,0.830287111758897,0.8218864468864469,0.8748906386701663,0.7142857142857143,0.7864726700747149,0.892937204339509,0.11864410821745969,0.38109880945225333,0.04423561813271754,"[[1885, 143], [400, 1000]]",0.9037570442378134,0.24428571428571427
