candidate_id,stage,runtime_seconds
R0,outer_evaluation,0.0
M1,outer_evaluation,0.26101050000033865
M2,outer_evaluation,0.036479400001553586
N0,outer_evaluation,1.0796064999994996
N1,outer_evaluation,9.973867800001244
N2,outer_evaluation,3.226196499999787
N3,outer_evaluation,0.8657881999988604
A1,outer_evaluation,2.0082103999993706
A2,outer_evaluation,4.948505500000465
