dataset,model_id,model_family,prediction_stage,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,pr_auc,roc_auc,brier,nll,ece,medium_to_low_errors,low_to_medium_errors,seed_macro_f1_mean,seed_macro_f1_std,low_recall,low_f1,rank_macro_f1,rank_balanced_accuracy,rank_pr_auc,rank_low_recall,rank_low_f1,authority_scope,risk_f1,risk_precision,risk_recall,threshold_policy,threshold,seed_macro_f1_min,seed_macro_f1_max,not_risk_precision,not_risk_recall,not_risk_f1,specificity,tn,fp,fn,tp,eligible_count,positive_count,negative_count,coverage
student_mat,decision_tree_mat,decision_tree,S1_MID_G1_ONLY,0.7291139240506329,0.7321767796510947,0.7322109611095716,0.7321767796510947,0.7310114863445788,0.7289517135552901,0.7524853077993452,0.8624573719402978,0.399223873943837,2.3706736613534547,0.1323398290706544,27.0,41.0,0.729600099761133,0.0011523923197506,0.6846153846153846,0.7235772357723578,3.0,5.0,10.0,8.0,6.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,decision_tree_mat,decision_tree,S2_LATE_G1_G2,0.8531645569620253,0.8632811585294462,0.861273701026608,0.8632811585294462,0.8622592618128332,0.8530565698739297,0.8829894461920739,0.937666477322114,0.223184353365549,1.691736913519232,0.0693821752152805,22.0,23.0,0.8609083645171685,0.0011030030230947,0.823076923076923,0.8262548262548263,4.0,6.0,9.0,6.0,7.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,S0_EARLY_NO_GRADE,0.4734177215189873,0.4324544842524294,0.4482653111757257,0.4324544842524294,0.4378850969885695,0.4685967179697458,0.4512754091680242,0.6308231116959471,0.7527636039088074,1.5610410978497626,0.293387872091602,55.0,68.0,0.4378850969885695,0.0,0.4230769230769231,0.4280155642023346,2.0,7.0,5.0,8.0,10.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,S1_MID_G1_ONLY,0.6987341772151898,0.6873927965109473,0.7205613609975264,0.6873927965109473,0.7013662551440328,0.6985766526019691,0.76359946007293,0.8595660469884964,0.473494003599488,0.9533094470695932,0.1905616162655161,36.0,46.0,0.7013662551440328,0.0,0.6461538461538462,0.672,9.0,10.0,9.0,10.0,10.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,hist_gradient_boosting_mat,hist_gradient_boosting,S2_LATE_G1_G2,0.8455696202531645,0.847926545486477,0.8611512046901937,0.847926545486477,0.8541729476977635,0.8457583130149042,0.9133284026583428,0.9491781801289294,0.253272571567745,0.5320120300524087,0.0925063302840663,22.0,25.0,0.8541729476977636,1.1102230246251563e-16,0.8076923076923077,0.8171206225680934,6.0,8.0,8.0,8.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,logistic_regression_mat,logistic_regression,S0_EARLY_NO_GRADE,0.3949367088607595,0.4531813458611404,0.4280926583298125,0.4531813458611404,0.397920753696986,0.3927734552405948,0.4408629519076252,0.6308779765790441,0.6564080345197031,1.06580938894453,0.1381091449904408,47.0,29.0,0.397920753696986,0.0,0.4846153846153846,0.50199203187251,10.0,3.0,7.0,3.0,3.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,logistic_regression_mat,logistic_regression,S1_MID_G1_ONLY,0.7139240506329114,0.7543368018967334,0.7069754101347051,0.7543368018967334,0.7224065004705791,0.7104574339129004,0.8332899254484115,0.9003711751741313,0.3673401316422411,0.5676806348376364,0.0723139071559877,42.0,29.0,0.7224065004705791,0.0,0.7769230769230769,0.73992673992674,6.0,3.0,2.0,4.0,4.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,logistic_regression_mat,logistic_regression,S2_LATE_G1_G2,0.8683544303797468,0.8896400450766889,0.8650226033367795,0.8896400450766889,0.875424555205976,0.8678193709943035,0.9570919924998228,0.9728332149001448,0.1749326975897424,0.2913496294271631,0.0367078829439999,24.0,14.0,0.8754245552059758,1.1102230246251563e-16,0.8923076923076924,0.8592592592592593,2.0,2.0,2.0,4.0,3.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,mlp_mat,mlp,S0_EARLY_NO_GRADE,0.5037974683544304,0.4191908880693127,0.4835832083958021,0.4191908880693127,0.4218916160092631,0.4758355072576963,0.4557641223535322,0.6404319106266292,0.6113465478574491,1.0175185089299266,0.1191764033282688,37.0,81.0,0.4376892907743023,0.0166088180721238,0.3692307692307692,0.4363636363636363,6.0,8.0,4.0,10.0,9.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,mlp_mat,mlp,S1_MID_G1_ONLY,0.7291139240506329,0.7273445732349842,0.7351293847723311,0.7273445732349842,0.7305771725709844,0.7290272836257705,0.8044830174511657,0.8903415787371936,0.3618564237018459,0.5804666744971884,0.0652403797427657,29.0,40.0,0.731638285250815,0.0081885000990423,0.6923076923076923,0.7228915662650602,4.0,6.0,5.0,7.0,7.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,mlp_mat,mlp,S2_LATE_G1_G2,0.8455696202531645,0.8564168422901299,0.8531610750728698,0.8564168422901299,0.8546948231773134,0.8453151805257405,0.9425130125840931,0.9643682652161176,0.1982381200510097,0.3247743720196143,0.040480925424524,22.0,25.0,0.8522240332891201,0.0097814045177342,0.8076923076923077,0.8171206225680934,5.0,7.0,6.0,8.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,random_forest_mat,random_forest,S0_EARLY_NO_GRADE,0.4379746835443038,0.443419974241892,0.4282828282828283,0.443419974241892,0.4296116698045338,0.4424766810646234,0.4326244945304294,0.6220716096973858,0.6316238833103949,1.0402685346889309,0.0577082585841944,54.0,51.0,0.4298328241132015,0.006323529951854,0.4615384615384615,0.48,4.0,5.0,9.0,5.0,7.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,random_forest_mat,random_forest,S1_MID_G1_ONLY,0.7012658227848101,0.7213594719587869,0.7063062314293432,0.7213594719587869,0.7117961402917009,0.7001137022240241,0.8078101573317902,0.8853283804046069,0.3619589739077105,0.5786507628699443,0.0453071824204409,50.0,31.0,0.7149040361561769,0.0038882085018171,0.7615384615384615,0.7096774193548387,7.0,7.0,4.0,5.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,random_forest_mat,random_forest,S2_LATE_G1_G2,0.8810126582278481,0.8910044198571597,0.8878839428396237,0.8910044198571597,0.8892912179053084,0.8811114689077199,0.9603786698263408,0.9745990791211944,0.1721303828234572,0.2911812490919843,0.0619817517997888,21.0,16.0,0.8890996721016758,0.0029812814784196,0.8769230769230769,0.8603773584905661,1.0,1.0,1.0,5.0,2.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,svm_mat,svm,S0_EARLY_NO_GRADE,0.5037974683544304,0.4464535036880927,0.4688750969300015,0.4464535036880927,0.4522705036254504,0.4953264865070784,0.472452609614184,0.6413332625521423,0.6379086450132219,1.0579717211781297,0.1435731923441603,39.0,64.0,0.4563429926968433,0.0053485765295795,0.4384615384615384,0.4892703862660944,1.0,4.0,1.0,6.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,svm_mat,svm,S1_MID_G1_ONLY,0.7265822784810126,0.7139419418100926,0.7378361650485438,0.7139419418100926,0.7244611493131897,0.7264354556997258,0.7822883340098382,0.8755502790143547,0.3830202000370732,0.6083187870202922,0.0521067772246565,32.0,37.0,0.722970171811776,0.0037105653552367,0.7153846153846154,0.7294117647058823,5.0,8.0,7.0,6.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,svm_mat,svm,S2_LATE_G1_G2,0.8455696202531645,0.8374341412012645,0.8660940121305974,0.8374341412012645,0.8501283386040068,0.845814168084993,0.926233376307032,0.9549130494548728,0.2506837662029613,0.4424971550610398,0.1138393566697703,20.0,24.0,0.8517276391454388,0.0023538470820903,0.8153846153846154,0.828125,8.0,9.0,7.0,7.0,6.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,xgboost_mat,xgboost,S0_EARLY_NO_GRADE,0.5012658227848101,0.4139324288724974,0.4514774183989642,0.4139324288724974,0.4116042279255048,0.4736633475900703,0.4366469252751142,0.6243831814950574,0.6284323601203903,1.0422551268414797,0.1242596564710194,40.0,73.0,0.410286759229412,0.0074166150174442,0.4153846153846154,0.4675324675324675,8.0,9.0,8.0,9.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,xgboost_mat,xgboost,S1_MID_G1_ONLY,0.7063291139240506,0.6979152031378059,0.7237531269543465,0.6979152031378059,0.7092246809574642,0.7063589522970952,0.802873255830869,0.8820369587930457,0.382742282629178,0.5976407611695032,0.0988418008310079,36.0,43.0,0.7071291845406874,0.0039757826987247,0.6692307692307692,0.6877470355731226,8.0,9.0,6.0,9.0,9.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_mat,xgboost_mat,xgboost,S2_LATE_G1_G2,0.8658227848101265,0.8674756322444678,0.8819591375272551,0.8674756322444678,0.8740776804067943,0.8657111984847924,0.9457949841759926,0.9669373296207544,0.1940748735583337,0.319085925240297,0.028286308013394,17.0,25.0,0.8715204467502264,0.0025328553167072,0.8076923076923077,0.8333333333333334,3.0,5.0,5.0,8.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,bilstm_only_por,bilstm_only,S0_EARLY_NO_GRADE,0.5130970724191063,0.5919030400428552,0.5105901054757148,0.5919030400428552,0.5093850779014473,0.5212500518143316,0.4993898628131612,0.7062028570500093,0.6165121763137829,0.9629734689244542,0.1535830297466177,80.0,24.0,0.482042450706187,0.0187629703795367,0.66,0.528,1.0,1.0,4.0,1.0,3.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,bilstm_only_por,bilstm_only,S1_MID_G1_ONLY,0.7580893682588598,0.8164167184094865,0.7112093373715241,0.8164167184094865,0.7407858605854228,0.7646154114946476,0.8434202272977359,0.9305311995429286,0.3345869561498076,0.5217758523834856,0.0606438907631915,77.0,12.0,0.741986780953194,0.0056401534679291,0.88,0.6641509433962264,8.0,5.0,2.0,2.0,7.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,bilstm_only_por,bilstm_only,S2_LATE_G1_G2,0.8366718027734977,0.8839121224295994,0.7870956929780459,0.8839121224295994,0.8191915602554193,0.8420759988900821,0.9079454825457584,0.9605940549320452,0.242537500163024,0.4008127408019583,0.0356361242280838,62.0,9.0,0.8132132443990077,0.0114554354527212,0.91,0.7193675889328063,7.0,4.0,7.0,2.0,6.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_bilstm_por,cnn_bilstm,S0_EARLY_NO_GRADE,0.5115562403697997,0.5885697067095218,0.5105695524152233,0.5885697067095218,0.5088862277534547,0.5199936734429658,0.4970259398114113,0.7086340026123209,0.6122519923849311,0.9593888658907416,0.1496708447971817,76.0,25.0,0.4750515742603156,0.0166007972710189,0.65,0.5327868852459017,2.0,2.0,5.0,2.0,1.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_bilstm_por,cnn_bilstm,S1_MID_G1_ONLY,0.773497688751926,0.8208970378757442,0.7241925280762809,0.8208970378757442,0.7541803875993889,0.7795354432991002,0.8530893401451235,0.9328329301195546,0.3182628821663117,0.5102187287564417,0.0548413219471656,70.0,12.0,0.7539696186580116,0.0039784893796439,0.88,0.6821705426356589,5.0,3.0,1.0,2.0,3.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_bilstm_por,cnn_bilstm,S2_LATE_G1_G2,0.8705701078582434,0.9006671780074753,0.8223053631158086,0.9006671780074753,0.8519466776181582,0.8745147483228287,0.9282971653010008,0.9669063159508332,0.2057112160143152,0.3592110131521246,0.0313158918990769,49.0,10.0,0.8405575165697681,0.0077417872788067,0.9,0.7531380753138075,3.0,1.0,1.0,3.0,3.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_only_por,cnn_only,S0_EARLY_NO_GRADE,0.5038520801232665,0.5777636144490302,0.4979908793667182,0.5777636144490302,0.4984191775302455,0.5115242277719382,0.4902218394723663,0.7069684202386693,0.6175575114737658,0.9739061849682316,0.165777209196452,83.0,28.0,0.4666868918420764,0.0279264217755064,0.63,0.5060240963855421,4.0,4.0,6.0,3.0,4.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_only_por,cnn_only,S1_MID_G1_ONLY,0.785824345146379,0.8298125083701621,0.73836199648464,0.8298125083701621,0.7664349388720542,0.7923401508915,0.8430723831055732,0.9311887000703428,0.3169917119939491,0.509678040208342,0.0359430664864988,72.0,11.0,0.7620162113618907,0.0114749461908882,0.89,0.6819923371647509,2.0,1.0,3.0,1.0,4.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,cnn_only_por,cnn_only,S2_LATE_G1_G2,0.8505392912172574,0.8986968114248146,0.801946175295515,0.8986968114248146,0.8343143614256091,0.8555744871183529,0.9249146651890268,0.965032993662738,0.2283490218543764,0.3913776491971235,0.0459514798945078,59.0,6.0,0.8265940002932531,0.0074417097704105,0.94,0.7430830039525692,6.0,2.0,4.0,1.0,4.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,decision_tree_por,decision_tree,S0_EARLY_NO_GRADE,0.4899845916795069,0.4579322351680728,0.4282271161320863,0.4579322351680728,0.4311891911668888,0.5093745918678457,0.4368581164779015,0.630438871492551,0.6763344334339647,4.103627253280518,0.2225495337018312,107.0,44.0,0.4277855006360673,0.0039920236178463,0.42,0.3146067415730337,9.0,6.0,10.0,6.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,decision_tree_por,decision_tree,S1_MID_G1_ONLY,0.7426810477657936,0.7757561147838367,0.6908904261359702,0.7757561147838367,0.7198064752379945,0.7481683842257706,0.7089588208637888,0.8516418503996963,0.3877351244733515,3.179068303797295,0.1486471043211097,60.0,18.0,0.718903167098748,0.0027531912765344,0.82,0.6776859504132231,9.0,6.0,10.0,5.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,decision_tree_por,decision_tree,S2_LATE_G1_G2,0.827426810477658,0.8212519327465088,0.7758201628352491,0.8212519327465088,0.7954347771327063,0.8304365788007292,0.8448710058758649,0.9106753432937764,0.2491467687036768,2.051819578011148,0.0999324494937186,47.0,27.0,0.7947474741496777,0.0029269614936983,0.73,0.6636363636363637,10.0,8.0,10.0,6.0,9.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,S0_EARLY_NO_GRADE,0.5963020030816641,0.44600630653664,0.4859134937765835,0.44600630653664,0.4586335978494562,0.5772718424654323,0.4617281420843384,0.6435136114169135,0.606680649119626,1.1627422814349178,0.2117348025204454,42.0,71.0,0.4586335978494562,0.0,0.28,0.3255813953488372,5.0,7.0,9.0,7.0,7.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,S1_MID_G1_ONLY,0.7565485362095532,0.6608131536335634,0.7144421736367393,0.6608131536335634,0.6832892825942233,0.7503595030664729,0.7632393022987921,0.8849384181533987,0.3693004463455969,0.7141485469467678,0.1429253654976264,32.0,51.0,0.6832892825942233,0.0,0.49,0.5414364640883977,10.0,10.0,9.0,10.0,10.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,S2_LATE_G1_G2,0.8597842835130971,0.8019875330240939,0.8371087488399561,0.8019875330240939,0.8181733953864985,0.8580226588377352,0.8866282588139746,0.944883701809825,0.2205835749552863,0.4699874131395251,0.0861164762635641,25.0,35.0,0.8181733953864985,0.0,0.65,0.6842105263157895,8.0,9.0,8.0,9.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,logistic_regression_por,logistic_regression,S0_EARLY_NO_GRADE,0.4268104776579353,0.5514179967615082,0.4750878446250695,0.5514179967615082,0.4350604201757209,0.4168520463186213,0.4898441864844238,0.6802212706994971,0.6220063707113146,0.9921334973141044,0.1133188019383256,83.0,24.0,0.435060420175721,5.551115123125783e-17,0.58,0.465863453815261,8.0,5.0,7.0,5.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,logistic_regression_por,logistic_regression,S1_MID_G1_ONLY,0.7781201848998459,0.8201341660883646,0.7259084265545986,0.8201341660883646,0.757211187295304,0.7833118751023127,0.8349277816641166,0.9246297543878196,0.3304898764527194,0.5434808851841012,0.0475507478649969,61.0,16.0,0.757211187295304,0.0,0.84,0.6857142857142857,4.0,4.0,4.0,4.0,2.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,logistic_regression_por,logistic_regression,S2_LATE_G1_G2,0.8597842835130971,0.8908020745827093,0.8093417792541175,0.8908020745827093,0.8404435657780885,0.8633287408412522,0.9268420418438184,0.9646184848957524,0.2102679289425792,0.3633993666078953,0.0412861178582193,47.0,11.0,0.8404435657780885,0.0,0.89,0.7542372881355932,5.0,3.0,2.0,4.0,2.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,mlp_por,mlp,S0_EARLY_NO_GRADE,0.6409861325115562,0.4034211135054847,0.5498976014439932,0.4034211135054847,0.4002416046878521,0.5688123674952156,0.507287481667945,0.701215913389959,0.4875353260885288,0.7943658942273174,0.0606421781235036,24.0,80.0,0.4002058596895953,0.0275694424159314,0.2,0.2758620689655172,10.0,10.0,3.0,10.0,10.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,mlp_por,mlp,S1_MID_G1_ONLY,0.8058551617873652,0.733444123841874,0.7757847533632286,0.733444123841874,0.7523371666173523,0.8026522213953937,0.8274153687855651,0.9222882492519684,0.2664523297483898,0.4325137567843637,0.0304457477642096,27.0,40.0,0.7360994014866254,0.0069117502032727,0.6,0.6417112299465241,7.0,9.0,6.0,9.0,9.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,mlp_por,mlp,S2_LATE_G1_G2,0.884437596302003,0.8491799067411763,0.8557001923129679,0.8491799067411763,0.8520445326449201,0.8834971785234772,0.9236846001059642,0.964516936617296,0.1632212711865524,0.2828465498241753,0.0216032807049597,22.0,29.0,0.8374379046126386,0.0117424622786691,0.71,0.7357512953367875,2.0,6.0,6.0,7.0,5.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,random_forest_por,random_forest,S0_EARLY_NO_GRADE,0.5084745762711864,0.5882720333102013,0.5220536592218007,0.5882720333102013,0.508215391459486,0.517228837181338,0.5165690127270833,0.7161395557901167,0.5719715989645038,0.9296577691567596,0.0418094682452937,64.0,25.0,0.5106421941491683,0.0043772903916923,0.6,0.5309734513274337,3.0,3.0,2.0,4.0,2.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,random_forest_por,random_forest,S1_MID_G1_ONLY,0.810477657935285,0.8214957936131099,0.7585055637772253,0.8214957936131099,0.783545566391818,0.8144936825818174,0.8203914509688661,0.9224413618646364,0.3025138714258972,0.5142322044220073,0.0940169503863112,51.0,20.0,0.7790554551495305,0.0028229237884237,0.8,0.6926406926406926,1.0,2.0,7.0,6.0,1.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,random_forest_por,random_forest,S2_LATE_G1_G2,0.8798151001540832,0.8815011505168194,0.8376700232091506,0.8815011505168194,0.8570554572996425,0.8817063804581269,0.9258060189109352,0.9670963456623162,0.1753678771051721,0.3111115511899142,0.0478923585419871,34.0,16.0,0.8584093168712004,0.0032539651153966,0.84,0.7706422018348624,1.0,5.0,3.0,5.0,1.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,svm_por,svm,S0_EARLY_NO_GRADE,0.6086286594761171,0.4352540268088681,0.4931094754734529,0.4352540268088681,0.4492991583132428,0.5799641469634308,0.4688769113412062,0.67322201650551,0.5371142202551853,0.8792870743809124,0.1426245012763951,36.0,73.0,0.4476122993548125,0.0026591681639644,0.24,0.3,7.0,9.0,8.0,9.0,9.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,svm_por,svm,S1_MID_G1_ONLY,0.8012326656394453,0.7429424011103402,0.76417547409072,0.7429424011103402,0.752930713800279,0.7997654309371331,0.803127417500562,0.9159242090678116,0.2848044074418631,0.4600517328361759,0.0296129333963619,31.0,36.0,0.7538733422053211,0.0024308637132333,0.64,0.6564102564102564,6.0,8.0,8.0,7.0,8.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
student_por,svm_por,svm,S2_LATE_G1_G2,0.8551617873651772,0.7682062894919465,0.8483849483849483,0.7682062894919465,0.799814559254787,0.8489617657292053,0.8772280256613237,0.9526647125980108,0.2130190494063644,0.3688550778120456,0.0625895260774849,16.0,46.0,0.8013843229328417,0.0020096820428423,0.54,0.6352941176470588,9.0,10.0,9.0,10.0,10.0,UNIFIED_STAGE_AWARE_UCI,,,,,,,,,,,,,,,,,,,
