candidate_id,seed,class_name,precision,recall,f1,support
V3-A0F,42,not_at_risk,0.8372509960159362,0.9077753779697624,0.8710880829015544,9260
V3-A0F,42,at_risk,0.8400149868864744,0.7329192546583851,0.7828212290502793,6118
V3-A0F,2026,not_at_risk,0.8443138049868234,0.8995680345572354,0.8710655651992053,9260
V3-A0F,2026,at_risk,0.831277213352685,0.7489375612945407,0.7879621668099742,6118
V3-A0F,3407,not_at_risk,0.8380359473842756,0.9012958963282938,0.8685155315052813,9260
V3-A0F,3407,at_risk,0.8313341945008305,0.7363517489375613,0.7809655889746034,6118
V3-A1,42,not_at_risk,0.8426943426943427,0.8943844492440605,0.8677703269069572,9260
V3-A1,42,at_risk,0.8237837837837838,0.7473030402092187,0.7836818649297224,6118
V3-A1,2026,not_at_risk,0.8439564908000406,0.8965442764578834,0.8694559354872493,9260
V3-A1,2026,at_risk,0.8271070203934308,0.7491010134030729,0.786173771335449,6118
V3-A1,3407,not_at_risk,0.8371,0.9039956803455723,0.8692627206645899,9260
V3-A1,3407,at_risk,0.834696913350688,0.7337365152010461,0.7809672929714684,6118
V3-D0,42,not_at_risk,0.8315737543167242,0.9101511879049676,0.8690899716421758,9260
V3-D0,42,at_risk,0.8413122258249094,0.7209872507355345,0.7765161517472053,6118
V3-D0,2026,not_at_risk,0.8441440532633915,0.9036717062634989,0.8728941740989934,9260
V3-D0,2026,at_risk,0.8367795059469351,0.7474664923177509,0.789605456272123,6118
V3-D0,3407,not_at_risk,0.8407399959782828,0.9030237580993521,0.8707695511819223,9260
V3-D0,3407,at_risk,0.8346833578792342,0.7410918600849951,0.7851082251082251,6118
V3-ENS,-1,not_at_risk,0.8404914103076309,0.9087473002159827,0.8732876712328768,9260
V3-ENS,-1,at_risk,0.8425270219903094,0.7389669826740765,0.7873563218390804,6118
V3-H2TF,42,not_at_risk,0.8334982192322913,0.9098272138228942,0.8699917389508468,9260
V3-H2TF,42,at_risk,0.8415559772296015,0.7249101013403073,0.7788900597119776,6118
V3-H2TF,2026,not_at_risk,0.8372208931419458,0.9070194384449244,0.8707236160066348,9260
V3-H2TF,2026,at_risk,0.8389450056116723,0.7330827067669173,0.7824494068387997,6118
V3-H2TF,3407,not_at_risk,0.8340306834030683,0.9041036717062635,0.8676546792413722,9260
V3-H2TF,3407,at_risk,0.8337078651685393,0.7276887871853547,0.7770989701518589,6118
V3-H3CF,42,not_at_risk,0.8419670806826214,0.9004319654427646,0.8702186505244481,9260
V3-H3CF,42,at_risk,0.8315981735159818,0.7441974501471069,0.7854739929267661,6118
V3-H3CF,2026,not_at_risk,0.8392821133293003,0.8989200863930885,0.8680780060485973,9260
V3-H3CF,2026,at_risk,0.8285714285714286,0.7394573389996731,0.7814821212644671,6118
V3-H3CF,3407,not_at_risk,0.8461855245547205,0.8875809935205183,0.8663890792178359,9260
V3-H3CF,3407,at_risk,0.8162400706090026,0.7558025498528931,0.7848595434099974,6118
V3-MLD,42,not_at_risk,0.8377675535107021,0.9045356371490281,0.8698722608785959,9260
V3-MLD,42,at_risk,0.8356877323420074,0.7348806799607714,0.7820490520090451,6118
V3-MLF,42,not_at_risk,0.8405050505050505,0.8985961123110151,0.868580375782881,9260
V3-MLF,42,at_risk,0.8285870755750274,0.7419091206276561,0.7828561572956192,6118
V3-P0,42,not_at_risk,0.8410582651721701,0.8994600431965443,0.8692793403955539,9260
V3-P0,42,at_risk,0.8299543378995434,0.7427263811703171,0.7839213318381782,6118
V3-P0,2026,not_at_risk,0.8515420805018296,0.8795896328293736,0.8653386454183267,9260
V3-P0,2026,at_risk,0.808188542921039,0.7678980058842759,0.7875282876540105,6118
V3-P0,3407,not_at_risk,0.8458858489599345,0.8914686825053996,0.8680792891319207,9260
V3-P0,3407,at_risk,0.8211425520555259,0.754168028767571,0.7862315753599728,6118
