interactions,learning_rate,max_bins,max_rounds,min_samples_leaf,config_id,ndcg_at_3,exact_best_top1,pairwise_accuracy,query_count,elapsed_seconds
3,0.05,256,5000,5,e4a4d19ef245,0.9723281362446833,0.81,0.8553421368547419,300,53.69958710670471
5,0.05,64,2000,2,aec63dafce1e,0.9723033688451655,0.8166666666666667,0.8524295140971806,300,54.461946964263916
5,0.05,64,5000,2,64ecf12962f7,0.9723033688451655,0.8166666666666667,0.8524295140971806,300,71.6822018623352
5,0.05,64,10000,2,59e60a5de967,0.9723033688451655,0.8166666666666667,0.8524295140971806,300,77.5061469078064
5,0.025,256,5000,2,8ca17371f8cd,0.9723026934396428,0.8066666666666666,0.8537170263788969,300,108.48732423782349
5,0.025,256,10000,2,6f1262429e47,0.9723026934396428,0.8066666666666666,0.8537170263788969,300,142.74902606010437
3,0.01,128,5000,10,15a395ec6037,0.9723009900681044,0.7966666666666666,0.8614277144571085,300,84.85687160491943
3,0.025,128,2000,10,fdbd57bf8219,0.9722993306829403,0.8066666666666666,0.8590281943611278,300,44.55179834365845
3,0.025,128,5000,10,3d284ffe9a06,0.9722993306829403,0.8066666666666666,0.8584283143371326,300,63.05420970916748
3,0.025,128,10000,10,55c5ffd74412,0.9722993306829403,0.8066666666666666,0.8584283143371326,300,81.95026683807373
3,0.05,64,2000,2,d84939fef702,0.9722741114984785,0.8066666666666666,0.8576576576576577,300,39.27110719680786
3,0.05,64,5000,2,9d83c478e358,0.9722688895592466,0.8066666666666666,0.857057057057057,300,55.47496294975281
3,0.05,64,10000,2,5036c210be6a,0.9722688895592466,0.8066666666666666,0.857057057057057,300,56.186484575271606
3,0.01,64,2000,10,dfcc84fe02ac,0.9722666965442573,0.8033333333333333,0.8603117505995204,300,50.089118003845215
3,0.01,128,10000,10,26d798a84c82,0.9722595367321001,0.7933333333333333,0.8608278344331134,300,117.53186202049255
5,0.01,256,5000,2,18581788512e,0.9722556646347652,0.8033333333333333,0.8575721153846154,300,137.8348319530487
5,0.01,256,10000,2,7bcf690eacf8,0.9722546924231805,0.8033333333333333,0.8569711538461539,300,202.83695006370544
