interactions,learning_rate,max_bins,max_rounds,min_samples_leaf,config_id,ndcg_at_3,exact_best_top1,pairwise_accuracy,query_count,elapsed_seconds
10,0.025,128,5000,10,ab5c21772fab,0.9717929097398481,0.81,0.8519184652278178,300,118.6446008682251
10,0.025,128,10000,10,799504a6b68f,0.9717929097398481,0.81,0.8519184652278178,300,118.25648784637451
3,0.025,128,10000,20,01a5eb832418,0.9717812864790799,0.8033333333333333,0.8496105452366687,300,79.73378896713257
3,0.01,256,10000,2,100775ad06bb,0.9717805017366534,0.7866666666666666,0.8616957306073362,300,137.99763822555542
3,0.025,128,5000,20,6d018fb4de99,0.9717743740890502,0.8033333333333333,0.8490113840623128,300,70.7422366142273
3,0.025,128,2000,20,b8b7208edbc2,0.9717712335899767,0.8033333333333333,0.8496105452366687,300,50.84844136238098
10,0.025,128,2000,10,d4480b13f7a1,0.9717678244922153,0.8066666666666666,0.8514080287597364,300,95.96418714523315
5,0.01,128,5000,10,c46f82e974c9,0.9717113554348612,0.7966666666666666,0.8579988016776513,300,111.90945386886597
5,0.025,256,2000,20,4af5249722fb,0.9716972379095565,0.8133333333333334,0.8526946107784431,300,51.571444272994995
10,0.05,128,2000,5,848326cd0c41,0.9716899099961063,0.8066666666666666,0.8459232613908872,300,95.2758858203888
10,0.05,128,5000,5,22dd24bc84b1,0.9716899099961063,0.8066666666666666,0.8459232613908872,300,109.31593155860901
10,0.05,128,10000,5,dd2e9fb5bd25,0.9716899099961063,0.8066666666666666,0.8459232613908872,300,109.152428150177
10,0.01,128,5000,10,283ae89d5fb6,0.9716676310069776,0.7966666666666666,0.8541416566626651,300,165.15326142311096
0,0.01,128,5000,10,6753595cd2e8,0.9716619804151712,0.8033333333333333,0.8553421368547419,300,22.026916980743408
0,0.01,128,10000,10,efb6b477af00,0.9716619804151712,0.8033333333333333,0.8553421368547419,300,22.02177929878235
5,0.01,128,10000,10,ebe98508f4cf,0.9716064989098864,0.7966666666666666,0.8573996405032954,300,149.05904483795166
10,0.01,128,2000,10,08b90997fb93,0.9715458605397023,0.7966666666666666,0.8541416566626651,300,123.07660436630249
3,0.025,128,5000,5,06d2a99be8c5,0.9715436099801127,0.8,0.8571428571428571,300,61.680840253829956
3,0.025,64,2000,5,da96f75a4af6,0.9715413727982205,0.81,0.8609946075494308,300,48.19681429862976
10,0.01,128,10000,10,73582b99f21c,0.9715340845329721,0.7966666666666666,0.8535414165666266,300,179.47890400886536
0,0.01,128,2000,10,006759a46611,0.9715294913700158,0.8033333333333333,0.8553421368547419,300,18.45899987220764
5,0.025,128,2000,20,3f069ea0cd20,0.9715262092682011,0.8066666666666666,0.8484122228879568,300,60.02480363845825
5,0.025,128,5000,20,c3c829217ca2,0.9715262092682011,0.8066666666666666,0.8484122228879568,300,70.4267258644104
5,0.025,128,10000,20,576523d994ee,0.9715262092682011,0.8066666666666666,0.8484122228879568,300,77.13755917549133
3,0.025,128,10000,5,1cae8034ac34,0.9715162044860983,0.8,0.8565426170468188,300,71.64638066291809
3,0.01,256,2000,5,655e564549a2,0.9714894478084495,0.8,0.8595438175270108,300,62.70816469192505
3,0.05,128,2000,20,29b589f153e0,0.9714595309972689,0.8033333333333333,0.8508088675853804,300,36.1172559261322
3,0.05,128,5000,20,0640af17ddee,0.9714595309972689,0.8033333333333333,0.8508088675853804,300,44.76714086532593
3,0.05,128,10000,20,60cc794185b7,0.9714595309972689,0.8033333333333333,0.8508088675853804,300,44.703579902648926
0,0.05,256,2000,20,39a92d0396ce,0.9714588259331695,0.79,0.8490113840623128,300,13.20046591758728
0,0.05,256,5000,20,704636f592b2,0.9714588259331695,0.79,0.8490113840623128,300,13.169268131256104
0,0.05,256,10000,20,414eaf755133,0.9714588259331695,0.79,0.8490113840623128,300,13.06679654121399
10,0.05,64,5000,10,4328ed9f9ced,0.9714519482973437,0.8166666666666667,0.8554289142171566,300,105.27891159057617
10,0.05,64,10000,10,9dd09b762c68,0.9714519482973437,0.8166666666666667,0.8554289142171566,300,123.7651846408844
0,0.01,256,2000,5,951f8247daee,0.9714470548230196,0.8033333333333333,0.8534534534534535,300,19.915756464004517
5,0.05,64,2000,10,f371b640c3e1,0.9714296161781881,0.8133333333333334,0.8526063511084482,300,48.474478244781494
5,0.05,64,5000,10,d141d404d095,0.9714296161781881,0.8133333333333334,0.8526063511084482,300,70.30125522613525
5,0.05,64,10000,10,c43a6f60df9e,0.9714296161781881,0.8133333333333334,0.8526063511084482,300,76.04119348526001
0,0.01,256,5000,10,5b6290b15526,0.9714158649080243,0.8033333333333333,0.8523409363745498,300,24.997591018676758
0,0.01,256,10000,10,b12a1e7d882c,0.9714158649080243,0.8033333333333333,0.8523409363745498,300,25.22542643547058
0,0.01,256,5000,5,febdf09af7e5,0.9713805019088765,0.8,0.8528528528528528,300,24.304906606674194
0,0.01,256,10000,5,4ede8f084651,0.9713805019088765,0.8,0.8528528528528528,300,25.147677183151245
0,0.01,256,2000,10,ad31b986fd39,0.9713725017876577,0.8033333333333333,0.8517406962785115,300,19.926501512527466
10,0.01,128,2000,5,4b40fab2e2f4,0.9713643640544205,0.8,0.8535414165666266,300,127.85099005699158
3,0.025,256,2000,20,116483335661,0.9713638312605833,0.8033333333333333,0.848502994011976,300,46.317992210388184
3,0.05,64,2000,5,c16a2a6bc1b3,0.9713612249538852,0.8133333333333334,0.856628674265147,300,42.45442485809326
3,0.05,64,5000,5,44d7e2b53d37,0.9713612249538852,0.8133333333333334,0.856628674265147,300,50.3330774307251
3,0.05,64,10000,5,3bc3ad2630a8,0.9713612249538852,0.8133333333333334,0.856628674265147,300,52.5147545337677
3,0.01,256,2000,20,ebf6c6900d96,0.9713263856551464,0.79,0.8505402160864346,300,58.043500900268555
3,0.01,256,2000,10,cc07fcebf714,0.9713056328298004,0.8,0.8572285542891421,300,52.724876165390015
10,0.05,64,2000,10,d6bdd5612605,0.9713038426761315,0.8166666666666667,0.8548290341931614,300,70.73368263244629
10,0.01,256,2000,5,981ca1f76e5a,0.9713005004507503,0.8,0.8560287942411517,300,121.17051100730896
10,0.05,64,2000,2,4fcf2ec9a61e,0.9712924298362113,0.81,0.8501199040767387,300,69.38390326499939
3,0.05,64,2000,20,b3a90163979b,0.9712767127144886,0.8066666666666666,0.8502097064110246,300,38.17896866798401
3,0.05,64,5000,20,c30ac8fae941,0.9712709516876513,0.8066666666666666,0.8496105452366687,300,47.190659046173096
3,0.05,64,10000,20,36719b703c67,0.9712709516876513,0.8066666666666666,0.8496105452366687,300,48.29843544960022
0,0.01,256,2000,20,662f637b6600,0.9712429776046694,0.8,0.8505402160864346,300,21.493396759033203
10,0.01,128,10000,5,b29d58fc62e2,0.9712399039533613,0.8033333333333333,0.8529411764705882,300,129.98075127601624
10,0.01,128,5000,5,45737aba8efa,0.9712397421606193,0.8,0.8523409363745498,300,125.7961573600769
10,0.01,256,5000,10,0f470c06aa60,0.9712198694820844,0.7966666666666666,0.8553421368547419,300,134.34114456176758
10,0.01,256,10000,10,9df8f4bffb8a,0.9712198694820844,0.7966666666666666,0.8553421368547419,300,138.67203879356384
0,0.01,64,10000,10,9e3c366a6811,0.9712119810033221,0.8033333333333333,0.8565426170468188,300,30.395387411117554
10,0.01,256,2000,10,8de32305326d,0.9712080404650573,0.7966666666666666,0.8541416566626651,300,129.34484791755676
10,0.05,256,2000,5,74ed3c7e1aaa,0.9711832370445963,0.81,0.8501199040767387,300,93.74614524841309
0,0.025,64,2000,20,91d650a19ff7,0.9711832196219187,0.7933333333333333,0.85431654676259,300,14.974539279937744
0,0.025,64,5000,20,d12de9fdac27,0.9711832196219187,0.7933333333333333,0.85431654676259,300,17.931034088134766
10,0.05,256,5000,5,9ef50e6d15c6,0.9711817001659993,0.81,0.8495203836930456,300,104.9688184261322
10,0.05,256,10000,5,e60e3e15123c,0.9711817001659993,0.81,0.8495203836930456,300,104.22488832473755
0,0.01,256,5000,20,527943bdcba8,0.9711693310399172,0.8,0.8493397358943577,300,28.256605625152588
0,0.01,256,10000,20,e7f705e366b9,0.9711693310399172,0.8,0.8493397358943577,300,28.734986782073975
0,0.01,128,5000,20,c643ef7c4ff7,0.9711691665693314,0.8,0.8552552552552553,300,25.358890056610107
0,0.01,128,10000,20,b99d9885e1c5,0.9711691665693314,0.8,0.8552552552552553,300,25.363076210021973
0,0.025,128,2000,20,4746f495b6a3,0.9711596912924169,0.7866666666666666,0.8487394957983193,300,14.459233283996582
0,0.025,128,5000,20,7de8d75c4e64,0.9711596912924169,0.7866666666666666,0.8487394957983193,300,14.507474184036255
0,0.025,128,10000,20,bc0745c928b1,0.9711596912924169,0.7866666666666666,0.8487394957983193,300,14.58315634727478
0,0.01,128,2000,20,73ed8f184f42,0.9711509526877815,0.8,0.8546546546546546,300,20.692391395568848
10,0.05,128,5000,10,b834ae19fa2b,0.9711245184878199,0.8133333333333334,0.8489208633093526,300,90.46951127052307
10,0.05,128,10000,10,dab518cea629,0.9711245184878199,0.8133333333333334,0.8489208633093526,300,90.1379086971283
0,0.025,64,10000,20,0359247f06c8,0.9711216910129116,0.7933333333333333,0.8537170263788969,300,18.740273475646973
0,0.025,256,2000,20,60acea4e09bf,0.9710327938768819,0.7933333333333333,0.8524295140971806,300,16.620326042175293
0,0.05,64,2000,20,32edd28a8b3c,0.971031501162006,0.8,0.8531175059952039,300,14.032671689987183
0,0.05,64,5000,20,a59a9c5921c6,0.971031501162006,0.8,0.8531175059952039,300,15.671083450317383
0,0.05,64,10000,20,22ab8a55252f,0.971031501162006,0.8,0.8531175059952039,300,15.851544380187988
10,0.05,128,2000,10,91c6aabccf60,0.9710147072964649,0.8133333333333334,0.8483213429256595,300,77.98499059677124
3,0.025,256,5000,20,57163859003c,0.9709962396333469,0.8033333333333333,0.8467065868263473,300,64.54252791404724
3,0.025,256,10000,20,58b729c3e6e8,0.9709962396333469,0.8033333333333333,0.8467065868263473,300,79.65801358222961
0,0.05,64,5000,10,fdcc6e4e5bf2,0.9709819462578511,0.8066666666666666,0.854916067146283,300,15.405464172363281
0,0.05,64,10000,10,ad02f3b9f40e,0.9709819462578511,0.8066666666666666,0.854916067146283,300,15.612597942352295
3,0.01,256,5000,10,6e3056fe8fd4,0.9709810601682028,0.7966666666666666,0.8572285542891421,300,80.96305632591248
10,0.025,64,2000,5,e0f589c37899,0.9709755919720946,0.8066666666666666,0.8535414165666266,300,94.42526721954346
0,0.01,128,5000,5,7dc7df45f607,0.9709748812060476,0.8,0.8535414165666266,300,21.547497034072876
0,0.01,128,10000,5,f90a1492e511,0.9709748812060476,0.8,0.8535414165666266,300,22.09097719192505
0,0.01,128,2000,5,f8a54966b086,0.9709726663241971,0.8,0.8529411764705882,300,17.52621364593506
0,0.025,64,10000,10,1e4e7334f8ab,0.9709667988479572,0.8,0.8556021569802277,300,21.41350269317627
0,0.01,64,5000,10,471ee0733d11,0.9709606636247744,0.8033333333333333,0.8553421368547419,300,24.79573941230774
10,0.05,256,2000,10,e005e389abfe,0.9709549119839297,0.8033333333333333,0.8501199040767387,300,60.593854904174805
10,0.05,256,5000,10,c41e3dc90121,0.9709549119839297,0.8033333333333333,0.8501199040767387,300,61.88598084449768
10,0.05,256,10000,10,a95a5ab6bb46,0.9709549119839297,0.8033333333333333,0.8501199040767387,300,61.5076858997345
10,0.01,256,5000,5,caa2faf6f965,0.9709522064095434,0.8,0.8548290341931614,300,165.04563570022583
3,0.01,256,10000,10,2fdfe625ff2c,0.9709395905525992,0.7933333333333333,0.8560287942411517,300,96.96673464775085
0,0.025,256,5000,20,04401cc96f15,0.9709228708805172,0.7933333333333333,0.8518296340731853,300,17.433146715164185
0,0.025,256,10000,20,5166cda91088,0.9709228708805172,0.7933333333333333,0.8518296340731853,300,17.450907468795776
10,0.05,64,5000,2,ace47db607cd,0.9709166362389032,0.81,0.8489208633093526,300,69.00099992752075
10,0.05,64,10000,2,50270089b334,0.9709166362389032,0.81,0.8489208633093526,300,69.47705459594727
3,0.025,128,2000,5,03ead093ff3a,0.9708961417111861,0.7966666666666666,0.8553421368547419,300,49.556050062179565
0,0.05,64,2000,10,809d71c9372b,0.970895369245646,0.8066666666666666,0.854916067146283,300,13.392558813095093
10,0.025,64,5000,5,21204282a638,0.9708541418616812,0.8066666666666666,0.8523409363745498,300,82.38824963569641
10,0.025,64,10000,5,28c2969b41c5,0.9708541418616812,0.8066666666666666,0.8523409363745498,300,84.45337128639221
5,0.01,128,5000,5,a3a99ce28917,0.9708202076930695,0.8033333333333333,0.8562013181545836,300,130.20728135108948
5,0.01,128,10000,5,d23ce46fa109,0.9708202076930695,0.8033333333333333,0.8562013181545836,300,137.25233459472656
0,0.025,64,2000,10,0b2b3928ff2a,0.9708186932267447,0.8,0.8550029958058718,300,15.189823627471924
0,0.025,64,5000,10,c749a14d9a37,0.9708186932267447,0.8,0.8550029958058718,300,17.929306030273438
0,0.025,256,2000,10,847fed46eaaf,0.9707809884800952,0.7966666666666666,0.8507194244604317,300,16.056157112121582
0,0.025,256,5000,10,b3d05ecee803,0.9707809884800952,0.7966666666666666,0.8507194244604317,300,16.298800230026245
0,0.025,256,10000,10,b0332ed5f302,0.9707809884800952,0.7966666666666666,0.8507194244604317,300,16.308105945587158
5,0.05,128,2000,20,c701473c3fc7,0.9707319007445818,0.8066666666666666,0.850629874025195,300,46.72199010848999
5,0.05,128,5000,20,3a03ae51ee80,0.9707319007445818,0.8066666666666666,0.850629874025195,300,49.77684283256531
5,0.05,128,10000,20,c25703d98c57,0.9707319007445818,0.8066666666666666,0.850629874025195,300,49.94683790206909
0,0.01,64,5000,5,cdc36fc41b3b,0.9707234494765365,0.8,0.8571428571428571,300,23.4658145904541
3,0.05,256,5000,2,f027a0a793f0,0.9707192406538593,0.7966666666666666,0.8565426170468188,300,58.69720268249512
3,0.05,256,10000,2,6e801b2e3027,0.9707192406538593,0.7966666666666666,0.8565426170468188,300,65.41952514648438
0,0.05,128,2000,10,f8369070c696,0.9706599860944042,0.7933333333333333,0.8500299940011997,300,11.639726877212524
0,0.05,128,5000,10,d11bcbf0e21e,0.9706599860944042,0.7933333333333333,0.8500299940011997,300,11.613344192504883
0,0.05,128,10000,10,19eaed9624f3,0.9706599860944042,0.7933333333333333,0.8500299940011997,300,11.657679557800293
0,0.025,256,2000,5,505e69bede93,0.9706311813409341,0.7966666666666666,0.8518296340731853,300,15.939875364303589
0,0.025,256,5000,5,83abbb4d5247,0.9706311813409341,0.7966666666666666,0.8518296340731853,300,17.263149738311768
0,0.025,256,10000,5,d72041465728,0.9706311813409341,0.7966666666666666,0.8518296340731853,300,17.12044620513916
0,0.01,64,2000,5,cf5c93ab2109,0.9705879232724036,0.8,0.8565426170468188,300,17.395196199417114
0,0.025,128,2000,10,e82058031fee,0.9705318146420286,0.7966666666666666,0.8500299940011997,300,14.50922155380249
0,0.025,128,5000,10,09e422508d75,0.9705318146420286,0.7966666666666666,0.8500299940011997,300,14.28652310371399
0,0.025,128,10000,10,3ec9e1e96a90,0.9705318146420286,0.7966666666666666,0.8500299940011997,300,14.387406587600708
10,0.01,256,10000,5,1e36f091fe41,0.9705225261704461,0.7966666666666666,0.8530293941211757,300,176.36949110031128
0,0.05,128,2000,20,4bbf90b96fcc,0.970478822144341,0.79,0.8483213429256595,300,12.383171796798706
0,0.05,128,5000,20,85ba94c739a5,0.970478822144341,0.79,0.8483213429256595,300,12.476623773574829
0,0.05,128,10000,20,2a881b5c616e,0.970478822144341,0.79,0.8483213429256595,300,12.559929609298706
0,0.025,64,5000,2,f24a00279c51,0.970467355112385,0.8033333333333333,0.8507194244604317,300,17.120956420898438
0,0.025,64,10000,2,80802bda5f0d,0.970467355112385,0.8033333333333333,0.8507194244604317,300,19.0636043548584
0,0.01,64,10000,5,877c878ff7f4,0.9704355818113846,0.8,0.8571428571428571,300,27.982728004455566
0,0.05,256,2000,10,39389006924e,0.9704266895165741,0.7933333333333333,0.8488302339532093,300,12.852425813674927
0,0.05,256,5000,10,1a809b0f15ef,0.9704266895165741,0.7933333333333333,0.8488302339532093,300,12.812689542770386
0,0.05,256,10000,10,a48145cf0428,0.9704266895165741,0.7933333333333333,0.8488302339532093,300,12.853387832641602
0,0.025,64,2000,5,6ecac3508dd0,0.9704113744116466,0.8,0.8525179856115108,300,14.172581672668457
0,0.025,64,5000,5,32e44d269db8,0.9704113744116466,0.8,0.8525179856115108,300,16.69831919670105
0,0.025,64,10000,5,4936e3eb10a9,0.9704113744116466,0.8,0.8525179856115108,300,18.89956545829773
0,0.025,64,2000,2,50dca91e15ee,0.9703998942387585,0.8033333333333333,0.8501199040767387,300,13.891059160232544
10,0.05,64,2000,20,b7ceabbc420a,0.9703424405238601,0.8133333333333334,0.8535414165666266,300,81.33142113685608
10,0.05,64,5000,20,bb4414b19698,0.9703424405238601,0.8133333333333334,0.8535414165666266,300,123.84259295463562
10,0.05,64,10000,20,5eb7e577b4a6,0.9703424405238601,0.8133333333333334,0.8535414165666266,300,173.56393194198608
3,0.025,256,5000,5,99bdebabbb69,0.9702739220130343,0.7966666666666666,0.853629274145171,300,58.729941606521606
3,0.025,256,10000,5,03b9f1b59203,0.9702739220130343,0.7966666666666666,0.853629274145171,300,65.86922645568848
0,0.025,128,2000,5,28ea6b98fe70,0.9702682583287676,0.8,0.8501199040767387,300,14.794575452804565
0,0.025,128,5000,5,5bed18cb3bbb,0.9702682583287676,0.8,0.8501199040767387,300,15.506215333938599
0,0.025,128,10000,5,cf6029dd4723,0.9702682583287676,0.8,0.8501199040767387,300,15.450003385543823
0,0.05,128,2000,5,c7b1eca083b4,0.970218998192633,0.7966666666666666,0.8489208633093526,300,12.479690074920654
0,0.05,128,5000,5,5937edceef19,0.970218998192633,0.7966666666666666,0.8489208633093526,300,12.693655014038086
0,0.05,128,10000,5,a91c63fa8012,0.970218998192633,0.7966666666666666,0.8489208633093526,300,12.567257165908813
0,0.01,128,2000,2,dc5e1db13b20,0.9702113939281154,0.8,0.8499399759903962,300,16.477116584777832
10,0.025,128,2000,5,a96c8c3a7903,0.9701836294935583,0.7966666666666666,0.8501199040767387,300,87.42863011360168
10,0.025,128,5000,5,26dbb8819720,0.9701836294935583,0.7966666666666666,0.8501199040767387,300,106.93879437446594
10,0.025,128,10000,5,212ba4ba6a62,0.9701836294935583,0.7966666666666666,0.8501199040767387,300,106.55843472480774
3,0.025,256,2000,5,b9e7dbed71a2,0.9701351843933764,0.7966666666666666,0.8554289142171566,300,48.0636670589447
0,0.01,64,2000,10,a89427fab0ee,0.9700684888795384,0.8033333333333333,0.8529411764705882,300,17.54325532913208
0,0.05,64,5000,2,62740239d851,0.9700597340822804,0.8133333333333334,0.8508088675853804,300,14.719890594482422
0,0.05,64,10000,2,da611cb38fdf,0.9700597340822804,0.8133333333333334,0.8508088675853804,300,15.102205991744995
0,0.01,128,5000,2,8073e1f8c4e9,0.9700329111640376,0.8,0.8499399759903962,300,19.62985110282898
0,0.01,128,10000,2,39ef9bdc9de7,0.9700329111640376,0.8,0.8499399759903962,300,19.783688068389893
0,0.05,64,2000,2,4bdb80c1bf95,0.9700256391490011,0.81,0.8502097064110246,300,12.788000583648682
0,0.01,256,5000,2,6fead71615da,0.9700132835708078,0.8,0.8493397358943577,300,24.54974055290222
0,0.01,256,10000,2,0227b2d1eaac,0.9700132835708078,0.8,0.8493397358943577,300,24.961795806884766
0,0.05,64,5000,5,3dfa8b370922,0.9699958920958968,0.8133333333333334,0.8525179856115108,300,14.538039445877075
0,0.05,64,10000,5,9e7e596d6e9e,0.9699958920958968,0.8133333333333334,0.8525179856115108,300,14.53528118133545
10,0.01,64,10000,10,d824d3cebfa1,0.9699775822488675,0.7966666666666666,0.8535414165666266,300,150.48970866203308
10,0.01,64,5000,10,3d22491a0dcc,0.9699674375152108,0.7966666666666666,0.8529411764705882,300,144.47196555137634
0,0.05,64,2000,5,dd472f3a10de,0.9699617971626173,0.81,0.8519184652278178,300,13.010016441345215
0,0.05,128,2000,2,e81d659e63cd,0.9699352534848049,0.8,0.847630473905219,300,12.752656936645508
0,0.05,128,5000,2,4a3c2746640e,0.9699011585515253,0.7966666666666666,0.8470305938812237,300,13.084467887878418
0,0.05,128,10000,2,1db9b399a15a,0.9699011585515253,0.7966666666666666,0.8470305938812237,300,13.057768106460571
0,0.01,256,2000,2,3edbc09d9578,0.9698741118846544,0.8,0.8487394957983193,300,18.65676188468933
0,0.01,64,5000,2,804277a1a1ce,0.9698479479729876,0.8,0.851140456182473,300,20.144835948944092
0,0.01,64,10000,2,39aa0d6ffbe1,0.9698479479729876,0.8,0.851140456182473,300,21.0546236038208
10,0.01,64,2000,10,36376cfbb565,0.9698272350228424,0.7966666666666666,0.8524295140971806,300,113.33157634735107
0,0.01,64,2000,2,fdb6976b62e2,0.9698218066699288,0.8,0.8505402160864346,300,19.13147759437561
0,0.05,256,2000,5,1de01cd1cf3b,0.9697587171246713,0.7933333333333333,0.847630473905219,300,12.990863800048828
0,0.05,256,5000,5,ba7f7d12b3f7,0.9697587171246713,0.7933333333333333,0.847630473905219,300,12.878874063491821
0,0.05,256,10000,5,7ce98f8cbf8e,0.9697587171246713,0.7933333333333333,0.847630473905219,300,12.753623723983765
10,0.05,64,5000,5,a0fce6bbd9bb,0.9696906737436277,0.8166666666666667,0.8537170263788969,300,104.54269051551819
10,0.05,64,10000,5,842aac9d07da,0.9696906737436277,0.8166666666666667,0.8537170263788969,300,103.65154647827148
0,0.05,256,2000,2,b2a871878c14,0.969658013338618,0.7966666666666666,0.8465227817745803,300,13.979406118392944
0,0.05,256,5000,2,c31c2a8acc02,0.969658013338618,0.7966666666666666,0.8465227817745803,300,13.84013056755066
0,0.05,256,10000,2,34d270c8775b,0.969658013338618,0.7966666666666666,0.8465227817745803,300,13.860247373580933
0,0.025,256,2000,2,82e8df4c3088,0.9696023785220927,0.8,0.8483213429256595,300,15.682573318481445
0,0.025,256,5000,2,2e7c17541723,0.9696023785220927,0.8,0.8483213429256595,300,17.14871644973755
0,0.025,256,10000,2,c76a35b70907,0.9696023785220927,0.8,0.8483213429256595,300,17.21324110031128
10,0.05,64,2000,5,af15a5110043,0.9695425681224155,0.8166666666666667,0.8531175059952039,300,72.02244710922241
0,0.025,128,2000,2,146a7b54f13a,0.9694241536731012,0.8,0.847630473905219,300,14.45230507850647
0,0.025,128,5000,2,bc13208d0547,0.9693892476817864,0.8,0.8470305938812237,300,16.270910024642944
0,0.025,128,10000,2,2c1acb64ed5f,0.9693892476817864,0.8,0.8470305938812237,300,16.080183029174805
