model_id,model_family,prediction_stage,threshold_policy,class_name,outer_fold,precision,recall,f1,support
xgboost_oulad,xgboost,E2_EARLY_35PCT,INNER_OOF_STAGE_THRESHOLD,At-risk,1.0,0.7542018788081437,0.6500323817167578,0.6981421308941371,2229.0
xgboost_oulad,xgboost,E2_EARLY_35PCT,INNER_OOF_STAGE_THRESHOLD,Not-at-risk,1.0,0.7701921916810743,0.8469790934993536,0.806712824473724,3086.3333333333335
xgboost_oulad,xgboost,L1_LATE_75PCT,FIXED_0_5,At-risk,1.0,0.9201157126244639,0.7071130145116507,0.7995271208243553,1791.6666666666667
xgboost_oulad,xgboost,L1_LATE_75PCT,FIXED_0_5,Not-at-risk,1.0,0.8501471860801018,0.9643764802923579,0.9036306924139247,3086.6666666666665
xgboost_oulad,xgboost,L1_LATE_75PCT,INNER_OOF_STAGE_THRESHOLD,At-risk,1.0,0.7585379161952845,0.8316128743660548,0.7933805019773614,1791.6666666666667
xgboost_oulad,xgboost,L1_LATE_75PCT,INNER_OOF_STAGE_THRESHOLD,Not-at-risk,1.0,0.8964856771305701,0.8463186083651694,0.8706716244529283,3086.6666666666665
xgboost_oulad,xgboost,M1_MIDDLE_FROZEN,FIXED_0_5,At-risk,1.0,0.8494819890500994,0.6399731544956515,0.7299033530529272,2039.3333333333333
xgboost_oulad,xgboost,M1_MIDDLE_FROZEN,FIXED_0_5,Not-at-risk,1.0,0.7954715349648639,0.9250712468294018,0.8553616784279715,3086.6666666666665
xgboost_oulad,xgboost,M1_MIDDLE_FROZEN,INNER_OOF_STAGE_THRESHOLD,At-risk,1.0,0.7540069425691353,0.7399798373712398,0.7468633901007333,2039.3333333333333
xgboost_oulad,xgboost,M1_MIDDLE_FROZEN,INNER_OOF_STAGE_THRESHOLD,Not-at-risk,1.0,0.8303219335113803,0.8405149787692351,0.8353569303352747,3086.6666666666665
