model_family,outer_fold,prediction_stage,threshold_policy,threshold,status,source
svm,0.0,E1_EARLY_20PCT,INNER_OOF_STAGE_THRESHOLD,0.6111504449954643,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,0.0,E1_EARLY_20PCT,FIXED_0_5,0.5,FIXED,protocol
svm,0.0,E2_EARLY_35PCT,INNER_OOF_STAGE_THRESHOLD,0.5116277838392671,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,0.0,E2_EARLY_35PCT,FIXED_0_5,0.5,FIXED,protocol
svm,0.0,L1_LATE_75PCT,INNER_OOF_STAGE_THRESHOLD,0.2662052142170849,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,0.0,L1_LATE_75PCT,FIXED_0_5,0.5,FIXED,protocol
svm,0.0,M1_MIDDLE_FROZEN,INNER_OOF_STAGE_THRESHOLD,0.3687429452501964,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,0.0,M1_MIDDLE_FROZEN,FIXED_0_5,0.5,FIXED,protocol
svm,1.0,E1_EARLY_20PCT,INNER_OOF_STAGE_THRESHOLD,0.6082752586924637,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,1.0,E1_EARLY_20PCT,FIXED_0_5,0.5,FIXED,protocol
svm,1.0,E2_EARLY_35PCT,INNER_OOF_STAGE_THRESHOLD,0.522286209957058,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,1.0,E2_EARLY_35PCT,FIXED_0_5,0.5,FIXED,protocol
svm,1.0,L1_LATE_75PCT,INNER_OOF_STAGE_THRESHOLD,0.2618031622103682,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,1.0,L1_LATE_75PCT,FIXED_0_5,0.5,FIXED,protocol
svm,1.0,M1_MIDDLE_FROZEN,INNER_OOF_STAGE_THRESHOLD,0.3607455824427461,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,1.0,M1_MIDDLE_FROZEN,FIXED_0_5,0.5,FIXED,protocol
svm,2.0,E1_EARLY_20PCT,INNER_OOF_STAGE_THRESHOLD,0.6191421376610625,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,2.0,E1_EARLY_20PCT,FIXED_0_5,0.5,FIXED,protocol
svm,2.0,E2_EARLY_35PCT,INNER_OOF_STAGE_THRESHOLD,0.5268347465424348,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,2.0,E2_EARLY_35PCT,FIXED_0_5,0.5,FIXED,protocol
svm,2.0,L1_LATE_75PCT,INNER_OOF_STAGE_THRESHOLD,0.26114738212690675,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,2.0,L1_LATE_75PCT,FIXED_0_5,0.5,FIXED,protocol
svm,2.0,M1_MIDDLE_FROZEN,INNER_OOF_STAGE_THRESHOLD,0.3636211947250351,PRECISION_CONSTRAINT_MET,amended_pooled_inner_oof_calibrated_probability
svm,2.0,M1_MIDDLE_FROZEN,FIXED_0_5,0.5,FIXED,protocol
